2004 Federal Election House of Representatives Distribution of Preferences By Division [12246 8/11/2005 11:09:59 PM]
StateAb,DivisionID,DivisionNm,CountNumber,BallotPosition,CandidateID,Surname,GivenNm,PartyAb,PartyNm,SittingMemberFl,CalculationType,CalculationValue
NSW,122,Greenway,5,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Count,50
NSW,122,Greenway,5,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Percent,5.56
NSW,122,Greenway,5,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Preference Count,985
NSW,122,Greenway,5,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Preference Percent,1.3
NSW,122,Greenway,5,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Transfer Count,16
NSW,122,Greenway,5,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Transfer Percent,1.78
NSW,122,Greenway,5,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Preference Count,2216
NSW,122,Greenway,5,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Preference Percent,2.92
NSW,122,Greenway,5,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Transfer Count,12
NSW,122,Greenway,5,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Transfer Percent,1.33
NSW,122,Greenway,5,11,12985,TANDA,Amarjit,IND,Independent,,Preference Count,0
NSW,122,Greenway,5,11,12985,TANDA,Amarjit,IND,Independent,,Preference Percent,0
NSW,122,Greenway,5,11,12985,TANDA,Amarjit,IND,Independent,,Transfer Count,0
NSW,122,Greenway,5,11,12985,TANDA,Amarjit,IND,Independent,,Transfer Percent,0
NSW,122,Greenway,5,12,14779,MARKUS,Louise,LP,Liberal,#,Preference Count,33615
NSW,122,Greenway,5,12,14779,MARKUS,Louise,LP,Liberal,#,Preference Percent,44.3
NSW,122,Greenway,5,12,14779,MARKUS,Louise,LP,Liberal,#,Transfer Count,54
NSW,122,Greenway,5,12,14779,MARKUS,Louise,LP,Liberal,#,Transfer Percent,6
NSW,122,Greenway,5,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Preference Count,0
NSW,122,Greenway,5,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Preference Percent,0
NSW,122,Greenway,5,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Transfer Count,0
NSW,122,Greenway,5,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Transfer Percent,0
NSW,122,Greenway,5,14,15395,DORHAUER,John,FFP,Family First,,Preference Count,1038
NSW,122,Greenway,5,14,15395,DORHAUER,John,FFP,Family First,,Preference Percent,1.37
NSW,122,Greenway,5,14,15395,DORHAUER,John,FFP,Family First,,Transfer Count,48
NSW,122,Greenway,5,14,15395,DORHAUER,John,FFP,Family First,,Transfer Percent,5.33
NSW,122,Greenway,6,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Preference Count,2044
NSW,122,Greenway,6,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Preference Percent,2.69
NSW,122,Greenway,6,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Transfer Count,349
NSW,122,Greenway,6,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Transfer Percent,35.43
NSW,122,Greenway,6,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Preference Count,1346
NSW,122,Greenway,6,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Preference Percent,1.77
NSW,122,Greenway,6,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Transfer Count,36
NSW,122,Greenway,6,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Transfer Percent,3.65
NSW,122,Greenway,6,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Preference Count,0
NSW,122,Greenway,6,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Preference Percent,0
NSW,122,Greenway,6,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Transfer Count,0
NSW,122,Greenway,6,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Transfer Percent,0
NSW,122,Greenway,6,4,14200,IVOR,F,IND,Independent,,Preference Count,0
NSW,122,Greenway,6,4,14200,IVOR,F,IND,Independent,,Preference Percent,0
NSW,122,Greenway,6,4,14200,IVOR,F,IND,Independent,,Transfer Count,0
NSW,122,Greenway,6,4,14200,IVOR,F,IND,Independent,,Transfer Percent,0
NSW,122,Greenway,6,5,15561,KING,David,DEM,Australian Democrats,,Preference Count,0
NSW,122,Greenway,6,5,15561,KING,David,DEM,Australian Democrats,,Preference Percent,0
NSW,122,Greenway,6,5,15561,KING,David,DEM,Australian Democrats,,Transfer Count,0
NSW,122,Greenway,6,5,15561,KING,David,DEM,Australian Democrats,,Transfer Percent,0
NSW,122,Greenway,6,6,15393,O'NEILL,Astrid,GRN,The Greens,,Preference Count,3175
NSW,122,Greenway,6,6,15393,O'NEILL,Astrid,GRN,The Greens,,Preference Percent,4.18
NSW,122,Greenway,6,6,15393,O'NEILL,Astrid,GRN,The Greens,,Transfer Count,73
NSW,122,Greenway,6,6,15393,O'NEILL,Astrid,GRN,The Greens,,Transfer Percent,7.41
NSW,122,Greenway,6,7,14309,HUSIC,Ed,ALP,Australian Labor Party,,Preference Count,30859
NSW,122,Greenway,6,7,14309,HUSIC,Ed,ALP,Australian Labor Party,,Preference Percent,40.67
NSW,122,Greenway,6,7,14309,HUSIC,Ed,ALP,Australian Labor Party,,Transfer Count,101
NSW,122,Greenway,6,7,14309,HUSIC,Ed,ALP,Australian Labor Party,,Transfer Percent,10.25
NSW,122,Greenway,6,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Preference Count,1234
NSW,122,Greenway,6,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Preference Percent,1.63
NSW,122,Greenway,6,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Count,74
NSW,122,Greenway,6,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Percent,7.51
NSW,122,Greenway,6,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Preference Count,0
NSW,122,Greenway,6,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Preference Percent,0
NSW,122,Greenway,6,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Transfer Count,-985
NSW,122,Greenway,6,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Transfer Percent,-100
NSW,122,Greenway,6,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Preference Count,2284
NSW,122,Greenway,6,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Preference Percent,3.01
NSW,122,Greenway,6,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Transfer Count,68
NSW,122,Greenway,6,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Transfer Percent,6.9
NSW,122,Greenway,6,11,12985,TANDA,Amarjit,IND,Independent,,Preference Count,0
NSW,122,Greenway,6,11,12985,TANDA,Amarjit,IND,Independent,,Preference Percent,0
NSW,122,Greenway,6,11,12985,TANDA,Amarjit,IND,Independent,,Transfer Count,0
NSW,122,Greenway,6,11,12985,TANDA,Amarjit,IND,Independent,,Transfer Percent,0
NSW,122,Greenway,6,12,14779,MARKUS,Louise,LP,Liberal,#,Preference Count,33852
NSW,122,Greenway,6,12,14779,MARKUS,Louise,LP,Liberal,#,Preference Percent,44.61
NSW,122,Greenway,6,12,14779,MARKUS,Louise,LP,Liberal,#,Transfer Count,237
NSW,122,Greenway,6,12,14779,MARKUS,Louise,LP,Liberal,#,Transfer Percent,24.06
NSW,122,Greenway,6,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Preference Count,0
NSW,122,Greenway,6,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Preference Percent,0
NSW,122,Greenway,6,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Transfer Count,0
NSW,122,Greenway,6,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Transfer Percent,0
NSW,122,Greenway,6,14,15395,DORHAUER,John,FFP,Family First,,Preference Count,1085
NSW,122,Greenway,6,14,15395,DORHAUER,John,FFP,Family First,,Preference Percent,1.43
NSW,122,Greenway,6,14,15395,DORHAUER,John,FFP,Family First,,Transfer Count,47
NSW,122,Greenway,6,14,15395,DORHAUER,John,FFP,Family First,,Transfer Percent,4.77
NSW,122,Greenway,7,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Preference Count,2133
NSW,122,Greenway,7,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Preference Percent,2.81
NSW,122,Greenway,7,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Transfer Count,89
NSW,122,Greenway,7,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Transfer Percent,8.2
NSW,122,Greenway,7,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Preference Count,1462
NSW,122,Greenway,7,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Preference Percent,1.93
NSW,122,Greenway,7,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Transfer Count,116
NSW,122,Greenway,7,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Transfer Percent,10.69
NSW,122,Greenway,7,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Preference Count,0
NSW,122,Greenway,7,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Preference Percent,0
NSW,122,Greenway,7,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Transfer Count,0
NSW,122,Greenway,7,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Transfer Percent,0
NSW,122,Greenway,7,4,14200,IVOR,F,IND,Independent,,Preference Count,0
NSW,122,Greenway,7,4,14200,IVOR,F,IND,Independent,,Preference Percent,0
NSW,122,Greenway,7,4,14200,IVOR,F,IND,Independent,,Transfer Count,0
NSW,122,Greenway,7,4,14200,IVOR,F,IND,Independent,,Transfer Percent,0
NSW,122,Greenway,7,5,15561,KING,David,DEM,Australian Democrats,,Preference Count,0
NSW,122,Greenway,7,5,15561,KING,David,DEM,Australian Democrats,,Preference Percent,0
NSW,122,Greenway,7,5,15561,KING,David,DEM,Australian Democrats,,Transfer Count,0
NSW,122,Greenway,7,5,15561,KING,David,DEM,Australian Democrats,,Transfer Percent,0
NSW,122,Greenway,7,6,15393,O'NEILL,Astrid,GRN,The Greens,,Preference Count,3305
NSW,122,Greenway,7,6,15393,O'NEILL,Astrid,GRN,The Greens,,Preference Percent,4.36
NSW,122,Greenway,7,6,15393,O'NEILL,Astrid,GRN,The Greens,,Transfer Count,130
NSW,122,Greenway,7,6,15393,O'NEILL,Astrid,GRN,The Greens,,Transfer Percent,11.98
NSW,122,Greenway,7,7,14309,HUSIC,Ed,ALP,Australian Labor Party,,Preference Count,31002
NSW,122,Greenway,7,7,14309,HUSIC,Ed,ALP,Australian Labor Party,,Preference Percent,40.86
NSW,122,Greenway,7,7,14309,HUSIC,Ed,ALP,Australian Labor Party,,Transfer Count,143
NSW,122,Greenway,7,7,14309,HUSIC,Ed,ALP,Australian Labor Party,,Transfer Percent,13.18
NSW,122,Greenway,7,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Preference Count,1294
NSW,122,Greenway,7,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Preference Percent,1.71
NSW,122,Greenway,7,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Count,60
NSW,122,Greenway,7,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Percent,5.53
NSW,122,Greenway,7,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Preference Count,0
NSW,122,Greenway,7,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Preference Percent,0
NSW,122,Greenway,7,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Transfer Count,0
NSW,122,Greenway,7,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Transfer Percent,0
NSW,122,Greenway,7,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Preference Count,2419
NSW,122,Greenway,7,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Preference Percent,3.19
NSW,122,Greenway,7,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Transfer Count,135
NSW,122,Greenway,7,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Transfer Percent,12.44
NSW,122,Greenway,7,11,12985,TANDA,Amarjit,IND,Independent,,Preference Count,0
NSW,122,Greenway,7,11,12985,TANDA,Amarjit,IND,Independent,,Preference Percent,0
NSW,122,Greenway,7,11,12985,TANDA,Amarjit,IND,Independent,,Transfer Count,0
NSW,122,Greenway,7,11,12985,TANDA,Amarjit,IND,Independent,,Transfer Percent,0
NSW,122,Greenway,7,12,14779,MARKUS,Louise,LP,Liberal,#,Preference Count,34264
NSW,122,Greenway,7,12,14779,MARKUS,Louise,LP,Liberal,#,Preference Percent,45.16
NSW,122,Greenway,7,12,14779,MARKUS,Louise,LP,Liberal,#,Transfer Count,412
NSW,122,Greenway,7,12,14779,MARKUS,Louise,LP,Liberal,#,Transfer Percent,37.97
NSW,122,Greenway,7,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Preference Count,0
NSW,122,Greenway,7,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Preference Percent,0
NSW,122,Greenway,7,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Transfer Count,0
NSW,122,Greenway,7,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Transfer Percent,0
NSW,122,Greenway,7,14,15395,DORHAUER,John,FFP,Family First,,Preference Count,0
NSW,122,Greenway,7,14,15395,DORHAUER,John,FFP,Family First,,Preference Percent,0
NSW,122,Greenway,7,14,15395,DORHAUER,John,FFP,Family First,,Transfer Count,-1085
NSW,122,Greenway,7,14,15395,DORHAUER,John,FFP,Family First,,Transfer Percent,-100
NSW,122,Greenway,8,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Preference Count,2303
NSW,122,Greenway,8,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Preference Percent,3.04
NSW,122,Greenway,8,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Transfer Count,170
NSW,122,Greenway,8,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Transfer Percent,13.14
NSW,122,Greenway,8,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Preference Count,1750
NSW,122,Greenway,8,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Preference Percent,2.31
NSW,122,Greenway,8,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Transfer Count,288
NSW,122,Greenway,8,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Transfer Percent,22.26
NSW,122,Greenway,8,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Preference Count,0
NSW,122,Greenway,8,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Preference Percent,0
NSW,122,Greenway,8,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Transfer Count,0
NSW,122,Greenway,8,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Transfer Percent,0
NSW,122,Greenway,8,4,14200,IVOR,F,IND,Independent,,Preference Count,0
NSW,122,Greenway,8,4,14200,IVOR,F,IND,Independent,,Preference Percent,0
NSW,122,Greenway,8,4,14200,IVOR,F,IND,Independent,,Transfer Count,0
NSW,122,Greenway,8,4,14200,IVOR,F,IND,Independent,,Transfer Percent,0
NSW,122,Greenway,8,5,15561,KING,David,DEM,Australian Democrats,,Preference Count,0
NSW,122,Greenway,8,5,15561,KING,David,DEM,Australian Democrats,,Preference Percent,0
NSW,122,Greenway,8,5,15561,KING,David,DEM,Australian Democrats,,Transfer Count,0
NSW,122,Greenway,8,5,15561,KING,David,DEM,Australian Democrats,,Transfer Percent,0
NSW,122,Greenway,8,6,15393,O'NEILL,Astrid,GRN,The Greens,,Preference Count,3449
NSW,122,Greenway,8,6,15393,O'NEILL,Astrid,GRN,The Greens,,Preference Percent,4.55
NSW,122,Greenway,8,6,15393,O'NEILL,Astrid,GRN,The Greens,,Transfer Count,144
NSW,122,Greenway,8,6,15393,O'NEILL,Astrid,GRN,The Greens,,Transfer Percent,11.13
NSW,122,Greenway,8,7,14309,HUSIC,Ed,ALP,Australian Labor Party,,Preference Count,31264
NSW,122,Greenway,8,7,14309,HUSIC,Ed,ALP,Australian Labor Party,,Preference Percent,41.2
NSW,122,Greenway,8,7,14309,HUSIC,Ed,ALP,Australian Labor Party,,Transfer Count,262
NSW,122,Greenway,8,7,14309,HUSIC,Ed,ALP,Australian Labor Party,,Transfer Percent,20.25
NSW,122,Greenway,8,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Preference Count,0
NSW,122,Greenway,8,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Preference Percent,0
NSW,122,Greenway,8,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Count,-1294
NSW,122,Greenway,8,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Percent,-100
NSW,122,Greenway,8,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Preference Count,0
NSW,122,Greenway,8,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Preference Percent,0
NSW,122,Greenway,8,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Transfer Count,0
NSW,122,Greenway,8,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Transfer Percent,0
NSW,122,Greenway,8,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Preference Count,2551
NSW,122,Greenway,8,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Preference Percent,3.36
NSW,122,Greenway,8,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Transfer Count,132
NSW,122,Greenway,8,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Transfer Percent,10.2
NSW,122,Greenway,8,11,12985,TANDA,Amarjit,IND,Independent,,Preference Count,0
NSW,122,Greenway,8,11,12985,TANDA,Amarjit,IND,Independent,,Preference Percent,0
NSW,122,Greenway,8,11,12985,TANDA,Amarjit,IND,Independent,,Transfer Count,0
NSW,122,Greenway,8,11,12985,TANDA,Amarjit,IND,Independent,,Transfer Percent,0
NSW,122,Greenway,8,12,14779,MARKUS,Louise,LP,Liberal,#,Preference Count,34562
NSW,122,Greenway,8,12,14779,MARKUS,Louise,LP,Liberal,#,Preference Percent,45.55
NSW,122,Greenway,8,12,14779,MARKUS,Louise,LP,Liberal,#,Transfer Count,298
NSW,122,Greenway,8,12,14779,MARKUS,Louise,LP,Liberal,#,Transfer Percent,23.03
NSW,122,Greenway,8,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Preference Count,0
NSW,122,Greenway,8,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Preference Percent,0
NSW,122,Greenway,8,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Transfer Count,0
NSW,122,Greenway,8,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Transfer Percent,0
NSW,122,Greenway,8,14,15395,DORHAUER,John,FFP,Family First,,Preference Count,0
NSW,122,Greenway,8,14,15395,DORHAUER,John,FFP,Family First,,Preference Percent,0
NSW,122,Greenway,8,14,15395,DORHAUER,John,FFP,Family First,,Transfer Count,0
NSW,122,Greenway,8,14,15395,DORHAUER,John,FFP,Family First,,Transfer Percent,0
NSW,122,Greenway,9,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Preference Count,3085
NSW,122,Greenway,9,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Preference Percent,4.07
NSW,122,Greenway,9,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Transfer Count,782
NSW,122,Greenway,9,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Transfer Percent,44.69
NSW,122,Greenway,9,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Preference Count,0
NSW,122,Greenway,9,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Preference Percent,0
NSW,122,Greenway,9,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Transfer Count,-1750
NSW,122,Greenway,9,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Transfer Percent,-100
NSW,122,Greenway,9,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Preference Count,0
NSW,122,Greenway,9,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Preference Percent,0
NSW,122,Greenway,9,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Transfer Count,0
NSW,122,Greenway,9,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Transfer Percent,0
NSW,122,Greenway,9,4,14200,IVOR,F,IND,Independent,,Preference Count,0
NSW,122,Greenway,9,4,14200,IVOR,F,IND,Independent,,Preference Percent,0
NSW,122,Greenway,9,4,14200,IVOR,F,IND,Independent,,Transfer Count,0
NSW,122,Greenway,9,4,14200,IVOR,F,IND,Independent,,Transfer Percent,0
NSW,122,Greenway,9,5,15561,KING,David,DEM,Australian Democrats,,Preference Count,0
NSW,122,Greenway,9,5,15561,KING,David,DEM,Australian Democrats,,Preference Percent,0
NSW,122,Greenway,9,5,15561,KING,David,DEM,Australian Democrats,,Transfer Count,0
NSW,122,Greenway,9,5,15561,KING,David,DEM,Australian Democrats,,Transfer Percent,0
NSW,122,Greenway,9,6,15393,O'NEILL,Astrid,GRN,The Greens,,Preference Count,3768
NSW,122,Greenway,9,6,15393,O'NEILL,Astrid,GRN,The Greens,,Preference Percent,4.97
NSW,122,Greenway,9,6,15393,O'NEILL,Astrid,GRN,The Greens,,Transfer Count,319
NSW,122,Greenway,9,6,15393,O'NEILL,Astrid,GRN,The Greens,,Transfer Percent,18.23
NSW,122,Greenway,9,7,14309,HUSIC,Ed,ALP,Australian Labor Party,,Preference Count,31515
NSW,122,Greenway,9,7,14309,HUSIC,Ed,ALP,Australian Labor Party,,Preference Percent,41.53
NSW,122,Greenway,9,7,14309,HUSIC,Ed,ALP,Australian Labor Party,,Transfer Count,251
NSW,122,Greenway,9,7,14309,HUSIC,Ed,ALP,Australian Labor Party,,Transfer Percent,14.34
NSW,122,Greenway,9,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Preference Count,0
NSW,122,Greenway,9,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Preference Percent,0
NSW,122,Greenway,9,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Count,0
NSW,122,Greenway,9,8,15366,PETTITT,Tony,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Percent,0
NSW,122,Greenway,9,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Preference Count,0
NSW,122,Greenway,9,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Preference Percent,0
NSW,122,Greenway,9,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Transfer Count,0
NSW,122,Greenway,9,9,15483,HOULTON,Julie-Anne,LFF,liberals for forests,,Transfer Percent,0
NSW,122,Greenway,9,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Preference Count,2644
NSW,122,Greenway,9,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Preference Percent,3.48
NSW,122,Greenway,9,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Transfer Count,93
NSW,122,Greenway,9,10,15155,TAN,Greg,CDP,Christian Democratic Party (Fred Nile Group),,Transfer Percent,5.31
NSW,122,Greenway,9,11,12985,TANDA,Amarjit,IND,Independent,,Preference Count,0
NSW,122,Greenway,9,11,12985,TANDA,Amarjit,IND,Independent,,Preference Percent,0
NSW,122,Greenway,9,11,12985,TANDA,Amarjit,IND,Independent,,Transfer Count,0
NSW,122,Greenway,9,11,12985,TANDA,Amarjit,IND,Independent,,Transfer Percent,0
NSW,122,Greenway,9,12,14779,MARKUS,Louise,LP,Liberal,#,Preference Count,34867
NSW,122,Greenway,9,12,14779,MARKUS,Louise,LP,Liberal,#,Preference Percent,45.95
NSW,122,Greenway,9,12,14779,MARKUS,Louise,LP,Liberal,#,Transfer Count,305
NSW,122,Greenway,9,12,14779,MARKUS,Louise,LP,Liberal,#,Transfer Percent,17.43
NSW,122,Greenway,9,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Preference Count,0
NSW,122,Greenway,9,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Preference Percent,0
NSW,122,Greenway,9,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Transfer Count,0
NSW,122,Greenway,9,13,14757,REVES,Goran,CEC,Citizens Electoral Council,,Transfer Percent,0
NSW,122,Greenway,9,14,15395,DORHAUER,John,FFP,Family First,,Preference Count,0
NSW,122,Greenway,9,14,15395,DORHAUER,John,FFP,Family First,,Preference Percent,0
NSW,122,Greenway,9,14,15395,DORHAUER,John,FFP,Family First,,Transfer Count,0
NSW,122,Greenway,9,14,15395,DORHAUER,John,FFP,Family First,,Transfer Percent,0
NSW,122,Greenway,10,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Preference Count,3306
NSW,122,Greenway,10,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Preference Percent,4.36
NSW,122,Greenway,10,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Transfer Count,221
NSW,122,Greenway,10,1,14528,LOPEZ,Jean,SAS,Save the ADI Site Party,,Transfer Percent,8.36
NSW,122,Greenway,10,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Preference Count,0
NSW,122,Greenway,10,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Preference Percent,0
NSW,122,Greenway,10,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Transfer Count,0
NSW,122,Greenway,10,2,14254,CHIDIAC,Joe,FPY,The Fishing Party,,Transfer Percent,0
NSW,122,Greenway,10,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Preference Count,0
NSW,122,Greenway,10,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Preference Percent,0
NSW,122,Greenway,10,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Transfer Count,0
NSW,122,Greenway,10,3,15446,BAYLEY,Grant,ORP,Outdoor Recreation Party,,Transfer Percent,0
NSW,122,Greenway,10,4,14200,IVOR,F,IND,Independent,,Preference Count,0
NSW,122,Greenway,10,4,14200,IVOR,F,IND,Independent,,Preference Percent,0
NSW,122,Greenway,10,4,14200,IVOR,F,IND,Independent,,Transfer Count,0
NSW,122,Greenway,10,4,14200,IVOR,F,IND,Independent,,Transfer Percent,0
NSW,122,Greenway,10,5,15561,KING,David,DEM,Australian Democrats,,Preference Count,0
NSW,122,Greenway,10,5,15561,KING,David,DEM,Australian Democrats,,Preference Percent,0
NSW,122,Greenway,10,5,15561,KING,David,DEM,Australian Democrats,,Transfer Count,0
NSW,122,Greenway,10,5,15561,KING,David,DEM,Australian Democrats,,Transfer Percent,0
