CED_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
CED136,35,3,3047,47,153,3,0,159,3,200,0,7,8,0,7,0,12,0,0,0,0,0,0,0,46,153,9,0,166,3,212,4,0,0,0,0,0,4,3060,190,9,0,203,3,3260,891,5,0,0,5,0,897,17,57,11,0,64,0,81,0,0,0,0,3,0,3,0,0,0,0,0,0,0,18,60,13,0,67,0,89,0,0,0,0,0,0,0,908,64,11,0,75,0,989,397,4,0,0,4,0,405,10,32,6,0,33,0,48,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,35,4,0,37,0,49,0,0,0,0,0,0,0,414,38,4,0,42,0,454,24920,391,7,6,401,28,25344,659,1514,64,0,1578,5,2242,14,53,37,0,89,0,108,4,0,0,0,0,0,4,677,1564,101,0,1665,5,2349,21,0,0,0,0,27,49,25614,1958,110,6,2070,59,27740
CED137,105,0,1672,201,1218,102,0,1318,0,1523,5,117,119,0,239,0,244,0,0,0,0,0,0,0,203,1332,223,0,1552,0,1765,0,0,0,0,0,0,0,1773,1438,223,0,1664,0,3437,870,42,0,0,42,0,914,125,899,88,4,992,0,1118,0,120,137,0,252,0,257,0,0,0,0,3,0,3,128,1018,228,7,1252,0,1377,0,0,0,0,0,0,0,1001,1058,228,7,1294,0,2292,456,27,0,0,27,0,485,47,562,54,0,623,0,669,8,96,123,0,215,0,217,0,0,0,0,0,0,0,56,659,179,0,840,0,892,0,0,0,0,0,0,0,511,686,179,0,869,3,1381,11212,1112,28,0,1144,0,12352,2059,13442,972,11,14434,7,16496,42,1357,1045,8,2408,6,2456,0,3,0,0,4,0,4,2103,14806,2019,23,16844,10,18957,21,34,0,0,37,26,81,13338,15956,2048,23,18016,37,31391
CED138,54,0,2630,89,98,0,0,100,0,190,5,4,3,0,9,0,17,0,0,0,0,0,0,0,93,110,8,0,114,0,210,0,0,0,0,0,0,5,2669,163,8,0,171,3,2843,676,12,0,0,17,0,694,33,37,0,0,35,0,74,0,0,4,0,5,0,5,0,0,0,0,0,0,0,33,34,4,0,45,0,78,0,0,0,0,0,0,0,713,50,3,0,59,0,766,247,6,0,0,6,0,254,9,8,0,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,8,0,20,0,0,0,0,0,0,0,256,15,0,0,16,0,271,20017,507,3,0,507,28,20550,971,1190,32,0,1217,8,2197,23,43,49,0,89,0,110,0,0,0,0,0,0,0,991,1230,77,0,1307,8,2312,20,0,3,0,0,28,54,21028,1739,78,0,1819,61,22912
CED139,15,3,2838,28,161,12,0,173,0,204,0,28,65,0,91,0,91,0,0,0,0,0,0,0,28,191,75,0,263,0,292,0,0,0,0,0,0,0,2849,208,76,0,283,3,3133,631,5,0,0,5,0,640,5,69,0,0,67,0,73,0,17,46,0,68,0,68,0,0,0,0,0,0,0,5,82,53,0,135,0,138,3,0,0,0,0,0,3,641,81,53,0,140,0,782,171,3,0,0,3,0,180,0,19,0,0,19,0,20,0,6,22,0,26,0,26,0,0,0,0,0,0,0,0,26,22,0,45,0,51,0,0,0,0,0,0,0,179,25,22,0,50,0,224,22384,240,9,0,244,16,22643,344,1793,80,0,1880,0,2224,4,226,431,0,660,0,661,0,6,0,0,7,0,7,346,2026,511,0,2543,0,2890,25,4,0,0,4,36,64,22757,2267,524,0,2791,52,25596
CED140,61,3,2784,93,182,6,0,187,0,287,3,20,14,0,31,0,31,0,0,0,0,0,0,0,92,201,15,0,220,0,315,0,0,0,0,0,0,0,2813,266,24,0,285,5,3102,1078,20,0,0,20,0,1101,39,78,3,0,84,0,127,0,9,5,0,16,0,16,0,0,0,0,0,0,0,39,94,11,0,102,0,144,0,0,0,0,0,0,0,1113,117,11,0,127,0,1245,507,8,0,0,8,0,512,25,33,7,0,40,0,63,0,0,5,0,7,0,8,0,0,0,0,0,0,0,24,33,11,0,44,0,71,0,0,0,0,0,0,0,530,46,11,0,51,0,586,20359,542,11,0,549,15,20926,1004,2003,75,4,2074,0,3081,21,130,70,0,206,0,227,8,0,0,0,0,0,8,1034,2129,145,4,2276,0,3314,20,6,3,0,5,15,32,21409,2670,158,4,2834,31,24273
CED141,29,0,2808,57,100,0,0,106,0,164,0,7,0,0,6,0,7,0,0,0,0,0,0,0,59,104,3,0,112,0,172,0,0,0,0,0,0,0,2840,136,4,0,139,3,2987,1056,11,0,0,11,0,1069,32,42,4,0,49,0,75,0,3,0,0,3,0,3,0,0,0,0,0,0,0,32,46,5,0,50,0,76,0,0,0,0,0,0,0,1083,61,5,0,68,0,1147,519,9,0,0,9,0,524,12,19,6,0,25,0,36,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12,17,3,0,20,0,33,0,0,0,0,0,0,0,530,25,3,0,28,0,565,21911,419,4,3,424,27,22359,658,958,43,0,1002,0,1657,13,58,32,0,90,0,97,0,0,0,0,0,0,0,674,1018,68,0,1088,0,1756,22,0,0,0,0,9,27,22600,1431,73,3,1512,35,24149
CED142,26,0,693,68,208,26,0,234,0,302,0,21,24,0,45,0,45,0,0,0,0,0,0,0,71,225,52,0,276,0,347,0,0,0,0,0,0,0,737,251,53,8,308,0,1044,374,14,0,0,15,0,387,40,138,13,0,146,0,189,0,14,29,0,42,0,45,0,0,0,0,0,0,0,41,156,36,0,190,0,229,0,0,0,0,0,0,0,417,163,42,0,205,0,622,160,6,0,0,6,0,168,29,84,8,0,92,0,119,0,9,20,0,25,0,25,0,0,0,0,0,0,0,29,98,22,0,117,0,147,0,0,0,0,0,0,0,187,105,22,0,123,0,307,7058,543,3,6,556,3,7619,1325,4014,247,0,4256,8,5593,21,237,238,0,474,3,502,0,0,0,0,0,0,3,1350,4248,481,0,4734,10,6092,9,10,0,0,10,11,22,8418,4802,490,12,5302,21,13736
CED143,78,0,3423,184,374,9,0,387,0,567,6,20,14,0,27,0,34,3,0,0,0,0,0,3,190,390,27,0,415,0,603,0,0,0,0,0,0,0,3530,467,30,0,492,0,4027,1814,38,0,0,44,0,1854,101,231,7,0,243,0,344,3,17,16,0,26,0,31,0,0,0,0,0,0,0,108,245,26,0,270,0,378,0,0,0,0,0,0,0,1920,287,25,0,314,0,2231,865,11,0,0,11,0,880,44,121,16,0,141,0,180,0,12,10,0,22,0,20,0,0,0,0,0,0,0,45,132,22,0,162,0,205,0,0,0,0,0,0,0,911,147,22,0,169,0,1081,23229,787,5,0,801,20,24053,1831,3900,122,0,4018,5,5856,17,153,83,0,241,0,262,4,0,0,0,0,0,6,1856,4049,207,0,4259,5,6122,26,3,0,0,3,14,46,25112,4845,215,0,5059,41,30215
CED144,155,0,983,162,2113,231,0,2350,0,2509,9,377,263,0,640,0,644,0,3,0,0,3,0,3,168,2496,492,0,2992,0,3162,0,4,0,0,4,0,4,1001,2647,497,0,3147,0,4150,453,62,4,0,68,0,517,85,1387,171,4,1562,0,1647,3,266,232,0,503,0,507,0,4,0,0,4,0,4,89,1658,406,3,2063,0,2154,0,5,0,0,5,0,5,543,1721,411,3,2133,0,2679,231,24,0,0,27,0,255,41,805,100,0,906,0,945,0,206,158,0,368,0,370,0,0,0,0,0,0,0,46,1014,257,0,1272,0,1313,0,4,0,0,4,0,9,273,1039,262,0,1303,0,1575,6582,1337,37,0,1372,6,7960,1353,19390,1695,13,21100,19,22472,67,2987,1843,3,4833,3,4905,5,24,7,16,48,0,47,1417,22397,3547,35,25979,25,27417,5,62,0,0,63,54,126,8008,23794,3588,35,27416,84,35506
CED145,62,0,2330,150,261,9,0,272,0,423,0,9,9,0,11,0,14,0,0,0,0,0,0,0,148,271,17,0,286,0,439,0,0,0,0,0,0,0,2421,332,17,0,346,0,2770,1240,32,0,0,32,0,1270,79,203,10,0,213,0,291,0,9,9,0,13,0,13,0,0,0,0,0,0,0,79,212,16,0,226,0,307,0,0,0,0,0,0,0,1312,240,16,0,254,0,1572,693,12,0,0,12,0,713,32,108,5,0,114,0,142,0,4,8,0,14,0,16,0,0,0,0,0,0,0,32,115,10,0,123,0,158,0,0,0,0,0,0,0,724,127,10,0,140,0,863,17072,788,4,0,789,21,17888,1544,3102,74,0,3179,4,4728,16,76,59,0,132,0,151,0,0,0,3,5,0,9,1558,3181,131,3,3320,4,4883,15,7,0,0,7,6,29,18649,3975,140,3,4115,30,22794
CED146,185,0,1538,209,2980,295,6,3285,0,3487,9,389,399,0,787,0,801,0,0,3,5,3,0,3,211,3370,694,11,4081,0,4293,0,0,0,0,0,0,4,1571,3544,706,13,4267,0,5838,570,64,3,0,70,0,636,101,1931,153,6,2086,0,2189,4,268,301,0,571,0,572,0,8,0,0,8,0,8,105,2200,457,3,2661,0,2763,0,4,0,0,4,0,3,677,2268,463,6,2730,0,3407,306,29,0,0,27,0,337,57,1055,109,0,1164,0,1227,6,184,197,0,387,0,389,0,0,0,0,0,0,0,60,1238,309,0,1555,3,1619,0,5,0,0,5,0,5,366,1275,310,0,1588,3,1955,9683,1508,58,11,1580,13,11285,1898,24535,1898,28,26460,18,28380,72,2743,2530,11,5274,8,5351,10,25,3,13,46,0,50,1982,27302,4431,47,31778,24,33784,16,51,11,0,64,45,129,11681,28864,4501,61,33428,85,45194
CED147,83,0,3058,90,333,22,0,347,0,435,3,19,12,0,30,0,40,0,0,0,0,0,0,0,91,350,29,0,383,0,473,0,0,0,0,0,5,5,3063,440,29,0,467,3,3532,975,18,0,0,18,0,994,46,165,14,0,180,0,221,0,6,14,0,18,0,21,0,0,0,0,0,0,0,44,171,25,0,202,0,243,0,0,0,0,0,0,0,1018,198,25,0,219,0,1240,401,4,0,0,4,0,404,17,85,0,0,93,0,109,0,5,14,0,13,0,13,0,0,0,0,0,0,0,17,89,15,0,104,0,122,0,0,0,0,0,0,0,419,95,15,0,111,0,526,23015,673,5,4,675,23,23711,904,2786,115,0,2905,0,3811,18,125,116,0,244,0,265,3,0,0,4,4,0,9,928,2918,229,7,3153,0,4087,16,12,0,0,12,34,56,23955,3603,232,11,3842,51,27855
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,66,4,2484,134,989,60,0,1055,0,1188,0,88,76,0,163,0,163,5,0,0,0,0,0,6,140,1081,137,0,1215,0,1353,0,0,0,0,0,0,0,2562,1144,138,0,1280,3,3847,1286,53,0,0,50,0,1341,83,815,62,0,873,0,958,0,75,71,0,143,0,147,0,0,0,0,0,0,0,83,887,131,0,1014,0,1097,0,0,0,0,0,0,0,1367,938,130,0,1072,0,2445,649,19,0,0,19,0,674,49,501,34,0,534,0,581,0,47,55,0,95,0,98,0,0,0,0,0,0,0,50,543,87,0,633,0,686,0,0,0,0,0,0,0,705,562,87,0,651,0,1355,17055,655,9,8,672,14,17734,1222,9193,490,4,9690,6,10915,24,707,415,5,1132,6,1156,5,8,0,3,16,0,20,1252,9912,915,9,10837,11,12095,11,7,4,0,9,3,26,18318,10584,916,19,11520,27,29858
CED202,30,0,2949,56,149,10,0,158,0,217,0,11,0,0,8,0,9,0,0,0,0,0,0,0,60,158,10,0,170,0,225,0,0,0,0,0,4,0,2978,187,11,0,200,4,3174,967,8,0,0,8,0,973,16,47,4,0,51,0,68,0,0,6,0,3,0,3,0,0,0,0,0,0,0,16,47,9,0,58,0,71,0,0,0,0,0,0,0,978,55,7,0,58,0,1043,310,6,0,0,6,0,311,4,32,0,0,33,0,38,0,5,3,0,3,0,3,0,0,0,0,0,0,0,4,37,4,0,40,0,40,0,0,0,0,0,0,0,317,42,4,0,43,0,355,21861,306,10,0,312,20,22192,556,1688,51,3,1743,0,2300,12,92,21,0,109,0,125,4,0,0,4,4,0,8,571,1787,71,3,1859,0,2429,19,6,0,0,6,28,54,22444,2089,75,3,2180,47,24668
CED203,13,0,2786,48,114,8,0,129,0,177,3,20,73,0,95,0,97,0,0,0,0,0,0,0,47,137,80,0,222,0,273,3,0,0,0,0,0,0,2831,149,80,0,232,5,3061,907,4,0,0,4,0,913,13,39,3,0,49,0,63,0,11,48,0,60,0,57,0,0,0,0,0,0,0,19,48,51,0,106,0,119,0,0,0,0,0,0,0,928,59,51,0,110,0,1039,346,0,0,0,0,0,348,4,20,0,0,22,0,32,0,5,19,0,22,0,22,0,0,0,0,0,0,0,4,20,19,0,42,0,49,0,0,0,0,0,0,0,351,19,19,0,40,0,398,21067,245,9,4,252,18,21342,433,1374,117,0,1490,11,1939,10,179,393,0,574,0,582,0,0,0,0,6,0,6,447,1555,514,0,2071,11,2523,10,11,0,0,11,32,55,21525,1809,520,4,2331,62,23917
CED204,89,0,1848,141,1787,119,0,1903,3,2051,3,363,276,0,638,0,642,0,0,3,0,3,0,6,144,2149,393,0,2547,3,2700,0,4,0,0,4,0,4,1911,2242,398,0,2636,7,4552,855,61,0,0,61,0,911,78,1193,94,0,1281,0,1365,0,218,222,0,449,0,449,0,0,0,0,0,0,0,88,1410,320,0,1733,0,1815,0,3,0,0,0,0,0,934,1472,318,0,1796,0,2732,496,27,0,0,27,0,518,47,680,71,0,755,0,801,0,173,170,0,342,0,342,0,0,0,0,0,0,0,47,852,243,0,1095,0,1139,0,4,0,0,4,0,0,545,883,243,0,1123,0,1669,12062,861,14,6,878,11,12957,1292,15396,889,6,16290,11,17596,35,2894,1764,3,4661,0,4696,4,20,7,12,33,0,36,1326,18312,2658,17,20989,11,22329,16,40,7,0,40,35,93,13410,19206,2679,26,21907,62,35379
CED205,104,0,1143,143,2389,289,4,2681,3,2832,7,426,523,0,947,0,954,0,3,0,0,3,0,3,148,2813,807,10,3630,3,3786,0,0,0,0,0,0,0,1196,2914,813,8,3738,6,4936,558,28,0,0,32,0,591,85,1497,161,7,1662,0,1746,5,271,318,0,591,0,591,0,0,0,0,0,0,0,86,1770,480,4,2254,0,2341,0,0,0,0,0,0,0,645,1799,479,4,2284,0,2933,276,12,0,0,12,0,291,35,846,107,5,947,0,982,3,174,228,0,400,0,406,0,0,0,0,0,0,0,35,1016,328,5,1349,0,1387,0,0,0,0,0,0,3,312,1032,328,5,1368,0,1683,9006,1030,32,7,1062,7,10079,1168,25067,2292,35,27401,30,28598,69,3283,3160,6,6447,0,6520,0,52,5,11,66,0,69,1232,28402,5462,53,33917,31,35186,16,65,6,4,81,40,135,10261,29504,5496,62,35061,80,45403
CED206,58,3,3488,95,183,11,0,195,0,293,0,20,51,0,71,0,74,0,0,0,0,0,0,0,98,211,61,0,272,0,371,4,0,0,0,0,0,8,3525,274,65,0,336,8,3867,1402,34,4,0,37,0,1435,46,104,7,0,111,0,156,0,9,41,0,52,0,56,0,0,0,0,0,0,0,46,113,51,0,165,0,207,0,0,0,0,0,0,0,1443,146,54,0,199,0,1646,660,12,0,0,12,0,673,11,54,9,0,68,0,76,0,6,18,0,28,0,25,0,0,0,0,0,0,0,15,59,27,0,93,0,104,0,0,0,0,0,0,0,673,76,27,0,106,0,775,25927,528,19,3,547,27,26502,869,1756,123,0,1877,8,2753,13,189,393,0,583,3,598,6,0,0,0,0,0,12,886,1949,510,0,2466,10,3353,25,0,0,0,0,20,44,26835,2473,530,3,3011,54,29905
CED207,82,0,2117,210,1805,99,0,1907,0,2115,6,128,163,0,293,0,293,0,0,0,0,0,0,0,214,1932,261,0,2198,0,2415,0,3,0,0,3,0,3,2245,2017,262,0,2283,0,4528,1307,55,0,0,55,0,1359,128,1324,73,0,1391,0,1515,4,117,141,0,256,0,262,0,0,0,0,0,0,0,125,1440,212,0,1652,0,1778,0,0,0,0,0,0,0,1431,1492,212,0,1706,0,3135,686,28,0,0,28,0,715,69,803,68,0,869,0,935,0,77,102,0,181,0,179,0,0,0,0,0,0,0,70,883,165,0,1048,0,1115,0,0,0,0,0,0,0,755,911,165,0,1074,0,1830,11454,750,9,0,762,10,12232,1697,16056,800,10,16863,7,18567,21,1044,964,0,2009,3,2032,0,11,0,3,7,0,7,1716,17104,1764,9,18882,8,20609,8,21,0,0,23,11,41,13180,17876,1779,9,19666,30,32878
CED208,99,0,1903,143,685,45,0,733,0,881,0,48,54,0,108,0,105,0,0,0,0,0,0,0,145,733,105,0,841,0,989,0,0,0,0,0,0,0,1946,833,104,0,939,0,2891,954,64,0,0,67,0,1021,77,474,30,0,504,0,588,3,52,45,0,102,0,104,0,0,0,0,0,0,0,81,523,78,0,607,0,686,0,0,0,0,0,0,0,1037,588,76,0,673,0,1710,458,30,0,0,30,0,491,39,255,22,0,277,0,323,0,34,44,0,74,0,77,0,0,0,0,0,0,0,39,293,68,0,354,0,398,0,0,0,0,0,0,0,506,315,68,0,380,0,892,14845,984,7,0,994,4,15843,1427,5926,303,8,6235,0,7665,16,490,341,3,834,0,847,0,8,0,0,8,0,8,1446,6425,638,10,7075,0,8521,22,3,0,0,3,9,34,16311,7410,648,9,8073,17,24398
CED209,38,5,3128,58,135,7,0,142,0,199,0,8,0,0,9,0,7,0,0,0,0,0,0,0,62,139,10,0,146,0,208,0,0,0,0,0,5,5,3145,176,10,4,183,14,3335,1157,14,0,0,16,0,1168,34,65,10,0,73,0,104,0,3,7,0,5,0,5,0,0,0,0,0,0,0,34,72,10,0,83,0,109,0,0,0,0,0,0,0,1189,81,10,0,95,0,1286,459,5,0,0,5,0,467,11,30,0,0,29,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,0,0,34,0,47,0,0,0,0,0,0,0,472,36,0,0,38,0,513,25030,394,0,0,394,58,25482,725,1718,54,0,1771,0,2501,5,79,29,0,113,0,118,6,0,0,0,0,0,6,738,1803,82,0,1882,0,2619,5,5,0,0,5,22,34,25771,2196,82,6,2288,81,28135
CED210,51,0,2609,69,293,15,0,308,0,383,0,36,85,0,126,0,126,0,0,0,0,0,0,0,69,334,102,0,435,0,507,0,0,0,0,0,0,0,2632,382,102,0,481,4,3119,1091,21,0,0,21,0,1111,40,177,9,0,193,0,229,5,29,51,0,83,0,87,0,0,0,0,0,0,0,46,207,63,0,268,0,315,0,0,0,0,0,0,0,1136,227,63,0,292,0,1428,489,8,0,0,8,0,494,25,106,9,0,111,0,125,0,7,22,0,31,0,31,0,0,0,0,0,0,0,25,105,34,0,138,0,158,0,0,0,0,0,0,0,506,114,34,0,149,0,655,19926,510,5,0,518,14,20453,797,3036,159,0,3188,3,3991,18,352,496,0,850,0,869,0,3,0,4,6,0,11,816,3393,657,4,4051,3,4869,13,6,0,0,6,19,43,20754,3906,662,4,4572,39,25364
CED211,59,0,3068,109,692,37,0,731,0,845,5,67,125,0,191,0,189,0,0,0,0,0,0,0,114,758,163,0,924,0,1035,0,3,0,0,3,0,5,3119,818,163,0,987,0,4103,1600,33,0,0,33,0,1634,76,447,33,0,483,0,554,0,49,83,0,133,0,131,0,0,0,0,0,0,0,74,493,123,0,617,0,687,0,0,0,0,0,0,0,1674,526,123,0,644,0,2320,760,10,0,0,10,0,776,42,263,20,0,282,0,322,0,28,64,0,92,0,99,0,0,0,0,0,0,0,46,290,81,0,377,0,419,0,0,0,0,0,0,0,808,302,81,0,385,0,1196,20441,631,4,0,638,12,21093,1320,7759,411,5,8175,0,9497,23,766,985,3,1762,0,1784,6,0,4,0,8,0,10,1344,8529,1397,11,9941,4,11287,21,14,4,0,18,7,46,21806,9171,1408,11,10595,24,32422
