CED_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED131,..,2307,1697,319,265,294,204,63,26,5167,..,384,1180,855,1069,1913,2126,1698,1059,10295,218,749,367,169,131,159,113,47,30,1983,12675,10886,12402,10438,10021,9212,7164,4098,1777,78674,..,229,6056,11116,10450,9631,7671,3861,831,49835,..,2183,7059,3273,2280,1536,710,188,23,17264,..,125,739,1708,2159,1203,581,406,306,7222,25684,..,..,..,..,..,..,..,..,25684,..,6965,..,..,..,..,..,..,..,6965,..,4062,2261,811,613,409,84,4,0,8238,..,912,665,183,254,429,437,279,178,3338,..,756,795,194,157,110,54,19,3,2081,..,4344,3969,853,673,675,422,130,39,11106,..,800,2492,2023,2486,3588,3567,2479,1406,18839,438,1289,765,395,305,276,217,83,39,3813,26124,21661,24794,20556,19375,17851,13750,7447,2823,154385
CED132,..,620,1409,406,178,181,127,67,25,3014,..,343,1925,1818,1494,1701,2180,1756,980,12207,181,192,333,215,154,135,120,52,41,1418,12958,7501,13301,14218,11380,8953,7444,4193,1698,81650,..,98,7090,16788,13668,10380,8310,4275,965,61575,..,938,7408,3503,1968,1294,740,247,37,16132,..,18,186,1124,1786,1138,453,273,219,5194,26192,..,..,..,..,..,..,..,..,26192,..,8901,..,..,..,..,..,..,..,8901,..,2356,2183,677,449,250,57,0,0,5977,..,595,643,214,210,329,402,303,187,2881,..,259,580,209,116,81,41,11,0,1300,..,1229,2928,826,398,382,282,133,39,6217,..,667,3632,3413,2818,2952,3215,2433,1251,20374,407,498,565,371,283,245,204,85,62,2722,26601,15557,25220,27133,21696,17040,13698,7754,2762,157457
CED133,..,323,412,188,307,522,383,120,23,2276,..,171,396,411,975,2128,2554,2146,1123,9901,188,312,171,126,160,261,218,95,58,1588,12982,7483,7850,8633,10232,12025,11000,5873,2162,78238,..,244,4303,8171,9731,12126,12736,6294,1292,54890,..,1544,3998,2898,2927,2736,1554,389,65,16114,..,244,1268,1930,2171,1234,665,492,383,8386,26366,..,..,..,..,..,..,..,..,26366,..,5510,..,..,..,..,..,..,..,5510,..,5059,2186,1011,846,554,110,3,0,9778,..,668,421,200,324,632,724,431,281,3684,..,594,581,270,272,228,145,39,8,2145,..,673,954,458,684,1111,846,241,44,5019,..,371,931,1061,2153,4295,4737,3251,1525,18323,378,584,414,317,378,487,396,179,74,3202,26746,15491,15045,16317,19487,23419,21915,11315,3675,153413
CED134,..,356,392,124,185,245,159,70,15,1546,..,402,735,480,838,1662,1804,1843,882,8651,263,304,214,126,152,220,187,103,40,1600,13358,7029,9271,7800,8081,9026,7170,4489,1506,67723,..,219,5767,8037,8307,9820,8344,4390,853,45737,..,1895,4652,2342,2024,1607,722,198,26,13461,..,358,1494,1630,1588,936,556,373,256,7180,26980,..,..,..,..,..,..,..,..,26980,..,4235,..,..,..,..,..,..,..,4235,..,4077,1746,769,632,393,71,5,0,7686,..,917,475,188,328,552,527,319,147,3452,..,490,446,161,139,127,72,26,10,1476,..,721,956,294,393,498,391,152,37,3437,..,796,1699,1244,2015,3545,3523,2826,1205,16865,527,613,508,338,356,401,358,188,60,3359,27507,14324,17749,15009,15776,17876,14556,8473,2587,133867
CED135,..,953,1344,295,230,252,132,51,7,3270,..,363,1251,1000,1040,1343,1448,1052,506,7997,131,192,232,121,99,127,117,70,32,1125,17670,10370,18849,15708,10349,9084,6472,3453,1229,93186,..,876,17164,23444,12576,10590,7397,3447,795,76295,..,980,3847,1939,1144,696,306,97,17,9027,..,94,718,1617,1938,1476,711,495,274,7312,36033,..,..,..,..,..,..,..,..,36033,..,9459,..,..,..,..,..,..,..,9459,..,4512,4816,1412,899,392,71,4,0,12106,..,1387,1736,547,434,834,861,553,294,6643,..,1091,1768,549,263,214,91,20,5,3999,..,2774,5126,1326,694,634,371,112,25,11064,..,715,2876,2460,2286,2763,2467,1594,716,15878,281,390,501,283,224,213,177,92,45,2208,36312,22278,38545,33576,20463,17808,12445,6420,2171,190021
CED136,..,272,334,165,228,311,204,76,14,1602,..,234,528,429,807,1716,2346,1954,942,8955,267,327,212,114,112,190,171,90,47,1537,16052,9352,11088,10305,10391,10649,9781,5516,1710,84838,..,327,7176,10911,10928,11850,11718,6102,976,59982,..,2255,6102,3240,2627,1753,903,305,37,17224,..,312,1632,2236,2405,1282,611,421,274,9179,32241,..,..,..,..,..,..,..,..,32241,..,6745,..,..,..,..,..,..,..,6745,..,6450,2730,1037,794,373,91,0,0,11473,..,816,513,234,341,648,668,444,198,3858,..,605,552,247,225,145,89,31,8,1899,..,603,823,401,497,647,511,167,25,3668,..,469,1392,1299,1959,3235,3860,2901,1253,16368,529,589,493,309,299,342,291,142,54,3042,32770,19180,21416,19909,20070,20273,18733,10506,2824,165677
CED137,..,1685,2475,573,316,264,163,64,25,5561,..,486,2006,1310,1081,1482,1593,1326,774,10048,151,236,285,156,106,133,109,65,47,1290,13873,11677,20896,14626,11603,10441,7558,4162,1775,96616,..,733,14163,18387,13684,12211,9074,4461,1146,73858,..,1652,8303,3176,1639,1157,550,139,23,16640,..,31,346,1284,1998,1542,622,443,375,6642,27814,..,..,..,..,..,..,..,..,27814,..,9177,..,..,..,..,..,..,..,9177,..,3703,4414,1186,822,466,89,6,0,10689,..,1575,1613,449,386,696,754,534,367,6384,..,1448,2145,554,300,187,78,28,8,4740,..,4255,6462,1466,694,573,371,128,40,13989,..,976,4110,2849,2160,2557,2486,1853,1030,18018,293,380,554,322,219,261,184,87,62,2363,28110,23930,42114,29670,21902,19648,14211,7684,3054,190316
CED138,..,505,1062,360,362,642,437,165,38,3568,..,121,437,483,904,2170,2902,2300,1344,10653,147,235,215,145,151,247,225,77,50,1489,12294,7005,8168,9794,10446,11674,10888,6189,2485,78943,..,96,3692,9159,10029,11085,11549,6375,1459,53437,..,889,4232,3689,3043,2606,1658,446,56,16625,..,113,699,1757,2375,1267,668,492,403,7776,25081,..,..,..,..,..,..,..,..,25081,..,5688,..,..,..,..,..,..,..,5688,..,4617,2081,957,699,550,130,3,0,9044,..,528,372,176,248,531,710,376,276,3217,..,630,878,426,314,302,152,58,9,2770,..,838,2031,785,786,1205,953,353,83,7031,..,262,846,1143,1915,3854,4805,3444,1876,18139,297,452,426,329,330,448,432,138,74,2918,25373,14108,15246,18428,19737,21857,21056,11684,4231,151724
CED139,..,614,421,111,170,234,181,68,11,1811,..,438,739,529,848,1779,2117,2054,1157,9656,210,285,214,81,121,150,166,111,40,1376,14350,8503,8955,8502,8908,9555,8484,5127,1925,74312,..,345,5818,9459,9948,11143,10345,5356,1108,53535,..,2140,4588,2209,1844,1489,745,251,27,13287,..,337,1285,1684,1732,872,464,369,270,7016,28937,..,..,..,..,..,..,..,..,28937,..,5702,..,..,..,..,..,..,..,5702,..,4824,1751,714,560,390,78,0,0,8315,..,667,360,187,221,439,504,313,161,2853,..,456,331,155,106,99,49,16,4,1216,..,1093,1065,353,374,477,392,137,34,3929,..,839,1688,1322,2082,3526,3849,3114,1583,18000,383,563,492,246,266,301,302,175,65,2791,29322,16971,17382,16333,17135,18740,16726,9727,3247,145585
CED140,..,324,371,122,194,313,251,110,26,1714,..,159,474,416,832,1796,2691,2227,1338,9931,157,234,160,95,104,120,128,84,35,1121,11977,7607,7429,9159,9774,10328,9393,5716,2243,73630,..,171,4368,10358,10789,11211,10228,5861,1172,54158,..,1184,3835,2702,2326,1780,970,355,43,13201,..,129,726,1589,2153,1277,575,426,318,7178,24576,..,..,..,..,..,..,..,..,24576,..,6773,..,..,..,..,..,..,..,6773,..,5006,2604,888,633,433,67,3,0,9634,..,451,350,194,229,493,612,436,250,3012,..,414,441,204,174,168,71,32,3,1513,..,609,947,328,458,638,523,236,54,3800,..,318,1062,1062,1929,3270,4130,3289,1771,16822,325,446,316,237,244,251,232,122,48,2215,24901,15483,14644,17560,18947,19519,17415,10761,3655,142885
CED141,..,258,306,122,176,251,215,89,22,1441,..,149,420,413,679,1666,2343,2203,1149,9020,212,266,194,106,103,149,143,62,42,1270,12602,7708,8078,8987,9530,9911,9156,5830,2070,73884,..,147,4971,9805,10535,11048,10731,6159,1212,54604,..,1352,4337,2761,2231,1645,744,308,36,13415,..,175,1013,1762,2259,1175,577,465,364,7785,25744,..,..,..,..,..,..,..,..,25744,..,6495,..,..,..,..,..,..,..,6495,..,5622,2497,906,761,492,91,0,0,10372,..,550,385,167,243,519,543,395,219,3030,..,476,431,172,168,123,82,18,9,1486,..,516,739,302,407,555,438,199,43,3211,..,292,972,1088,1676,3077,3661,3151,1549,15452,441,493,434,266,259,272,252,110,62,2578,26183,16124,15785,17227,18538,18894,17113,10813,3492,144172
CED142,..,3855,6575,1294,419,247,156,64,19,12631,..,1427,4699,3449,2164,2230,1979,1124,438,17510,138,852,851,351,193,169,161,49,29,2800,7143,11523,29363,15752,8681,7103,5049,2410,793,87807,..,240,8980,12184,6846,5562,4138,1928,403,40290,..,3231,19511,8324,3684,2106,859,212,26,37947,..,39,314,981,1410,954,416,238,136,4488,14416,..,..,..,..,..,..,..,..,14416,..,3262,..,..,..,..,..,..,..,3262,..,1228,1306,533,355,152,29,0,0,3607,..,1306,1479,414,210,310,300,166,103,4286,..,984,2526,683,180,89,42,18,11,4534,..,7528,14176,3188,1183,739,451,162,35,27460,..,2741,9820,7800,5435,5075,3731,1941,657,37208,256,1386,1569,707,439,366,273,99,36,5128,14669,21950,59685,34809,19743,15358,10238,4763,1406,182617
CED143,..,487,1286,308,158,140,114,61,15,2567,..,178,947,1163,1117,1483,1860,1747,921,9421,152,193,243,151,150,102,83,50,42,1165,12721,7528,10052,11099,11458,8736,6506,4318,1626,74047,..,88,4295,12439,14443,10831,7427,4381,1020,54918,..,669,6723,3781,2357,1384,708,255,37,15905,..,14,127,886,1716,1087,371,268,218,4691,25664,..,..,..,..,..,..,..,..,25664,..,9037,..,..,..,..,..,..,..,9037,..,3171,2062,554,402,243,64,3,0,6496,..,395,404,135,146,244,315,309,175,2112,..,294,628,179,112,99,48,21,11,1386,..,888,2557,666,347,327,248,123,29,5190,..,339,1728,2161,2121,2576,2717,2355,1275,15278,322,366,435,293,274,213,146,88,47,2171,25989,15258,18954,21095,21918,17005,12044,7797,2805,142862
CED144,..,391,654,258,272,278,203,75,19,2144,..,191,691,592,702,1211,1433,1262,742,6820,151,168,207,127,120,108,95,56,40,1075,15746,10555,13009,11750,10880,9706,6934,3982,1762,84322,..,852,10229,15103,12967,11659,7999,4161,1062,64022,..,584,2773,1459,1089,792,365,69,15,7156,..,82,726,1489,2154,1615,851,608,447,7959,32415,..,..,..,..,..,..,..,..,32415,..,10947,..,..,..,..,..,..,..,10947,..,5781,6032,1997,1207,580,110,3,0,15705,..,1129,1325,522,556,890,895,651,383,6355,..,711,1283,584,502,328,119,25,4,3564,..,1312,3155,1227,904,731,444,176,46,7991,..,390,1602,1417,1617,2340,2380,1853,1008,12610,284,310,466,293,241,215,173,81,53,2104,32702,22093,27590,24095,21238,19146,13330,7627,3009,170830
CED145,..,1055,3508,571,173,168,117,64,33,5699,..,339,2095,1804,1346,1552,1953,1751,943,11775,144,393,501,240,152,131,98,60,29,1749,10139,6629,14604,10881,9199,7054,5966,3864,1532,69854,..,40,3938,10264,10105,7627,6248,3551,844,42622,..,672,9158,4422,2362,1407,845,330,40,19243,..,11,102,767,1570,934,323,243,198,4150,20227,..,..,..,..,..,..,..,..,20227,..,6685,..,..,..,..,..,..,..,6685,..,1743,1532,396,335,206,50,4,0,4267,..,342,482,129,101,188,238,211,135,1829,..,160,756,150,84,64,23,12,10,1264,..,1697,6447,1185,412,355,287,129,59,10559,..,605,3738,3450,2627,2766,2989,2400,1255,19831,329,645,870,432,277,224,171,93,39,3074,20550,12599,27019,21203,17869,13773,11172,6976,2580,133751
CED146,..,81,157,69,116,169,111,36,3,743,..,107,309,311,441,921,1053,790,320,4262,154,147,210,94,73,90,97,59,39,960,20627,13155,13422,14002,12392,10700,6777,3091,1024,95189,..,696,10460,18776,16493,14124,8441,3194,543,72731,..,706,2447,1816,1440,861,332,74,9,7695,..,244,1261,2141,2508,1893,898,475,238,9658,42242,..,..,..,..,..,..,..,..,42242,..,14268,..,..,..,..,..,..,..,14268,..,9037,8187,2131,1021,447,50,3,0,20861,..,1202,1087,512,689,1215,1243,779,394,7119,..,356,504,325,299,244,108,31,15,1879,..,211,424,219,301,386,244,85,13,1882,..,228,805,900,1110,1815,1688,1153,458,8156,356,296,408,226,185,197,167,89,49,1978,42603,27240,25579,27046,24053,21189,13164,5886,1720,188471
CED147,..,255,249,119,190,250,192,88,18,1366,..,122,351,392,722,1584,2296,2152,988,8618,206,294,179,102,112,144,100,78,46,1253,14532,9161,9617,9829,10506,10626,9618,6042,1923,81859,..,229,6607,11377,11975,12327,11572,6463,1250,61802,..,1489,4825,2576,2349,1634,874,312,57,14112,..,227,1105,1910,2215,1367,653,537,347,8359,29500,..,..,..,..,..,..,..,..,29500,..,7289,..,..,..,..,..,..,..,7289,..,6947,3285,1180,885,508,100,4,0,12908,..,744,454,224,285,597,619,494,254,3664,..,476,470,190,176,136,68,30,8,1545,..,496,654,290,402,539,416,180,32,3010,..,261,895,1019,1653,2948,3538,3037,1359,14703,433,503,405,262,241,247,199,125,67,2488,29935,18655,18692,19032,20177,20291,18035,11167,3376,159371
CED194,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,201,263,361,219,210,192,132,34,4,1620,201,263,361,219,210,192,132,34,4,1620,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,441,527,812,576,498,423,308,89,14,3696,441,527,812,576,498,423,308,89,14,3696
CED197,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,..,208,392,140,155,197,129,72,9,1297,..,90,545,550,666,1204,1791,1526,768,7147,107,200,161,68,79,93,89,46,34,882,12681,8816,9841,11060,10916,10352,8095,4387,1469,77633,..,123,6229,14416,13593,13386,10279,4792,867,63681,..,846,4238,2296,1881,1218,503,136,22,11146,..,62,533,1331,2165,1467,634,405,210,6797,26143,..,..,..,..,..,..,..,..,26143,..,9770,..,..,..,..,..,..,..,9770,..,5632,4867,1179,731,309,63,3,0,12779,..,607,608,272,278,560,634,413,252,3627,..,374,508,193,134,106,53,10,8,1390,..,480,1028,395,356,447,287,121,22,3142,..,182,1152,1301,1589,2185,2604,2099,1067,12186,240,363,313,188,174,160,144,74,40,1704,26385,18433,19478,21562,20898,19843,15203,8061,2487,152356
CED202,..,730,595,133,195,241,182,59,13,2143,..,266,840,697,1027,1967,2374,1746,937,9858,165,283,179,87,135,139,119,58,19,1174,12953,8008,8928,9198,9595,9490,8287,4272,1521,72258,..,209,5041,9709,10107,10250,9370,4412,811,49913,..,1562,5012,2848,2483,1787,873,249,21,14836,..,184,1001,1678,2041,1054,518,297,229,7008,26232,..,..,..,..,..,..,..,..,26232,..,6341,..,..,..,..,..,..,..,6341,..,4565,2101,773,548,283,62,0,0,8330,..,533,416,152,212,391,442,230,120,2495,..,508,407,136,99,101,48,11,6,1321,..,1395,1460,381,447,485,393,135,31,4730,..,498,1826,1540,2185,3495,3862,2581,1235,17223,326,497,415,218,271,266,216,92,38,2342,26561,16295,17689,17440,18391,18110,15791,8010,2488,140772
CED203,..,604,505,137,191,253,204,76,10,1988,..,263,738,567,989,2077,2417,1792,904,9749,166,273,192,109,107,147,162,58,19,1230,12617,7716,8854,8949,9286,9859,8708,4676,1570,72234,..,194,4957,9275,9548,10382,9863,5057,997,50270,..,1438,4925,2905,2511,1796,995,274,32,14881,..,156,1021,1672,1997,1098,520,326,235,7023,25715,..,..,..,..,..,..,..,..,25715,..,6192,..,..,..,..,..,..,..,6192,..,4521,2071,799,523,302,72,4,0,8297,..,636,429,167,225,419,452,277,149,2749,..,418,439,160,135,92,65,19,5,1335,..,1100,1196,358,431,498,423,166,29,4200,..,483,1529,1351,2165,3683,4049,2706,1257,17218,308,486,395,257,222,290,288,112,28,2372,26020,15617,16961,16945,17754,18556,16723,8934,2737,140246
CED204,..,223,370,162,176,229,158,57,40,1410,..,113,486,437,613,1169,1471,1155,601,6044,133,190,184,90,70,106,85,65,28,954,15443,10599,11875,11727,10965,10356,7401,3788,1393,83537,..,452,9289,15430,14329,13483,9451,4118,818,67374,..,784,3343,1901,1474,1018,373,117,21,9027,..,145,840,1644,2073,1583,750,442,279,7754,31698,..,..,..,..,..,..,..,..,31698,..,11310,..,..,..,..,..,..,..,11310,..,6709,5915,1469,856,394,69,3,0,15413,..,956,993,398,394,661,788,557,317,5054,..,504,772,316,229,126,66,16,12,2035,..,717,1945,927,671,534,355,140,53,5339,..,258,1201,1238,1534,2235,2318,1670,796,11244,256,350,390,244,179,194,159,94,32,1908,31953,22184,24690,23563,21737,20214,14334,7162,2317,168153
CED205,..,187,256,114,109,138,78,24,4,910,..,117,495,461,487,818,853,620,226,4077,142,160,178,98,66,65,65,46,12,829,20602,11768,15485,13911,10474,8530,5261,2375,706,89111,..,796,14279,20358,13817,11347,6610,2527,400,70133,..,710,3253,1633,1157,753,256,46,0,7806,..,138,1045,1818,2235,1501,683,412,201,8030,42354,..,..,..,..,..,..,..,..,42354,..,12158,..,..,..,..,..,..,..,12158,..,7471,6821,1708,815,333,60,4,0,17205,..,1048,1337,518,521,874,851,510,237,5899,..,499,750,277,161,132,46,15,7,1893,..,818,1326,407,337,310,170,50,3,3417,..,267,1314,1193,1200,1665,1350,902,327,8210,286,286,364,243,170,143,111,62,21,1686,42641,24188,30490,28149,20405,17045,10127,4532,1205,178790
CED206,..,141,265,116,134,222,169,73,23,1147,..,84,397,413,648,1328,1827,1422,592,6714,171,291,180,104,104,135,108,56,17,1171,13558,8480,9349,10191,10676,9981,8069,4136,1207,75635,..,135,6289,12118,12613,12221,9939,4682,805,58795,..,935,5379,3252,2824,1837,793,216,15,15263,..,88,551,1408,2122,1255,595,337,182,6526,27908,..,..,..,..,..,..,..,..,27908,..,8142,..,..,..,..,..,..,..,8142,..,6407,3495,1026,605,273,47,0,0,11849,..,481,428,189,229,441,468,357,206,2800,..,423,395,175,181,144,70,27,6,1414,..,293,603,297,348,425,352,158,32,2511,..,173,924,1020,1570,2509,2849,2063,847,11956,332,537,387,224,250,242,204,114,26,2309,28238,17610,18458,19696,20734,19346,15316,7949,2116,149464
CED207,..,1265,1385,244,195,214,153,63,22,3541,..,361,909,562,679,1169,1662,2192,1600,9128,94,347,202,118,77,93,94,70,52,1149,13313,11259,11456,12041,11878,9977,8448,6456,2902,87726,..,190,7072,16256,15579,12880,10664,7187,2003,71839,..,1068,3950,1652,1176,845,386,113,24,9220,..,41,287,1268,2306,1418,599,529,421,6869,27059,..,..,..,..,..,..,..,..,27059,..,12350,..,..,..,..,..,..,..,12350,..,3861,4369,1125,918,537,87,10,0,10899,..,974,941,270,299,635,705,535,348,4708,..,757,1100,335,177,108,51,11,5,2548,..,3235,4096,829,473,437,311,128,38,9551,..,777,1884,1276,1462,2050,2498,2925,2143,15019,182,614,390,225,178,183,146,103,64,2090,27240,23876,24097,23232,22573,19094,15455,11534,5056,172143
CED208,..,1227,2672,589,250,239,123,64,15,5184,..,301,1718,1736,1380,1676,1637,1574,999,11019,104,263,325,197,121,120,76,49,34,1292,10999,7855,14533,12320,10519,8053,5628,3950,1882,75744,..,181,5737,11310,10709,7764,5560,3580,1074,45903,..,786,7910,5109,2837,1483,528,118,14,18778,..,32,326,1113,1819,1207,584,559,421,6075,22442,..,..,..,..,..,..,..,..,22442,..,7124,..,..,..,..,..,..,..,7124,..,3108,2921,961,1017,572,82,3,0,8671,..,689,880,293,319,516,457,306,229,3689,..,504,988,256,108,91,43,16,3,2001,..,2455,5753,1403,625,495,282,113,31,11157,..,542,3132,3211,2761,3046,2780,2236,1367,19077,248,444,623,370,267,224,116,73,49,2411,22688,15855,28265,24022,20467,15410,10429,6994,3181,147319
CED209,..,776,667,152,88,183,138,46,10,2065,..,139,503,487,634,1448,1996,1642,823,7675,110,292,148,99,86,143,142,64,26,1112,13416,7531,8870,10000,9223,9057,8565,4522,1448,72618,..,103,5626,11955,11197,10731,11313,5389,1017,57327,..,1054,5112,3214,2202,1443,738,246,22,14039,..,60,553,1335,1743,974,325,215,165,5377,27518,..,..,..,..,..,..,..,..,27518,..,6798,..,..,..,..,..,..,..,6798,..,4240,2049,594,404,220,45,0,0,7553,..,433,399,138,165,303,315,215,138,2099,..,438,536,106,83,63,48,10,3,1284,..,1525,1583,342,238,334,277,80,28,4408,..,280,1045,1056,1369,2390,2967,2273,1128,12504,246,541,339,221,205,273,262,128,43,2271,27766,15478,17240,18962,17610,16737,16294,8555,2535,141180
CED210,..,875,942,181,181,222,121,36,7,2568,..,287,1132,925,1103,1984,2429,1969,1044,10868,119,276,214,108,110,121,113,66,35,1165,12757,8737,11066,9903,9883,9340,7878,4595,1691,75845,..,224,6141,10492,10352,9993,8666,4463,939,51263,..,1424,5681,2806,2157,1364,630,191,15,14258,..,174,925,1682,2264,1258,563,390,247,7507,25862,..,..,..,..,..,..,..,..,25862,..,7224,..,..,..,..,..,..,..,7224,..,4770,2826,962,646,343,68,4,0,9619,..,682,584,204,258,458,406,257,143,2993,..,459,618,138,116,57,40,12,8,1443,..,1853,2545,543,417,471,295,90,19,6220,..,553,2166,1925,2509,3680,3804,2725,1425,18797,264,520,494,237,226,218,182,88,50,2285,26125,17883,21981,18986,18949,17832,14659,8214,2841,147474
CED211,..,323,563,178,190,191,155,50,19,1667,..,128,688,732,870,1557,2182,2026,1170,9354,136,224,196,121,88,93,103,77,24,1065,14146,8778,10160,12084,11315,9834,8321,5329,1957,81935,..,159,7050,15794,13854,11901,9676,5555,1191,65185,..,808,4539,2417,1937,1118,537,188,20,11566,..,56,427,1355,2270,1412,589,452,273,6832,28779,..,..,..,..,..,..,..,..,28779,..,9921,..,..,..,..,..,..,..,9921,..,5148,3663,1008,728,349,72,3,0,10968,..,615,586,253,254,517,577,341,196,3333,..,393,518,183,135,97,40,17,3,1392,..,734,1394,442,392,416,326,119,23,3856,..,256,1378,1553,1892,2748,3138,2661,1535,15166,282,412,358,238,189,151,161,110,41,1943,29063,18494,19913,23244,21652,18722,15122,9452,3286,158944
