CED_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
CED308,494,118,179,12,799,157,23,45,7,240,115,38,118,6,274,99,56,167,3,326,512,104,344,16,968,365,112,651,22,1150,2240,289,819,39,3390,1588,441,1098,81,3197,1717,833,1249,84,3884,1938,1427,1000,95,4456,1151,1327,759,76,3316,1391,1475,591,60,3515,2973,3505,925,102,7508,1899,2885,377,49,5205,1219,2309,219,25,3774,688,1414,86,14,2196,1757,3663,208,18,5638,889,1791,558,33,3267,306,224,135,15,680,21481,22028,9527,758,53790
CED309,321,52,104,8,479,175,24,43,3,242,121,28,87,3,239,100,17,119,3,240,482,35,257,6,775,411,76,477,15,978,2220,153,643,32,3050,1749,341,828,50,2963,1973,574,997,70,3610,2078,1072,838,70,4056,1210,1006,560,50,2826,1417,1243,464,47,3169,2727,2862,668,49,6305,1717,2446,241,29,4430,1125,2011,143,15,3290,580,1256,46,11,1899,1546,3301,152,4,5006,943,1836,491,20,3299,260,165,91,10,525,21138,18497,7243,488,47363
CED310,354,56,82,8,502,165,20,30,7,211,118,14,70,5,210,101,13,132,0,244,587,48,251,16,901,439,72,527,16,1052,2533,171,631,29,3370,1810,298,862,61,3029,1939,570,902,59,3482,2246,1024,790,76,4133,1103,1117,594,61,2880,1309,1216,477,41,3048,2578,2831,704,72,6180,1645,2492,289,37,4464,1126,2013,165,16,3314,681,1294,62,12,2056,1535,3091,136,15,4780,951,1904,539,30,3425,293,141,90,8,527,21515,18382,7344,557,47798
CED311,354,81,106,15,548,181,20,38,3,248,110,53,97,7,262,92,23,168,7,299,561,85,347,28,1023,363,95,691,24,1168,2132,259,724,34,3148,1185,342,756,73,2349,1205,595,709,61,2572,1384,873,615,55,2929,796,852,386,23,2069,947,979,291,31,2247,1995,2348,502,60,4904,1335,2011,177,33,3553,1089,1729,119,18,2957,625,1106,50,8,1797,1389,2575,136,22,4118,1313,2413,431,19,4174,404,226,161,23,817,17453,16663,6504,550,41169
CED312,313,78,187,5,581,108,16,53,3,191,74,52,111,7,253,84,27,186,10,304,403,78,405,13,899,344,130,830,20,1329,2103,318,978,39,3443,1351,551,1264,83,3247,1366,1002,1186,85,3639,1594,1630,1076,81,4382,1057,1577,820,61,3514,1209,1639,558,69,3477,2583,3984,948,125,7628,1818,3031,360,61,5266,1010,2389,193,26,3614,546,1537,91,9,2190,845,2984,172,16,4016,661,1840,570,36,3111,280,191,151,16,634,17752,23054,10142,777,51721
CED313,244,60,123,25,451,110,20,34,9,167,66,13,61,12,151,52,12,101,6,171,233,46,168,26,473,177,55,273,23,528,732,113,307,52,1201,625,166,423,86,1297,896,339,572,101,1912,1227,450,525,124,2328,866,455,492,93,1900,1094,503,422,99,2117,2758,1563,872,201,5386,2226,1507,295,153,4180,1807,1825,288,72,3987,1381,1542,88,37,3047,3970,8076,458,57,12561,774,1063,443,34,2309,103,78,46,8,229,19334,17862,5983,1223,44398
CED314,282,63,89,8,444,144,12,39,4,198,80,24,90,7,197,69,16,139,6,229,397,86,334,11,824,282,92,546,23,944,2081,245,665,37,3028,1386,356,876,80,2701,1501,623,929,81,3135,1724,1011,751,76,3561,1018,1032,547,46,2643,1154,1138,462,55,2802,2327,2700,657,97,5781,1514,2250,243,48,4053,1039,1717,117,17,2889,554,1127,51,12,1747,1130,2451,130,17,3730,904,1758,421,24,3111,301,98,120,11,527,17897,16794,7196,662,42549
CED315,217,40,114,9,382,90,10,48,6,153,68,19,89,16,198,75,7,201,3,287,301,42,367,23,731,249,63,640,24,978,1375,176,785,40,2376,947,275,971,73,2257,1143,485,970,92,2688,1354,810,854,115,3124,912,843,694,63,2514,1084,990,546,65,2680,2357,2482,750,112,5698,1722,2327,289,61,4399,1225,1857,166,19,3269,655,1263,59,11,1986,1144,2653,158,16,3974,1192,2068,518,42,3818,200,112,122,16,444,16313,16514,8330,803,41956
CED316,463,36,85,7,594,253,10,28,6,297,154,33,95,9,286,163,21,207,3,395,794,69,392,14,1265,588,87,736,20,1438,4273,266,826,42,5406,2479,425,1068,95,4071,2247,728,1104,96,4173,2258,1089,741,85,4166,1016,960,547,47,2567,1162,992,366,51,2574,1936,2108,467,47,4565,1163,1591,187,27,2967,696,1185,83,6,1969,308,725,26,3,1068,713,1331,86,8,2137,1000,1446,473,30,2940,502,126,170,18,811,22166,13239,7684,605,43697
CED317,363,61,123,13,566,193,32,54,16,289,113,49,156,13,328,110,33,243,4,387,619,104,401,29,1148,397,115,683,17,1217,2302,285,709,46,3343,1371,413,915,100,2801,1480,697,869,65,3120,1672,953,737,75,3432,879,1011,455,50,2405,1191,1079,371,43,2685,2227,2349,584,71,5222,1361,1928,220,40,3552,1080,1610,123,19,2834,568,1006,44,8,1627,1076,1911,127,26,3142,1294,2214,636,44,4186,498,209,223,24,952,18776,16067,7677,705,43229
CED318,263,68,163,8,500,130,16,33,9,183,80,39,189,19,320,80,30,256,10,375,410,128,437,37,1011,308,159,723,35,1222,1434,341,835,56,2658,1163,467,941,90,2660,1279,725,1018,90,3117,1545,1063,896,92,3593,938,974,669,57,2628,1174,1009,499,51,2732,2399,2351,731,80,5561,1612,1970,224,62,3866,1177,1590,169,30,2972,664,1133,53,11,1860,1437,2372,149,17,3968,1006,1890,742,51,3690,260,200,211,31,696,17349,16524,8920,828,43612
CED319,212,36,91,12,355,105,6,28,0,136,80,12,69,8,166,55,10,120,0,186,282,38,226,32,576,216,84,381,27,705,1162,143,458,41,1804,945,271,663,114,1982,1089,490,764,109,2446,1262,741,736,109,2852,923,755,560,71,2313,1016,864,476,94,2450,2338,2287,795,141,5572,1869,2309,349,98,4628,1441,2348,272,70,4133,1046,1670,100,32,2847,2027,5367,243,40,7683,655,1140,446,24,2267,157,91,79,15,335,16879,18664,6869,1033,43442
CED320,393,52,123,5,577,181,16,40,0,234,115,24,108,7,252,132,12,197,5,353,615,37,416,9,1086,439,97,883,16,1438,3085,282,995,37,4399,2073,396,1213,91,3781,2028,833,1250,101,4209,2104,1369,1052,87,4611,1178,1391,718,46,3334,1309,1520,555,42,3421,2519,3329,767,73,6690,1606,2708,308,41,4656,929,2088,165,16,3199,521,1286,62,15,1889,853,2252,134,19,3257,922,1881,567,31,3397,322,171,159,11,662,21326,19754,9699,660,51444
CED321,426,65,88,13,598,179,20,31,11,235,138,35,81,3,252,94,23,183,8,304,631,78,361,25,1100,407,92,601,19,1121,2772,287,685,41,3788,1568,415,874,103,2963,1469,769,736,76,3046,1641,1112,578,70,3404,893,1029,396,29,2345,1100,1006,239,36,2380,1995,2163,375,53,4578,1211,1568,149,32,2956,802,1149,76,9,2030,400,646,23,6,1082,782,1346,82,12,2216,1137,2090,459,35,3718,519,182,159,25,882,18165,14055,6172,601,38993
CED322,310,78,147,21,546,128,24,45,0,204,112,30,81,0,222,79,26,129,7,236,413,54,237,14,715,316,86,488,23,905,1723,188,591,36,2531,1226,267,791,76,2363,1439,551,981,75,3047,1582,953,896,86,3516,920,1022,625,38,2601,1099,1111,518,45,2769,2285,2738,770,84,5872,1566,2493,318,43,4417,1101,2185,211,22,3519,586,1484,69,10,2144,1462,3745,188,20,5412,734,1497,490,27,2745,237,153,86,10,490,17308,18672,7653,620,44258
CED323,443,78,187,18,733,151,27,38,8,221,119,25,93,4,239,120,35,168,4,320,470,72,289,27,859,405,148,575,24,1152,1925,235,693,50,2900,1492,354,890,82,2826,1686,682,1004,111,3485,2095,1045,886,123,4142,1276,929,611,66,2879,1464,1021,507,83,3082,2922,2236,722,103,5987,1695,1817,327,64,3904,1195,1610,192,35,3031,689,1085,73,6,1848,1969,3282,241,34,5526,884,1263,537,37,2724,339,147,125,16,622,21326,16089,8163,910,46482
CED324,423,111,171,22,723,145,41,47,10,245,113,48,83,8,246,99,32,132,11,269,351,113,247,18,731,257,143,403,30,837,1221,323,427,55,2022,961,464,605,111,2140,1112,782,666,94,2653,1326,1044,653,129,3146,809,1064,509,87,2471,1010,1040,435,72,2556,2036,2477,757,145,5414,1503,2113,328,87,4031,1168,2048,223,58,3494,757,1616,85,29,2491,1828,5404,227,52,7517,570,1297,404,25,2298,131,106,66,9,314,15819,20267,6461,1058,43601
CED325,354,124,216,15,707,102,26,56,6,194,95,55,153,11,313,76,50,245,4,378,337,132,389,17,878,262,184,623,29,1090,1330,413,799,57,2595,1017,655,969,80,2714,1030,1010,1066,104,3209,1288,1532,888,92,3802,847,1467,725,77,3120,921,1507,593,67,3088,2167,3650,967,106,6891,1513,2919,418,57,4912,1094,2546,234,35,3909,614,1830,94,11,2555,1170,3988,221,19,5397,626,1634,534,38,2832,176,161,144,7,490,15018,23881,9348,828,49078
CED326,330,58,117,7,520,134,20,41,4,194,100,27,90,4,220,91,16,168,6,275,422,53,349,16,847,374,105,644,20,1138,2112,239,866,33,3252,1532,350,1068,100,3049,1621,709,1154,90,3571,1727,1209,1096,83,4111,1063,1276,761,58,3163,1175,1422,649,67,3310,2489,3608,959,102,7161,1720,2908,409,56,5092,1264,2559,213,32,4065,656,1626,92,19,2394,1232,3733,203,20,5184,805,1678,627,26,3132,242,140,104,16,503,19091,21739,9603,751,51178
CED327,433,147,267,12,854,122,36,61,7,222,85,63,159,11,325,82,65,268,12,432,368,170,503,20,1059,309,242,842,25,1410,1660,515,989,66,3231,1134,800,1131,80,3138,1149,1287,1205,90,3726,1387,1899,1092,100,4475,825,1695,770,69,3355,926,1687,593,78,3281,1972,3666,867,121,6626,1298,2928,384,62,4673,772,2088,202,35,3102,418,1360,84,15,1880,659,2527,163,21,3366,585,1652,592,50,2878,192,192,179,11,567,14390,23013,10352,863,48624
CED328,224,49,162,29,468,112,16,50,16,197,73,32,54,17,177,50,24,71,13,149,253,40,127,33,452,194,69,266,28,560,777,121,281,59,1242,772,183,356,84,1391,1081,348,488,79,1993,1248,468,459,104,2283,754,594,426,56,1833,873,672,419,54,2020,1902,1838,798,95,4634,1543,1929,287,82,3839,1320,2278,243,33,3869,896,1837,89,20,2836,2981,9064,423,36,12509,587,1378,401,24,2392,116,101,37,8,267,15762,21035,5454,857,43107
CED329,441,58,88,8,594,246,16,46,7,305,132,32,114,6,284,139,7,190,8,347,760,76,330,12,1177,553,106,588,15,1263,3427,283,740,39,4494,2063,417,922,71,3476,1967,806,942,73,3785,2228,1115,664,41,4051,1082,979,451,36,2545,1220,1025,350,32,2621,2006,2104,446,41,4594,1133,1489,163,11,2800,766,1146,80,4,2002,377,713,33,5,1126,1107,1636,101,13,2857,966,1605,551,28,3148,414,154,125,9,701,21031,13770,6904,460,42166
CED330,387,75,125,10,598,163,25,34,5,222,130,27,99,12,267,112,23,171,8,316,527,77,322,11,939,372,123,608,13,1120,2294,285,729,38,3346,1401,441,901,71,2809,1535,855,903,77,3376,1692,1380,699,53,3819,1033,1366,527,31,2953,1185,1526,398,26,3140,2578,3724,606,45,6952,1581,3034,320,26,4951,1069,2504,162,17,3750,591,1611,74,9,2286,1099,3353,134,17,4599,875,2193,498,23,3578,393,242,134,14,788,19004,22874,7444,499,49823
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,405,89,186,35,717,114,28,51,12,213,102,42,134,15,294,65,34,170,8,288,389,97,324,37,846,326,161,509,50,1043,1477,285,542,79,2390,1078,548,729,132,2488,1330,851,824,145,3154,1616,1224,718,172,3732,1105,1030,548,107,2790,1173,1213,486,124,2997,2848,2802,838,187,6671,1997,2279,329,96,4704,1414,2077,225,56,3768,1001,1398,77,32,2506,2439,4780,289,42,7550,762,1196,513,38,2502,154,115,76,19,360,19802,20256,7581,1386,49024
CED402,374,49,70,8,493,171,21,48,6,238,121,27,103,3,254,101,26,201,5,328,658,82,375,17,1129,495,103,672,22,1290,3186,305,751,55,4294,2033,469,889,91,3483,1952,828,847,75,3700,2319,1331,649,70,4377,1165,1300,437,27,2927,1470,1310,332,42,3150,2581,2903,485,58,6032,1424,2139,191,22,3772,957,1512,94,15,2578,448,851,30,11,1336,929,1655,72,5,2663,979,1799,529,28,3338,443,138,124,23,725,21823,16853,6891,554,46121
CED403,278,43,101,7,437,131,18,35,12,197,79,25,86,10,195,73,26,118,5,213,407,71,214,19,711,291,85,381,28,781,1663,171,486,58,2380,1440,268,710,82,2500,1702,526,776,94,3103,2025,763,717,111,3617,1088,784,571,65,2510,1230,920,474,58,2678,2453,2479,807,104,5838,1763,2511,334,63,4667,1400,2386,223,40,4047,836,1822,85,17,2753,1867,5392,268,21,7541,751,1440,522,28,2740,198,80,51,13,345,19671,19808,6943,830,47248
CED404,339,56,117,11,516,161,34,41,3,233,125,31,155,17,319,95,21,226,6,357,730,128,493,26,1374,467,142,681,29,1312,3205,351,741,56,4353,2023,403,914,103,3443,1857,779,781,67,3486,2146,1186,663,56,4056,1004,994,441,39,2475,1259,1053,301,35,2654,2230,2362,370,53,5019,1470,1856,180,32,3537,1015,1406,97,11,2525,475,875,29,13,1388,986,1598,84,15,2682,1315,2237,593,27,4174,472,177,218,37,905,21383,15680,7117,633,44810
CED405,290,51,109,9,447,127,15,39,6,192,104,33,73,10,222,70,27,163,11,270,454,72,315,23,864,310,121,485,36,948,2036,243,640,63,2982,1462,353,888,110,2819,1633,688,886,125,3329,1732,1029,858,126,3742,1033,1020,663,64,2772,1094,1150,489,76,2810,2353,2782,884,111,6128,1769,2667,388,71,4899,1271,2219,223,33,3746,730,1585,92,16,2425,1463,3723,202,20,5406,715,1373,531,27,2648,205,102,90,15,417,18848,19251,8022,935,47057
CED406,201,42,96,3,348,101,10,36,0,152,98,23,91,4,218,64,21,176,8,264,433,62,341,24,859,395,92,696,29,1205,2438,215,825,48,3530,1801,386,1106,85,3380,1817,786,1115,71,3795,1944,1292,936,80,4247,1091,1312,704,36,3142,1149,1473,591,52,3268,2488,3440,774,73,6782,1590,2871,333,38,4831,924,2171,150,23,3272,457,1337,69,6,1876,605,2127,92,10,2831,651,1657,625,14,2946,213,111,93,12,422,18461,19433,8841,620,47357
CED407,335,62,125,19,551,109,17,31,7,168,100,30,75,9,212,78,35,179,4,293,407,101,325,15,847,323,163,559,34,1080,2372,346,661,41,3419,1789,536,937,71,3331,1831,1006,1034,70,3934,1804,1460,915,98,4277,1039,1464,665,51,3216,1062,1477,547,61,3149,2318,3734,849,99,6999,1487,2910,353,60,4807,967,2263,209,29,3464,434,1446,80,15,1973,673,2621,130,13,3435,621,1476,581,21,2696,241,115,83,8,449,17990,21270,8328,715,48309
CED408,281,29,54,3,371,170,20,30,3,215,100,16,70,0,192,120,15,121,4,256,595,51,245,11,902,491,69,465,16,1046,2846,216,590,34,3693,2307,324,739,63,3426,2437,627,796,63,3927,2492,1103,669,67,4328,1169,1107,459,31,2762,1397,1259,401,29,3082,2443,2848,609,50,5946,1656,2559,242,12,4470,1152,2203,136,7,3499,577,1436,52,3,2073,1452,3797,129,9,5389,1023,2085,604,19,3730,293,105,61,7,462,22981,19864,6479,439,49760
CED409,233,146,196,19,597,102,36,57,6,204,84,63,193,8,347,66,66,381,3,514,451,205,661,31,1352,355,248,1169,38,1810,2426,576,1358,62,4428,1467,872,1599,132,4076,1368,1311,1501,108,4284,1659,1813,1220,119,4812,893,1658,804,67,3416,1049,1673,588,57,3367,2136,3428,818,94,6465,1194,2446,347,53,4038,675,1552,142,19,2392,309,925,87,8,1333,376,1377,124,10,1891,681,1740,762,45,3226,263,172,201,25,656,15785,20300,12203,902,49196
CED410,429,63,198,20,711,169,20,60,11,260,97,29,102,7,239,62,33,144,14,261,407,70,219,28,718,327,120,397,23,863,1793,238,450,42,2525,1410,434,694,73,2607,1645,793,827,82,3346,1882,1079,698,114,3769,1101,1087,565,64,2819,1229,1154,487,60,2934,2453,2967,817,101,6335,1768,2726,359,57,4918,1244,2503,232,35,4013,787,1726,88,11,2616,2188,6372,304,25,8890,687,1527,472,18,2707,189,93,70,8,357,19879,23011,7185,801,50887
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,295,50,157,4,509,97,13,50,5,162,90,27,133,9,248,86,20,223,3,332,367,65,383,21,833,320,97,817,17,1253,1744,222,820,32,2815,1195,352,958,89,2597,1160,636,997,53,2837,1281,991,816,68,3153,888,1245,640,50,2816,913,1395,516,48,2864,2090,3322,715,83,6211,1506,2789,346,41,4689,1193,2445,201,20,3863,648,1578,94,11,2340,1157,3360,179,20,4717,1562,3662,648,34,5907,217,159,155,17,538,16806,22422,8843,628,48703
CED502,417,94,169,21,706,108,23,46,8,186,85,44,131,10,270,85,32,240,9,358,350,121,426,33,929,296,181,697,22,1192,1744,411,757,45,2951,1067,636,912,96,2709,1164,1166,978,91,3395,1236,1577,872,91,3778,826,1636,575,62,3097,912,1671,513,50,3152,1968,3840,789,137,6733,1336,2922,347,72,4669,939,2403,218,37,3602,504,1289,82,19,1896,730,2727,139,28,3627,1003,2690,586,39,4314,238,143,143,12,537,15000,23603,8607,883,48092
CED503,390,60,111,12,569,182,9,42,0,241,127,10,87,6,234,107,14,189,10,319,554,46,322,13,937,396,105,663,24,1187,2601,188,666,32,3494,1739,287,759,56,2840,1631,501,758,47,2939,1658,780,630,47,3110,816,846,416,22,2102,948,985,344,28,2298,1969,2359,562,56,4947,1387,2007,265,25,3687,1109,1839,166,19,3134,566,1187,73,10,1832,1415,3116,171,13,4721,1551,3217,554,18,5350,331,144,99,14,594,19480,17714,6871,478,44546
CED504,463,129,169,19,775,127,31,57,9,223,101,69,119,11,296,91,50,242,7,391,528,148,372,24,1083,359,214,638,31,1246,2069,444,718,38,3271,1281,646,929,85,2943,1331,1056,1010,102,3504,1485,1445,904,123,3955,868,1440,666,95,3073,957,1404,546,86,2992,2090,3095,889,135,6209,1478,2476,417,88,4462,1029,2008,264,51,3358,614,1352,107,36,2106,1160,3109,185,20,4482,1063,2121,636,42,3864,246,177,107,20,551,17337,21442,8976,1026,48777
CED505,262,69,125,6,473,123,23,47,10,196,84,29,63,22,193,45,22,97,0,171,271,42,151,16,478,227,55,250,16,555,758,104,255,29,1141,741,145,391,47,1323,999,254,448,64,1768,1185,358,427,71,2042,695,404,379,51,1521,938,527,363,38,1866,1829,1441,658,73,4001,1589,1350,287,54,3280,1430,1644,248,55,3363,991,1376,85,20,2476,4507,10973,640,45,16167,1188,1929,472,18,3601,142,104,33,5,283,18006,20833,5413,634,44895
CED506,322,43,109,16,493,127,25,56,9,213,104,37,241,17,403,88,24,319,13,449,538,198,440,40,1212,327,164,575,41,1107,1757,339,600,67,2767,1093,356,693,87,2226,1088,505,683,70,2354,1250,725,561,59,2589,722,725,475,29,1957,927,874,395,42,2239,2112,2286,595,66,5056,1731,2067,248,29,4077,1562,1996,201,34,3790,970,1373,84,17,2442,2357,3994,185,24,6560,1875,3191,650,55,5772,401,225,251,39,913,19356,19149,7354,754,46617
CED507,301,41,81,4,416,155,15,31,3,201,122,12,80,4,221,90,14,159,0,274,518,50,295,13,878,360,67,562,18,1009,2082,170,667,27,2948,1388,245,754,46,2438,1566,520,842,44,2960,1673,844,608,50,3176,890,920,418,44,2273,1098,1017,325,32,2473,2176,2486,535,53,5251,1497,2194,213,24,3925,1130,1864,123,15,3136,575,1149,44,7,1778,1357,2529,106,15,4002,1407,2906,583,23,4913,251,131,77,11,468,18633,17176,6501,428,42737
CED508,310,54,90,5,462,108,18,41,10,179,98,18,92,14,225,78,21,158,8,264,340,42,281,14,680,251,72,423,26,782,1401,170,483,44,2105,943,236,675,62,1915,1038,463,721,61,2284,1162,714,624,78,2576,808,755,593,45,2190,911,928,463,47,2345,2088,2674,776,93,5636,1684,2533,333,52,4592,1489,2408,268,35,4199,952,1722,102,21,2795,2236,5224,280,32,7765,1201,2236,551,28,4012,158,107,75,9,348,17256,20398,7027,664,45346
CED509,311,54,128,6,497,124,10,40,0,177,121,27,106,8,258,48,31,147,5,231,346,57,265,12,675,292,96,481,17,893,1532,187,548,30,2296,1053,290,688,54,2087,1278,628,770,40,2717,1388,1042,717,66,3220,778,1092,514,61,2443,947,1303,465,57,2764,2203,3309,824,90,6421,1610,2875,356,49,4891,1278,2464,227,32,4003,764,1628,94,13,2497,1604,4351,200,35,6185,1299,3157,553,23,5036,247,154,95,10,498,17226,22735,7223,613,47797
CED510,328,39,63,7,442,162,15,38,10,229,124,22,48,11,201,84,15,96,4,200,416,43,186,17,655,312,46,286,19,657,1476,124,320,26,1942,1259,163,447,44,1922,1479,349,589,51,2466,1528,515,533,34,2608,909,658,449,33,2040,991,716,405,39,2145,1968,2280,743,54,5037,1589,2499,293,35,4414,1339,2797,252,21,4401,825,2081,95,9,3017,2253,7854,303,18,10428,1044,2771,489,18,4327,212,152,50,9,427,18299,23135,5688,449,47569
CED511,323,72,77,12,482,170,26,41,11,245,120,39,112,4,275,95,21,192,7,306,569,71,383,20,1053,391,117,527,18,1051,2338,231,593,44,3208,1432,381,663,63,2538,1547,624,652,64,2885,1720,922,536,59,3238,865,932,370,28,2201,1169,1020,304,31,2520,2388,2340,472,56,5252,1654,1958,197,42,3850,1269,1707,134,30,3138,695,965,57,8,1720,1676,2483,142,23,4321,1521,2733,564,37,4857,409,163,158,25,763,20348,16814,6157,574,43901
CED512,339,65,131,6,534,94,15,36,6,151,97,27,79,0,211,71,26,184,9,286,323,61,310,8,704,267,99,596,18,982,1336,223,691,32,2279,1010,326,822,51,2214,1019,638,904,46,2605,1185,1156,775,62,3172,725,1257,618,33,2636,846,1427,505,47,2829,2076,3648,858,73,6653,1544,3386,378,60,5368,1179,2899,225,34,4338,650,1848,111,15,2620,1182,4416,189,30,5818,1286,3555,619,26,5486,222,193,96,10,518,15441,25256,8137,570,49409
CED513,320,47,119,27,513,119,8,26,10,160,72,28,90,16,205,64,22,137,10,234,326,56,241,24,648,251,79,346,29,712,1262,167,446,38,1914,899,272,579,83,1831,1104,482,623,96,2309,1440,664,518,103,2726,948,669,485,79,2181,1060,753,415,78,2314,2638,1874,706,157,5371,2155,1666,302,114,4233,1793,1932,214,51,3985,1323,1450,93,19,2888,3881,5715,335,71,10004,1450,1473,419,27,3372,181,85,67,10,347,21308,17446,6149,1036,45941
CED514,381,82,136,28,628,120,16,39,15,197,106,43,95,18,253,76,47,186,14,323,337,82,276,44,733,307,130,430,40,912,1370,238,513,54,2175,980,411,618,123,2132,1173,721,691,118,2702,1525,986,655,179,3344,1005,977,493,106,2583,1198,1024,430,118,2771,2649,2593,735,214,6191,2004,2158,313,113,4592,1512,2016,243,67,3845,978,1393,89,48,2514,2673,4680,287,83,7720,1453,1962,539,48,4008,213,110,104,12,438,20062,19670,6871,1457,48060
CED515,520,88,152,15,778,239,31,46,12,331,157,37,80,14,283,84,43,117,15,253,472,91,215,20,799,315,104,338,24,776,1537,225,354,46,2159,1222,348,479,58,2105,1433,586,617,80,2718,1543,901,557,58,3057,838,947,458,59,2304,991,1086,358,41,2481,1884,2790,769,87,5526,1392,2672,350,50,4472,1131,2824,286,50,4294,728,2054,111,25,2918,2318,8306,376,49,11044,916,2633,503,21,4068,200,108,61,6,374,17934,25865,6225,725,50746
