CED_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
CED409,2683,3091,5772,5881,7418,13295,3,4,10,1688,1757,3450,15,11,23,11532,12808,24341,150,197,352,1174,1146,2318,326,408,738,157,194,348,1169,1564,2731,84,76,162,416,476,890,1444,1612,3061,502,631,1132,172,248,424,211,242,455,2571,3540,6115,2985,3294,6280,164,141,311,30649,35772,66420,1702,1630,3331,4128,3858,7989,21,24,44,12,9,25,517,462,977,564,740,1304,1095,1211,2304,45746,42800,88546,324,212,537,111,199,306,46176,43215,89390,6748,6225,12970,93202,95019,188227
CED410,2188,2791,4983,5337,7123,12457,6,0,6,1212,1480,2695,0,4,11,19791,22653,42441,120,169,292,2867,3109,5978,279,374,655,180,181,359,1123,1519,2639,180,153,333,316,360,675,966,1141,2107,685,797,1483,92,137,233,95,142,234,3043,4349,7393,1911,2457,4370,157,165,327,38367,46311,84683,4017,3555,7564,2333,2224,4556,138,138,279,3,7,10,1638,1477,3122,538,624,1168,2182,2112,4293,36321,34712,71037,369,258,628,165,242,406,36857,35217,72071,4555,4367,8922,90636,96716,187354
CED494,19,19,38,96,79,169,0,0,0,12,10,21,0,0,0,135,142,274,0,0,0,12,6,19,4,3,8,5,0,5,14,22,35,0,0,0,6,5,5,14,16,26,6,14,15,0,5,6,3,11,18,52,53,106,33,39,74,0,3,8,407,395,796,6,10,18,19,16,33,0,0,0,0,0,0,0,3,10,15,19,31,18,21,34,836,682,1521,7,5,19,9,12,24,857,700,1560,550,342,893,1873,1506,3377
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,0,12
CED501,642,1228,1870,8840,10891,19732,0,0,0,1231,1414,2638,0,0,0,13327,14991,28320,236,300,534,438,490,926,502,665,1161,349,361,706,201,287,489,46,59,108,515,556,1070,908,1021,1929,1242,1309,2550,138,213,342,203,220,426,1001,1350,2354,3218,3706,6926,133,157,290,32532,37982,70508,1081,1049,2128,811,797,1609,36,27,67,5,11,17,706,606,1309,293,450,742,1006,1067,2075,45256,42635,87889,281,220,500,127,269,396,45670,43122,88787,8790,5714,14504,90571,90975,181547
CED502,2332,2984,5313,6290,7892,14184,0,0,0,2168,2383,4549,57,56,113,14090,15390,29482,187,216,406,292,330,620,317,429,743,216,243,457,157,162,317,274,250,526,587,686,1280,1570,1790,3366,1520,1705,3228,98,120,215,438,496,934,772,1063,1835,3884,4407,8289,143,199,335,33059,37819,70882,4062,3908,7966,7447,7052,14499,31,31,59,10,5,17,2165,1926,4091,303,472,778,2476,2405,4882,34058,31136,65192,240,156,396,92,156,247,34388,31455,65840,6921,5967,12884,90718,91615,182330
CED503,508,909,1423,10311,12834,23146,0,0,0,1326,1579,2908,75,83,156,11297,12967,24263,137,163,297,205,229,428,468,614,1083,223,250,469,179,251,423,15,16,30,357,417,776,735,908,1641,1456,1551,3012,101,142,244,172,216,386,1138,1662,2798,2557,2894,5443,71,83,158,30813,36855,67669,497,542,1043,422,450,870,37,31,66,3,3,9,354,324,674,225,413,641,583,743,1326,38287,36459,74747,223,165,393,124,239,368,38634,36863,75499,6695,5356,12053,78193,81752,159946
CED504,3978,5004,8983,5391,6772,12167,0,0,0,1834,1966,3797,9,11,20,20429,22567,42995,187,288,477,3106,3182,6290,379,488,862,159,212,373,115,146,263,277,279,556,578,640,1222,886,1115,1993,617,759,1375,99,142,247,175,225,401,789,1122,1920,3224,3701,6915,73,85,159,38337,43701,82041,2298,1971,4272,6069,5670,11734,512,565,1081,6,11,13,897,746,1645,379,536,916,1284,1287,2571,30252,26961,57210,241,199,445,110,185,298,30607,27345,57951,6167,5385,11553,89247,90932,180177
CED505,1863,2467,4324,9738,12308,22045,4,0,0,663,762,1432,0,0,0,15634,18857,34490,271,328,601,1162,1379,2540,162,211,371,41,48,83,196,265,460,71,66,139,338,486,828,367,497,867,883,1129,2011,47,56,107,34,53,88,1530,2198,3731,1621,2147,3765,48,67,112,32813,40871,73690,1420,1416,2837,859,907,1768,313,300,611,7,0,9,143,129,270,365,403,767,509,537,1046,39875,37516,77389,389,275,663,115,211,327,40373,38000,78377,5460,4919,10377,83620,89421,173040
CED506,698,1242,1939,9369,10198,19561,0,0,0,1085,1128,2212,128,130,252,17409,18270,35677,245,271,521,265,232,489,377,466,844,138,151,289,311,389,699,27,17,39,892,1001,1889,826,974,1798,898,838,1743,101,157,258,411,471,885,1639,1957,3595,2673,2971,5647,68,80,147,36859,39693,76552,601,461,1058,953,830,1782,44,41,90,394,366,756,101,75,178,239,326,568,738,761,1502,45873,39275,85149,227,154,382,107,166,273,46210,39594,85797,18814,13904,32719,104921,96523,201445
CED507,493,849,1336,8952,11305,20259,0,0,0,1206,1281,2489,3,4,4,11751,13616,25368,238,301,535,193,229,423,434,617,1059,217,261,475,165,208,377,17,14,26,275,343,615,408,472,881,862,960,1830,83,138,222,232,268,494,1334,1907,3237,2223,2551,4777,89,100,190,28673,34579,63257,330,296,625,478,447,930,36,34,70,4,9,23,133,110,242,192,305,500,334,424,765,39911,37591,77509,229,159,386,107,181,289,40253,37931,78176,7224,5615,12839,77818,80181,157999
CED508,1038,1597,2636,6159,7670,13822,0,0,0,966,1165,2139,34,40,74,19274,21904,41179,82,107,190,736,823,1554,227,284,509,62,79,138,130,166,298,56,54,111,395,458,853,723,833,1553,916,1004,1927,49,65,112,90,101,195,797,1186,1987,2116,2551,4669,65,80,147,32879,38576,71457,1140,1138,2276,1023,1028,2053,86,125,216,3,3,7,245,206,454,305,400,710,561,612,1171,38625,36836,75459,307,240,545,166,248,420,39095,37327,76425,5755,4792,10554,81582,85202,166782
CED509,1002,1487,2487,8256,9972,18224,0,0,0,1409,1586,2997,176,148,324,15200,16714,31911,234,299,535,545,552,1093,356,445,798,185,262,445,176,210,383,114,95,205,523,613,1138,989,1180,2169,893,1018,1910,91,133,226,313,363,668,950,1298,2246,3133,3651,6784,168,170,338,33713,38690,72403,2218,2139,4352,1964,1914,3875,65,76,141,4,6,13,1351,1281,2629,268,395,662,1627,1674,3306,38456,35856,74316,271,207,479,118,213,328,38839,36279,75115,7924,5128,13056,87342,87397,174739
CED510,653,1002,1659,10081,12471,22553,0,0,4,1267,1409,2678,3,4,11,16348,18580,34922,266,296,564,798,875,1668,159,236,393,178,211,390,183,218,400,143,143,286,501,568,1069,824,954,1774,1211,1331,2540,58,79,131,71,85,153,1401,1895,3292,2160,2548,4711,69,68,141,35708,41969,77679,722,686,1409,676,725,1402,103,122,219,4,0,0,94,119,206,236,314,549,332,431,764,38274,34250,72522,259,164,418,102,167,270,38629,34578,73209,4347,3428,7776,81170,82942,164113
CED511,478,814,1291,9666,10793,20457,0,0,0,1932,2051,3986,156,155,311,11128,11854,22984,408,489,893,188,161,351,394,567,961,224,236,456,347,418,762,17,14,37,447,480,920,441,514,953,1225,1302,2523,129,165,287,418,472,886,2025,2509,4528,3086,3420,6500,93,105,197,32309,35694,68003,369,323,689,613,476,1086,34,35,76,90,98,192,96,90,186,228,378,611,415,566,980,43506,38113,81622,238,161,395,123,211,340,43866,38487,82359,12202,9391,21588,90288,85785,176071
CED512,1201,1757,2957,8487,10569,19056,12,8,19,1533,1691,3225,0,3,6,14530,16778,31311,171,213,380,1089,1103,2192,350,466,817,435,478,909,130,133,259,268,268,536,548,672,1217,1487,1687,3176,1057,1207,2262,60,101,159,144,188,333,790,1090,1871,3389,4015,7403,99,111,205,34559,40781,75342,2437,2368,4804,1937,1995,3933,65,76,148,4,0,3,542,492,1028,286,384,666,825,881,1707,39944,37763,77714,240,169,408,96,156,255,40278,38091,78375,5755,4497,10255,87063,90442,177513
CED513,2616,3734,6344,5625,6817,12438,0,0,0,717,873,1588,0,0,3,18485,20911,39396,171,223,389,1874,2119,3998,229,270,500,96,106,193,164,213,374,88,79,169,370,463,826,444,588,1032,671,741,1410,57,95,153,79,105,182,837,1267,2108,2100,2572,4673,60,76,142,32076,37512,69586,2447,2247,4690,2275,1951,4226,1210,1315,2528,0,5,4,384,391,772,395,491,885,784,880,1664,40698,37795,78493,497,352,844,166,211,375,41360,38354,79715,7388,5781,13166,90157,91775,181928
CED514,3045,3809,6851,6471,8053,14524,0,0,0,1063,1239,2298,81,74,160,17357,19194,36549,206,272,478,597,653,1248,274,336,608,155,171,320,151,233,386,132,142,275,505,561,1071,734,925,1661,1063,1188,2242,68,114,177,261,352,613,1270,1758,3031,2781,3334,6109,120,141,257,33285,38721,72008,3606,3084,6690,5791,4973,10758,88,81,162,14,6,19,1470,1270,2742,337,462,798,1823,1741,3560,39230,35054,74288,392,275,665,108,153,259,39733,35482,75212,7815,6814,14624,95172,94696,189872
CED515,3563,4589,8150,7503,9499,17000,0,4,4,1666,1944,3610,202,205,402,17249,20054,37307,182,249,433,546,613,1156,175,244,419,101,108,206,183,217,401,140,141,282,683,747,1429,1205,1416,2623,1853,2062,3922,38,85,123,163,228,387,1651,2255,3905,3247,3864,7113,92,104,203,36878,44044,80920,3632,3545,7183,3127,3044,6169,61,63,125,4,4,9,1129,1014,2144,369,460,832,1508,1473,2983,35168,32707,67877,247,185,438,110,164,276,35532,33056,68584,5588,4250,9833,89890,94068,183959
CED594,27,16,48,212,179,396,0,0,0,25,26,50,0,0,0,306,315,617,0,5,4,3,4,8,3,7,10,8,9,9,8,10,20,0,0,0,17,10,25,21,21,45,30,28,62,6,5,10,6,9,10,37,49,92,88,89,178,3,0,7,772,780,1550,17,8,23,33,27,57,10,7,14,0,4,5,0,5,6,16,18,30,17,24,40,1412,1177,2591,21,11,30,9,9,23,1452,1197,2652,2311,1361,3674,4639,3416,8055
CED597,5,3,11,16,3,20,0,0,0,8,0,8,0,0,0,70,11,77,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,112,14,124,4,0,4,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,21,144,0,0,0,0,0,0,123,21,144,196,23,227,455,58,514
CED601,550,651,1194,7020,8766,15780,0,0,0,731,799,1523,128,142,265,5675,6606,12272,85,93,183,133,142,270,228,304,533,94,112,208,92,126,220,33,31,63,300,342,639,497,607,1099,1194,1281,2479,123,168,293,92,96,183,1234,1887,3116,1554,1810,3366,81,76,159,19281,23368,42654,1121,933,2057,692,515,1204,35,46,76,0,5,4,253,179,429,251,328,585,508,512,1021,27477,26105,53585,192,149,344,84,120,200,27753,26372,54126,4007,3631,7639,53949,56024,109977
CED602,271,432,705,6178,7662,13831,0,0,0,1070,1198,2263,235,270,508,5774,7130,12903,88,129,217,76,81,152,206,283,492,132,154,284,93,133,231,4,3,6,263,313,577,638,751,1390,715,842,1553,98,170,267,159,200,360,1801,2509,4310,1561,1826,3391,11,40,52,19106,23681,42779,397,315,719,307,165,473,27,27,48,6,17,24,107,65,173,124,219,341,239,294,530,28458,26923,55384,156,101,259,68,97,167,28690,27125,55814,4385,4095,8482,53421,56132,109556
CED603,914,1153,2067,5792,7413,13204,0,0,0,362,417,777,89,86,170,6859,8367,15224,34,48,83,595,595,1186,101,116,218,83,99,186,90,125,216,90,95,185,147,157,301,264,367,629,478,625,1098,60,96,150,65,95,159,659,1082,1736,877,1079,1956,86,110,186,16711,20950,37665,2739,2232,4973,1322,957,2276,62,59,122,6,4,12,608,468,1080,219,263,483,834,738,1569,28316,27283,55602,278,206,487,70,132,203,28670,27625,56296,3433,3343,6779,54689,57059,111750
CED604,432,610,1040,7152,9206,16361,0,0,0,344,374,720,23,25,42,7061,8537,15593,55,77,133,265,300,564,138,205,341,187,196,382,107,132,240,15,11,25,147,208,355,569,622,1190,786,907,1695,61,74,141,97,106,202,930,1387,2316,1358,1547,2905,47,75,131,19336,23992,43324,837,654,1494,376,292,668,43,37,75,4,0,4,240,150,391,140,234,370,384,385,769,29029,27688,56719,186,155,342,79,134,209,29300,27977,57273,3900,3290,7194,54604,57234,111833
CED605,230,355,583,9854,11258,21108,0,0,0,569,663,1225,108,113,222,7065,7885,14946,68,105,172,114,119,230,288,343,628,133,146,281,88,107,196,0,3,7,184,202,385,241,260,496,690,721,1410,89,123,211,117,129,243,1267,1680,2947,1122,1198,2320,73,84,156,22077,25121,47197,280,196,479,186,142,327,17,28,49,3,6,7,74,63,140,118,244,367,197,313,511,28373,25984,54357,158,126,287,59,97,158,28586,26210,54799,4747,4375,9121,56331,56733,113067
CED694,3,7,12,42,49,94,0,0,0,4,3,10,0,0,0,56,44,102,0,0,0,0,0,0,0,6,8,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,4,6,8,0,0,0,7,8,19,23,28,51,0,0,0,155,152,300,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,6,8,10,368,312,677,3,0,4,0,6,8,371,314,685,222,137,356,758,616,1377
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,3,0,3,13,0,19
CED701,623,898,1521,3832,4047,7874,0,0,0,1975,2104,4081,5,9,5,8829,9525,18350,45,40,87,279,228,508,90,101,194,149,148,292,2153,2586,4736,22,30,52,751,793,1541,807,948,1754,469,401,870,51,66,112,255,278,530,2922,3278,6201,2428,2566,4998,41,47,89,25098,27172,52270,774,645,1415,783,658,1438,33,44,79,1720,1654,3376,288,248,536,115,165,279,2123,2065,4187,22509,20490,42997,122,92,210,104,132,236,22736,20709,43445,9687,6951,16641,61863,59140,121004
CED702,1467,2138,3604,2765,3158,5927,0,0,0,634,730,1362,0,0,0,9679,10961,20640,47,50,98,1989,1891,3877,128,186,313,109,138,245,247,319,567,83,72,151,298,345,643,571,723,1292,456,471,920,39,51,91,116,163,276,1020,1361,2381,1077,1294,2374,44,43,89,19292,21953,41247,2574,2239,4815,1520,1143,2665,44,37,81,26,36,58,463,406,867,200,248,445,685,691,1381,23215,21615,44829,181,113,294,62,126,187,23460,21854,45307,6021,5170,11186,55064,55222,110288
CED794,0,5,11,92,87,179,0,0,0,28,43,69,0,0,0,172,173,340,0,0,0,8,4,16,0,0,5,3,0,10,22,24,45,0,0,0,4,4,11,13,11,22,22,19,34,0,4,4,4,4,4,31,44,72,27,36,63,0,0,0,424,454,877,4,10,13,9,3,8,0,0,0,0,0,0,0,0,0,0,7,8,0,7,8,582,520,1104,4,9,7,0,3,7,590,530,1121,794,669,1460,1826,1675,3500
CED797,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,23,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,46,0,0,0,0,0,0,39,3,46,24,0,24,83,15,99
CED801,1450,1901,3344,6564,8028,14590,4,5,9,571,677,1250,3,9,16,15974,18202,34177,45,48,94,1021,1121,2141,109,152,267,128,144,272,331,419,746,155,161,312,374,411,784,674,777,1455,1062,1301,2364,122,142,265,151,177,331,1194,1695,2892,1708,2053,3766,35,38,74,30226,35567,65794,2779,2585,5361,2010,1927,3936,100,92,189,5,8,18,614,521,1137,235,335,574,857,872,1722,32796,30438,63238,367,264,624,104,180,287,33265,30884,64152,4395,3711,8104,75080,77528,152610
CED802,1865,2402,4266,4946,6173,11117,0,0,0,517,555,1073,8,8,17,10861,12656,23518,27,20,52,1124,1220,2348,61,102,159,52,48,101,263,330,597,63,63,126,374,421,797,318,396,712,830,971,1799,53,51,102,69,72,141,1034,1426,2461,1195,1413,2607,57,83,130,21844,26007,47855,2470,2253,4722,1668,1384,3051,270,316,586,7,10,18,265,249,517,258,302,564,527,568,1094,36672,35680,72358,594,440,1040,129,193,321,37399,36315,73716,5410,4809,10221,71449,74059,145507
CED803,2240,2841,5080,5419,6513,11932,0,0,0,754,849,1606,4,4,14,14120,15954,30075,38,49,84,1109,1178,2292,154,187,336,166,164,327,280,377,656,210,221,424,442,509,952,970,1097,2067,996,1122,2119,60,87,152,144,177,324,1209,1609,2813,1992,2296,4287,56,56,113,28117,32454,60571,5474,4949,10420,4030,3588,7620,43,67,112,12,18,35,1433,1244,2674,236,324,557,1678,1586,3262,32558,30085,62644,339,243,577,91,130,224,32988,30457,63448,4121,3636,7761,78697,79572,158267
CED894,4,9,8,12,20,35,0,0,0,0,0,3,0,0,0,37,31,66,0,0,0,0,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,3,5,7,8,0,7,6,0,6,0,0,0,3,6,7,13,13,24,0,0,0,80,88,161,6,4,5,9,6,14,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,139,129,260,0,0,0,0,0,0,140,128,265,101,40,143,336,273,605
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,6,4,11
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
