CED_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
CED325,73,248,202,132,35,0,0,0,690,16,67,74,69,47,0,0,0,270,29,242,342,582,628,760,428,138,3143,120,558,623,781,712,760,428,138,4106,11519,11480,11929,10048,8100,5150,2371,611,61207,1020,1893,1570,954,526,315,155,68,6502,12659,13925,14116,11781,9339,6229,2946,818,71815,34,80,47,24,3,0,0,0,184,4,17,16,14,3,0,0,0,61,8,51,80,153,143,101,53,24,616,45,143,146,191,157,101,53,24,855,11070,13006,13309,11359,9106,6414,3260,1243,68770,664,869,747,473,346,256,191,103,3650,11781,14009,14208,12022,9604,6777,3504,1376,73277,103,329,250,155,42,0,0,0,876,20,82,91,82,54,0,0,0,335,41,286,420,731,771,856,481,164,3754,165,701,764,978,867,856,481,164,4968,22591,24482,25241,21405,17203,11570,5628,1857,129973,1688,2760,2317,1420,873,574,343,177,10147,24439,27936,28322,23804,18939,13004,6448,2191,145088
CED326,80,173,89,41,11,0,0,0,400,21,44,44,17,15,0,0,0,139,65,317,430,645,786,1255,863,385,4749,161,527,567,704,818,1255,863,385,5288,10100,9782,11485,10289,8329,6745,3690,1050,61470,454,631,596,540,409,382,333,211,3543,10715,10939,12640,11538,9549,8387,4893,1646,70301,26,23,16,3,0,0,0,0,70,3,7,10,11,5,0,0,0,41,11,51,78,160,185,185,108,48,840,40,89,107,174,195,185,108,48,953,9897,11410,13075,11922,10347,9324,5508,2214,73695,441,564,538,442,359,370,470,471,3652,10380,12051,13719,12544,10901,9879,6079,2736,78298,105,194,105,44,18,0,0,0,466,22,52,56,29,23,0,0,0,179,77,369,512,804,976,1445,972,433,5588,206,615,671,882,1009,1445,972,433,6237,20000,21190,24561,22212,18671,16075,9196,3264,135164,890,1191,1132,983,765,747,802,679,7193,21100,22994,26363,24082,20450,18267,10971,4380,148597
CED327,14,12,20,13,10,0,0,0,69,9,14,23,17,13,0,0,0,75,19,135,197,390,482,708,432,146,2503,37,167,233,419,505,708,432,146,2641,11985,11905,12417,9940,8177,5855,2585,530,63374,921,1017,909,666,455,326,195,98,4573,12938,13077,13563,11020,9132,6882,3210,768,70590,7,5,0,7,0,0,0,0,16,4,0,4,3,0,0,0,0,13,3,29,35,77,98,98,35,10,383,12,35,39,84,99,98,35,10,407,11160,12457,13503,10902,9407,7139,3063,1079,68711,816,1014,866,603,401,333,238,205,4482,11986,13514,14398,11583,9901,7575,3343,1297,73598,18,24,23,18,10,0,0,0,84,12,18,29,18,11,0,0,0,86,25,165,223,465,576,807,464,158,2885,51,203,279,495,597,807,464,158,3049,23146,24359,25916,20836,17578,12993,5651,1610,132087,1733,2030,1774,1269,856,660,439,300,9049,24923,26595,27962,22607,19038,14458,6551,2062,144189
CED328,411,565,361,212,47,0,0,0,1597,24,67,69,77,69,0,0,0,313,41,209,374,636,564,745,666,313,3547,479,835,814,926,678,745,666,313,5460,13019,8850,9885,9755,6817,5137,2818,750,57036,516,459,342,305,223,174,146,118,2280,14010,10141,11040,10989,7721,6059,3630,1179,64773,98,141,67,35,3,0,0,0,353,12,16,32,19,4,0,0,0,81,20,56,94,203,144,99,45,42,704,134,217,188,260,158,99,45,42,1138,12727,9617,11609,11129,8029,6682,3941,1704,65429,366,412,280,229,202,194,197,232,2117,13222,10248,12080,11618,8381,6971,4178,1975,68680,513,706,428,248,50,0,0,0,1951,35,82,98,98,78,0,0,0,390,65,268,474,835,709,846,714,348,4249,614,1057,998,1185,831,846,714,348,6588,25744,18467,21490,20887,14845,11819,6758,2448,122461,881,865,626,537,424,369,341,353,4396,27234,20394,23113,22608,16107,13032,7811,3151,133453
CED329,9,10,4,6,8,0,0,0,42,3,12,13,9,22,0,0,0,62,22,129,218,483,793,1676,1012,407,4736,40,148,240,499,823,1676,1012,407,4835,6983,5541,6341,8439,9961,9749,4900,1008,52923,727,798,810,855,792,672,428,183,5260,7745,6488,7381,9795,11583,12092,6338,1602,63021,5,3,0,4,0,0,0,0,13,0,4,6,0,0,0,0,0,10,8,21,54,149,167,189,75,36,711,12,28,61,157,169,189,75,36,730,6403,5943,7624,9756,11921,11129,5651,1921,60353,470,492,550,653,638,617,524,347,4282,6889,6459,8242,10567,12733,11936,6247,2300,65366,15,15,9,12,13,0,0,0,55,3,15,18,13,25,0,0,0,68,32,148,276,631,965,1863,1088,447,5445,51,176,300,655,993,1863,1088,447,5571,13385,11481,13958,18200,21880,20875,10549,2931,113277,1198,1289,1362,1508,1433,1287,948,527,9545,14638,12946,15624,20360,24313,24024,12582,3906,128391
CED330,29,66,76,64,21,0,0,0,261,8,41,55,37,49,0,0,0,185,31,211,367,685,828,1213,666,225,4225,73,316,498,788,899,1213,666,225,4674,10255,8854,10113,10886,9814,7207,3333,612,61071,734,734,821,821,655,450,311,141,4663,11058,9901,11427,12495,11370,8867,4314,974,70407,19,26,15,11,0,0,0,0,73,0,11,9,15,6,0,0,0,50,10,44,112,192,198,120,38,17,727,30,86,136,217,210,120,38,17,852,10021,10094,11446,12060,10818,8221,3731,1095,67488,722,813,791,689,532,440,333,287,4611,10770,10984,12375,12971,11562,8783,4110,1401,72947,46,93,96,78,17,0,0,0,333,8,47,66,57,60,0,0,0,243,39,264,469,874,1026,1337,706,240,4950,95,404,630,1002,1110,1337,706,240,5519,20276,18943,21560,22950,20634,15427,7070,1706,128560,1456,1537,1615,1516,1186,892,649,429,9270,21826,20890,23802,25465,22927,17649,8416,2372,143356
CED394,7,4,0,0,0,0,0,0,15,3,3,6,3,0,0,0,0,15,5,17,29,51,109,170,35,0,418,12,24,34,54,114,170,35,0,441,532,958,854,720,959,915,212,14,5164,178,317,311,264,220,172,34,4,1497,719,1301,1194,1042,1297,1253,283,23,7108,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,5,3,6,18,32,10,5,0,82,4,3,5,21,32,10,5,0,90,620,1044,675,692,972,759,139,18,4909,156,302,200,179,161,100,21,5,1128,777,1345,885,887,1170,870,160,25,6127,11,4,0,3,0,0,0,0,15,3,3,7,3,0,0,0,0,18,4,22,34,72,143,180,42,0,498,11,26,46,71,149,180,42,0,530,1147,1998,1519,1411,1934,1677,349,35,10072,330,616,511,445,385,278,55,11,2626,1495,2649,2077,1929,2468,2124,444,44,13234
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,13,14,0,3,0,0,37,9,25,45,31,3,0,0,0,110,4,37,55,42,3,3,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,13,5,0,0,0,0,0,24,9,13,7,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,13,14,0,3,0,0,41,14,34,52,32,8,0,0,0,132,16,49,64,45,5,3,0,0,183
CED401,65,195,102,56,13,0,0,0,423,32,58,50,54,41,0,0,0,234,30,150,209,329,403,703,488,264,2571,121,403,359,439,450,703,488,264,3231,12970,17615,13408,10733,9482,6947,3365,1358,75878,638,1024,762,577,432,311,216,107,4066,13740,19041,14528,11750,10366,7967,4070,1727,83174,25,42,16,9,5,0,0,0,96,10,15,16,11,6,0,0,0,53,9,30,39,75,134,91,31,51,463,48,83,70,96,141,91,31,51,610,13182,17292,13285,10944,10315,8478,4846,2877,81222,594,745,500,397,336,334,262,252,3417,13822,18114,13855,11439,10790,8901,5142,3182,85250,90,239,118,66,16,0,0,0,523,41,72,63,66,43,0,0,0,288,35,182,247,405,535,795,521,317,3031,170,487,430,534,590,795,521,317,3843,26157,34908,26696,21681,19793,15425,8209,4237,157102,1234,1765,1261,968,774,645,484,350,7479,27563,37156,28378,23185,21154,16862,9215,4903,168422
CED402,11,18,18,16,10,0,0,0,72,11,14,22,10,26,0,0,0,76,11,95,177,401,709,1497,738,438,4071,24,120,220,428,743,1497,738,438,4217,8787,8398,8308,9759,10822,9323,4748,1227,61371,781,990,1052,952,860,761,447,188,6035,9594,9502,9581,11143,12425,11584,5935,1850,71622,9,3,10,0,0,0,0,0,19,5,3,3,9,7,0,0,0,21,4,20,45,118,145,123,53,43,551,14,26,58,126,153,123,53,43,594,7806,8517,9001,10344,11608,10188,5841,2417,65724,594,513,519,630,634,678,539,363,4467,8408,9061,9571,11096,12397,10996,6438,2816,70782,12,22,28,17,10,0,0,0,88,10,12,23,18,30,0,0,0,98,8,110,229,514,852,1627,796,478,4620,36,147,279,551,896,1627,796,478,4807,16593,16914,17303,20098,22428,19514,10591,3643,127095,1376,1502,1570,1591,1494,1438,984,549,10496,18008,18566,19153,22241,24820,22579,12374,4669,142401
CED403,17,25,23,22,15,0,0,0,102,28,45,37,40,21,0,0,0,162,22,130,222,382,521,1054,760,558,3648,61,196,278,448,555,1054,760,558,3917,9949,10744,10379,9875,9368,7929,4408,1522,64180,337,419,343,337,306,270,222,140,2367,10342,11363,10996,10660,10235,9258,5390,2220,70462,7,9,4,3,0,0,0,0,24,7,6,21,11,5,0,0,0,58,5,22,43,111,140,134,46,69,572,17,37,73,126,145,134,46,69,653,10113,11274,11486,10876,11027,10283,6272,3656,74980,294,375,302,257,285,325,310,279,2427,10426,11686,11856,11261,11454,10741,6624,4008,78062,27,29,26,31,18,0,0,0,127,28,56,57,48,25,0,0,0,217,26,150,262,499,654,1193,806,633,4224,82,231,345,572,702,1193,806,633,4570,20055,22019,21868,20751,20398,18214,10676,5179,139161,630,797,642,595,590,589,527,425,4798,20768,23054,22857,21919,21689,19999,12010,6231,148524
CED404,16,23,17,24,13,0,0,0,87,0,18,14,8,19,0,0,0,64,14,89,180,402,686,1546,679,386,3977,29,128,211,431,717,1546,679,386,4132,8132,8559,8029,9413,11586,9210,4966,1174,61059,871,1067,990,1024,967,763,495,210,6389,9035,9754,9229,10870,13271,11519,6135,1757,71574,4,9,8,6,6,0,0,0,20,0,7,9,3,3,0,0,0,22,6,25,34,115,122,135,59,31,512,7,40,41,116,129,135,59,31,555,7520,8826,8499,10029,11640,10043,5701,2180,64442,668,672,641,732,765,708,561,336,5086,8194,9536,9182,10880,12531,10889,6321,2549,70085,15,31,24,26,12,0,0,0,108,5,27,19,13,26,0,0,0,86,20,114,212,512,811,1679,736,410,4487,40,171,252,550,846,1679,736,410,4687,15652,17390,16526,19444,23229,19255,10663,3351,125500,1540,1743,1632,1755,1730,1474,1057,546,11475,17228,19299,18412,21755,25800,22406,12455,4309,141658
CED405,83,161,96,50,15,0,0,0,404,21,52,42,33,31,0,0,0,177,20,173,225,331,543,826,610,429,3154,125,394,357,406,594,826,610,429,3732,9361,11005,10166,10168,10287,7514,4060,1563,64118,372,514,397,407,393,257,216,120,2682,9852,11911,10921,10987,11270,8592,4886,2106,70528,39,57,21,8,5,0,0,0,127,5,8,11,11,4,0,0,0,51,4,37,54,85,141,102,38,50,504,47,103,77,102,155,102,38,50,675,8984,11550,10933,11026,11369,9387,5908,3135,72292,301,435,395,323,321,303,315,208,2593,9332,12090,11405,11451,11834,9799,6264,3391,75560,118,217,115,55,23,0,0,0,527,27,71,50,42,38,0,0,0,222,27,210,274,417,683,924,655,475,3653,167,498,437,508,748,924,655,475,4407,18347,22551,21095,21197,21657,16900,9972,4698,136416,674,944,792,736,707,561,525,325,5272,19184,23994,22327,22440,23109,18386,11151,5499,146090
CED406,10,19,10,17,8,0,0,0,61,16,46,35,30,21,0,0,0,142,29,157,271,436,679,1276,609,306,3759,52,218,319,480,705,1276,609,306,3971,9419,9752,9917,9605,8995,7388,3610,1000,59679,344,435,425,400,354,296,201,127,2585,9812,10401,10665,10490,10056,8958,4422,1430,66231,0,3,5,4,3,0,0,0,18,5,11,15,11,5,0,0,0,36,0,33,56,109,178,162,54,37,630,13,49,72,117,188,162,54,37,686,8962,10256,10798,10437,10648,9546,4769,1898,67310,326,361,369,320,313,297,304,253,2540,9301,10664,11248,10880,11147,10005,5128,2181,70541,12,21,19,20,15,0,0,0,82,16,60,46,35,25,0,0,0,177,28,187,332,544,856,1439,669,335,4391,64,266,394,604,893,1439,669,335,4654,18379,20004,20718,20043,19643,16934,8376,2895,126992,676,792,804,724,670,589,501,380,5130,19114,21061,21906,21365,21206,18961,9544,3616,136777
CED407,78,147,149,92,22,0,0,0,497,23,58,53,36,50,0,0,0,216,22,165,277,450,659,1066,589,269,3489,121,370,480,577,728,1066,589,269,4203,10708,10855,10883,9857,8748,6841,3973,1106,62972,421,662,575,427,302,228,235,172,3026,11252,11880,11944,10870,9783,8142,4791,1544,70201,17,51,24,14,4,0,0,0,106,4,7,14,6,3,0,0,0,38,8,32,52,101,132,117,48,25,517,35,93,86,123,140,117,48,25,668,9690,10945,11414,10551,10224,8995,5380,1952,69155,290,428,422,306,259,267,358,311,2647,10014,11468,11924,10976,10624,9376,5792,2285,72465,97,203,171,102,29,0,0,0,605,25,67,69,42,56,0,0,0,252,28,192,334,556,792,1183,637,291,4011,152,459,572,697,870,1183,637,291,4872,20398,21802,22299,20408,18972,15833,9357,3062,132123,715,1094,999,735,560,502,589,479,5670,21265,23349,23868,21846,20409,17514,10581,3825,142664
CED408,70,70,49,32,17,0,0,0,236,18,29,35,40,47,0,0,0,162,18,122,271,539,749,1540,882,438,4571,103,220,352,615,815,1540,882,438,4968,8625,7111,8452,10137,10581,9860,5392,1186,61356,478,393,449,523,595,511,354,167,3472,9206,7732,9258,11272,11993,11912,6630,1800,69793,7,3,12,4,3,0,0,0,29,0,11,14,11,10,0,0,0,44,15,35,61,126,214,174,46,48,719,24,50,81,144,227,174,46,48,793,8355,7723,9895,11367,12117,12103,6279,2148,69991,395,357,377,444,498,552,401,317,3337,8774,8131,10348,11950,12847,12833,6726,2514,74121,77,74,59,43,20,0,0,0,267,17,42,47,48,58,0,0,0,207,35,156,331,668,962,1716,925,489,5285,127,273,433,756,1041,1716,925,489,5762,16978,14839,18349,21502,22703,21967,11675,3339,131342,872,751,826,969,1093,1058,758,481,6810,17980,15864,19611,23224,24833,24745,13357,4304,143917
CED409,320,391,220,116,54,0,0,0,1096,22,67,41,38,59,0,0,0,225,25,211,294,524,898,1108,500,218,3776,367,669,555,675,1006,1108,500,218,5108,11550,12170,10916,9824,9209,5875,2984,962,63488,665,812,750,609,477,392,245,163,4109,12587,13646,12219,11103,10700,7378,3732,1339,72710,67,83,39,15,6,0,0,0,215,8,11,17,16,8,0,0,0,62,11,43,57,158,202,145,52,34,706,84,142,116,191,217,145,52,34,981,11166,13343,11539,10516,10427,7326,4257,1728,70308,663,781,578,505,417,386,383,322,4042,11915,14264,12230,11216,11068,7854,4693,2085,75330,390,476,262,134,58,0,0,0,1316,28,78,59,55,65,0,0,0,284,36,256,349,683,1100,1252,551,257,4487,450,807,667,868,1225,1252,551,257,6086,22716,25511,22457,20336,19641,13200,7247,2691,133799,1332,1594,1328,1112,901,775,627,487,8151,24497,27916,24452,22320,21765,15230,8425,3428,148036
CED410,27,101,51,45,19,0,0,0,236,18,42,45,22,38,0,0,0,171,25,128,184,335,436,853,685,486,3131,65,271,279,401,499,853,685,486,3539,11271,11364,11543,10830,9566,7653,5005,1772,69005,324,470,423,357,294,230,201,182,2491,11662,12107,12246,11582,10358,8740,5897,2433,75036,14,19,3,5,3,0,0,0,49,4,12,7,13,3,0,0,0,32,5,23,34,83,108,102,44,50,449,23,54,46,102,116,102,44,50,531,10332,11829,12552,11869,11146,10197,7171,3686,78777,306,412,317,301,238,269,362,342,2550,10665,12291,12913,12273,11498,10559,7584,4085,81866,43,118,55,49,21,0,0,0,290,18,53,50,34,46,0,0,0,202,27,154,216,414,544,955,731,533,3579,89,329,325,500,613,955,731,533,4074,21604,23194,24093,22700,20710,17848,12180,5458,147787,633,882,749,658,529,499,570,525,5039,22331,24400,25164,23853,21851,19301,13477,6518,156898
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,10,19,26,3,0,81,0,7,11,10,19,26,3,0,83,146,252,218,227,221,150,29,3,1243,32,67,64,60,72,39,3,0,341,182,320,289,299,311,214,40,7,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,9,0,6,0,0,13,0,0,0,16,181,243,185,141,160,121,24,10,1062,31,63,53,32,28,17,4,0,228,214,305,245,178,197,141,26,10,1306,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,7,11,9,29,26,5,0,92,0,8,11,15,29,26,5,0,95,324,489,403,376,379,270,50,14,2304,63,124,120,93,96,58,12,0,570,394,627,534,478,513,359,64,11,2975
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,7,0,0,0,0,5,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,7,0,0,0,0,5,0,0,3,5,0,0,0,0,12
CED501,383,716,369,204,61,0,0,0,1740,8,40,51,46,66,0,0,0,210,40,311,533,880,1116,983,488,182,4538,437,1069,958,1128,1242,983,488,182,6489,10288,10303,10533,9595,7901,5133,2849,702,57297,947,1568,1393,981,645,334,234,147,6241,11675,12933,12883,11702,9784,6453,3570,1033,70029,177,202,83,16,10,0,0,0,483,4,14,26,14,3,0,0,0,63,23,109,200,261,228,140,68,21,1053,199,328,307,294,246,140,68,21,1609,10082,12199,12320,11085,9292,6726,3575,1199,66487,581,713,584,476,363,306,311,248,3579,10863,13245,13219,11859,9901,7174,3951,1466,71674,556,915,453,223,70,0,0,0,2218,13,57,75,59,71,0,0,0,276,68,426,737,1136,1347,1126,557,208,5591,636,1393,1264,1419,1487,1126,557,208,8091,20372,22500,22855,20683,17193,11861,6422,1899,123791,1524,2279,1977,1459,1009,636,540,395,9820,22537,26178,26097,23560,19691,13616,7519,2499,141699
CED502,13,20,18,3,9,0,0,0,56,9,22,23,6,6,0,0,0,69,35,109,201,375,516,734,352,154,2483,54,152,243,385,527,734,352,154,2609,10485,11979,13691,9967,7653,5595,2696,633,62691,644,921,910,750,522,291,201,156,4395,11178,13049,14844,11100,8697,6621,3248,940,69692,5,4,6,0,0,0,0,0,11,0,6,0,4,5,0,0,0,11,7,17,43,78,98,87,44,22,401,16,25,52,82,100,87,44,22,429,10232,13236,13859,10111,8674,6872,3369,1157,67520,586,768,686,473,360,328,307,263,3769,10835,14034,14600,10672,9131,7289,3728,1437,71717,12,22,26,3,9,0,0,0,69,12,34,28,6,5,0,0,0,81,43,126,248,456,618,826,394,173,2886,69,183,296,466,630,826,394,173,3041,20713,25214,27552,20080,16328,12465,6071,1786,130208,1231,1689,1591,1230,878,623,506,417,8165,22013,27081,29443,21774,17836,13916,6976,2379,141417
CED503,14,43,31,26,10,0,0,0,128,11,17,11,26,22,0,0,0,90,23,121,287,517,720,1320,926,405,4321,49,181,336,573,753,1320,926,405,4540,8062,7477,8012,8400,8566,7708,4344,966,53531,518,712,885,868,656,509,354,200,4702,8628,8367,9227,9837,9973,9539,5629,1571,62773,8,14,9,0,4,0,0,0,37,0,8,7,8,6,0,0,0,30,5,23,77,167,146,176,89,48,746,19,48,97,178,155,176,89,48,814,8126,8799,9273,9648,10148,9472,5231,1691,62383,462,462,488,490,437,419,457,371,3581,8605,9309,9854,10309,10745,10067,5780,2108,66779,26,59,45,26,14,0,0,0,163,15,25,23,28,28,0,0,0,120,35,149,370,685,868,1494,1019,454,5067,73,228,427,747,908,1494,1019,454,5353,16180,16275,17278,18042,18716,17184,9581,2654,115912,981,1169,1376,1361,1092,929,813,563,8283,17235,17675,19084,20147,20723,19607,11411,3679,129549
CED504,12,26,11,11,10,0,0,0,62,15,40,24,22,15,0,0,0,114,12,93,160,290,478,816,533,215,2599,37,156,201,319,502,816,533,215,2772,10460,12401,11713,10053,9346,7005,3644,972,65602,595,824,780,608,482,301,245,111,3949,11098,13385,12690,10984,10324,8118,4419,1300,72324,6,14,7,6,4,0,0,0,32,9,6,5,3,0,0,0,0,21,3,22,23,49,103,94,59,31,384,14,43,37,60,104,94,59,31,432,9971,12681,12033,10785,10524,8757,4671,1681,71112,500,710,615,446,379,325,330,225,3540,10489,13440,12680,11288,11010,9184,5066,1937,75084,14,37,21,16,10,0,0,0,91,15,48,27,22,15,0,0,0,137,15,120,186,342,577,911,595,241,2983,52,198,233,378,605,911,595,241,3208,20434,25082,23747,20842,19870,15765,8316,2649,136711,1102,1534,1392,1056,861,626,580,338,7488,21581,26823,25369,22277,21335,17297,9489,3231,147408
CED505,16,185,117,43,11,0,0,0,377,30,66,37,42,35,0,0,0,208,16,141,206,374,364,653,671,447,2873,62,390,364,457,409,653,671,447,3457,10451,10106,10379,10131,8547,6711,3839,1170,61325,357,782,609,453,381,357,329,232,3504,10866,11275,11353,11040,9334,7722,4842,1852,68286,11,15,13,9,0,0,0,0,46,10,19,9,10,5,0,0,0,52,5,34,45,76,74,53,37,50,383,27,66,67,100,82,53,37,50,479,10508,11549,11720,11458,9663,8216,5387,2684,71190,408,607,440,335,301,388,392,440,3312,10945,12214,12230,11890,10041,8655,5817,3173,74980,24,194,135,49,11,0,0,0,422,42,84,50,51,38,0,0,0,254,20,170,248,451,440,705,712,502,3252,84,452,433,558,492,705,712,502,3935,20959,21650,22099,21588,18210,14925,9223,3855,132512,763,1386,1054,788,679,742,722,676,6812,21811,23487,23589,22932,19378,16374,10662,5030,143257
