CED_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
CED135,1098,53,22,73,1175,640,3,1819,11,3,0,17,29,0,0,0,29,7,25,65,3140,653,393,89,4277,146,32,175,4457,918,44,5423,689,105,63,3,861,24,0,29,886,85,0,973,394,139,54,5,598,14,3,11,617,84,3,699,56,23,46,0,128,0,0,3,132,15,0,148,6,0,0,6,13,0,0,0,13,0,3,17,1154,273,162,13,1603,37,10,40,1646,181,8,1839,27,6,3,0,37,5,0,5,50,4,0,51,23,12,0,0,33,10,0,10,42,8,0,45,52,16,5,0,69,15,0,15,86,9,0,97,1204,284,165,17,1672,54,10,62,1735,195,8,1934,339,122,70,21,550,28,11,37,588,367,4,960,4,0,5,6,12,0,0,0,12,8,22,39,1549,404,243,42,2233,82,19,98,2333,568,31,2933,832,124,70,5,1032,26,3,31,1068,101,0,1162,479,185,46,8,718,14,8,22,742,109,0,849
CED136,651,14,3,20,670,177,4,854,0,4,0,4,9,0,0,0,9,0,11,21,3416,486,140,74,4112,67,15,80,4187,352,27,4562,855,121,35,10,1023,8,0,13,1035,52,4,1092,912,118,31,0,1061,10,3,19,1078,62,0,1138,73,12,20,0,107,0,0,0,107,3,0,107,8,3,0,12,27,0,0,0,27,0,0,29,1847,256,86,25,2213,22,5,29,2245,118,6,2370,15,0,0,0,18,5,0,5,18,6,0,15,29,0,0,0,29,0,0,4,34,5,0,40,45,0,0,0,45,5,0,4,49,3,0,54,1887,258,87,25,2257,27,10,37,2297,121,6,2423,311,59,14,8,396,14,5,12,411,135,0,542,0,0,0,3,8,0,0,0,7,0,11,20,2206,318,100,41,2663,39,11,49,2711,253,21,2986,1046,128,33,7,1208,10,0,15,1222,72,0,1302,988,155,26,5,1174,21,7,19,1199,60,0,1255
CED137,718,20,4,24,743,225,5,970,3,0,0,10,15,0,0,0,15,3,20,36,2871,621,210,51,3757,96,15,115,3869,417,32,4315,812,98,50,4,961,25,3,26,985,82,0,1068,497,156,33,0,691,20,5,23,713,47,0,765,53,21,48,0,116,0,0,0,117,11,0,133,6,4,6,13,23,0,0,0,28,0,0,29,1370,277,130,16,1789,43,7,54,1842,149,6,1991,26,4,0,0,24,7,0,7,34,0,0,40,27,4,5,0,36,9,4,9,41,0,0,39,46,9,5,0,61,10,4,15,73,5,0,77,1415,284,129,16,1846,55,7,65,1912,156,6,2068,278,79,37,3,393,10,3,14,408,151,6,561,3,8,0,3,12,0,0,0,12,0,9,21,1697,367,166,21,2253,69,11,81,2335,303,15,2654,1030,143,41,5,1218,26,9,33,1252,92,0,1344,672,236,45,5,959,25,3,33,991,85,0,1073
CED138,443,16,7,21,460,121,0,582,7,5,0,0,20,0,0,0,20,0,11,30,2688,688,120,46,3550,34,25,63,3608,303,30,3944,674,131,20,0,829,9,4,9,839,46,3,896,796,219,20,8,1040,10,4,14,1054,74,4,1129,48,19,15,0,87,0,0,0,84,10,0,91,5,0,0,10,14,0,0,0,14,0,7,25,1521,373,52,24,1967,21,7,30,1995,130,11,2143,9,4,0,0,8,0,0,0,12,6,0,19,18,5,0,0,24,0,0,0,26,6,0,29,29,9,0,0,33,5,0,4,41,13,0,51,1547,382,52,24,2002,25,7,32,2038,141,11,2194,170,58,6,6,241,6,0,7,253,84,0,338,4,0,0,0,4,0,0,0,4,0,7,17,1724,437,61,25,2250,33,12,41,2292,230,23,2545,869,159,29,10,1063,8,0,11,1076,68,0,1144,839,215,26,10,1086,8,4,9,1101,71,4,1177
CED139,510,19,5,24,532,188,0,720,7,0,0,4,10,0,0,0,10,0,18,31,3452,373,81,74,3983,47,6,56,4040,317,26,4380,1095,85,15,5,1207,4,3,10,1214,39,0,1256,813,94,15,11,931,3,5,13,939,39,0,981,45,7,9,3,65,0,0,0,67,5,0,69,12,0,0,16,30,0,0,0,26,0,3,31,1965,190,44,31,2227,6,7,19,2247,87,4,2336,7,0,0,0,13,5,0,5,16,0,0,15,13,0,0,0,13,7,3,5,19,5,0,22,23,3,0,0,23,6,3,12,34,5,0,43,1987,191,45,31,2249,14,13,29,2280,88,4,2374,263,37,8,11,323,14,3,21,338,119,0,457,0,0,0,0,0,0,0,0,0,0,12,14,2249,228,54,46,2577,29,19,48,2621,207,19,2844,1286,84,14,5,1390,7,0,9,1398,53,0,1454,878,131,19,10,1038,5,0,8,1046,43,0,1089
CED140,506,7,3,19,521,92,3,615,0,0,0,6,8,0,0,0,8,0,17,25,2685,562,167,52,3464,44,13,56,3516,269,19,3804,686,100,35,6,823,14,4,19,836,57,0,898,728,174,40,3,942,14,3,18,957,54,0,1009,86,29,42,0,152,0,0,0,152,11,0,161,11,3,0,9,18,0,0,0,18,0,3,25,1509,301,108,19,1939,27,12,36,1969,124,3,2102,9,3,0,0,19,4,0,4,18,0,0,18,6,3,0,0,16,0,4,7,22,0,0,22,19,8,0,0,28,4,4,8,35,3,0,40,1529,306,104,18,1965,30,11,46,2008,131,3,2139,235,65,17,5,316,7,4,13,325,85,4,410,0,0,0,0,3,0,0,0,3,3,4,14,1767,370,121,22,2280,37,15,55,2336,212,14,2556,820,144,47,4,1011,16,3,14,1029,66,0,1099,880,208,62,6,1156,15,0,15,1173,60,3,1238
CED141,424,8,0,8,433,109,0,546,0,0,0,0,0,0,0,0,0,0,6,16,2963,444,115,42,3563,47,6,53,3615,268,20,3895,737,88,28,12,868,0,0,10,872,56,0,927,883,130,28,8,1047,5,0,7,1054,41,0,1099,62,7,12,0,87,0,4,4,92,7,0,102,9,0,0,6,15,0,0,0,13,0,0,15,1689,227,68,26,2011,14,7,18,2031,110,7,2148,6,0,0,0,8,0,0,0,13,0,0,12,16,5,0,0,19,0,0,0,21,0,0,22,23,3,0,0,31,3,0,3,29,0,0,36,1713,227,76,26,2043,14,7,22,2064,111,7,2176,197,32,14,6,248,13,0,13,259,98,0,356,0,0,0,0,4,0,0,0,4,0,5,5,1910,259,87,34,2289,26,7,31,2322,209,16,2548,898,129,37,7,1066,24,9,29,1096,66,0,1160,1042,135,38,3,1217,12,7,17,1233,57,4,1299
CED142,208,6,4,8,216,95,0,311,0,0,0,0,4,0,0,0,4,0,8,8,1016,220,61,8,1303,27,10,39,1340,171,8,1520,307,54,11,3,371,3,0,3,376,29,0,408,168,44,11,0,222,3,0,7,225,23,0,247,19,3,12,0,32,0,0,0,32,0,0,35,0,0,0,3,3,0,0,0,3,0,0,3,491,100,28,3,625,9,6,7,634,53,0,695,6,0,0,0,6,0,0,0,6,0,0,6,11,4,0,0,15,0,0,0,15,0,0,15,16,4,0,0,21,0,0,0,25,0,0,25,510,105,28,3,651,7,6,15,661,53,0,718,87,16,0,4,112,4,0,3,118,42,0,154,5,0,0,0,5,0,0,0,5,0,0,5,598,123,31,7,765,10,5,18,778,95,0,874,320,78,8,0,410,13,0,21,426,36,0,463,190,49,9,0,246,3,0,3,259,34,0,288
CED143,853,9,0,9,863,87,0,953,3,7,0,4,17,0,0,0,17,0,10,21,3996,495,94,43,4633,71,11,84,4715,254,14,4973,1049,107,20,7,1179,30,4,34,1217,58,0,1279,906,151,29,0,1075,14,0,11,1093,36,0,1128,88,12,8,0,104,6,0,5,108,9,0,118,11,0,3,13,25,0,0,0,26,0,0,30,2053,272,55,22,2388,48,10,57,2444,106,5,2550,20,0,0,0,20,0,0,0,21,0,0,22,25,3,3,0,30,0,0,0,30,0,0,37,42,3,3,0,51,0,0,0,54,7,0,60,2096,270,57,22,2441,47,10,59,2498,110,5,2609,446,63,5,4,527,5,0,7,533,56,0,585,3,0,0,0,3,0,0,0,3,0,7,9,2550,328,64,28,2967,54,14,64,3034,163,6,3210,1334,147,31,7,1518,33,3,35,1554,99,0,1655,1031,177,28,7,1242,23,5,23,1268,59,0,1326
CED144,1280,107,42,147,1425,1016,13,2455,7,3,0,14,20,0,0,0,21,7,28,54,2140,788,509,99,3536,193,68,257,3792,1380,45,5219,480,78,67,7,644,20,0,21,665,102,0,767,356,128,58,8,548,14,8,19,570,94,0,667,64,34,55,0,164,4,0,4,165,20,0,187,8,3,0,4,16,0,0,0,16,13,9,30,915,252,185,25,1369,42,8,47,1414,229,9,1656,10,9,9,0,20,7,0,7,26,13,0,36,17,5,9,0,32,10,5,18,49,12,0,59,29,7,13,0,50,19,7,25,78,24,0,102,941,261,192,26,1420,59,16,73,1492,252,7,1753,383,191,152,34,763,51,18,70,833,629,4,1470,0,0,3,9,10,0,0,0,10,5,26,35,1328,457,348,67,2196,106,32,142,2336,883,36,3258,673,104,92,6,869,27,5,29,905,142,0,1048,438,163,85,9,693,19,3,23,712,137,0,851
CED145,656,3,0,3,661,77,0,740,3,0,0,8,12,0,0,0,12,0,5,17,2653,412,48,51,3175,47,5,47,3224,208,8,3440,644,99,3,0,750,8,3,14,760,53,6,819,562,116,8,4,690,8,0,5,694,36,0,735,40,18,16,0,73,0,0,0,78,0,0,79,8,0,0,8,16,0,0,0,16,0,5,17,1259,225,31,14,1521,18,9,25,1545,95,4,1646,7,0,0,0,12,6,0,6,16,0,0,16,23,3,0,0,27,0,0,0,26,0,0,28,33,3,0,0,32,7,0,7,44,0,0,43,1290,228,27,14,1562,25,9,25,1591,97,4,1689,343,48,4,11,406,4,0,6,415,61,0,481,0,0,0,4,7,0,0,0,7,0,0,9,1636,278,41,24,1973,25,4,30,2007,164,11,2179,853,115,11,6,979,17,4,20,1002,67,0,1069,660,148,10,4,818,12,0,12,831,36,3,869
CED146,1458,100,36,137,1598,1240,20,2853,9,0,4,15,25,0,0,0,25,7,41,78,3133,882,625,123,4760,196,59,258,5017,1700,68,6786,779,118,90,9,994,25,0,25,1016,132,0,1154,518,161,111,5,796,10,0,9,805,146,4,955,102,24,77,0,212,5,0,5,211,25,0,241,9,5,0,21,29,0,0,0,33,4,4,44,1416,301,278,32,2031,39,7,42,2070,312,12,2394,39,7,5,0,54,12,3,17,67,12,0,78,45,6,5,0,52,4,7,12,62,11,0,79,78,20,9,0,108,15,6,27,134,20,0,152,1495,320,292,32,2137,53,12,67,2201,335,12,2552,505,256,158,27,951,61,19,77,1026,841,8,1878,6,0,5,11,18,0,0,0,18,0,20,42,2001,576,453,75,3103,112,28,143,3250,1178,33,4464,1195,173,151,8,1528,44,0,45,1573,204,3,1779,644,217,107,11,990,23,10,33,1020,209,5,1232
CED147,663,18,4,18,684,173,0,857,0,4,4,3,11,0,0,0,13,0,11,27,3175,649,238,71,4125,47,9,53,4186,338,19,4539,794,114,46,6,957,11,5,11,972,59,0,1034,869,172,53,4,1093,8,0,11,1106,58,0,1159,91,25,23,0,137,0,0,0,145,5,0,155,4,0,0,12,15,0,0,0,18,6,4,32,1757,311,120,21,2208,26,3,28,2236,128,4,2373,9,3,0,0,14,6,0,6,19,0,0,16,21,3,0,0,25,3,0,3,33,0,0,36,32,5,3,0,42,5,0,5,46,5,0,49,1786,320,121,18,2249,34,3,34,2283,133,4,2425,301,61,26,11,400,12,5,11,417,111,6,531,0,0,0,3,3,0,0,0,3,0,4,12,2087,385,145,31,2654,40,7,46,2702,245,14,2962,986,156,49,10,1197,21,7,25,1222,66,0,1287,1003,190,56,13,1263,17,4,20,1284,54,4,1340
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,625,7,3,10,632,92,0,726,8,0,0,14,16,0,0,0,16,0,7,25,3497,454,63,55,4071,44,8,55,4129,195,16,4340,838,96,13,3,952,20,5,21,973,39,0,1009,1010,138,13,7,1171,11,5,13,1179,40,0,1226,38,7,8,0,52,0,0,0,54,8,0,57,12,4,0,15,22,0,0,0,22,0,0,25,1895,237,33,26,2198,26,11,36,2228,89,3,2323,18,3,0,0,22,0,0,0,22,0,0,25,26,3,0,0,35,3,0,3,33,4,0,40,43,6,0,0,57,3,0,3,60,0,0,65,1945,245,38,26,2255,25,11,37,2293,91,3,2387,302,52,12,8,370,5,0,5,378,70,0,447,3,0,0,0,3,0,0,0,3,0,5,14,2252,300,46,29,2631,31,11,37,2672,164,12,2847,1225,133,21,0,1379,18,7,23,1396,50,0,1446,1282,195,28,3,1515,19,3,23,1538,55,0,1589
CED202,562,13,3,19,578,96,0,674,0,0,0,0,5,0,0,0,5,0,13,14,3190,457,77,50,3763,38,6,46,3814,231,14,4062,756,109,15,6,876,5,5,9,889,44,0,930,966,131,14,10,1120,12,4,12,1133,55,0,1187,68,6,6,0,76,0,0,0,76,9,0,86,9,0,0,11,19,0,0,0,19,0,8,24,1796,249,29,16,2089,8,10,19,2112,107,7,2224,10,0,0,0,10,8,0,8,14,0,0,16,27,4,0,0,30,0,0,0,26,0,0,28,33,4,0,0,36,5,0,5,40,3,0,43,1828,248,29,21,2132,17,10,28,2157,108,7,2269,248,46,9,10,314,9,0,9,325,76,0,399,0,0,0,0,4,0,0,0,4,0,9,8,2079,295,37,29,2448,30,10,31,2482,180,12,2674,994,133,15,7,1144,9,0,6,1153,65,0,1219,1059,184,23,17,1274,17,5,23,1297,52,0,1350
CED203,466,10,0,13,473,104,0,578,9,0,0,0,9,0,0,0,9,0,13,21,2891,409,87,56,3437,39,9,50,3489,241,16,3743,727,88,16,0,833,8,4,10,845,47,0,894,851,143,21,3,1027,10,0,13,1037,42,0,1081,49,7,9,0,61,4,0,4,66,7,0,72,7,0,0,16,25,0,0,0,25,4,3,33,1629,241,54,24,1946,23,5,23,1972,102,5,2075,9,3,0,0,11,0,0,0,17,0,0,17,25,4,0,0,31,0,0,0,32,4,0,39,37,9,0,0,45,0,0,0,43,4,0,49,1665,244,54,24,1985,28,5,27,2014,108,5,2130,203,39,11,10,262,4,5,10,272,88,0,360,5,0,4,0,6,0,0,0,6,0,11,17,1877,286,65,34,2258,27,10,39,2295,197,17,2508,973,121,21,3,1123,4,5,7,1133,60,0,1196,999,200,24,9,1222,3,4,6,1233,65,0,1298
CED204,1238,66,14,77,1315,377,14,1710,6,3,0,8,21,0,0,0,23,4,27,58,3450,718,85,92,4343,140,29,168,4511,578,52,5142,786,106,15,3,910,12,11,26,935,66,0,998,760,164,14,11,940,18,8,25,964,74,5,1040,41,5,10,0,54,0,0,0,54,6,0,66,14,0,0,14,22,0,0,0,24,3,4,25,1596,270,33,23,1928,34,15,49,1975,149,6,2128,13,7,0,0,21,5,0,13,27,5,0,36,36,13,0,4,53,4,5,11,64,11,0,70,54,16,0,4,72,14,10,18,93,15,0,105,1646,295,33,28,1998,45,22,66,2069,163,6,2232,587,188,15,33,826,39,11,55,879,296,3,1180,0,6,0,5,16,0,0,0,16,0,20,32,2237,484,54,61,2831,90,37,121,2959,460,30,3442,1128,131,24,6,1295,30,7,34,1334,93,5,1430,1051,206,22,18,1295,19,12,36,1331,87,6,1425
CED205,1688,110,48,152,1847,1045,10,2900,6,9,3,25,47,0,0,0,51,9,35,94,3396,1096,108,157,4757,228,95,321,5077,1311,69,6461,639,89,6,6,742,21,3,28,767,76,0,847,636,189,18,14,855,28,10,36,890,98,3,991,31,4,6,0,47,0,0,0,49,4,0,50,9,0,0,19,30,0,0,0,36,9,9,46,1324,285,35,33,1675,54,10,64,1744,185,8,1934,27,8,0,5,45,12,4,17,58,9,0,69,54,15,0,3,67,10,16,20,94,26,0,118,78,24,0,11,110,19,14,35,144,34,0,180,1398,307,31,40,1787,75,27,102,1889,219,14,2120,553,336,20,32,945,61,35,95,1038,688,10,1736,7,3,0,8,22,0,0,0,24,7,24,50,1959,647,60,86,2752,138,63,200,2955,918,41,3910,865,148,11,7,1031,33,8,40,1065,88,0,1162,866,214,26,6,1104,35,20,51,1161,115,0,1277
CED206,606,11,0,10,613,70,0,690,9,3,0,4,10,0,0,0,10,0,20,31,3667,479,96,47,4296,32,11,47,4338,195,26,4555,836,87,13,0,932,5,5,10,942,41,0,984,1161,162,24,6,1351,12,0,9,1360,42,3,1413,69,9,16,0,92,0,0,0,92,13,0,96,8,0,0,16,26,0,0,0,29,7,0,32,2070,258,49,26,2400,12,0,19,2423,104,5,2525,9,0,0,0,12,0,0,0,12,0,0,12,36,0,0,0,34,0,5,5,35,3,0,38,44,0,0,0,50,0,5,5,49,3,0,49,2112,262,49,26,2447,12,6,24,2466,103,5,2576,314,31,3,4,358,7,0,6,362,62,0,429,0,0,0,0,8,0,0,0,8,0,5,13,2429,297,56,28,2807,22,9,28,2841,164,11,3014,1132,136,25,6,1289,3,0,7,1300,74,0,1372,1338,199,26,7,1573,11,6,16,1591,62,0,1655
CED207,725,18,6,19,745,128,3,884,9,4,0,9,17,0,0,0,17,0,9,30,3980,565,75,45,4664,68,24,92,4753,303,24,5087,1125,162,13,4,1305,28,8,33,1344,58,0,1400,931,187,16,5,1139,10,3,12,1152,46,0,1205,51,8,9,0,68,0,0,0,70,8,0,77,12,0,0,14,28,0,0,4,27,0,0,31,2121,356,41,24,2540,40,10,56,2593,117,6,2720,24,5,0,0,32,7,0,7,39,7,0,43,43,4,0,0,55,3,4,8,60,6,0,71,69,12,0,0,88,10,4,12,102,14,0,113,2189,374,45,22,2631,52,15,67,2697,132,6,2829,354,71,7,7,448,10,3,16,461,76,4,547,3,0,0,0,5,0,0,0,5,0,3,11,2551,448,55,26,3081,57,24,79,3161,210,14,3382,1531,185,27,4,1746,47,9,57,1796,96,6,1900,1325,255,25,8,1618,20,7,23,1640,61,0,1703
CED208,479,9,6,13,491,99,0,594,3,0,0,3,8,0,0,0,8,0,10,12,2536,419,55,42,3051,63,15,82,3130,194,9,3340,668,92,14,5,779,11,7,15,796,37,0,834,752,138,20,4,915,5,3,11,925,27,0,950,34,8,3,0,46,0,0,0,48,3,0,57,0,0,0,5,3,0,0,0,3,0,0,3,1458,236,41,15,1746,20,3,29,1776,71,0,1845,3,9,0,0,9,4,0,4,11,3,0,16,22,10,0,0,30,6,0,5,32,0,0,32,28,14,0,0,43,6,0,5,46,3,0,49,1482,245,41,14,1787,23,5,34,1818,72,0,1895,203,50,8,8,268,8,0,8,275,75,0,354,0,0,0,4,3,0,0,0,3,0,8,11,1690,299,45,25,2058,35,5,38,2101,149,6,2257,848,142,14,3,1007,18,0,26,1030,69,0,1100,941,189,13,3,1147,12,0,18,1166,42,4,1213
CED209,506,10,0,10,517,78,0,598,0,0,0,0,4,0,0,0,4,0,3,6,3525,498,93,49,4168,32,7,44,4211,190,15,4415,800,108,20,5,931,16,0,15,945,42,5,992,1043,150,23,7,1229,18,5,19,1247,29,0,1271,45,10,14,0,67,0,0,5,70,3,0,69,7,4,0,18,26,0,0,0,26,0,0,26,1897,268,57,36,2257,33,7,39,2293,76,5,2374,8,0,0,0,16,0,0,0,18,0,0,18,18,0,0,0,21,0,0,0,21,0,0,21,32,4,0,0,37,0,0,0,40,0,0,40,1929,267,60,36,2287,33,7,37,2327,76,5,2412,235,29,4,9,282,5,0,5,290,44,4,332,5,0,0,4,4,0,0,0,4,0,7,12,2163,303,67,49,2572,37,7,47,2619,117,12,2753,1047,152,24,3,1227,10,0,11,1240,52,0,1293,1249,189,29,7,1466,11,3,13,1481,44,5,1531
