CED_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
CED135,83,35,65,0,175,0,0,3,183,29,0,213,10,0,0,18,26,0,0,0,24,4,0,31,1395,345,179,27,1951,50,10,60,2017,236,0,2251,23,4,5,4,41,13,0,13,54,10,0,55,26,9,0,0,37,3,0,10,39,12,0,51,52,18,5,4,75,16,0,23,98,17,0,107,1447,362,186,30,2027,67,11,81,2108,255,0,2367,429,125,121,11,680,32,16,44,730,508,3,1240,0,0,0,8,6,0,0,0,6,3,8,18,1878,487,310,52,2718,99,27,125,2848,768,13,3625,489,81,61,3,633,23,3,23,660,78,0,737,285,106,44,6,441,18,4,26,463,64,0,524,59,22,46,3,128,3,0,3,131,20,0,157,0,0,0,17,17,0,0,0,17,6,0,22,835,217,152,23,1227,41,7,51,1279,161,0,1444,20,5,6,0,33,9,0,9,40,3,0,41,17,11,4,0,35,3,0,6
CED136,58,14,14,3,87,0,0,0,89,9,0,97,13,0,0,3,17,0,0,0,17,0,0,18,2109,294,72,17,2495,30,5,39,2528,140,0,2672,18,0,0,0,20,7,0,7,24,3,0,28,25,0,0,0,33,3,0,5,33,6,0,39,43,3,4,4,58,10,0,7,61,6,0,68,2155,297,75,18,2548,36,8,41,2593,145,0,2739,315,60,16,6,394,11,6,17,410,100,0,508,0,0,0,0,0,0,0,0,3,0,4,9,2476,354,90,27,2942,50,5,59,3007,249,7,3260,328,39,11,0,384,3,0,3,388,26,0,410,303,45,9,4,357,4,0,6,360,16,0,379,13,4,3,0,21,0,0,0,26,0,0,26,0,3,0,0,4,0,0,0,4,0,0,4,646,91,28,4,765,9,0,8,773,37,0,814,4,0,0,0,4,0,0,0,6,0,0,6,5,0,0,0,5,0,0,0
CED137,70,30,48,0,149,4,0,4,148,12,0,160,10,5,0,11,29,0,0,0,32,0,0,31,1778,413,139,21,2354,58,14,69,2420,195,4,2612,20,8,0,0,32,9,0,9,37,7,0,43,27,4,4,0,34,8,0,11,49,4,0,52,46,17,6,0,72,13,0,16,83,5,0,94,1827,422,152,23,2421,70,15,83,2508,200,4,2706,378,91,45,9,519,6,4,14,535,188,0,721,0,0,3,4,6,0,0,0,5,0,0,8,2209,513,196,37,2949,79,18,99,3048,384,3,3437,669,94,29,0,794,13,3,17,809,84,0,894,409,141,37,0,592,14,0,14,606,59,0,661,66,28,47,0,138,0,0,0,138,4,0,150,8,4,0,5,13,0,0,0,17,5,0,21,1149,268,112,11,1536,29,3,28,1568,144,0,1721,10,7,0,0,22,4,0,4,25,4,0,25,17,10,0,0,25,6,0,6
CED138,57,24,15,0,100,0,0,0,100,15,0,109,12,0,0,7,19,0,0,0,21,0,3,23,1774,398,69,28,2271,19,10,26,2294,156,12,2459,4,3,0,0,11,3,0,3,14,0,0,15,13,0,0,0,18,6,0,3,21,3,0,30,20,9,0,0,27,5,0,10,39,7,0,43,1794,404,69,28,2293,27,10,32,2333,161,12,2498,171,63,9,6,249,4,7,16,264,67,3,331,0,0,0,0,9,0,0,0,9,0,3,11,1967,467,78,41,2550,33,15,47,2597,228,15,2843,242,43,9,0,297,3,3,7,301,20,0,325,215,62,5,0,287,0,0,8,287,18,0,312,12,6,5,0,17,0,0,0,17,0,0,24,0,0,0,0,5,0,0,0,5,0,0,9,466,116,17,5,601,7,5,15,616,43,3,666,3,3,0,0,7,0,0,0,4,0,0,4,0,0,0,0,0,0,0,5
CED139,44,4,9,0,60,0,0,0,61,0,0,63,10,0,0,12,22,0,0,0,22,4,0,30,2219,219,48,32,2514,12,3,15,2532,105,4,2638,11,0,0,0,10,7,0,7,15,5,0,18,15,5,0,0,17,3,0,3,26,3,0,24,21,6,0,0,28,7,0,12,41,4,0,44,2239,228,48,32,2544,17,5,24,2566,109,4,2679,233,40,8,7,284,12,3,19,305,139,0,442,4,0,3,0,6,0,0,0,6,0,4,9,2475,265,55,40,2838,35,6,41,2881,248,11,3133,320,28,3,0,351,0,0,0,351,15,0,368,218,25,4,0,252,0,0,0,254,10,0,264,4,0,0,0,7,0,0,0,7,0,0,11,4,0,0,3,10,0,0,0,10,0,0,11,547,57,13,6,620,0,0,0,623,27,0,650,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0
CED140,135,40,25,3,203,5,0,5,205,20,0,222,9,0,0,12,19,0,0,0,19,0,0,27,1848,390,136,23,2387,32,0,36,2430,151,13,2586,15,0,0,0,16,0,3,4,17,0,0,24,20,5,0,0,23,0,0,0,23,4,0,28,31,10,0,0,42,5,3,4,43,5,0,51,1878,395,132,26,2431,40,5,39,2473,155,13,2635,291,53,17,3,365,0,0,3,372,87,0,456,4,0,0,0,0,0,0,0,0,0,4,9,2170,447,155,28,2798,39,7,50,2846,242,12,3102,391,45,31,0,462,5,0,5,463,40,4,509,324,79,18,3,423,5,0,5,431,32,0,458,42,18,8,0,60,0,0,0,60,4,0,67,3,0,0,3,9,0,0,0,9,0,0,9,761,139,56,3,953,14,0,14,962,80,4,1044,5,0,0,0,4,0,0,0,4,3,0,9,13,0,0,0,15,0,0,0
CED141,72,14,15,0,105,0,0,0,102,13,0,119,6,0,0,9,14,0,0,0,14,3,0,21,2010,280,93,22,2407,32,14,42,2453,136,10,2602,3,3,0,0,10,0,0,0,10,0,0,6,22,4,0,0,22,0,0,0,26,0,0,32,26,11,0,0,30,0,0,0,34,3,0,37,2036,282,93,22,2439,38,14,45,2487,142,10,2641,208,33,18,11,266,6,0,12,276,70,3,348,0,0,0,0,0,0,0,0,0,3,0,3,2242,320,110,29,2705,42,14,61,2761,216,10,2987,410,47,15,0,464,6,0,6,471,30,0,507,333,58,11,0,406,5,0,4,412,26,0,438,28,5,7,0,41,0,0,0,47,3,0,43,5,0,0,0,4,0,0,0,4,0,0,4,772,106,33,6,918,10,0,14,931,61,0,994,6,0,0,0,6,0,0,0,6,0,0,8,4,6,0,0,10,0,0,0
CED142,23,9,8,0,42,0,0,0,42,5,0,46,0,0,0,3,9,0,0,0,9,0,0,9,542,138,27,3,708,18,0,26,730,75,0,803,16,0,0,0,18,5,0,5,25,0,0,25,6,0,0,0,8,0,0,0,9,0,0,9,23,0,0,0,30,8,0,8,33,0,0,33,562,141,29,3,737,28,0,29,760,75,0,841,94,33,5,0,128,6,0,6,135,68,0,203,0,0,0,0,6,0,0,0,6,0,0,4,656,175,25,12,870,30,0,32,899,139,3,1044,189,46,3,0,244,9,0,9,253,20,0,272,94,35,5,0,133,3,0,5,143,10,0,152,13,3,11,0,32,0,0,0,33,4,0,33,0,0,0,3,3,0,0,0,3,0,0,3,304,88,23,3,415,11,0,16,425,33,0,462,11,0,0,0,13,3,0,3,14,0,0,16,0,0,0,0,6,0,0,0
CED143,125,17,18,0,159,0,3,6,164,8,0,171,11,3,0,7,18,3,0,3,25,0,0,23,2491,344,84,23,2941,56,9,63,3010,168,0,3174,25,3,0,0,25,0,0,0,25,0,0,25,31,10,0,0,32,0,0,0,40,7,0,41,53,10,0,0,65,0,0,0,67,7,0,73,2552,352,84,23,3005,60,9,67,3071,170,0,3245,564,101,14,3,678,14,3,18,693,76,0,768,6,0,0,0,4,0,0,0,4,0,9,7,3110,457,93,25,3688,74,10,88,3770,247,6,4027,623,99,19,0,742,15,0,17,760,75,0,830,556,118,13,0,694,8,0,10,702,33,0,739,72,13,13,3,99,0,0,0,99,0,0,104,5,0,0,9,14,0,0,0,14,0,0,14,1255,237,49,18,1551,23,4,24,1577,111,0,1693,12,0,0,0,13,5,0,5,16,0,0,18,13,4,0,0,13,0,0,0
CED144,74,39,94,0,211,4,0,4,213,33,0,246,6,0,0,5,12,0,0,0,12,10,0,24,1194,310,271,17,1783,50,8,56,1839,325,0,2167,25,3,3,0,33,7,0,7,42,17,0,54,28,13,12,0,52,12,5,16,70,12,0,82,55,16,15,0,84,22,5,28,109,24,0,135,1248,323,285,23,1867,64,10,77,1954,349,3,2301,464,245,188,42,930,63,19,79,1018,793,9,1818,0,0,5,8,9,0,0,0,9,4,11,28,1710,564,468,71,2815,135,31,161,2976,1148,25,4150,390,77,67,3,538,8,8,12,557,103,0,661,289,120,56,4,469,7,6,12,485,89,0,578,60,24,81,0,168,5,0,4,172,30,0,206,6,0,4,7,13,0,0,0,14,3,3,25,742,225,207,14,1190,25,16,39,1234,227,3,1470,9,3,9,0,18,6,0,10,22,9,0,37,16,7,7,0,27,9,9,19
CED145,62,19,18,0,104,0,0,3,98,7,3,115,4,5,4,8,21,0,0,0,21,0,0,20,1584,284,43,18,1923,21,3,31,1953,117,3,2074,16,3,0,0,17,6,0,6,21,0,0,20,23,5,0,0,27,0,0,0,27,0,0,27,37,4,0,0,43,6,0,6,46,0,0,50,1624,284,42,18,1971,31,3,32,2005,112,3,2121,465,78,5,12,552,3,0,7,559,75,0,638,0,0,0,4,5,0,0,0,5,0,4,7,2089,360,47,32,2528,36,9,38,2572,192,8,2770,446,67,7,3,522,0,0,4,524,38,0,562,355,95,11,4,465,4,0,4,469,29,0,494,30,14,13,0,52,0,0,0,52,9,0,59,6,0,0,11,16,0,0,0,16,0,0,18,839,175,31,18,1055,0,0,7,1063,72,0,1138,10,4,0,0,11,0,0,0,11,0,0,11,16,0,0,0,14,0,0,0
CED146,129,49,110,3,298,0,0,3,299,38,0,339,13,4,0,28,44,0,0,0,45,15,6,65,1986,449,371,54,2861,70,7,80,2937,461,12,3412,37,14,3,0,65,16,0,14,78,10,0,92,34,13,8,0,55,20,6,34,89,12,0,100,70,30,10,4,118,36,10,50,161,23,0,187,2062,480,381,60,2974,103,18,128,3101,484,12,3598,602,279,181,33,1094,75,15,90,1184,1008,4,2203,3,0,3,0,13,0,0,0,11,3,23,38,2668,752,569,90,4077,182,40,219,4300,1501,38,5838,732,92,73,9,902,26,4,29,926,106,0,1034,382,154,72,4,606,13,8,25,630,103,0,733,75,27,78,0,179,3,0,4,188,27,0,212,3,4,0,20,31,0,0,0,32,0,0,34,1200,275,217,27,1714,42,15,57,1771,242,0,2013,22,8,4,0,33,5,0,8,45,11,0,50,26,13,13,0,46,14,4,19
CED147,145,21,31,0,202,0,0,0,205,9,0,206,13,0,0,6,18,0,0,0,18,0,0,14,2146,363,138,23,2676,40,12,51,2729,130,4,2862,11,5,3,0,20,0,0,0,20,0,0,17,38,4,0,0,45,3,0,3,45,0,0,48,49,8,0,0,63,3,0,3,65,6,0,67,2196,370,140,27,2735,43,12,53,2790,136,4,2926,330,71,32,10,443,14,7,19,464,137,5,601,0,0,0,0,5,0,0,0,5,0,4,7,2529,448,169,38,3186,51,18,71,3255,268,7,3532,342,60,19,0,421,3,3,8,426,34,0,463,348,66,20,0,427,0,0,0,428,23,0,453,53,8,10,0,66,0,0,0,67,8,0,75,0,0,0,0,9,0,0,0,9,4,0,10,742,134,42,4,921,7,3,7,933,66,0,996,3,0,0,0,6,3,0,3,8,5,0,11,7,0,0,0,6,4,0,4
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,63,5,5,0,78,0,0,0,76,7,0,86,17,0,0,17,31,0,0,0,31,0,0,30,2574,340,59,20,2993,38,10,49,3037,109,5,3153,31,3,0,0,35,4,0,4,40,0,0,41,29,4,0,0,39,0,0,0,40,3,0,41,61,7,0,0,68,11,0,11,77,0,0,84,2637,347,59,20,3063,45,10,51,3112,111,3,3234,406,76,6,8,504,11,0,11,510,92,0,604,9,0,0,0,5,0,0,0,5,0,3,7,3054,421,64,30,3566,55,9,62,3636,207,6,3847,766,98,17,3,882,14,3,19,896,41,0,941,736,125,6,5,875,16,5,21,894,49,0,947,44,7,8,0,59,0,0,0,61,4,0,64,11,0,0,15,21,0,0,0,21,3,0,19,1554,227,36,23,1841,26,6,34,1876,93,0,1970,17,0,0,0,17,0,0,0,17,3,0,19,16,5,0,0,20,0,0,0
CED202,48,13,4,3,69,0,0,0,76,0,0,77,9,0,0,4,18,0,0,0,18,0,0,19,2117,320,43,33,2511,28,8,34,2549,116,0,2666,12,0,0,0,13,3,0,7,18,0,0,16,24,0,0,0,20,0,0,0,20,0,0,26,31,4,0,0,31,3,0,7,40,4,0,43,2152,323,43,33,2547,29,7,39,2583,120,0,2707,305,48,12,10,369,15,5,18,389,72,0,462,3,0,0,0,3,0,0,0,3,0,7,4,2455,376,54,41,2920,46,12,50,2972,191,11,3174,338,30,3,3,370,3,0,3,373,26,0,402,355,57,9,4,419,5,0,12,430,13,0,447,20,0,4,0,28,0,0,0,28,0,0,30,3,0,0,3,13,0,0,0,13,0,0,11,715,86,20,9,831,9,4,15,842,45,0,888,5,0,0,0,5,0,0,0,8,0,0,8,4,0,0,0,4,0,0,0
CED203,41,4,12,0,55,0,0,0,62,5,0,59,6,0,3,18,27,0,0,0,27,4,0,37,2016,324,61,33,2437,12,10,19,2457,133,4,2595,6,3,0,0,14,0,0,0,15,0,0,12,20,3,0,0,27,0,0,0,28,5,0,29,31,8,0,0,37,3,0,3,44,4,0,48,2048,331,61,36,2477,17,10,27,2496,140,4,2640,250,42,11,8,312,8,0,8,319,90,0,413,0,0,0,0,3,0,0,0,3,0,7,9,2298,377,71,45,2792,29,10,33,2824,229,8,3061,328,40,10,0,383,3,0,8,384,29,0,411,314,48,14,5,378,0,5,4,386,20,0,407,20,0,5,0,23,0,0,0,22,3,0,27,4,0,0,0,8,0,0,0,8,0,0,9,659,92,32,10,791,3,4,11,804,53,0,850,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,5,0,5
CED204,70,12,14,0,91,0,0,0,94,9,0,102,9,0,0,22,33,0,0,0,37,3,0,39,2258,352,63,42,2720,56,18,78,2794,190,5,2987,22,9,0,0,32,8,0,8,41,10,0,50,53,14,0,0,67,4,3,11,80,4,0,77,74,17,0,0,99,15,3,21,121,14,0,126,2337,378,63,46,2815,72,22,94,2910,202,5,3115,696,217,31,32,979,56,11,64,1043,357,0,1404,0,0,0,3,3,0,0,0,10,4,17,29,3036,588,93,83,3800,128,30,162,3959,566,25,4552,706,101,20,0,828,18,5,23,856,57,0,911,601,120,12,8,746,11,8,20,759,58,0,817,39,0,8,0,50,0,0,0,54,0,0,56,4,0,0,16,23,0,0,3,19,0,0,26,1352,219,43,23,1640,36,12,50,1687,120,0,1809,17,7,0,0,27,14,0,14,34,6,0,36,30,7,0,0,38,3,8,10
CED205,38,10,4,0,55,6,0,6,61,10,0,65,11,0,0,22,31,3,0,3,37,8,3,53,1778,372,44,33,2224,75,22,100,2331,214,13,2553,29,18,3,7,53,21,0,22,72,3,0,81,57,35,0,0,89,16,12,28,120,24,0,146,88,50,3,0,144,35,10,48,195,28,0,227,1866,420,45,42,2372,115,36,151,2523,245,14,2778,673,358,44,46,1113,73,42,118,1229,887,8,2128,5,9,0,10,20,0,0,0,20,0,9,30,2536,786,88,90,3503,187,79,270,3769,1138,28,4936,561,98,9,3,676,18,11,19,697,65,3,763,438,136,13,8,593,24,4,26,618,70,4,688,27,9,7,0,37,7,0,7,42,4,0,46,13,0,0,14,21,0,0,0,26,8,3,30,1035,243,24,27,1329,41,16,52,1384,143,7,1534,19,15,0,0,39,7,0,8,52,4,0,57,32,27,0,0,60,16,11,24
CED206,88,13,13,0,118,0,0,0,118,11,0,124,26,0,0,20,43,0,0,0,43,3,0,52,2581,346,61,36,3032,17,4,21,3054,148,0,3197,23,0,0,0,18,0,0,0,18,0,0,18,23,11,0,4,42,3,0,0,45,5,0,52,48,15,0,4,61,3,0,0,69,5,0,72,2631,362,67,36,3091,19,10,24,3119,152,0,3269,422,62,5,15,508,10,0,13,515,59,0,576,4,0,0,0,7,0,0,0,7,0,11,17,3053,431,70,55,3604,31,8,37,3639,213,12,3867,491,51,14,6,565,4,4,3,575,26,0,597,570,82,15,0,667,6,0,9,676,32,0,711,40,3,9,0,50,0,0,0,50,3,0,52,0,0,0,0,5,0,0,0,5,0,0,9,1109,138,43,9,1292,8,3,11,1303,59,0,1365,3,0,0,0,3,0,0,0,11,0,0,11,16,0,0,0,16,0,4,4
CED207,46,3,10,0,62,0,3,0,65,11,0,76,8,0,0,9,18,0,0,0,18,3,0,23,2909,441,66,21,3440,68,16,84,3520,175,4,3694,35,3,0,0,43,9,0,10,53,6,0,54,51,17,0,0,66,4,7,6,69,5,0,74,86,14,0,0,103,8,5,12,118,10,0,132,2995,459,66,23,3537,77,19,98,3639,187,4,3827,440,106,3,7,559,8,4,17,576,120,3,693,0,0,0,4,5,0,0,0,5,0,3,10,3431,568,72,34,4100,87,23,114,4215,301,11,4528,1032,97,20,0,1159,28,4,31,1189,76,3,1264,892,181,10,8,1087,11,4,9,1093,68,0,1160,23,7,7,0,44,0,0,0,44,7,0,52,9,0,0,8,12,0,0,0,12,0,6,20,1953,287,45,15,2295,36,6,39,2340,148,8,2501,20,10,0,0,29,4,0,7,34,3,0,38,28,4,0,0,31,4,0,4
CED208,24,9,13,0,49,0,0,0,49,0,0,51,0,0,0,11,17,0,0,0,17,0,0,21,1819,337,48,20,2222,37,4,43,2262,108,4,2381,13,0,0,0,16,4,0,4,16,5,0,20,34,6,0,0,41,3,0,3,47,4,0,48,44,6,0,6,56,8,0,8,61,7,0,68,1863,343,46,18,2280,45,4,50,2326,116,4,2450,235,66,12,8,315,7,0,13,330,108,0,435,3,0,0,3,3,0,0,0,3,0,3,9,2101,412,63,32,2595,51,10,60,2660,223,4,2891,480,81,7,0,576,18,6,17,593,49,0,639,503,101,7,3,622,9,5,6,627,30,0,663,23,0,3,0,33,0,0,0,33,3,0,40,0,0,0,5,5,0,0,0,5,0,0,5,1015,181,26,9,1234,24,3,26,1264,83,0,1345,8,4,0,0,7,4,0,4,12,0,0,15,18,0,0,0,16,4,0,3
CED209,49,14,7,0,78,0,0,0,78,4,0,83,11,6,0,18,30,0,0,0,30,0,0,30,2356,363,61,29,2801,19,3,28,2826,104,0,2934,9,0,0,0,16,0,0,0,10,0,0,18,24,4,0,0,29,0,0,0,29,4,0,37,33,9,0,0,42,0,0,0,40,5,0,48,2389,370,61,29,2843,24,3,29,2874,108,0,2985,231,43,10,9,296,4,0,7,301,53,0,351,0,0,0,0,0,0,0,0,0,0,4,8,2618,411,69,36,3141,29,6,35,3174,153,5,3335,370,57,10,0,439,3,0,3,444,35,0,482,441,82,14,4,542,5,0,10,549,28,0,577,18,9,11,0,36,0,0,0,36,6,0,44,5,0,0,7,7,0,0,0,7,0,0,7,836,148,31,11,1028,12,0,17,1044,70,0,1116,5,0,0,0,5,0,0,0,5,0,0,5,12,0,0,0,12,0,0,0
