CED_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_05_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_05_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_05_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_05_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_05_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_05_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_05_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_05_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_05_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_05_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_05_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_05_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_05_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_05_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_05_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_05_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_05_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_05_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
CED136,3,0,4,0,0,8,513,40,14,21,0,5,3,4,6,0,0,99,0,0,0,0,0,0,0,0,0,0,0,440,85,45,4,6,6,11,11,0,12,618,4,0,0,0,0,0,0,0,0,3,7,2402,182,107,12,11,14,26,13,4,70,2836,2561,46,39,6,7,4,0,0,3,64,2732,401,13,7,6,0,0,5,0,0,8,441,45,7,14,4,0,9,10,4,0,3,88,0,0,0,0,0,0,0,0,0,0,0,444,21,22,4,0,9,10,6,0,11,526,3,0,0,0,0,0,0,0,0,15,20,3010,66,58,10,7,13,10,9,4,91,3274,1653,34,18,4,8,3,5,5,0,54,1785,271,0,4,0,0,0,0,0,0,9,289,51,5,3,0,0,0,3,0,0,0,61,0,0,0,0,0,0,0,0,0,5,6,319,9,5,5,0,0,3,0,0,11,351,3,0,0,0,0,0
CED137,16,8,37,23,10,97,5891,1937,388,367,97,92,118,204,105,17,101,3442,9,4,0,4,0,0,0,0,0,7,24,7247,633,499,131,114,132,243,129,26,201,9352,4,0,0,0,0,0,0,0,0,31,34,9690,736,564,140,124,140,261,130,26,273,12092,2062,24,24,4,0,5,8,0,3,34,2161,4067,55,51,10,3,8,23,15,0,88,4318,1745,305,317,78,50,65,186,60,9,80,2893,13,0,0,0,0,0,0,0,0,0,21,5819,359,375,85,58,69,214,71,12,170,7235,5,0,0,0,0,0,0,0,0,20,24,7885,379,399,85,60,72,220,81,16,225,9419,985,12,7,0,0,0,6,0,0,21,1042,2239,31,14,0,4,0,8,0,0,39,2346,1511,140,104,22,11,17,31,13,0,73,1920,15,0,0,0,0,0,0,0,0,4,16,3760,165,116,20,9,22,44,12,0,119,4280,4,0,0,0,0,0
CED138,4,3,7,0,0,12,633,28,13,9,0,0,0,9,0,0,4,68,0,0,0,0,0,0,0,0,0,0,5,537,67,43,9,4,5,12,7,0,16,706,3,0,0,0,0,0,0,0,0,0,8,3743,246,129,15,17,21,23,23,6,132,4351,3707,105,53,9,12,0,12,11,0,158,4070,440,35,11,0,0,0,7,0,0,11,495,19,0,4,0,0,0,4,5,0,0,36,3,0,0,0,0,0,0,0,0,0,8,469,29,11,0,0,0,9,5,0,6,535,3,0,0,0,0,0,0,0,0,11,17,4181,141,65,11,12,5,19,10,3,179,4620,2429,58,37,0,0,0,3,3,0,123,2661,206,8,4,0,0,0,0,0,0,10,235,34,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,8,243,9,5,0,0,5,0,0,0,16,277,5,0,0,0,0,0
CED139,3,4,10,4,0,14,381,40,15,15,12,11,6,27,5,0,3,131,0,0,0,0,0,0,0,0,0,0,0,276,89,53,14,18,11,34,10,0,13,515,0,0,0,0,0,0,0,0,0,13,17,1322,144,76,10,22,14,37,10,0,79,1721,1258,25,8,4,5,0,0,5,0,54,1355,172,13,3,0,5,0,4,0,0,6,212,28,8,13,4,3,6,19,8,0,3,97,0,0,0,0,0,0,0,0,0,0,0,198,19,21,10,7,7,28,8,0,8,306,5,0,0,0,0,0,0,0,0,12,13,1463,47,25,9,14,7,28,8,0,72,1673,772,11,3,0,0,0,0,0,0,39,825,100,0,0,0,0,0,0,0,0,0,107,20,4,3,5,0,0,3,3,0,3,41,0,0,0,0,0,0,0,0,0,0,0,123,4,5,0,0,0,7,3,0,3,152,4,0,0,0,0,0
CED140,5,7,6,0,3,10,984,102,23,35,12,8,5,18,7,0,0,206,5,0,0,0,0,0,0,0,0,0,7,936,105,67,16,9,13,21,12,3,21,1193,5,0,0,0,0,0,0,0,0,3,8,4299,325,155,24,16,25,34,20,8,87,4988,3346,96,58,7,11,5,18,10,0,105,3677,746,22,14,4,9,5,8,11,0,10,817,109,39,43,10,7,4,27,0,0,0,244,8,0,0,0,0,0,0,0,0,0,8,855,60,54,11,15,6,33,8,0,13,1063,6,0,0,0,0,0,0,0,0,13,16,4210,162,116,21,25,21,54,18,0,137,4753,2251,102,35,3,6,0,4,3,0,87,2501,477,10,5,0,0,0,0,0,0,10,509,108,9,9,4,0,4,0,0,0,8,137,7,0,0,0,0,0,0,0,0,0,6,594,15,13,3,4,4,4,0,0,16,655,6,0,0,0,0,0
CED141,0,3,8,0,0,9,521,43,4,6,6,3,0,7,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,480,38,34,10,0,3,8,0,0,5,592,0,0,0,0,0,0,0,0,0,8,8,2323,147,72,15,7,3,12,8,4,45,2635,2259,22,22,3,0,4,6,3,0,56,2377,516,12,4,0,0,0,0,4,0,13,548,67,0,6,4,4,0,3,3,0,4,90,0,0,0,0,0,0,0,0,0,0,0,590,9,11,4,7,0,3,9,0,17,643,7,0,0,0,0,0,0,0,0,7,9,2847,33,35,9,6,4,7,10,0,75,3031,1631,17,7,8,3,0,3,0,0,43,1708,318,0,0,0,0,0,0,0,0,11,338,63,0,4,0,0,0,0,0,0,6,68,3,0,0,0,0,0,0,0,0,0,7,385,4,5,0,0,0,0,0,0,16,411,10,0,0,0,0,0
CED142,17,21,31,26,15,56,2528,639,139,138,35,42,37,91,53,20,40,1238,5,0,0,0,0,0,0,0,0,5,11,2751,296,234,56,59,56,124,82,35,94,3781,4,0,0,0,0,0,0,0,0,24,23,6357,491,342,73,84,76,157,116,43,172,7912,2294,55,38,4,4,5,12,8,6,26,2447,1635,45,48,6,11,11,20,14,7,35,1820,814,118,154,28,21,32,38,39,4,36,1280,17,0,0,0,0,0,0,0,0,0,16,2459,160,204,34,26,44,61,48,3,72,3121,6,0,0,0,0,0,0,0,0,39,45,4759,220,238,33,35,51,71,59,8,140,5613,1048,23,11,4,4,0,5,4,0,22,1114,720,15,8,0,0,0,7,5,0,15,769,737,77,55,8,5,5,13,6,0,20,930,11,0,0,0,0,0,0,0,0,0,11,1467,89,67,11,5,3,19,12,0,37,1717,6,0,0,0,0,0
CED143,4,11,16,7,0,17,1813,197,34,31,3,9,17,19,8,5,7,322,0,0,0,0,0,0,0,0,0,0,0,1764,143,93,14,16,25,33,18,5,25,2133,3,0,0,0,0,0,0,0,0,15,14,6356,490,232,32,33,52,58,39,6,88,7392,3090,71,45,12,6,11,3,25,5,40,3306,1121,28,17,4,3,0,11,8,3,14,1205,204,36,38,12,0,10,16,11,0,12,355,0,0,0,0,0,0,0,0,0,0,0,1327,66,58,18,9,6,27,15,4,27,1561,0,0,0,0,0,0,0,0,0,14,21,4423,136,100,25,19,18,37,36,8,85,4889,1925,61,28,6,6,9,7,5,0,45,2091,710,8,7,0,7,0,0,0,0,13,756,170,26,21,3,0,0,4,3,0,5,240,9,0,0,0,0,0,0,0,0,0,5,886,38,32,7,9,0,9,8,0,21,1000,12,0,0,0,0,0
CED144,18,13,37,22,0,153,7895,3238,470,437,78,112,66,123,39,6,153,4719,12,0,5,0,0,0,4,0,0,12,34,10481,739,581,90,135,82,161,63,11,313,12648,8,0,0,0,0,3,0,0,0,45,53,12205,784,602,95,135,92,161,63,11,396,14544,1333,18,3,0,0,0,0,0,0,22,1384,5058,55,32,9,4,6,17,12,0,123,5320,3246,242,246,36,34,33,63,24,0,118,4044,26,0,0,0,0,0,0,0,0,7,35,8336,299,275,43,48,44,79,31,0,240,9399,12,0,0,0,0,0,0,0,0,53,69,9677,314,281,43,46,44,86,31,0,323,10848,676,4,0,3,0,0,0,0,0,33,729,2524,15,16,0,0,3,10,0,0,80,2645,2492,144,88,14,8,14,23,5,0,97,2893,17,0,0,0,0,0,0,0,0,4,24,5036,161,104,14,8,15,37,7,0,181,5560,5,0,0,0,0,0
CED145,5,6,7,4,0,13,1632,105,22,29,4,3,11,20,8,0,10,212,0,0,0,0,0,0,0,0,0,0,0,1568,99,69,17,13,17,31,12,5,22,1845,4,0,0,0,0,0,0,0,0,10,15,5600,307,169,44,19,28,44,29,7,83,6337,3583,70,54,3,7,9,21,20,7,51,3830,1456,8,10,0,0,0,0,0,0,29,1514,163,20,24,5,6,0,6,8,0,5,243,3,0,0,0,0,0,0,0,0,0,4,1630,30,34,9,4,0,9,10,0,38,1765,5,0,0,0,0,0,0,0,0,39,41,5214,103,90,12,14,10,31,32,7,123,5637,2175,76,46,3,6,5,7,13,3,64,2405,988,6,7,0,0,0,8,0,0,24,1031,207,16,9,0,4,5,4,0,0,14,260,3,0,0,0,0,0,0,0,0,3,0,1193,22,9,0,4,3,14,6,0,42,1293,7,0,0,0,0,0
CED146,36,27,27,22,3,148,9225,2759,363,359,132,75,55,126,56,3,113,4041,26,3,0,0,0,0,0,0,0,3,35,11022,827,570,180,113,80,157,78,3,268,13299,8,0,0,0,0,0,0,0,0,43,51,12940,884,609,180,112,87,165,84,7,354,15423,1419,8,10,0,9,0,0,6,0,28,1484,4703,150,99,22,10,8,23,20,7,91,5140,2454,268,236,70,52,39,99,36,12,76,3334,30,0,0,0,0,0,0,0,0,5,33,7183,413,344,94,64,45,123,61,17,175,8507,21,0,0,0,0,0,0,0,0,67,87,8621,427,350,97,76,45,123,64,17,270,10084,688,7,0,0,0,0,0,0,0,17,715,1628,46,21,3,11,0,0,3,0,37,1756,1380,159,97,19,13,18,23,14,0,33,1743,10,0,0,0,0,0,0,0,0,17,31,3013,205,115,22,20,18,22,19,0,92,3526,3,0,0,0,0,0
CED147,6,3,3,3,0,23,1446,191,20,25,9,0,4,9,8,0,18,287,0,0,0,0,0,0,0,0,0,0,5,1514,97,47,9,9,8,21,8,0,42,1746,9,0,0,0,0,0,0,0,0,11,18,5294,199,70,15,8,14,26,14,0,155,5797,4102,52,29,6,0,5,11,7,0,112,4316,1495,11,16,0,0,0,7,0,0,19,1548,418,11,21,4,4,4,14,8,0,5,485,5,0,0,0,0,0,0,0,0,0,9,1924,22,34,0,4,3,13,8,0,28,2040,5,0,0,0,0,0,0,0,0,16,24,6029,71,57,5,4,7,19,18,0,165,6377,2731,33,9,9,0,0,0,0,0,104,2895,876,3,0,0,0,0,0,0,0,23,913,388,4,6,0,0,0,8,6,0,15,424,8,0,0,0,0,0,0,0,0,0,15,1280,6,9,0,0,0,8,6,0,42,1348,17,0,0,0,0,0
CED194,0,0,0,0,0,0,45,11,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,51,3,3,0,0,0,0,0,0,5,67,0,0,0,0,0,0,0,0,0,0,0,241,12,8,0,0,4,3,0,3,7,286,131,4,3,3,0,3,0,0,0,3,150,30,0,0,0,0,0,0,0,0,6,37,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,3,6,50,0,0,0,0,0,0,0,0,0,0,6,174,7,3,3,0,3,0,0,0,7,206,38,0,3,0,0,0,0,0,0,0,39,11,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,12,17,18,19,8,37,3944,664,200,196,47,49,45,167,40,5,33,1449,3,6,0,0,3,0,0,0,0,0,8,3862,671,349,67,67,63,191,55,17,72,5401,0,0,0,0,0,0,0,0,0,10,7,6940,829,397,72,65,63,195,60,20,125,8755,3229,40,27,0,12,7,5,4,4,49,3373,2456,86,59,11,6,10,33,19,8,39,2712,559,147,214,43,44,34,147,44,8,22,1261,0,0,0,0,0,0,0,0,0,0,9,3016,234,269,56,48,45,173,66,13,63,3983,10,0,0,0,0,0,0,0,0,3,9,6254,273,297,56,58,49,175,67,16,114,7367,2019,23,3,4,0,0,4,6,6,62,2117,1239,39,25,0,0,3,6,3,0,30,1364,412,75,60,6,7,4,44,13,0,21,649,12,0,0,0,0,0,0,0,0,5,13,1662,116,88,6,7,6,51,17,0,61,2028,7,0,0,0,0,0
CED202,0,0,6,3,0,13,401,26,31,18,0,0,3,16,3,0,0,108,0,0,0,0,0,0,0,0,0,0,0,342,66,46,0,5,5,22,8,0,16,512,0,0,0,0,0,0,0,0,0,0,0,2097,175,74,5,3,18,24,14,0,79,2493,2320,36,16,0,5,0,0,4,0,66,2451,372,11,8,0,0,0,4,9,3,7,416,35,17,24,3,3,9,9,8,0,0,103,5,0,0,0,0,0,0,0,0,0,4,405,27,28,7,3,6,19,17,3,9,528,8,0,0,0,0,0,0,0,0,0,7,2736,61,47,7,4,7,18,18,3,79,2981,1241,10,6,0,0,0,3,0,0,62,1322,234,4,0,0,0,0,0,0,0,9,249,39,4,4,0,0,0,0,0,0,4,61,0,0,0,0,0,0,0,0,0,0,3,274,8,4,0,0,0,4,0,3,20,317,6,0,0,0,0,0
CED203,3,5,7,0,0,6,329,17,38,49,8,7,12,12,3,0,10,160,0,0,0,0,0,0,0,0,0,0,3,246,93,77,13,15,17,24,8,0,11,495,3,0,0,0,0,0,0,0,0,15,18,1817,184,109,19,21,21,30,4,0,82,2288,1859,30,14,3,0,0,0,0,0,65,1970,231,13,7,3,0,0,10,7,0,7,271,24,20,25,3,7,8,11,0,0,5,107,0,0,0,0,0,0,0,0,0,3,0,256,34,28,10,7,12,20,6,0,11,381,0,0,0,0,0,0,0,0,0,24,21,2116,63,42,13,7,8,22,6,0,94,2377,1076,17,9,0,0,0,3,0,0,49,1152,168,0,4,0,0,0,0,0,0,11,181,26,11,9,3,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,4,192,11,16,3,0,0,4,3,0,14,242,6,0,0,0,0,0
CED204,21,20,29,16,5,70,6448,1404,289,341,55,58,47,96,50,4,46,2400,11,0,0,0,0,0,0,0,0,3,16,6963,781,569,79,79,71,128,66,11,122,8867,3,3,0,0,0,0,0,0,0,13,19,10286,973,646,87,88,72,139,66,11,193,12555,2987,58,27,0,3,4,4,3,0,54,3139,4025,92,73,6,16,12,33,22,3,71,4339,1431,185,223,52,29,27,100,43,7,54,2150,18,0,0,0,0,0,0,0,0,7,26,5471,275,297,55,43,44,127,61,6,130,6514,7,0,4,0,0,0,0,0,0,17,21,8465,328,322,61,48,47,133,61,13,205,9673,1707,28,12,0,0,3,9,0,0,56,1824,1799,49,28,6,3,0,7,4,0,47,1959,1186,100,77,19,10,13,28,10,4,64,1503,20,0,0,0,0,0,0,0,0,10,30,3008,149,103,22,17,15,38,13,0,123,3493,12,5,0,0,0,0
CED205,47,27,39,28,7,120,5861,1487,347,443,267,186,116,227,83,4,80,3239,12,0,0,0,0,0,0,0,0,3,25,6319,791,712,340,233,139,269,111,14,202,9126,10,0,0,0,0,0,0,0,0,32,46,7933,863,747,339,238,147,268,112,17,281,10953,1255,18,7,0,3,0,6,0,0,27,1324,2817,105,95,34,27,25,72,26,0,75,3275,1351,249,260,150,116,89,174,63,4,56,2520,6,0,0,0,0,0,0,0,0,5,12,4173,355,361,187,148,114,248,81,6,131,5808,0,0,0,0,0,0,0,0,0,17,19,5435,368,367,187,151,114,253,88,6,175,7150,541,10,4,0,0,0,0,0,0,39,589,1173,17,26,6,7,5,8,3,0,46,1291,1019,109,115,70,44,17,48,13,3,47,1480,7,0,0,0,0,0,0,0,0,5,8,2197,128,142,74,45,23,61,19,3,98,2780,7,0,0,0,0,0
CED206,4,6,7,4,0,5,806,50,59,45,9,5,8,17,8,0,5,211,5,0,0,0,0,0,0,0,0,0,5,724,150,72,14,9,12,25,7,0,9,1026,3,0,0,0,0,0,0,0,0,0,5,4205,333,125,15,14,15,34,13,0,75,4825,3725,44,26,12,4,4,9,0,0,66,3887,678,11,14,0,0,0,5,0,0,9,725,57,33,28,3,7,3,10,4,0,9,159,0,0,0,0,0,0,0,0,0,4,6,733,45,44,4,5,3,15,4,0,22,891,0,0,0,0,0,0,0,0,0,5,5,4465,84,69,21,12,9,21,6,0,95,4785,2296,33,8,0,0,0,0,0,0,50,2397,567,5,4,0,0,0,7,0,0,13,600,81,12,13,6,0,0,6,0,0,4,117,0,0,0,0,0,0,0,0,0,0,0,645,18,17,5,3,0,8,0,0,15,714,0,0,0,0,0,0
CED207,27,24,36,52,6,73,6255,1055,339,403,89,65,80,244,94,15,75,2456,3,0,4,0,0,0,0,0,0,0,8,6354,856,594,110,96,109,281,148,26,153,8722,3,0,0,0,0,0,0,0,0,8,8,8764,999,666,121,100,109,285,159,26,197,11409,2445,25,20,5,0,3,7,4,0,41,2553,4062,91,84,15,10,12,34,38,0,47,4403,1279,272,448,90,76,83,277,110,21,50,2693,10,0,9,0,0,0,0,0,0,5,23,5348,364,539,105,80,91,311,147,21,99,7118,6,0,0,0,0,0,0,0,0,3,16,7804,398,557,111,81,92,317,151,21,146,9683,1839,9,7,6,0,0,0,0,0,60,1933,2441,61,39,11,0,3,12,9,0,53,2635,1239,165,139,20,22,28,63,16,3,37,1732,17,0,0,0,0,0,0,0,0,5,20,3697,230,186,27,24,28,73,26,3,91,4389,8,0,0,0,0,0
CED208,13,7,7,12,0,67,2697,725,88,113,17,24,25,37,17,0,34,1078,11,0,0,0,0,0,0,0,0,0,16,3175,189,160,31,35,34,44,34,0,103,3797,5,0,0,0,0,0,0,0,0,12,14,5143,259,192,38,40,41,51,35,3,151,5938,1383,14,14,5,0,6,7,0,0,29,1457,2836,13,18,6,0,3,7,7,0,67,2961,1145,55,68,16,13,8,30,19,0,32,1390,18,0,0,0,0,0,0,0,0,7,24,3998,74,90,22,12,10,38,32,4,102,4378,7,0,0,0,0,0,0,0,0,7,19,5391,88,103,24,12,13,39,32,6,142,5856,658,6,0,0,0,4,3,0,0,31,703,2431,9,4,0,0,0,0,0,0,64,2517,1824,52,20,7,3,0,14,3,0,110,2043,25,0,0,0,0,0,0,0,0,3,24,4284,66,24,3,5,0,9,3,0,185,4581,5,0,0,0,0,0
CED209,11,0,6,0,0,4,491,26,14,19,5,0,3,19,5,0,3,90,0,0,0,0,0,0,0,0,0,0,0,381,94,47,6,8,10,24,5,0,10,584,0,0,0,0,0,0,0,0,0,0,7,2548,228,93,19,10,15,33,3,3,82,3031,2940,38,41,3,14,3,7,0,5,96,3152,491,10,4,4,4,0,0,8,3,0,523,61,12,8,0,0,3,18,3,0,6,105,4,0,0,0,0,0,0,0,0,0,4,552,23,17,4,4,5,18,10,3,8,632,5,0,0,0,0,0,0,0,0,10,12,3491,60,59,11,12,8,24,11,9,115,3801,1698,17,21,0,0,0,3,0,0,82,1821,336,0,0,0,0,0,0,0,0,8,353,64,3,0,0,0,0,0,4,0,4,84,9,0,0,0,0,0,0,0,0,0,9,407,8,0,0,0,0,5,4,0,14,443,11,0,0,0,0,0
CED210,3,5,12,0,0,25,1187,192,49,55,10,19,20,15,10,0,8,382,3,0,0,0,0,0,0,0,0,0,6,1185,146,91,21,21,26,28,11,3,41,1571,3,0,0,0,0,0,0,0,0,27,29,3405,267,133,21,29,32,41,22,5,122,4073,2611,18,17,0,0,3,5,10,0,62,2728,1108,14,15,3,0,5,4,4,4,33,1191,314,23,38,12,7,8,23,8,0,9,445,7,0,0,0,0,0,0,0,0,3,10,1428,42,47,18,6,9,33,18,4,50,1645,9,0,0,0,0,0,0,0,0,17,20,4041,57,63,21,12,12,35,26,4,124,4390,1640,9,7,0,0,0,4,0,0,53,1709,881,3,0,0,0,0,6,0,0,19,909,439,10,14,8,5,0,0,0,0,16,497,9,0,0,0,0,0,0,0,0,3,9,1325,13,15,8,5,0,7,0,0,38,1413,9,0,0,0,0,0
CED211,12,10,7,14,8,27,2392,445,212,270,46,38,68,148,44,7,34,1315,4,0,5,0,0,0,0,0,0,0,6,2315,537,387,57,53,79,151,59,10,61,3705,0,0,0,0,0,0,0,0,0,0,0,5066,684,434,61,59,84,159,63,10,108,6736,2857,26,15,0,0,0,0,4,3,54,2971,1666,55,42,8,7,0,25,13,0,27,1863,484,149,318,69,64,50,143,40,9,22,1343,7,0,0,0,0,0,0,0,0,0,7,2163,202,363,76,70,49,169,52,8,55,3217,3,0,0,0,0,0,0,0,0,12,15,5028,231,377,85,76,54,172,58,11,121,6203,2080,16,4,0,4,0,0,0,0,82,2193,929,15,19,0,0,0,12,8,0,35,1021,363,66,65,5,8,16,31,11,0,13,591,8,0,0,0,0,0,0,0,0,3,7,1302,85,84,4,12,18,44,18,0,55,1613,5,0,0,0,0,0
