CED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
CED122,12064,9388,14420,10513,7807,5436,2885,1315,407,64230,967,1343,1812,1684,1788,1987,1824,1242,438,13089,38,96,203,230,327,541,758,600,300,3089,0,6,13,27,82,226,390,457,228,1435,1004,1443,2031,1939,2199,2753,2969,2297,962,17613,967,992,1648,1251,1047,803,532,316,136,7680,14030,11823,18095,13702,11056,8995,6390,3931,1499,89527,11779,8545,14494,10632,8189,5618,3354,1551,510,64667,686,1714,2430,1951,2000,2113,2146,1608,750,15390,23,224,325,318,451,625,846,838,490,4138,0,10,34,54,144,294,404,530,328,1805,712,1949,2794,2319,2592,3026,3401,2970,1564,21327,879,826,1334,962,736,604,528,323,211,6410,13372,11324,18621,13911,11517,9249,7276,4845,2288,92410,23842,17935,28914,21143,15993,11050,6239,2870,920,128903,1651,3056,4242,3635,3786,4103,3973,2849,1190,28478,66,323,529,541,775,1165,1605,1437,789,7225,0,16,50,80,226,518,793,986,550,3235,1717,3390,4819,4257,4795,5783,6370,5275,2526,38940,1846,1816,2984,2209,1785,1407,1058,640,350,14093
CED123,16439,9044,9857,9599,7007,4698,2455,855,185,60133,2192,1843,2098,2261,2432,2466,2149,1047,227,16719,155,245,354,460,652,853,1056,607,154,4534,4,23,53,103,229,496,765,555,141,2364,2350,2104,2505,2823,3314,3820,3971,2206,525,23614,1887,1245,1488,1338,1141,763,516,339,164,8887,20682,12389,13856,13756,11460,9276,6938,3399,872,92631,16037,8006,9673,9135,6664,4723,2672,947,275,58116,1540,2418,3066,2701,2668,2637,2436,1167,369,18995,109,477,772,754,915,1128,1226,726,286,6398,6,32,113,241,460,669,832,620,299,3279,1658,2931,3949,3690,4040,4433,4494,2516,957,28671,1766,1071,1383,1238,950,690,573,420,342,8427,19462,12001,15004,14059,11657,9834,7746,3877,1577,95216,32474,17043,19526,18733,13668,9413,5129,1799,462,118250,3733,4262,5171,4957,5100,5101,4583,2212,599,35713,263,728,1127,1210,1572,1983,2280,1331,440,10930,10,52,164,345,686,1168,1601,1178,443,5642,4011,5036,6461,6510,7351,8251,8464,4725,1475,52282,3655,2310,2876,2576,2094,1451,1090,755,511,17315
CED124,9599,5256,4067,4534,5408,5713,4939,2089,464,42061,1614,1207,1103,1346,1959,3129,4035,2411,631,17429,116,180,208,296,522,1244,2050,1392,447,6446,4,18,33,81,229,628,1345,1275,470,4080,1737,1408,1344,1724,2711,4998,7423,5075,1550,27955,1316,760,574,692,825,936,943,599,225,6870,12649,7424,5974,6950,8943,11640,13312,7764,2237,76884,9520,4470,3978,4617,5511,6276,5159,2113,573,42213,1250,1458,1592,1783,2255,3374,4038,2505,944,19198,82,290,399,477,821,1431,1946,1516,694,7653,7,26,65,147,377,908,1257,1137,715,4632,1335,1764,2051,2406,3455,5718,7240,5153,2357,31483,1273,672,600,694,730,869,933,643,361,6765,12124,6908,6628,7713,9690,12861,13331,7914,3295,80459,19114,9726,8041,9152,10910,11990,10092,4205,1037,84274,2867,2665,2691,3128,4215,6503,8067,4910,1580,36622,197,462,608,775,1344,2672,3996,2906,1136,14101,7,47,92,225,603,1535,2601,2414,1186,8717,3067,3173,3393,4134,6165,10712,14670,10226,3904,59440,2592,1434,1168,1383,1558,1802,1874,1241,586,13633
CED125,19994,9756,11533,11724,7506,4879,2576,823,125,68927,2304,1906,2114,2395,2424,2796,2313,918,177,17358,135,232,266,446,606,1007,1152,654,136,4638,7,23,53,96,197,528,849,555,146,2456,2452,2166,2427,2934,3229,4333,4320,2131,461,24451,2097,1087,1103,1197,950,736,417,252,68,7909,24533,13014,15066,15860,11684,9952,7314,3202,657,101285,19629,8929,12284,11122,6937,5095,2724,786,190,67698,1658,2149,2853,2764,2588,2955,2602,1106,318,18998,97,383,592,656,907,1330,1317,710,246,6229,5,31,104,234,438,764,973,642,212,3409,1763,2565,3552,3657,3937,5039,4895,2455,780,28639,1951,1034,1236,1142,856,732,510,276,138,7870,23345,12525,17070,15925,11729,10863,8136,3517,1104,104213,39620,18692,23820,22844,14445,9976,5307,1610,317,136629,3965,4059,4970,5160,5016,5751,4924,2023,497,36352,228,615,854,1100,1512,2335,2468,1364,384,10868,19,56,152,331,629,1287,1825,1195,359,5866,4211,4730,5982,6594,7157,9374,9216,4581,1240,53090,4046,2115,2340,2335,1812,1465,929,529,209,15776
CED126,12519,7621,5740,7247,8297,6189,3542,1695,393,53246,1177,1225,922,1233,1826,2175,2324,1669,561,13116,32,98,87,172,286,547,839,886,371,3329,4,6,7,21,80,167,402,595,311,1597,1214,1328,1019,1429,2196,2895,3569,3151,1239,18039,827,594,468,563,705,638,420,304,165,4675,14567,9536,7233,9236,11194,9715,7528,5144,1803,75968,12035,6369,5509,7766,8566,6424,4013,1961,640,53293,828,1452,1212,1586,2170,2309,2465,2055,978,15054,28,193,188,243,437,610,964,985,626,4266,0,4,16,42,109,204,414,617,516,1923,850,1656,1408,1863,2723,3126,3840,3655,2121,21246,814,528,451,610,716,611,473,394,293,4883,13700,8557,7365,10239,12007,10156,8328,6012,3058,79420,24558,13994,11247,15011,16860,12613,7554,3657,1041,106542,2003,2681,2135,2816,3998,4487,4795,3724,1544,28175,59,291,277,410,729,1158,1804,1866,1000,7594,3,17,19,63,190,369,811,1210,821,3522,2064,2984,2433,3291,4918,6018,7408,6804,3363,39285,1644,1117,920,1175,1421,1242,893,698,454,9557
CED127,11038,6494,5738,5865,6379,5241,3267,1123,236,45381,1444,1430,1361,1622,2018,2504,2551,1316,334,14582,99,189,188,301,455,822,1135,757,195,4149,8,14,31,62,144,367,700,561,224,2104,1548,1633,1584,1986,2618,3693,4391,2635,745,20832,1039,681,600,621,705,612,458,266,127,5110,13626,8808,7928,8472,9694,9549,8113,4028,1112,71325,10808,5343,5218,5724,6311,5283,3576,1312,305,43883,1053,1735,1853,2047,2460,2760,2739,1572,539,16754,78,260,395,506,711,1094,1246,901,355,5543,0,23,36,147,282,548,725,647,410,2817,1128,2015,2275,2697,3452,4405,4708,3114,1311,25112,913,559,541,605,676,622,479,360,254,5014,12855,7918,8032,9029,10441,10309,8759,4791,1872,74011,21851,11836,10956,11589,12692,10520,6845,2442,539,89262,2493,3163,3211,3671,4477,5266,5294,2890,874,31334,178,453,585,808,1165,1917,2384,1653,558,9687,8,34,68,206,426,919,1421,1203,629,4917,2678,3648,3866,4683,6067,8099,9096,5749,2055,45945,1955,1240,1142,1225,1380,1235,935,632,383,10123
CED128,14911,9566,9985,8831,7178,5541,2842,1101,286,60244,1438,1255,1222,1488,1892,2494,2263,1158,328,13546,54,98,134,252,459,837,1040,666,210,3753,6,12,18,56,160,401,608,536,195,1984,1499,1363,1375,1797,2512,3737,3906,2367,735,19285,1727,1093,1209,1144,946,774,545,318,139,7894,18144,12030,12567,11774,10631,10050,7297,3787,1157,87426,14764,8648,9465,8752,7145,5536,3052,1135,372,58871,1001,1283,1355,1721,2033,2691,2390,1342,545,14346,37,157,258,340,672,1057,1092,780,361,4745,4,5,38,111,264,539,657,597,311,2520,1040,1445,1653,2170,2965,4280,4135,2715,1219,21617,1736,940,1119,1051,918,792,553,353,267,7737,17543,11036,12238,11970,11026,10610,7734,4202,1859,88217,29677,18213,19454,17577,14326,11075,5890,2237,654,119115,2439,2536,2575,3217,3922,5184,4648,2503,873,27897,91,254,396,592,1126,1896,2132,1449,569,8503,5,14,54,166,424,937,1260,1134,510,4502,2533,2811,3030,3972,5474,8014,8039,5080,1951,40900,3467,2040,2321,2199,1861,1567,1095,672,403,15631
CED129,18378,9732,7586,12478,9697,5945,3300,1269,270,68658,1596,1547,1194,1861,2134,2314,2285,1363,321,14620,55,104,113,205,402,616,945,754,219,3411,0,9,10,25,71,171,437,507,218,1449,1653,1661,1318,2097,2606,3107,3664,2622,758,19483,889,564,469,602,603,412,329,203,159,4234,20924,11957,9373,15170,12905,9462,7293,4102,1187,92376,17859,8726,8175,13289,9813,6286,3907,1442,356,69845,1044,1737,1433,2104,2399,2399,2578,1535,520,15753,44,223,218,321,501,614,1006,813,351,4084,0,17,17,60,135,245,453,499,296,1723,1090,1973,1670,2486,3031,3254,4036,2848,1168,21568,812,530,512,690,611,503,351,236,182,4431,19765,11225,10358,16461,13461,10045,8297,4522,1707,95838,36242,18451,15763,25761,19508,12230,7208,2712,620,138500,2642,3284,2631,3965,4533,4716,4856,2900,842,30376,99,327,329,527,900,1231,1951,1566,571,7497,4,22,27,90,206,416,891,1009,517,3174,2745,3633,2983,4581,5639,6363,7697,5474,1925,41049,1706,1096,983,1285,1217,919,681,440,343,8660
CED130,11534,6454,6085,5497,5384,4892,3444,1440,295,45035,1752,1426,1434,1492,1925,2656,2859,1617,442,15602,148,196,250,335,526,1011,1410,985,310,5168,18,26,41,89,216,566,924,807,291,2980,1915,1645,1724,1916,2672,4238,5193,3411,1040,23754,1780,1300,1056,989,1104,1069,889,558,234,8969,15231,9394,8865,8401,9159,10196,9525,5412,1572,77752,11180,5783,5944,5397,5428,5083,3513,1641,459,44419,1274,1935,1981,1916,2208,2688,2781,1925,766,17475,113,422,486,555,733,1249,1404,1054,529,6550,6,22,90,176,390,778,989,890,477,3824,1397,2378,2558,2647,3334,4715,5170,3876,1776,27848,1746,1227,974,898,969,1000,828,623,365,8626,14326,9382,9473,8942,9735,10798,9509,6138,2596,80894,22721,12236,12030,10894,10818,9976,6951,3078,758,89452,3029,3357,3416,3409,4131,5344,5639,3542,1207,33071,259,620,732,897,1261,2262,2806,2042,841,11719,22,50,129,262,608,1348,1915,1702,766,6805,3306,4022,4282,4571,6004,8952,10360,7285,2815,51599,3529,2528,2024,1891,2075,2067,1715,1181,598,17597
CED131,11239,8536,9443,7396,6311,4698,2687,924,266,51507,1673,1953,2360,2055,2138,2529,2247,1171,408,16528,97,251,399,436,544,918,1073,773,294,4783,5,14,51,89,211,428,714,645,309,2464,1775,2216,2808,2577,2887,3874,4036,2593,1017,23779,984,1145,1030,801,801,708,467,280,175,6389,13998,11899,13278,10781,10005,9281,7182,3802,1453,81680,11023,7619,8276,7002,6260,4768,2771,1165,432,49319,1157,2782,3156,2420,2452,2697,2420,1453,763,19293,62,527,724,646,767,1053,1225,902,562,6464,4,33,81,156,303,603,821,736,567,3300,1221,3338,3958,3225,3513,4357,4466,3085,1897,29063,914,1060,851,707,700,623,464,367,418,6105,13159,12017,13086,10934,10478,9747,7705,4621,2746,84482,22264,16160,17721,14402,12570,9467,5459,2095,697,100824,2832,4738,5509,4472,4588,5226,4666,2625,1173,35826,158,778,1123,1084,1311,1972,2299,1669,855,11247,8,47,126,244,507,1034,1536,1382,878,5767,2998,5558,6762,5806,6402,8228,8505,5682,2914,52841,1900,2203,1880,1514,1501,1325,929,645,588,12492
CED132,12484,6737,9977,10783,8046,5643,3357,1380,345,58754,1020,1149,1674,1828,1832,1844,1954,1296,395,12993,18,107,189,223,299,480,743,591,258,2910,0,0,19,27,68,152,309,376,198,1162,1039,1256,1890,2072,2195,2481,3013,2264,853,17060,683,465,764,754,620,463,367,260,188,4559,14201,8458,12630,13602,10863,8585,6738,3911,1384,80375,12127,5858,10728,11637,8854,6246,4164,1682,516,61805,684,1430,2142,2036,1964,1980,2224,1495,753,14704,19,198,328,324,365,511,767,718,494,3718,0,11,24,46,87,177,323,384,348,1402,705,1637,2493,2407,2410,2666,3310,2602,1595,19819,662,428,786,839,643,516,468,378,483,5208,13493,7923,14003,14883,11905,9436,7939,4658,2591,86835,24612,12596,20701,22416,16896,11888,7520,3064,862,120554,1700,2583,3821,3861,3797,3828,4180,2794,1151,27703,38,299,521,544,661,990,1507,1307,748,6626,0,8,43,76,159,330,630,763,548,2559,1744,2899,4382,4480,4610,5151,6320,4867,2447,36883,1346,892,1548,1587,1267,978,834,638,666,9771
CED133,11301,6109,5459,5428,6055,6047,4507,1613,367,46885,1693,1422,1299,1715,2230,3283,3592,1830,502,17562,129,192,267,337,584,1279,1803,1124,388,6101,3,13,34,81,245,696,1158,927,414,3569,1829,1626,1597,2135,3056,5259,6558,3877,1298,27231,1700,1101,1260,1217,1191,1266,913,469,179,9294,14832,8839,8308,8773,10301,12575,11974,5958,1846,83408,11048,5246,5282,5615,6149,6280,4601,1691,483,46395,1254,1622,1894,2040,2461,3329,3558,2030,833,19030,90,322,461,603,914,1385,1719,1241,657,7389,3,38,66,188,445,826,1080,958,646,4255,1349,1986,2419,2830,3826,5543,6361,4232,2133,30674,1589,923,927,1001,1021,1100,926,521,297,8303,13981,8147,8636,9447,10985,12912,11886,6444,2922,85376,22348,11357,10746,11043,12202,12326,9107,3301,855,93285,2945,3044,3189,3755,4686,6617,7149,3856,1336,36588,220,516,729,935,1497,2665,3524,2362,1043,13491,7,53,100,267,690,1529,2243,1889,1056,7827,3175,3612,4021,4960,6874,10808,12915,8105,3440,57903,3292,2025,2185,2213,2212,2362,1843,990,478,17595
CED134,11474,5679,6697,5244,5045,4632,2782,1176,283,43015,1940,1235,1418,1470,1776,2591,2455,1366,406,14647,119,185,203,297,528,942,1272,853,264,4675,5,11,47,86,219,600,920,691,280,2870,2065,1429,1672,1853,2530,4134,4651,2914,954,22192,2544,1437,1448,1333,1358,1475,1090,625,230,11545,16086,8548,9813,8423,8933,10240,8527,4706,1461,76753,11369,5024,6496,5236,4809,4480,2698,1245,403,41758,1349,1537,2077,1772,2034,2485,2280,1633,669,15839,82,321,503,518,717,1227,1212,923,439,5937,4,32,71,151,385,789,961,746,390,3526,1446,1888,2650,2438,3133,4499,4449,3306,1503,25306,2441,1263,1416,1307,1298,1303,974,730,420,11161,15256,8172,10566,8984,9238,10281,8120,5280,2320,78220,22847,10699,13195,10478,9852,9114,5479,2421,683,84768,3290,2772,3490,3241,3809,5072,4732,2997,1079,30486,205,502,706,813,1246,2168,2484,1780,704,10614,5,46,120,237,609,1397,1883,1437,669,6394,3509,3322,4320,4289,5663,8633,9104,6217,2456,47494,4991,2704,2864,2638,2658,2777,2065,1352,648,22705
CED135,16856,10416,17530,15271,7484,5399,2765,1027,270,77012,1216,1141,1582,1999,1915,2135,1859,997,352,13190,27,87,201,252,384,689,800,531,202,3162,0,10,30,56,109,318,449,414,192,1589,1242,1243,1813,2301,2410,3135,3106,1939,749,17936,1652,1144,1882,1535,933,799,464,255,139,8805,19746,12797,21228,19107,10828,9335,6336,3224,1157,103754,16343,8709,16303,13111,7465,5503,3032,1108,309,71888,799,1291,1865,1863,1949,2201,1979,1219,499,13662,23,203,315,331,492,755,832,697,310,3952,0,7,34,95,223,399,519,477,287,2041,831,1507,2208,2286,2666,3359,3330,2389,1099,19661,1535,939,1610,1375,819,722,482,305,183,7970,18702,11154,20127,16769,10946,9578,6847,3800,1594,99517,33195,19127,33837,28379,14949,10901,5798,2135,584,148897,2017,2433,3448,3858,3859,4331,3835,2216,850,26857,48,292,521,583,875,1442,1625,1227,514,7114,0,25,59,145,338,718,976,885,484,3624,2065,2747,4023,4588,5071,6496,6435,4331,1846,37600,3184,2082,3498,2910,1751,1518,949,562,326,16779
CED136,13355,7291,7408,6655,6010,4822,3243,1341,238,50372,2306,1870,2169,2116,2430,2822,3004,1678,408,18806,219,262,412,493,718,1251,1633,1046,281,6308,9,19,56,116,243,644,1179,938,277,3475,2536,2155,2631,2726,3392,4714,5817,3664,956,28593,1533,880,944,833,822,774,603,427,143,6958,17426,10333,10986,10214,10225,10316,9657,5433,1345,85927,13215,6029,6892,6246,5788,5057,3504,1414,331,48473,1867,2446,2953,2713,2702,3072,3258,1901,668,21572,181,542,832,819,1076,1457,1765,1216,454,8338,8,30,137,250,532,918,1301,1000,499,4676,2055,3025,3915,3777,4310,5445,6318,4116,1614,34583,1443,748,781,756,724,703,671,466,293,6594,16712,9809,11589,10778,10834,11206,10493,5994,2242,89647,26569,13323,14304,12900,11799,9878,6740,2751,571,98844,4175,4318,5125,4833,5133,5898,6256,3577,1073,40381,397,811,1240,1306,1795,2706,3393,2257,730,14647,18,52,187,367,780,1559,2474,1940,772,8145,4594,5187,6551,6500,7707,10159,12137,7777,2581,63174,2977,1628,1722,1587,1547,1477,1277,898,438,13553
CED137,12984,10802,18945,12842,8098,6233,3375,1352,376,75009,873,1130,1778,1738,1686,2180,2096,1191,451,13127,34,83,175,215,283,485,756,615,301,2936,0,4,14,39,63,186,358,402,273,1335,908,1212,1971,1996,2034,2849,3208,2205,1020,17395,868,1101,1985,1296,819,632,476,269,203,7646,14765,13118,22893,16131,10942,9713,7053,3829,1608,100054,12946,10000,18200,12318,8983,7019,3939,1520,472,75399,595,1329,2030,1710,1882,2266,2287,1464,716,14286,11,151,316,266,373,651,845,765,456,3832,0,0,26,44,96,221,364,447,408,1620,612,1488,2373,2022,2346,3136,3494,2677,1588,19734,851,781,1466,977,707,673,469,338,366,6630,14410,12261,22044,15313,12039,10831,7913,4531,2428,101763,25939,20798,37141,25160,17081,13253,7316,2867,854,150407,1474,2463,3806,3451,3569,4444,4382,2657,1165,27409,48,228,491,485,654,1129,1596,1379,758,6768,0,10,46,80,160,406,716,852,680,2952,1516,2698,4345,4017,4376,5989,6700,4882,2610,37133,1716,1880,3451,2271,1522,1312,953,609,568,14279
CED138,11195,5708,5724,6619,6513,6019,4711,1739,485,48723,1254,1061,1077,1610,2034,2786,3277,1932,620,15638,90,122,150,238,436,883,1484,1083,438,4934,6,9,24,56,135,436,864,825,429,2778,1353,1196,1256,1904,2604,4098,5627,3841,1483,23350,1544,891,928,1079,1137,1084,936,499,276,8368,14090,7798,7907,9598,10254,11198,11272,6081,2246,80437,10889,5204,6273,7129,7119,6967,5015,1989,703,51292,905,1438,1509,1959,2327,3048,3487,2178,1099,17949,64,184,260,413,621,1087,1497,1207,669,5997,5,9,31,95,232,546,923,888,635,3357,976,1625,1798,2466,3179,4683,5908,4276,2404,27307,1411,810,929,1082,1064,1097,920,637,447,8395,13272,7646,9000,10680,11362,12748,11840,6900,3549,86993,22086,10917,12000,13746,13631,12988,9728,3731,1190,100013,2155,2496,2584,3566,4362,5831,6764,4108,1720,33591,156,311,409,655,1057,1970,2981,2290,1101,10935,12,21,54,147,365,980,1784,1707,1064,6132,2321,2822,3053,4363,5784,8784,11536,8110,3884,50657,2954,1700,1857,2159,2198,2179,1855,1145,721,16767
CED139,12362,6978,6607,5671,5418,4881,3147,1354,377,46795,1858,1571,1531,1612,1875,2607,2710,1581,496,15840,138,211,277,335,539,1088,1456,958,336,5328,8,14,37,88,233,562,1088,835,314,3173,2000,1800,1840,2037,2653,4245,5251,3370,1149,24347,1544,1275,1169,1109,1081,1020,760,504,180,8641,15906,10052,9615,8826,9152,10145,9161,5231,1702,79774,12269,6251,6140,5624,5327,4811,3317,1533,513,45795,1395,2035,2029,1938,2159,2669,2739,1789,893,17647,110,450,600,585,812,1185,1488,1041,536,6806,6,38,90,183,379,809,1047,871,551,3960,1506,2519,2725,2717,3347,4667,5266,3694,1980,28415,1543,949,824,797,840,878,712,546,285,7366,15318,9713,9687,9133,9516,10358,9295,5771,2773,81571,24630,13231,12748,11298,10752,9687,6463,2889,888,92590,3247,3606,3563,3555,4040,5275,5450,3367,1392,33491,243,657,874,926,1351,2276,2936,1995,873,12133,10,53,125,270,609,1362,2132,1702,861,7130,3507,4315,4565,4753,6000,8915,10519,7062,3127,52756,3087,2222,1986,1909,1923,1895,1472,1049,462,16006
CED140,10997,6176,5480,6209,6346,5224,3357,1492,374,45653,1358,1297,1341,1632,1991,2529,2671,1720,518,15059,74,146,219,270,467,844,1284,1061,391,4749,4,11,24,67,152,427,714,835,327,2554,1438,1454,1580,1962,2608,3796,4661,3618,1235,22359,1043,679,641,644,750,729,553,355,195,5581,13476,8309,7703,8815,9696,9751,8574,5463,1804,73596,10473,5393,5080,6349,6261,5622,3944,1712,555,45387,1013,1661,1743,2034,2276,2849,3043,2021,950,17601,66,304,404,441,723,1053,1467,1204,700,6358,3,17,58,125,275,612,891,872,563,3420,1081,1982,2206,2596,3279,4516,5402,4098,2223,27378,976,563,562,655,661,720,670,492,319,5609,12529,7943,7848,9598,10200,10855,10015,6305,3093,78375,21473,11575,10564,12563,12599,10842,7300,3205,925,91040,2369,2952,3088,3660,4275,5377,5716,3747,1472,32660,142,453,617,707,1188,1894,2750,2262,1094,11108,9,29,80,184,429,1035,1602,1710,893,5972,2522,3430,3787,4556,5888,8314,10062,7718,3465,49743,2017,1242,1200,1292,1405,1446,1225,847,510,11188
CED141,11035,6295,5716,5878,5911,4786,2957,1260,280,44125,1758,1575,1519,1719,2067,2597,2759,1709,520,16214,134,187,247,346,558,987,1375,1099,343,5270,10,15,26,62,187,482,940,966,365,3054,1900,1769,1793,2129,2813,4058,5075,3776,1229,24534,1107,721,634,678,758,626,481,327,159,5488,14039,8789,8141,8684,9487,9472,8509,5367,1667,74146,10606,5132,5284,5846,5731,5037,3395,1486,422,42933,1339,1895,2000,2194,2375,2832,3100,2058,800,18590,109,378,528,592,799,1203,1538,1267,583,7006,3,19,58,152,363,658,1070,1027,588,3948,1452,2293,2585,2943,3536,4694,5713,4351,1973,29537,1066,569,587,569,601,636,605,440,239,5306,13120,7998,8448,9352,9862,10362,9706,6275,2632,77775,21636,11435,11002,11727,11642,9823,6347,2748,701,87057,3100,3470,3514,3914,4433,5424,5859,3767,1319,34800,241,561,773,937,1354,2189,2920,2367,931,12270,11,36,85,215,551,1136,2008,1998,959,6999,3352,4067,4373,5067,6347,8752,10786,8132,3205,54074,2172,1292,1220,1247,1358,1261,1082,767,395,10796
CED142,6989,9953,26468,15886,8369,5431,2677,884,190,76856,477,1386,3963,2877,2188,2051,1629,812,222,15608,23,145,486,423,493,664,716,466,118,3535,0,8,42,68,165,280,382,276,108,1335,505,1539,4488,3364,2846,3004,2716,1555,459,20471,609,1196,2927,1741,1208,930,581,311,89,9582,8101,12687,33884,20990,12424,9368,5974,2749,735,106905,6728,10113,24321,12775,6466,4521,2623,936,227,68713,373,2229,4611,2462,1663,1746,1556,860,294,15791,13,308,752,462,414,571,638,422,192,3767,0,16,61,73,150,267,298,257,154,1271,391,2553,5423,3000,2226,2584,2492,1538,634,20833,529,1174,2459,1354,792,639,451,243,131,7764,7652,13840,32205,17131,9484,7743,5557,2712,985,97307,13716,20063,50789,28662,14840,9958,5302,1814,422,145564,853,3616,8573,5337,3854,3794,3182,1670,523,31399,40,453,1240,886,910,1235,1345,887,311,7301,0,20,98,140,311,551,679,533,263,2607,891,4095,9905,6360,5071,5586,5211,3097,1093,41307,1142,2371,5389,3095,1995,1568,1021,551,211,17346
