CED_CODE_2021,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
CED131,548,4029,277,4851,759,5798,497,7046,1245,11285,747,13278,1543,8698,542,10781,1681,7832,496,10005,1298,7556,428,9281,1249,5570,358,7182,575,2926,293,3802,74,1152,230,1453,8976,54839,3869,67683,712,3816,303,4831,1099,5690,396,7187,1589,10885,611,13086,2007,8483,444,10934,1852,8217,412,10478,1459,7914,369,9747,1364,5980,358,7705,603,3610,407,4621,90,2067,589,2746,10770,56668,3889,71326,1264,7840,585,9686,1855,11485,892,14233,2839,22173,1351,26362,3544,17185,984,21715,3534,16044,906,20481,2756,15470,795,19021,2612,11556,719,14886,1179,6533,705,8421,160,3219,811,4195,19746,111505,7755,139005
CED132,858,3219,113,4189,655,3444,170,4271,1396,10599,632,12630,1638,11382,583,13602,2002,8452,410,10863,1669,6613,304,8585,1499,4961,274,6738,838,2854,212,3911,114,1087,191,1384,10672,52608,2891,66175,905,2773,134,3812,788,3186,145,4116,1733,11627,647,14003,2416,11861,607,14883,2807,8700,395,11905,1977,7130,323,9436,1694,5905,335,7939,858,3474,324,4658,154,1952,489,2591,13335,56605,3395,73342,1764,5993,243,8001,1440,6633,320,8384,3130,22228,1282,26637,4054,23237,1195,28485,4810,17155,808,22770,3651,13741,627,18016,3197,10863,612,14675,1697,6331,538,8564,264,3040,678,3978,24010,109213,6292,139516
CED133,532,3856,473,4855,376,3141,466,3985,756,6495,1056,8308,1309,6461,998,8773,1607,7743,950,10301,2116,9477,987,12575,2357,8864,761,11974,1020,4461,475,5958,170,1458,218,1846,10249,51946,6377,68579,587,3409,432,4428,359,3035,329,3725,1004,6852,781,8636,1838,6822,793,9447,2052,8200,729,10985,2512,9642,768,12912,2919,8256,712,11886,1304,4581,556,6444,228,2283,408,2922,12805,53086,5501,71394,1121,7268,904,9286,734,6177,795,7703,1762,13351,1839,16948,3147,13283,1793,18220,3664,15950,1677,21285,4624,19118,1751,25491,5280,17118,1476,23867,2326,9044,1031,12398,403,3739,620,4765,23051,105034,11881,139966
CED134,489,3294,654,4438,301,3235,575,4108,1031,7527,1256,9813,1435,5860,1131,8423,1518,6291,1124,8933,1680,7356,1200,10240,1563,5966,995,8527,829,3264,608,4706,131,1088,244,1461,8976,43882,7801,60664,590,2995,597,4186,405,3078,507,3990,1281,8020,1258,10566,1927,5918,1141,8984,1869,6271,1096,9238,1992,7203,1091,10281,1934,5322,863,8120,1110,3431,742,5280,213,1706,405,2320,11319,43945,7694,62965,1075,6288,1250,8622,703,6306,1086,8098,2314,15551,2517,20378,3359,11776,2273,17408,3386,12566,2216,18177,3670,14564,2294,20522,3503,11290,1857,16652,1940,6695,1344,9984,343,2791,650,3784,20300,87828,15494,123625
CED135,505,3982,314,4802,673,6566,756,7999,1462,17791,1975,21228,1496,16160,1449,19107,1040,9018,773,10828,876,7839,624,9335,641,5340,352,6336,280,2717,221,3224,48,968,144,1157,7016,70379,6609,84005,577,3464,324,4363,898,5384,512,6792,1725,16852,1554,20127,1748,13805,1216,16769,1296,9006,651,10946,1001,8052,536,9578,708,5748,386,6847,301,3202,295,3800,59,1335,200,1594,8305,66846,5664,80820,1075,7445,640,9165,1570,11948,1268,14787,3186,34638,3525,41351,3243,29967,2666,35876,2333,18023,1419,21774,1873,15886,1158,18912,1347,11091,740,13183,582,5917,519,7022,105,2307,339,2750,15323,137227,12270,164828
CED136,421,4591,293,5297,332,4450,239,5030,738,9632,620,10986,1072,8603,530,10214,1129,8626,472,10225,1138,8694,480,10316,1446,7723,492,9657,751,4285,396,5433,97,1080,167,1345,7123,57685,3691,68504,519,4134,248,4896,450,4224,238,4909,1010,10055,528,11589,1553,8755,474,10778,1410,9005,412,10834,1521,9270,410,11206,1790,8195,502,10493,833,4718,443,5994,97,1793,350,2242,9191,60145,3598,72939,941,8720,541,10202,782,8680,478,9935,1744,19681,1146,22578,2623,17360,1004,20994,2544,17627,877,21056,2660,17966,891,21520,3238,15917,994,20148,1584,9002,841,11427,198,2877,510,3585,16318,117829,7296,141438
CED137,588,3349,182,4115,704,7492,805,8999,1541,19409,1945,22893,1367,13529,1234,16131,1308,9016,617,10942,1161,8116,440,9713,906,5788,357,7053,407,3198,234,3829,79,1316,208,1608,8051,71217,6023,85290,707,3333,177,4206,978,6574,504,8055,1768,18915,1368,22044,1741,12748,824,15313,1812,9766,459,12039,1346,9084,401,10831,1063,6536,310,7913,440,3783,310,4531,83,1947,391,2428,9935,72679,4740,87359,1297,6680,352,8326,1686,14063,1308,17054,3302,38322,3309,44942,3114,26274,2056,31446,3118,18782,1081,22985,2506,17194,846,20547,1973,12323,665,14966,841,6981,541,8357,162,3268,602,4033,17996,143893,10761,172643
CED138,462,3479,387,4329,312,2846,306,3465,727,6414,766,7907,1363,7381,855,9598,1653,7783,821,10254,1770,8642,789,11198,2087,8436,752,11272,920,4674,485,6081,150,1780,309,2246,9444,51430,5468,66349,532,3307,340,4172,389,2777,301,3474,1108,7106,788,9000,2016,7831,831,10680,2173,8386,808,11362,2414,9520,811,12748,2764,8372,703,11840,1228,5067,598,6900,207,2757,587,3549,12831,55127,5770,73723,992,6784,724,8502,705,5621,608,6937,1832,13522,1557,16911,3375,15215,1683,20279,3823,16167,1624,21616,4182,18162,1604,23944,4849,16809,1455,23116,2153,9744,1088,12984,361,4538,891,5793,22277,106558,11239,140075
CED139,715,3982,500,5198,534,3803,512,4852,1036,7633,943,9615,1570,6375,873,8826,1754,6560,838,9152,1930,7434,777,10145,2062,6460,633,9161,1123,3632,472,5231,176,1335,192,1702,10905,47230,5741,63872,833,3625,416,4875,656,3848,347,4842,1304,7747,630,9687,2004,6521,605,9133,2051,6912,553,9516,2114,7612,631,10358,2457,6226,619,9295,1300,3966,509,5771,247,2187,339,2773,12960,48648,4641,66254,1548,7612,910,10076,1187,7646,859,9694,2336,15389,1580,19302,3577,12899,1478,17955,3809,13476,1392,18668,4042,15046,1409,20494,4521,12688,1251,18454,2421,7602,979,10999,419,3526,530,4472,23863,95876,10388,130124
CED140,616,3541,225,4377,403,3344,189,3931,643,6582,475,7703,1150,7253,417,8815,1438,7775,487,9696,1360,7928,460,9751,1367,6765,445,8574,796,4276,393,5463,126,1364,314,1804,7890,48826,3401,60119,658,3294,182,4136,483,3134,186,3808,743,6692,407,7848,1576,7537,480,9598,1769,8023,405,10200,1646,8760,442,10855,1839,7640,531,10015,876,4856,568,6305,128,2304,662,3093,9721,52246,3871,65846,1273,6838,409,8514,881,6478,376,7741,1384,13273,884,15546,2727,14792,895,18415,3202,15801,896,19900,3014,16688,903,20601,3208,14402,982,18589,1675,9135,965,11769,251,3671,974,4904,17617,101077,7282,125967
CED141,444,3911,221,4577,322,3692,195,4208,606,7098,435,8141,1083,7196,403,8684,1293,7780,414,9487,1103,8002,367,9472,1265,6885,356,8509,728,4283,352,5367,109,1355,204,1667,6955,50198,2949,60106,518,3461,166,4144,417,3266,171,3858,799,7258,393,8448,1597,7386,370,9352,1446,8101,313,9862,1325,8705,332,10362,1533,7739,431,9706,809,4994,474,6275,112,2165,352,2632,8565,53072,3015,64660,960,7370,387,8720,740,6962,367,8066,1407,14354,832,16592,2682,14586,772,18037,2740,15881,726,19352,2432,16702,698,19836,2800,14624,792,18216,1540,9278,827,11649,223,3520,557,4300,15531,103269,5963,124765
CED142,361,1878,190,2433,1354,7989,905,10251,3258,27957,2662,33884,2188,17282,1523,20990,1570,9875,977,12424,1325,7299,741,9368,933,4532,519,5974,378,2055,318,2749,43,590,110,735,11398,79465,7950,98806,511,2072,204,2788,1801,8398,858,11057,3805,26110,2284,32205,2159,13820,1150,17131,1566,7289,633,9484,1358,5891,492,7743,940,4225,386,5557,356,2098,261,2712,52,777,158,985,12557,70674,6425,89657,873,3952,397,5221,3153,16390,1765,21303,7063,54071,4948,66085,4344,31101,2672,38113,3135,17163,1607,21905,2687,13185,1236,17105,1873,8755,906,11536,735,4148,577,5460,89,1366,268,1726,23954,150132,14378,188461
CED143,834,3407,129,4371,520,3089,148,3751,1039,7932,410,9384,1460,8604,404,10472,2324,8322,316,10966,1838,6654,299,8789,1315,4431,222,5972,763,2828,188,3780,141,1147,113,1406,10231,46418,2239,58881,981,3062,114,4161,646,2984,116,3746,1284,8787,453,10524,2179,9008,394,11576,3089,8531,355,11972,1974,6970,267,9210,1443,5219,237,6898,836,3594,239,4672,142,1743,299,2188,12571,49901,2471,64948,1822,6473,245,8534,1167,6072,264,7500,2320,16720,863,19905,3633,17612,802,22047,5413,16849,676,22937,3809,13621,564,17994,2756,9655,456,12869,1591,6427,432,8447,287,2889,417,3588,22801,96320,4708,123828
CED144,413,4622,394,5430,582,5642,613,6840,1082,13105,1492,15677,1011,11107,1148,13263,869,9380,805,11052,741,8630,665,10043,454,5954,424,6830,211,3467,333,4011,47,1367,188,1598,5419,63277,6059,74749,499,4249,354,5102,721,4913,457,6084,1221,11623,1138,13979,1202,10372,957,12533,1046,9728,739,11507,864,8735,606,10202,605,6315,426,7345,224,3849,381,4453,54,2031,349,2431,6428,61821,5398,73641,914,8870,749,10532,1305,10553,1072,12922,2298,24734,2629,29658,2215,21483,2107,25802,1911,19109,1544,22568,1611,17371,1271,20243,1061,12262,848,14172,443,7319,716,8469,99,3397,533,4030,11848,125095,11457,148398
CED145,742,2294,196,3233,527,2594,227,3343,1559,11137,978,13674,1591,8951,679,11224,1831,7086,446,9365,1462,5489,337,7288,1125,4334,293,5753,516,2735,311,3567,126,1010,360,1494,9478,45632,3832,58943,785,2180,155,3124,807,3021,226,4052,2061,12797,977,15835,2043,9014,607,11670,2352,7030,437,9818,1651,5588,323,7561,1327,4789,333,6450,670,3220,500,4388,125,1525,762,2412,11819,49177,4315,65315,1531,4470,357,6356,1334,5620,453,7399,3610,23940,1960,29509,3636,17969,1284,22889,4184,14115,881,19184,3115,11075,659,14854,2453,9128,623,12206,1182,5959,809,7953,251,2536,1122,3903,21298,94805,8150,124257
CED146,439,6625,490,7550,493,6319,408,7219,747,11278,849,12879,956,11978,899,13833,887,10693,663,12241,688,9716,629,11035,439,5863,392,6694,156,2575,335,3070,22,672,245,938,4833,65712,4916,75458,577,6038,437,7047,683,5669,378,6732,997,12250,930,14177,1215,12680,953,14845,1013,11269,687,12970,733,9820,556,11107,486,6174,422,7078,151,2870,376,3399,24,1006,364,1394,5882,67776,5095,78757,1007,12661,925,14596,1179,11985,782,13950,1750,23524,1778,27054,2173,24657,1849,28678,1904,21964,1349,25218,1420,19536,1183,22144,926,12037,814,13772,314,5450,711,6466,50,1671,615,2331,10717,133486,10006,154210
CED147,531,4425,267,5231,315,4187,224,4727,688,8402,446,9538,1005,8209,484,9699,1223,8471,489,10181,1130,8620,403,10150,1382,7151,403,8936,762,4423,407,5585,130,1394,354,1873,7166,55286,3477,65928,614,4171,250,5037,425,3923,210,4560,864,8713,496,10083,1368,8473,453,10295,1456,9024,430,10917,1343,9339,411,11092,1728,7976,436,10147,917,5158,484,6556,132,2055,436,2620,8856,58835,3613,71307,1150,8599,519,10265,742,8115,435,9290,1553,17115,941,19618,2375,16678,940,19998,2684,17494,923,21099,2470,17962,813,21244,3115,15126,842,19079,1675,9576,889,12146,257,3448,788,4497,16020,114125,7091,137237
CED194,18,141,95,253,32,243,138,411,70,676,417,1164,78,535,489,1108,62,504,440,1010,88,546,321,949,69,454,129,648,17,112,36,166,0,13,5,19,437,3215,2074,5734,27,168,87,279,44,240,132,418,101,590,336,1022,68,390,284,749,77,383,209,666,101,454,149,698,54,287,59,404,10,77,17,104,0,19,12,32,474,2614,1295,4381,45,304,181,532,74,483,276,829,175,1262,753,2187,148,929,779,1859,141,886,650,1678,187,1000,468,1648,120,739,194,1055,25,193,59,277,0,29,17,49,915,5827,3372,10112
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,514,4167,159,4843,654,4209,178,5036,942,8629,448,10030,1331,9153,396,10879,1504,8497,358,10352,1253,8333,257,9838,1060,6212,238,7519,580,3243,223,4047,91,1115,133,1333,7927,53557,2390,63878,611,3706,155,4472,755,3696,171,4627,1116,8700,375,10190,1899,9115,384,11402,1727,9195,280,11196,1345,9051,290,10687,1232,6973,278,8477,638,3897,316,4851,101,1834,264,2203,9424,56175,2512,68114,1135,7871,311,9314,1403,7909,349,9661,2065,17335,825,20219,3227,18272,779,22280,3223,17693,632,21548,2592,17385,552,20530,2292,13191,516,15998,1220,7140,534,8898,191,2949,396,3540,17355,109736,4903,131987
CED202,610,3769,285,4658,419,3618,276,4316,926,7863,568,9358,1316,7020,468,8812,1640,7265,560,9467,1554,7279,493,9326,1799,6038,490,8333,782,3070,340,4196,118,985,198,1302,9167,46916,3687,59771,772,3367,308,4447,632,3415,266,4314,1130,7843,551,9530,1764,7488,486,9741,1913,7743,495,10156,1820,7876,484,10173,1954,6605,485,9040,850,3508,427,4783,122,1762,356,2237,10958,49615,3861,64432,1375,7134,596,9108,1050,7032,541,8630,2057,15715,1116,18890,3081,14512,961,18557,3550,15015,1058,19622,3373,15155,981,19499,3758,12646,975,17372,1635,6574,771,8981,242,2749,554,3545,20120,96532,7555,124204
CED203,524,3475,302,4299,486,3421,280,4179,892,7278,773,8944,1276,6781,669,8722,1648,6905,683,9235,1659,7217,636,9512,2029,6293,557,8881,951,3424,385,4757,160,1168,268,1597,9616,45945,4566,60122,624,3305,279,4209,564,3315,222,4100,1167,7692,577,9431,1809,7159,557,9522,1985,7348,550,9882,1929,8105,571,10611,2291,6647,540,9476,944,3837,499,5283,134,1830,504,2462,11444,49235,4301,64985,1149,6779,582,8508,1049,6733,503,8279,2061,14962,1349,18378,3087,13936,1227,18254,3633,14247,1236,19119,3580,15323,1214,20117,4319,12938,1102,18353,1897,7264,888,10043,290,2995,775,4060,21061,95181,8870,125110
CED204,407,4967,363,5740,547,5463,461,6468,930,11705,1192,13825,1054,10717,871,12645,1101,9660,656,11413,874,9071,540,10483,645,6425,351,7428,306,3222,276,3811,52,1037,123,1206,5924,62268,4835,73021,537,4474,329,5335,700,4704,345,5754,1033,10743,878,12655,1293,10332,733,12359,1180,9710,632,11519,973,9373,485,10833,782,6690,428,7902,304,3631,310,4243,64,1732,207,2004,6880,61377,4338,72599,944,9440,695,11078,1253,10171,811,12226,1966,22445,2069,26482,2347,21053,1602,25001,2279,19362,1288,22936,1851,18440,1025,21311,1431,13112,781,15323,611,6850,586,8050,115,2772,328,3212,12800,123649,9173,145620
CED205,314,5414,431,6156,396,6011,510,6921,833,13809,1297,15946,953,13038,1085,15078,659,9177,672,10505,525,7972,488,8984,341,4508,271,5122,115,2067,160,2339,19,502,65,580,4152,62507,4983,71640,420,5087,367,5868,638,5376,411,6423,1021,14196,1079,16294,1118,12618,922,14649,757,9576,611,10941,528,7935,469,8934,313,4928,290,5535,110,2300,194,2609,6,799,98,901,4914,62812,4430,72154,730,10502,796,12026,1035,11387,926,13349,1850,28014,2380,32238,2072,25656,2004,29729,1415,18752,1280,21444,1056,15904,952,17912,658,9440,556,10657,232,4370,355,4948,25,1301,159,1482,9068,125311,9417,143794
CED206,524,4238,223,4981,458,3870,206,4532,897,8207,440,9543,1491,8050,417,9954,1726,8377,489,10587,1500,8043,409,9948,1481,6041,324,7844,731,3176,257,4168,92,921,81,1095,8900,50919,2841,62660,654,3723,196,4578,630,3449,146,4227,1181,8157,393,9727,2057,8179,375,10610,2046,8643,434,11120,1759,8400,384,10537,1789,6510,346,8648,759,3454,241,4451,98,1372,126,1599,10973,51896,2635,65494,1179,7968,420,9563,1086,7324,350,8754,2077,16370,831,19271,3544,16229,787,20562,3771,17020,919,21712,3255,16437,792,20483,3274,12548,669,16491,1495,6631,499,8622,194,2294,208,2699,19871,102810,5473,128156
CED207,748,4790,220,5761,1207,6563,523,8295,1294,11492,952,13741,1249,9951,550,11753,1734,8995,412,11141,1333,7891,289,9511,1204,5978,268,7450,913,4311,282,5505,219,2139,219,2583,9912,62115,3709,75730,995,4369,198,5557,1489,5274,411,7176,1339,10275,703,12312,1750,10289,467,12505,2085,9794,411,12293,1521,8489,332,10334,1450,7085,325,8859,1010,5644,346,6996,247,3195,388,3826,11876,64419,3568,79864,1739,9161,420,11321,2694,11840,936,15469,2630,21772,1650,26052,3007,20235,1017,24258,3824,18794,823,23436,2849,16377,618,19846,2656,13064,587,16313,1924,9953,624,12503,465,5332,603,6401,21790,126536,7278,155599
CED208,348,3069,145,3557,569,4084,332,4988,1440,12256,810,14509,1383,10397,596,12381,1498,8535,470,10504,959,6461,364,7781,605,4249,303,5166,246,2839,254,3340,53,1312,216,1582,7098,53207,3499,63802,535,2817,176,3526,804,3829,226,4858,2056,12539,712,15305,2076,10340,514,12931,1914,8699,400,11015,1231,6846,338,8417,787,4842,328,5953,304,3675,325,4310,58,2061,363,2486,9770,55638,3395,68799,877,5880,325,7078,1375,7907,564,9849,3497,24797,1525,29817,3459,20738,1110,25311,3413,17233,877,21520,2188,13302,708,16198,1396,9094,629,11117,552,6513,580,7645,111,3374,582,4071,16861,108846,6892,132603
CED209,552,3516,211,4278,513,3598,251,4366,867,7683,437,8983,1327,7743,388,9459,1543,6947,392,8885,1415,6495,394,8305,1881,6412,470,8765,952,3328,350,4636,141,1141,204,1477,9197,46866,3097,59157,686,3289,226,4195,675,3268,209,4152,1029,7926,378,9334,1892,8157,414,10463,1818,7467,356,9645,1739,7599,389,9722,2132,6993,479,9605,1004,3734,434,5172,153,1840,366,2362,11137,50270,3252,64658,1237,6806,436,8476,1190,6868,460,8523,1899,15605,811,18315,3221,15894,806,19922,3362,14413,749,18524,3158,14095,777,18027,4017,13409,948,18371,1963,7057,786,9805,288,2978,570,3841,20333,97129,6349,123811
CED210,568,3838,270,4681,559,4315,423,5299,1038,9900,1135,12069,1201,7942,882,10028,1395,7697,671,9760,1169,7456,505,9128,1247,5792,386,7424,639,3110,285,4026,90,1198,153,1443,7909,51251,4706,63867,666,3480,234,4384,750,4072,279,5103,1270,9799,642,11713,1651,8277,551,10485,1648,8265,463,10375,1311,8176,377,9860,1422,6620,444,8487,652,4050,375,5086,104,1957,266,2330,9471,54698,3634,67806,1236,7320,505,9064,1307,8393,701,10402,2307,19697,1775,23778,2856,16219,1438,20514,3047,15957,1132,20133,2481,15630,875,18988,2666,12411,833,15914,1286,7159,662,9111,198,3166,416,3776,17388,105949,8346,131674
CED211,619,4277,146,5045,625,4143,182,4951,1049,8685,432,10160,1517,9656,411,11585,1858,8570,367,10795,1370,7664,264,9302,1348,5692,270,7316,825,3475,272,4570,151,1380,253,1785,9362,53545,2592,65500,766,3654,103,4525,793,3552,142,4485,1229,8900,407,10537,2195,9889,401,12488,2248,9119,299,11659,1579,8384,274,10236,1635,6895,315,8845,950,4524,436,5914,149,2311,602,3066,11549,57223,2976,71749,1387,7931,254,9568,1418,7697,318,9432,2278,17582,835,20697,3710,19548,810,24068,4108,17685,665,22458,2945,16051,540,19537,2985,12583,586,16157,1775,8005,708,10489,300,3691,854,4847,20908,110773,5567,137248
CED212,344,4241,243,4825,336,3775,216,4323,689,8482,599,9771,1054,8873,608,10535,1259,8870,636,10763,945,7951,497,9384,931,5811,334,7077,499,3170,289,3959,88,1052,193,1337,6147,52223,3609,61978,480,3636,274,4384,514,3509,220,4242,904,8731,588,10217,1598,9152,551,11301,1566,9142,496,11209,1158,8460,401,10020,1257,6418,363,8033,601,3737,389,4724,107,1745,371,2215,8188,54511,3650,66354,830,7874,514,9215,847,7282,438,8568,1597,17214,1185,19993,2646,18025,1156,21835,2826,18010,1136,21967,2104,16410,894,19405,2193,12225,698,15113,1101,6906,683,8681,198,2795,565,3550,14333,106737,7261,128332
CED213,306,3744,279,4328,282,3139,198,3620,532,5753,420,6707,935,6010,474,7424,1371,7288,579,9238,1435,7786,541,9763,1980,7699,630,10310,1228,4949,525,6704,207,1794,334,2332,8274,48167,3979,60419,425,3185,291,3900,351,2659,200,3213,651,5884,400,6944,1317,6505,470,8298,1633,8200,572,10404,1739,8687,568,10995,2449,8502,687,11638,1386,5652,661,7697,229,2372,560,3161,10183,51657,4413,66247,729,6931,576,8232,634,5798,399,6826,1182,11645,820,13646,2255,12519,941,15714,3009,15485,1156,19647,3166,16479,1105,20756,4433,16201,1316,21953,2615,10602,1186,14401,438,4165,887,5492,18462,99821,8393,126669
CED214,282,3610,334,4224,531,5311,568,6407,1295,15363,1649,18315,1151,11757,1086,13996,978,9049,763,10792,730,7801,606,9141,513,5594,439,6545,190,2941,353,3480,42,1059,172,1267,5709,62488,5981,74181,361,3478,288,4128,738,4761,441,5938,1610,14158,1304,17067,1417,11245,882,13541,1156,9188,637,10976,977,7593,517,9081,645,6025,413,7083,214,3501,359,4074,23,1759,358,2148,7136,61707,5197,74038,642,7083,625,8354,1266,10074,1009,12347,2901,29516,2955,35377,2567,23003,1969,27544,2137,18243,1399,21769,1708,15391,1121,18224,1158,11615,853,13633,400,6438,714,7554,66,2824,534,3419,12842,124192,11180,148218
CED215,404,4248,302,4956,441,4328,531,5302,939,11713,1405,14064,1688,15423,1290,18407,1610,9823,661,12098,984,6969,421,8386,727,4637,260,5628,302,2261,165,2728,62,827,68,952,7165,60238,5111,72514,529,3843,239,4611,582,3659,269,4509,1174,12524,940,14639,2076,15025,856,17954,1766,9862,512,12142,1061,7350,347,8759,851,5093,256,6207,320,2841,185,3347,51,1395,121,1573,8418,61584,3724,73730,938,8094,544,9572,1022,7989,796,9810,2115,24240,2350,28701,3763,30447,2150,36362,3382,19682,1169,24236,2049,14320,771,17137,1582,9731,518,11831,621,5101,348,6068,113,2218,191,2518,15586,121824,8839,146246
CED216,444,3404,421,4263,355,3049,371,3782,854,6625,1033,8511,1219,6006,961,8185,1434,6575,806,8818,1835,8273,813,10923,2363,7951,826,11138,1131,4076,515,5727,141,1202,250,1598,9775,47173,5998,62950,466,3133,390,3991,393,2884,311,3587,999,7002,698,8700,1634,6224,709,8565,1703,7237,672,9611,2241,8757,739,11735,2627,7567,763,10956,1221,4197,559,5982,194,1750,394,2340,11481,48754,5231,65464,912,6535,807,8251,751,5937,679,7366,1857,13636,1728,17215,2850,12228,1673,16748,3139,13813,1485,18427,4075,17033,1549,22658,4990,15515,1588,22098,2346,8277,1082,11705,335,2955,651,3939,21253,95928,11226,128407
CED217,669,4481,156,5299,631,3637,164,4432,685,6232,373,7287,1155,7637,362,9156,2140,8814,386,11328,1752,7690,256,9700,1467,5647,237,7352,818,3197,223,4238,140,1380,167,1690,9447,48708,2328,60488,811,3971,151,4928,720,3092,103,3915,853,6483,340,7680,1793,8212,372,10378,2734,9662,391,12790,1935,8264,287,10487,1708,6447,345,8502,877,4129,335,5344,212,2557,364,3131,11638,52811,2689,67140,1477,8452,299,10235,1351,6728,266,8344,1534,12717,714,14967,2948,15848,735,19531,4874,18468,775,24118,3687,15952,545,20184,3174,12099,581,15854,1691,7323,558,9578,354,3938,534,4822,21092,101523,5011,127627
CED218,380,5124,351,5854,409,5120,628,6151,681,10926,1575,13183,932,11825,1311,14070,871,9920,775,11571,651,7938,460,9051,434,5684,297,6413,189,2557,184,2937,26,628,62,717,4589,59726,5638,69945,456,4945,281,5680,607,4474,293,5374,852,11153,957,12960,1152,12143,825,14122,992,10468,585,12050,698,8464,393,9556,489,6039,299,6828,158,2684,166,3013,25,1012,96,1133,5443,61387,3893,70721,842,10067,631,11541,1022,9592,920,11527,1534,22077,2530,26143,2089,23970,2131,28195,1865,20389,1363,23619,1352,16403,855,18609,930,11722,589,13241,355,5247,353,5950,55,1644,151,1848,10029,121111,9527,140670
