region_id,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
CED131,1004,3531,657,5192,675,3203,365,4243,1114,5480,603,7197,1892,5750,648,8290,2373,6666,706,9745,2463,6471,687,9621,1849,4397,666,6912,700,2427,595,3722,90,737,194,1021,12160,38662,5121,55943,1148,3341,596,5085,792,3250,267,4309,1509,5635,429,7573,2669,5840,536,9045,2891,6775,569,10235,2864,6067,516,9447,2468,4006,708,7182,1073,2689,759,4521,154,1483,433,2070,15568,39086,4813,59467,2152,6872,1253,10277,1467,6453,632,8552,2623,11115,1032,14770,4561,11590,1184,17335,5264,13441,1275,19980,5327,12538,1203,19068,4317,8403,1374,14094,1773,5116,1354,8243,244,2220,627,3091,27728,77748,9934,115410
CED132,508,3102,405,4015,767,4740,450,5957,1197,8372,721,10290,1295,6919,578,8792,1400,6823,627,8850,1230,5675,509,7414,896,3421,454,4771,341,2181,464,2986,60,826,216,1102,7694,42059,4424,54177,709,2826,335,3870,1128,4491,330,5949,1477,7722,505,9704,1858,6508,448,8814,1626,6659,483,8768,1409,5529,411,7349,1118,3545,480,5143,516,3064,659,4239,116,1777,364,2257,9957,42121,4015,56093,1217,5928,740,7885,1895,9231,780,11906,2674,16094,1226,19994,3153,13427,1026,17606,3026,13482,1110,17618,2639,11204,920,14763,2014,6966,934,9914,857,5245,1123,7225,176,2603,580,3359,17651,84180,8439,110270
CED133,1298,2190,377,3865,728,3198,373,4299,1859,10394,990,13243,1958,9303,796,12057,2089,6676,548,9313,1675,5429,470,7574,1131,3265,339,4735,482,1882,275,2639,128,792,138,1058,11348,43129,4306,58783,1004,2060,294,3358,968,3349,327,4644,2418,10923,917,14258,3126,8937,682,12745,2963,6552,506,10021,2131,5946,444,8521,1405,3435,397,5237,704,2410,413,3527,168,1854,327,2349,14887,45466,4307,64660,2302,4250,671,7223,1696,6547,700,8943,4277,21317,1907,27501,5084,18240,1478,24802,5052,13228,1054,19334,3806,11375,914,16095,2536,6700,736,9972,1186,4292,688,6166,296,2646,465,3407,26235,88595,8613,123443
CED134,718,3188,533,4439,507,2634,290,3431,795,4550,462,5807,1344,5457,508,7309,1894,6776,604,9274,2066,6976,568,9610,1550,4520,553,6623,721,2832,590,4143,100,989,254,1343,9695,37922,4362,51979,834,2960,437,4231,581,2494,194,3269,1175,4714,300,6189,2200,5493,407,8100,2557,6818,447,9822,2689,6574,475,9738,2195,4267,581,7043,1041,3305,739,5085,177,1921,397,2495,13449,38546,3977,55972,1552,6148,970,8670,1088,5128,484,6700,1970,9264,762,11996,3544,10950,915,15409,4451,13594,1051,19096,4755,13550,1043,19348,3745,8787,1134,13666,1762,6137,1329,9228,277,2910,651,3838,23144,76468,8339,107951
CED135,738,3589,849,5176,516,3080,451,4047,1271,5806,842,7919,2108,6432,878,9418,2627,6974,932,10533,2245,6649,880,9774,1599,4716,826,7141,664,2404,647,3715,76,729,148,953,11844,40379,6453,58676,820,3167,701,4688,649,3088,325,4062,1792,6173,529,8494,3043,6024,703,9770,3059,6673,686,10418,2649,5787,652,9088,2233,3781,748,6762,964,2587,650,4201,173,1362,284,1819,15382,38642,5278,59302,1558,6756,1550,9864,1165,6168,776,8109,3063,11979,1371,16413,5151,12456,1581,19188,5686,13647,1618,20951,4894,12436,1532,18862,3832,8497,1574,13903,1628,4991,1297,7916,249,2091,432,2772,27226,79021,11731,117978
CED136,669,3505,688,4862,713,4939,804,6456,1703,14257,1875,17835,1380,9878,1096,12354,1310,7721,882,9913,906,5758,616,7280,579,3474,478,4531,279,2048,409,2736,33,642,184,859,7572,52222,7032,66826,734,3072,526,4332,882,4780,602,6264,1960,13744,1316,17020,1960,9027,864,11851,1614,7590,764,9968,1072,5831,555,7458,756,3607,472,4835,375,2558,549,3482,79,1267,438,1784,9432,51476,6086,66994,1403,6577,1214,9194,1595,9719,1406,12720,3663,28001,3191,34855,3340,18905,1960,24205,2924,15311,1646,19881,1978,11589,1171,14738,1335,7081,950,9366,654,4606,958,6218,112,1909,622,2643,17004,103698,13118,133820
CED137,444,3168,495,4107,332,2544,249,3125,602,4682,366,5650,1087,5734,461,7282,1416,6594,530,8540,1674,6389,581,8644,1658,5263,677,7598,621,2911,623,4155,98,816,263,1177,7932,38101,4245,50278,600,3036,431,4067,431,2364,188,2983,947,4741,323,6011,1899,5847,401,8147,1855,6660,464,8979,2271,6497,506,9274,2054,4856,633,7543,826,2934,789,4549,129,1388,508,2025,11012,38323,4243,53578,1044,6204,926,8174,763,4908,437,6108,1549,9423,689,11661,2986,11581,862,15429,3271,13254,994,17519,3945,12886,1087,17918,3712,10119,1310,15141,1447,5845,1412,8704,227,2204,771,3202,18944,76424,8488,103856
CED138,639,3329,713,4681,754,5662,1084,7500,1534,13852,2311,17697,1377,9617,1400,12394,1425,8017,1072,10514,1007,6017,642,7666,579,3585,485,4649,264,2240,374,2878,46,741,156,943,7625,53060,8237,68922,834,3129,552,4515,916,5130,636,6682,1837,12825,1483,16145,2069,9514,1009,12592,1745,8132,839,10716,1271,6293,543,8107,724,3703,431,4858,346,2685,451,3482,93,1418,338,1849,9835,52829,6282,68946,1473,6458,1265,9196,1670,10792,1720,14182,3371,26677,3794,33842,3446,19131,2409,24986,3170,16149,1911,21230,2278,12310,1185,15773,1303,7288,916,9507,610,4925,825,6360,139,2159,494,2792,17460,105889,14519,137868
CED139,569,3173,567,4309,347,2195,304,2846,776,4452,446,5674,1563,6040,568,8171,2234,6982,699,9915,2127,6996,614,9737,1325,4459,557,6341,525,2973,627,4125,95,1017,292,1404,9561,38287,4674,52522,742,2757,433,3932,480,2039,177,2696,1213,4710,364,6287,2659,6240,484,9383,2911,7487,571,10969,2588,6574,543,9705,1764,4241,625,6630,770,3272,860,4902,137,1671,456,2264,13264,38991,4513,56768,1311,5930,1000,8241,827,4234,481,5542,1989,9162,810,11961,4222,12280,1052,17554,5145,14469,1270,20884,4715,13570,1157,19442,3089,8700,1182,12971,1295,6245,1487,9027,232,2688,748,3668,22825,77278,9187,109290
CED140,935,3716,737,5388,726,3652,501,4879,1180,6311,862,8353,1928,6296,867,9091,2458,6661,792,9911,2071,5939,639,8649,1487,3696,628,5811,622,2288,518,3428,111,699,179,989,11518,39258,5723,56499,1073,3371,634,5078,831,3530,316,4677,1549,6391,451,8391,2652,6065,472,9189,2754,6416,534,9704,2337,5480,506,8323,1893,3423,604,5920,946,2605,632,4183,161,1458,373,1992,14196,38739,4522,57457,2008,7087,1371,10466,1557,7182,817,9556,2729,12702,1313,16744,4580,12361,1339,18280,5212,13077,1326,19615,4408,11419,1145,16972,3380,7119,1232,11731,1568,4893,1150,7611,272,2157,552,2981,25714,77997,10245,113956
CED141,707,3237,572,4516,443,3049,310,3802,750,5381,502,6633,1286,6499,541,8326,1648,6872,702,9222,1452,6259,569,8280,1167,4458,607,6232,550,2797,633,3980,111,1061,319,1491,8114,39613,4755,52482,745,2945,399,4089,518,2899,210,3627,1040,5505,387,6932,2199,6387,478,9064,2196,7246,611,10053,1895,6516,542,8953,1654,4644,662,6960,782,3659,890,5331,169,1883,740,2792,11198,41684,4919,57801,1452,6182,971,8605,961,5948,520,7429,1790,10886,889,13565,3485,12886,1019,17390,3844,14118,1313,19275,3347,12775,1111,17233,2821,9102,1269,13192,1332,6456,1523,9311,280,2944,1059,4283,19312,81297,9674,110283
CED142,482,3502,531,4515,376,2894,203,3473,545,5322,315,6182,1040,6368,459,7867,1263,6771,492,8526,1177,6266,444,7887,1094,4713,533,6340,517,2870,626,4013,56,848,227,1131,6550,39554,3830,49934,567,3263,398,4228,483,2761,198,3442,836,5394,258,6488,1745,6315,380,8440,1601,6991,429,9021,1561,6630,390,8581,1416,5031,620,7067,602,3479,783,4864,86,1405,353,1844,8897,41269,3809,53975,1049,6765,929,8743,859,5655,401,6915,1381,10716,573,12670,2785,12683,839,16307,2864,13762,921,17547,2738,12896,834,16468,2510,9744,1153,13407,1119,6349,1409,8877,142,2253,580,2975,15447,80823,7639,103909
CED143,450,1921,602,2973,1321,6537,1719,9577,3241,19673,3682,26596,2295,12238,1930,16463,1671,7408,1299,10378,1274,5378,994,7646,588,2846,706,4140,191,1358,411,1960,20,299,111,430,11051,57658,11454,80163,701,2019,468,3188,2001,7186,1469,10656,3882,18420,2871,25173,2305,9708,1321,13334,1879,5806,962,8647,1430,4935,794,7159,750,2591,571,3912,213,1520,405,2138,31,645,194,870,13192,52830,9055,75077,1151,3940,1070,6161,3322,13723,3188,20233,7123,38093,6553,51769,4600,21946,3251,29797,3550,13214,2261,19025,2704,10313,1788,14805,1338,5437,1277,8052,404,2878,816,4098,51,944,305,1300,24243,110488,20509,155240
CED144,548,3599,541,4688,417,3036,249,3702,616,5799,391,6806,1043,6592,499,8134,1288,7296,559,9143,1201,6329,532,8062,1116,4603,548,6267,512,2820,570,3902,57,744,189,990,6798,40818,4078,51694,715,3329,441,4485,540,2901,215,3656,900,5897,348,7145,1662,6672,424,8758,1672,7348,481,9501,1615,6409,501,8525,1454,4972,626,7052,574,3233,735,4542,88,1475,316,1879,9220,42236,4087,55543,1263,6928,982,9173,957,5937,464,7358,1516,11696,739,13951,2705,13264,923,16892,2960,14644,1040,18644,2816,12738,1033,16587,2570,9575,1174,13319,1086,6053,1305,8444,145,2219,505,2869,16018,83054,8165,107237
CED145,822,2338,348,3508,611,2769,342,3722,1542,8792,1036,11370,2089,9400,866,12355,2284,6907,664,9855,1578,5186,508,7272,1174,3386,385,4945,544,1934,315,2793,125,817,186,1128,10769,41529,4650,56948,942,2088,306,3336,776,2742,273,3791,2003,9273,886,12162,3278,9196,753,13227,3138,6688,574,10400,1916,5599,513,8028,1535,3643,454,5632,688,2535,487,3710,172,1736,420,2328,14448,43500,4666,62614,1764,4426,654,6844,1387,5511,615,7513,3545,18065,1922,23532,5367,18596,1619,25582,5422,13595,1238,20255,3494,10785,1021,15300,2709,7029,839,10577,1232,4469,802,6503,297,2553,606,3456,25217,85029,9316,119562
CED146,544,4194,834,5572,531,4926,732,6189,1109,10822,1303,13234,1003,8861,949,10813,1006,8501,996,10503,689,6449,681,7819,383,4301,556,5240,181,2596,483,3260,36,739,245,1020,5482,51389,6779,63650,749,3665,648,5062,745,4660,567,5972,1301,10513,1132,12946,1394,8937,1002,11333,1258,8568,853,10679,831,6364,638,7833,492,4229,553,5274,306,3005,629,3940,61,1209,457,1727,7137,51150,6479,64766,1293,7859,1482,10634,1276,9586,1299,12161,2410,21335,2435,26180,2397,17798,1951,22146,2264,17069,1849,21182,1520,12813,1319,15652,875,8530,1109,10514,487,5601,1112,7200,97,1948,702,2747,12619,102539,13258,128416
CED147,668,1833,478,2979,740,3135,734,4609,2429,12673,2626,17728,2125,10339,1724,14188,1997,6733,1173,9903,1550,5423,892,7865,896,3483,717,5096,414,1933,478,2825,117,860,274,1251,10936,46412,9096,66444,954,1595,418,2967,1052,3472,707,5231,3191,13045,2226,18462,2747,9066,1437,13250,2522,5888,1021,9431,1851,5335,847,8033,1173,3503,703,5379,566,2361,644,3571,174,1789,575,2538,14230,46054,8578,68862,1622,3428,896,5946,1792,6607,1441,9840,5620,25718,4852,36190,4872,19405,3161,27438,4519,12621,2194,19334,3401,10758,1739,15898,2069,6986,1420,10475,980,4294,1122,6396,291,2649,849,3789,25166,92466,17674,135306
CED148,498,4626,828,5952,448,4262,506,5216,829,8420,774,10023,1052,8487,726,10265,1131,8371,780,10282,766,6261,624,7651,379,2986,425,3790,105,1265,293,1663,20,329,106,455,5228,45007,5062,55297,682,4214,711,5607,648,4212,427,5287,1104,9254,777,11135,1572,8842,754,11168,1333,8451,760,10544,904,6214,593,7711,455,2941,442,3838,170,1672,431,2273,26,613,311,950,6894,46413,5206,58513,1180,8840,1539,11559,1096,8474,933,10503,1933,17674,1551,21158,2624,17329,1480,21433,2464,16822,1540,20826,1670,12475,1217,15362,834,5927,867,7628,275,2937,724,3936,46,942,417,1405,12122,91420,10268,113810
CED194,59,246,81,386,102,457,144,703,154,953,389,1496,130,800,441,1371,119,636,463,1218,89,581,292,962,51,426,147,624,11,96,39,146,4,26,20,50,719,4221,2016,6956,40,263,70,373,102,424,84,610,167,795,198,1160,117,445,169,731,98,458,119,675,114,508,97,719,47,235,64,346,7,53,35,95,0,44,27,71,692,3225,863,4780,99,509,151,759,204,881,228,1313,321,1748,587,2656,247,1245,610,2102,217,1094,582,1893,203,1089,389,1681,98,661,211,970,18,149,74,241,4,70,47,121,1411,7446,2879,11736
CED197,0,0,0,0,3,3,0,6,0,3,0,3,0,5,0,5,0,5,4,9,0,9,0,9,3,6,3,12,3,6,3,12,0,0,0,0,9,37,10,56,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,17,0,17,5,11,0,16,0,9,5,14,0,0,0,0,8,40,5,53,0,0,0,0,3,3,0,6,0,3,0,3,3,5,0,8,0,8,4,12,0,26,0,26,8,17,3,28,3,15,8,26,0,0,0,0,17,77,15,109
CED201,694,3911,420,5025,617,3844,210,4671,897,6268,294,7459,1513,6944,330,8787,1845,7485,357,9687,1255,6546,317,8118,892,3523,312,4727,320,1647,263,2230,58,560,117,735,8091,40728,2620,51439,854,3672,332,4858,850,3384,146,4380,1126,6108,203,7437,2276,7195,328,9799,2162,7918,310,10390,1470,6726,332,8528,1063,3483,360,4906,443,2048,369,2860,79,1120,245,1444,10323,41654,2625,54602,1548,7583,752,9883,1467,7228,356,9051,2023,12376,497,14896,3789,14139,658,18586,4007,15403,667,20077,2725,13272,649,16646,1955,7006,672,9633,763,3695,632,5090,137,1680,362,2179,18414,82382,5245,106041
CED202,856,3799,606,5261,791,3617,364,4772,1067,6215,463,7745,1776,6736,520,9032,2206,6747,604,9557,1927,6209,578,8714,1353,3565,547,5465,488,1931,535,2954,66,610,221,897,10530,39429,4438,54397,1067,3458,521,5046,1020,3465,261,4746,1451,6453,403,8307,2662,6798,460,9920,2623,7031,566,10220,2291,6366,513,9170,1642,3644,629,5915,663,2549,722,3934,87,1339,443,1869,13506,41103,4518,59127,1923,7257,1127,10307,1811,7082,625,9518,2518,12668,866,16052,4438,13534,980,18952,4829,13778,1170,19777,4218,12575,1091,17884,2995,7209,1176,11380,1151,4480,1257,6888,153,1949,664,2766,24036,80532,8956,113524
CED203,396,2421,402,3219,681,4075,563,5319,1488,9838,1152,12478,1553,8722,821,11096,1295,6385,678,8358,679,4630,510,5819,356,3329,530,4215,197,2702,508,3407,49,844,225,1118,6694,42946,5389,55029,550,2369,343,3262,1082,3936,404,5422,2238,9715,873,12826,2303,8639,689,11631,1714,6344,535,8593,876,4818,516,6210,483,3916,586,4985,275,3408,626,4309,69,1487,406,1962,9590,44632,4978,59200,946,4790,745,6481,1763,8011,967,10741,3726,19553,2025,25304,3856,17361,1510,22727,3009,12729,1213,16951,1555,9448,1026,12029,839,7245,1116,9200,472,6110,1134,7716,118,2331,631,3080,16284,87578,10367,114229
CED204,822,3512,541,4875,741,3235,323,4299,1080,5579,567,7226,1868,6013,649,8530,2301,6518,612,9431,2466,6302,581,9349,1715,4055,637,6407,684,2324,644,3652,93,785,275,1153,11770,38323,4829,54922,981,3374,490,4845,877,3232,232,4341,1468,5844,340,7652,2623,6101,435,9159,2790,7021,474,10285,2748,6432,483,9663,2045,3961,669,6675,767,2830,817,4414,126,1531,570,2227,14425,40326,4510,59261,1803,6886,1031,9720,1618,6467,555,8640,2548,11423,907,14878,4491,12114,1084,17689,5091,13539,1086,19716,5214,12734,1064,19012,3760,8016,1306,13082,1451,5154,1461,8066,219,2316,845,3380,26195,78649,9339,114183
CED205,533,3471,572,4576,663,4401,469,5533,1035,8772,870,10677,1078,7433,580,9091,1168,6781,536,8485,984,6214,506,7704,952,4497,514,5963,355,2518,430,3303,49,662,150,861,6817,44749,4627,56193,604,2920,481,4005,805,3606,330,4741,1208,7734,608,9550,1568,7057,512,9137,1337,6919,488,8744,1295,6670,496,8461,1066,4567,543,6176,402,2973,537,3912,51,1309,346,1706,8336,43755,4341,56432,1137,6391,1053,8581,1468,8007,799,10274,2243,16506,1478,20227,2646,14490,1092,18228,2505,13700,1024,17229,2279,12884,1002,16165,2018,9064,1057,12139,757,5491,967,7215,100,1971,496,2567,15153,88504,8968,112625
CED206,508,5255,921,6684,486,5293,571,6350,900,10196,929,12025,1234,9894,832,11960,1250,9295,848,11393,810,6532,628,7970,460,3710,494,4664,134,1661,364,2159,15,307,90,412,5797,52143,5677,63617,619,4979,842,6440,717,5038,513,6268,1200,10219,882,12301,1840,10063,875,12778,1404,9372,862,11638,884,6913,611,8408,536,3610,554,4700,144,1999,436,2579,10,563,176,749,7354,52756,5751,65861,1127,10234,1763,13124,1203,10331,1084,12618,2100,20415,1811,24326,3074,19957,1707,24738,2654,18667,1710,23031,1694,13445,1239,16378,996,7320,1048,9364,278,3660,800,4738,25,870,266,1161,13151,104899,11428,129478
CED207,659,3745,458,4862,546,3691,208,4445,1050,6578,351,7979,1649,7070,402,9121,1817,7074,398,9289,1324,6035,384,7743,1007,3386,338,4731,357,1651,365,2373,52,529,153,734,8461,39759,3057,51277,907,3279,396,4582,744,3329,179,4252,1418,6357,267,8042,2516,6886,329,9731,2258,7252,359,9869,1774,6265,352,8391,1225,3330,404,4959,488,2093,456,3037,63,1129,374,1566,11393,39920,3116,54429,1566,7024,854,9444,1290,7020,387,8697,2468,12935,618,16021,4165,13956,731,18852,4075,14326,757,19158,3098,12300,736,16134,2232,6716,742,9690,845,3744,821,5410,115,1658,527,2300,19854,79679,6173,105706
CED208,727,3368,450,4545,1173,6282,677,8132,1292,8705,777,10774,1497,7018,447,8962,1677,6424,458,8559,1225,4800,351,6376,971,3205,306,4482,700,2697,451,3848,138,956,234,1328,9400,43455,4151,57006,1041,3216,336,4593,1528,5559,408,7495,1475,7760,498,9733,2292,7204,397,9893,2142,6682,385,9209,1527,5202,343,7072,1402,3886,383,5671,947,3371,595,4913,176,1854,401,2431,12530,44734,3746,61010,1768,6584,786,9138,2701,11841,1085,15627,2767,16465,1275,20507,3789,14222,844,18855,3819,13106,843,17768,2752,10002,694,13448,2373,7091,689,10153,1647,6068,1046,8761,314,2810,635,3759,21930,88189,7897,118016
CED209,818,3445,516,4779,691,3092,236,4019,1106,5744,360,7210,1898,6791,495,9184,2443,6565,524,9532,2298,6489,473,9260,1749,4007,499,6255,752,2314,531,3597,122,881,228,1231,11877,39328,3862,55067,1012,2871,357,4240,811,2772,153,3736,1431,5903,282,7616,2822,6816,401,10039,2852,6960,432,10244,2682,6574,433,9689,2063,3928,514,6505,939,2879,698,4516,185,1860,370,2415,14797,40563,3640,59000,1830,6316,873,9019,1502,5864,389,7755,2537,11647,642,14826,4720,13607,896,19223,5295,13525,956,19776,4980,13063,906,18949,3812,7935,1013,12760,1691,5193,1229,8113,307,2741,598,3646,26674,79891,7502,114067
CED210,580,3432,562,4574,491,3442,388,4321,856,6541,732,8129,1329,6829,735,8893,1461,6618,689,8768,1339,5748,537,7624,938,3611,532,5081,404,2342,481,3227,58,758,174,990,7456,39321,4830,51607,871,3126,472,4469,769,3343,229,4341,1269,6735,403,8407,2050,6734,440,9224,1768,7029,515,9312,1703,5942,506,8151,1194,3919,594,5707,498,2926,683,4107,89,1513,325,1927,10211,41267,4167,55645,1451,6558,1034,9043,1260,6785,617,8662,2125,13276,1135,16536,3379,13563,1175,18117,3229,13647,1204,18080,3042,11690,1043,15775,2132,7530,1126,10788,902,5268,1164,7334,147,2271,499,2917,17667,80588,8997,107252
CED211,501,2667,360,3528,643,3196,249,4088,1198,7205,420,8823,1753,7259,383,9395,1714,5847,366,7927,1262,4645,278,6185,1096,3393,342,4831,661,2337,476,3474,126,792,295,1213,8954,37341,3169,49464,752,2439,275,3466,793,2784,154,3731,1573,7074,331,8978,2640,6918,326,9884,2088,5945,322,8355,1597,5343,290,7230,1597,3880,462,5939,870,2959,705,4534,158,1568,495,2221,12068,38910,3360,54338,1253,5106,635,6994,1436,5980,403,7819,2771,14279,751,17801,4393,14177,709,19279,3802,11792,688,16282,2859,9988,568,13415,2693,7273,804,10770,1531,5296,1181,8008,284,2360,790,3434,21022,76251,6529,103802
CED212,465,3628,592,4685,425,3585,294,4304,764,6491,484,7739,1404,7520,575,9499,1455,7334,584,9373,1231,6481,500,8212,1023,4304,520,5847,506,2287,510,3303,92,779,237,1108,7365,42409,4296,54070,636,3385,474,4495,641,3289,257,4187,1129,6639,404,8172,2151,7530,515,10196,1913,7610,550,10073,1722,6870,485,9077,1469,4506,627,6602,672,2809,784,4265,123,1332,603,2058,10456,43970,4699,59125,1101,7013,1066,9180,1066,6874,551,8491,1893,13130,888,15911,3555,15050,1090,19695,3368,14944,1134,19446,2953,13351,985,17289,2492,8810,1147,12449,1178,5096,1294,7568,215,2111,840,3166,17821,86379,8995,113195
CED213,533,3565,617,4715,411,3070,268,3749,673,5277,402,6352,1432,6849,564,8845,1864,7008,602,9474,1616,7088,568,9272,1713,5219,683,7615,805,3024,782,4611,114,971,319,1404,9161,42071,4805,56037,593,3024,487,4104,470,2695,198,3363,1025,5289,316,6630,2321,6843,525,9689,2232,7080,519,9831,2219,7291,570,10080,2229,5083,788,8100,1008,3064,931,5003,155,1538,625,2318,12252,41907,4959,59118,1126,6589,1104,8819,881,5765,466,7112,1698,10566,718,12982,3753,13692,1089,18534,4096,14088,1121,19305,3835,14379,1138,19352,3942,10302,1471,15715,1813,6088,1713,9614,269,2509,944,3722,21413,83978,9764,115155
CED214,420,3096,565,4081,665,4383,692,5740,1436,10606,1377,13419,1679,9839,1053,12571,1601,7747,849,10197,933,5541,653,7127,530,3245,505,4280,239,2172,474,2885,45,736,215,996,7548,47365,6383,61296,537,2764,513,3814,860,3863,471,5194,1900,9870,943,12713,2402,9330,739,12471,1863,7523,669,10055,1091,5562,576,7229,601,3434,561,4596,318,2851,611,3780,67,1317,323,1707,9639,46514,5406,61559,957,5860,1078,7895,1525,8246,1163,10934,3336,20476,2320,26132,4081,19169,1792,25042,3464,15270,1518,20252,2024,11103,1229,14356,1131,6679,1066,8876,557,5023,1085,6665,112,2053,538,2703,17187,93879,11789,122855
CED215,729,3485,591,4805,512,2900,418,3830,1023,5414,851,7288,1712,5569,728,8009,2167,6588,666,9421,2359,6844,712,9915,1789,4488,709,6986,666,2455,573,3694,84,733,194,1011,11041,38476,5442,54959,804,3203,518,4525,668,2841,238,3747,1351,5686,425,7462,2450,5644,490,8584,2625,6902,488,10015,2691,6643,556,9890,2031,4168,700,6899,857,2620,699,4176,149,1438,293,1880,13626,39145,4407,57178,1533,6688,1109,9330,1180,5741,656,7577,2374,11100,1276,14750,4162,11213,1218,16593,4792,13490,1154,19436,5050,13487,1268,19805,3820,8656,1409,13885,1523,5075,1272,7870,233,2171,487,2891,24667,77621,9849,112137
CED216,709,3127,453,4289,615,3180,255,4050,784,5298,453,6535,1609,7335,474,9418,2212,7130,511,9853,1574,5942,406,7922,1043,3430,333,4806,570,2170,374,3114,147,1106,212,1465,9263,38718,3471,51452,920,2698,328,3946,790,2794,200,3784,1069,5374,354,6797,2746,7742,472,10960,2858,7380,439,10677,1904,6077,398,8379,1435,3634,429,5498,819,2900,567,4286,238,2393,472,3103,12779,40992,3659,57430,1629,5825,781,8235,1405,5974,455,7834,1853,10672,807,13332,4355,15077,946,20378,5070,14510,950,20530,3478,12019,804,16301,2478,7064,762,10304,1389,5070,941,7400,385,3499,684,4568,22042,79710,7130,108882
CED217,460,5344,1000,6804,531,5750,840,7121,1086,12789,1520,15395,1392,12232,1247,14871,1133,9919,985,12037,747,7842,765,9354,396,4085,554,5035,126,1624,326,2076,20,397,104,521,5891,59982,7341,73214,668,4839,817,6324,783,5165,623,6571,1490,12887,1150,15527,2072,12422,1092,15586,1350,10328,913,12591,868,7896,743,9507,397,3800,596,4793,171,2096,430,2697,17,726,223,966,7816,60159,6587,74562,1128,10183,1817,13128,1314,10915,1463,13692,2576,25676,2670,30922,3464,24654,2339,30457,2483,20247,1898,24628,1615,15738,1508,18861,793,7885,1150,9828,297,3720,756,4773,37,1123,327,1487,13707,120141,13928,147776
