CED_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
CED134,6102,50,0,0,50,20,6171,142,308,5,0,307,0,458,3,20,4,0,28,0,33,3,0,0,3,3,0,3,147,326,7,4,339,3,488,18,0,0,0,0,25,36,6267,377,7,4,389,39,6698,6304,49,0,0,49,19,6369,112,256,3,0,262,0,370,3,18,0,0,16,0,20,0,0,0,0,0,0,0,111,277,5,0,277,0,392,19,0,0,0,0,28,50,6437,325,5,0,326,47,6811,3317,22,0,0,22,5,3347,44,107,0,0,110,0,151,0,11,0,0,10,0,10,3,0,0,0,0,0,3,48,116,4,0,121,0,167,17,0,0,0,0,9,27,3381,139,4,0,138,19,3537,1831,23,0,0,23,7,1855,31,71,0,0,69,0,103,0,5,3,0,3,0,3,0,0,0,0,0,0,0,31,75,3,0,73,0,109,12,0,0,0,0,6,18,1866,93,3,0,95,12,1976,2253,18,0,0
CED135,2067,332,6,4,342,3,2408,411,8003,334,32,8365,0,8777,13,727,393,7,1130,3,1148,0,58,3,30,91,0,93,420,8790,734,67,9585,6,10014,4,18,0,0,21,18,39,2494,9140,736,71,9948,22,12459,1829,227,6,9,239,3,2075,349,5857,319,19,6194,8,6554,9,584,363,7,954,0,963,0,30,0,9,40,0,40,355,6469,687,39,7195,8,7554,6,10,0,0,16,9,28,2191,6712,690,46,7450,19,9659,967,109,0,3,114,0,1082,130,2328,186,12,2522,0,2655,0,293,220,0,513,0,515,0,15,3,4,19,0,19,136,2635,402,22,3060,0,3195,0,4,0,0,5,8,15,1100,2745,402,23,3178,10,4285,617,56,0,0,59,0,676,79,1294,127,12,1432,3,1511,3,173,153,0,327,0,326,0,5,4,0,4,0,4,81,1470,281,12,1766,3,1842,0,3,0,0,4,3,3,698,1532,281,17,1823,3,2529,800,64,3,0
CED136,6490,116,0,0,116,12,6624,155,264,14,0,276,0,432,6,21,9,0,32,0,39,3,0,0,0,0,0,7,164,284,23,0,312,0,475,3,0,0,0,0,11,14,6660,399,24,0,425,25,7113,6630,86,3,0,86,6,6729,140,247,8,0,252,0,393,3,13,4,3,17,0,19,0,4,0,0,5,0,5,147,260,16,6,277,0,424,10,0,0,0,3,12,24,6787,345,18,6,365,18,7173,3523,53,4,0,60,11,3591,62,112,0,0,114,0,176,0,4,3,0,14,0,14,0,0,0,0,0,0,0,62,121,4,3,129,0,197,6,0,0,0,0,3,15,3590,178,7,0,193,17,3798,2285,26,0,0,26,3,2316,37,86,3,0,92,0,128,0,3,0,0,4,0,4,0,0,0,0,0,0,0,39,94,4,0,98,0,141,4,0,0,0,0,4,11,2334,119,4,0,124,8,2466,3016,26,0,3
CED137,2807,360,0,4,365,3,3176,650,4225,215,18,4459,5,5114,6,410,240,3,655,0,663,4,18,7,9,32,0,34,660,4647,461,32,5142,5,5808,6,8,0,0,8,3,16,3472,5024,464,38,5518,10,9002,2707,322,0,0,322,0,3032,495,2906,147,11,3072,0,3563,12,299,215,3,523,0,531,0,13,9,11,29,0,31,505,3228,370,25,3627,0,4131,0,5,0,0,5,5,11,3211,3549,370,25,3948,11,7169,1463,133,3,0,136,0,1595,222,1406,71,4,1486,0,1706,10,150,128,0,282,0,290,3,3,3,3,9,0,14,229,1560,208,16,1778,0,2009,3,3,0,0,3,0,4,1697,1691,210,16,1911,0,3608,879,72,0,0,72,0,956,130,796,52,3,855,0,981,0,99,110,0,211,0,214,5,5,0,0,12,0,11,136,898,162,11,1074,0,1206,0,3,0,0,3,3,5,1015,973,162,11,1151,3,2170,1150,95,0,0
CED138,4941,122,3,7,130,10,5086,234,293,7,0,301,0,534,4,9,13,0,20,0,22,3,3,0,0,3,0,4,240,297,20,0,319,0,561,15,0,0,0,0,13,25,5192,424,24,10,451,21,5671,5301,96,0,3,102,12,5411,225,263,5,3,272,0,491,4,10,9,0,15,0,17,7,0,0,0,0,0,10,233,271,9,7,283,0,517,16,0,0,0,0,11,25,5549,367,9,5,383,22,5959,2942,53,0,3,58,0,3002,99,118,0,5,123,0,217,0,4,3,0,6,0,11,3,0,0,0,0,0,3,96,122,3,5,128,0,225,6,0,0,0,0,9,18,3053,175,3,3,185,10,3245,1912,46,0,0,41,6,1960,56,70,3,0,70,0,131,0,0,3,0,3,0,7,0,0,0,0,0,0,0,59,70,3,0,72,0,132,4,0,0,0,0,0,6,1978,116,9,0,121,4,2100,2525,42,0,0
CED139,6131,72,0,0,72,12,6214,80,395,10,0,412,0,496,3,47,34,0,80,0,86,3,7,0,0,7,0,7,89,446,47,0,498,0,588,8,0,0,0,0,12,20,6236,513,47,0,562,21,6817,6647,67,0,0,67,12,6729,81,391,23,0,413,0,496,3,29,34,0,58,0,62,4,3,0,0,3,0,8,93,423,55,0,474,0,567,16,0,0,0,0,9,19,6754,490,55,0,541,23,7313,3755,26,0,0,26,4,3789,31,191,9,0,203,0,233,0,11,17,0,27,0,28,4,0,0,0,0,0,4,34,203,29,0,233,0,264,13,3,0,0,3,4,20,3797,236,29,0,261,15,4071,2427,20,0,0,20,4,2455,28,95,0,0,91,0,121,0,10,15,0,23,0,27,0,0,0,0,0,0,0,26,104,13,0,113,0,147,7,0,0,0,0,5,11,2466,123,13,0,133,9,2611,2837,19,0,0
CED140,5183,164,0,0,167,13,5358,286,449,9,3,470,0,757,0,34,21,0,57,0,63,0,0,0,0,0,0,0,286,490,36,3,527,0,814,10,0,0,0,0,10,23,5477,659,37,3,695,26,6205,5367,141,6,0,147,8,5518,236,401,7,3,416,0,654,8,30,14,0,47,0,51,4,5,0,0,5,0,9,247,432,23,3,465,0,707,8,3,0,0,3,6,18,5625,580,28,3,611,12,6247,3155,53,0,0,58,3,3210,99,186,13,3,200,0,303,0,16,12,0,25,0,24,4,0,0,0,0,0,4,109,203,19,3,225,0,334,3,0,0,0,0,3,11,3264,256,24,3,284,7,3554,1931,34,0,0,34,0,1966,62,100,4,0,104,0,167,0,7,8,0,17,0,16,0,0,0,0,0,0,0,58,107,15,0,125,0,181,4,0,0,0,0,5,3,1990,147,15,0,160,3,2152,2637,49,0,0
CED141,5761,117,4,0,121,8,5887,151,217,6,0,225,0,374,7,6,3,0,16,0,17,0,3,0,0,3,0,7,159,226,12,0,236,0,398,6,0,0,0,0,7,13,5921,348,15,0,362,12,6297,5779,104,0,0,106,6,5897,173,231,9,0,241,0,412,3,11,7,0,11,0,23,3,0,0,0,0,0,5,181,243,13,0,256,0,437,5,0,0,0,0,10,11,5961,350,13,0,363,16,6345,3294,52,0,0,48,4,3350,83,90,6,0,96,0,180,0,10,0,0,7,0,14,0,0,0,0,0,0,0,88,100,7,0,100,0,189,7,0,0,0,0,8,13,3382,145,6,0,151,18,3557,2125,34,0,0,34,0,2161,58,60,3,0,60,0,123,3,0,3,0,4,0,5,0,0,0,0,0,0,0,60,60,8,0,63,0,130,0,0,0,0,0,5,10,2193,89,6,0,99,9,2297,2780,35,0,0
CED142,2611,219,3,0,220,0,2829,531,1565,71,5,1647,4,2178,5,123,59,3,185,0,188,3,12,0,5,11,0,19,539,1700,129,17,1843,4,2386,3,0,0,0,0,8,7,3153,1918,129,16,2061,8,5222,1442,83,0,0,90,3,1537,212,684,47,3,730,4,948,11,56,50,0,108,0,116,0,3,0,0,4,0,4,225,740,101,6,845,4,1071,4,3,0,0,3,5,12,1667,833,101,5,938,9,2615,638,41,0,4,47,0,684,83,231,22,0,251,0,330,0,19,29,0,45,0,49,0,0,0,0,0,0,0,83,243,55,0,302,0,384,0,3,0,0,3,3,3,722,291,55,4,350,3,1069,383,20,0,0,20,0,406,41,126,8,0,136,0,175,3,8,19,0,27,0,28,0,0,0,0,0,0,0,46,141,24,3,168,0,207,0,0,0,0,0,0,0,428,158,24,3,190,0,617,441,28,0,0
CED143,5672,308,0,4,311,5,5984,571,1104,29,0,1130,4,1700,3,59,12,0,75,0,74,0,3,0,4,4,0,3,571,1164,39,3,1207,4,1783,3,4,0,0,4,3,5,6242,1474,41,10,1523,9,7778,6265,234,0,4,235,6,6512,545,967,31,0,1000,0,1549,3,41,19,0,59,0,62,3,4,0,0,4,0,6,550,1016,52,0,1066,0,1617,8,4,0,0,4,3,10,6821,1254,50,3,1305,10,8141,3422,105,0,0,105,3,3527,225,454,16,0,471,0,696,0,19,13,0,30,0,28,0,0,0,0,0,0,0,225,475,27,0,497,0,727,3,3,0,0,3,3,8,3652,577,25,0,605,3,4259,1960,60,0,0,57,0,2019,130,276,10,0,289,0,422,4,10,15,0,26,0,28,3,0,0,3,3,0,3,133,295,21,3,320,0,455,0,0,0,0,0,0,0,2097,352,24,3,375,3,2471,2551,85,0,0
CED144,1528,379,13,7,395,3,1928,439,5934,401,38,6376,11,6819,24,929,450,3,1383,3,1402,0,35,3,15,54,0,54,458,6894,850,62,7805,15,8281,10,23,3,0,23,22,50,1993,7293,862,67,8231,41,10257,1629,344,15,4,359,4,1990,372,5342,376,37,5751,8,6128,14,761,435,4,1205,0,1221,3,36,4,8,52,5,52,386,6136,815,53,7000,11,7402,7,10,3,4,14,26,41,2024,6492,828,59,7375,41,9433,837,190,11,0,195,0,1035,181,2599,213,23,2831,3,3022,10,414,317,3,730,0,734,3,19,0,9,35,0,36,191,3034,530,30,3598,3,3797,0,3,0,0,3,7,10,1028,3218,543,30,3792,18,4837,480,87,3,0,92,0,571,101,1602,139,10,1752,3,1857,4,264,250,0,508,0,514,3,13,0,4,20,0,16,105,1877,380,18,2279,3,2389,3,3,0,0,5,6,10,583,1971,387,18,2376,10,2974,667,104,3,0
CED145,4746,311,6,0,318,4,5067,546,935,20,0,952,3,1502,3,22,4,0,28,0,33,4,0,0,0,5,0,6,556,961,20,0,981,3,1541,10,0,0,0,0,3,11,5311,1274,29,0,1303,7,6622,4384,211,6,0,220,3,4609,402,781,21,3,808,0,1210,3,23,15,0,38,0,36,6,0,0,0,0,0,7,410,809,35,3,842,0,1253,6,3,0,0,3,7,17,4802,1026,35,5,1067,10,5876,2211,71,0,3,80,5,2290,192,341,15,0,354,0,543,0,7,3,0,12,0,8,6,0,0,0,0,0,5,200,347,13,0,359,0,566,0,3,0,0,3,0,9,2415,422,13,3,443,3,2865,1366,39,0,0,39,0,1401,95,203,3,0,210,0,297,0,6,6,0,15,0,15,0,0,0,0,0,0,8,94,218,7,0,223,0,320,0,0,0,0,0,0,0,1463,248,7,0,262,0,1721,1704,44,0,0
CED146,2367,435,11,3,455,7,2824,529,4926,317,30,5274,0,5802,10,560,307,3,868,0,876,0,42,8,17,61,0,61,541,5521,629,54,6206,0,6744,6,4,0,0,4,13,28,2915,5966,642,56,6662,21,9596,2420,349,6,12,360,4,2787,389,5306,364,32,5696,0,6091,13,542,400,3,943,0,965,0,24,11,27,61,0,66,404,5868,776,64,6709,0,7115,9,3,0,3,8,26,46,2833,6223,780,73,7076,31,9942,1523,202,0,4,213,3,1738,186,2938,231,13,3178,0,3364,11,340,303,3,640,0,652,7,23,9,9,37,0,48,196,3299,536,26,3864,3,4062,6,3,0,0,6,11,24,1729,3503,537,33,4082,16,5823,955,115,4,3,122,3,1077,146,1887,162,6,2060,5,2201,0,234,203,3,436,0,443,3,17,4,12,32,0,35,146,2137,369,25,2530,7,2678,0,5,0,0,5,6,16,1104,2254,373,28,2651,15,3772,1259,156,6,3
CED147,5582,232,3,0,238,8,5833,229,573,21,6,600,0,834,6,33,28,0,65,0,75,0,10,0,3,15,0,14,239,617,47,13,676,0,924,9,3,0,0,3,6,19,5834,856,56,13,922,15,6775,5929,222,0,0,222,9,6161,197,587,17,3,607,0,810,6,32,39,0,71,0,76,3,8,0,0,10,0,14,201,619,60,3,692,0,892,5,0,0,0,0,6,10,6138,842,61,3,910,20,7069,3375,118,0,0,116,8,3494,98,304,14,4,314,0,416,0,21,18,0,40,0,41,0,3,0,0,3,0,3,101,328,35,3,359,0,465,5,0,0,0,0,7,8,3481,445,35,3,478,13,3972,2211,56,0,0,53,5,2266,70,203,15,0,214,0,282,3,8,13,0,23,0,22,0,0,0,0,0,0,3,73,209,27,0,237,0,311,4,0,0,0,0,4,11,2292,265,25,0,293,7,2591,2854,75,0,0
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,3753,164,0,0,165,0,3920,305,1984,88,4,2084,0,2388,7,166,83,0,258,0,263,0,9,0,0,13,0,16,313,2167,178,4,2349,0,2666,5,5,0,0,3,0,12,4082,2334,181,5,2520,0,6604,3990,141,4,4,151,0,4140,260,1653,66,6,1731,0,1998,3,150,67,0,218,0,222,0,15,0,3,15,0,15,269,1817,138,11,1966,0,2238,8,0,0,0,0,0,14,4267,1960,143,12,2120,0,6385,2273,80,0,4,85,0,2356,125,897,40,3,944,0,1067,3,78,70,0,152,0,155,3,4,0,0,3,0,7,134,978,113,3,1092,0,1227,3,0,0,0,3,4,10,2411,1060,115,5,1178,4,3593,1558,65,0,0,61,0,1621,94,609,32,3,642,0,734,0,56,44,0,102,0,110,0,5,0,0,5,0,5,97,670,79,4,752,0,850,3,0,0,0,0,0,6,1654,732,83,4,816,3,2474,2295,70,0,0
CED202,6356,102,4,3,106,15,6475,170,440,18,0,464,0,635,9,29,3,0,35,0,41,0,3,0,0,3,0,3,175,472,18,0,493,0,670,11,3,0,0,3,11,26,6544,579,23,6,609,26,7170,6586,89,0,0,89,12,6690,153,334,11,0,343,0,494,3,28,9,0,35,0,42,0,3,0,0,3,0,3,160,361,13,0,382,0,535,15,0,0,0,0,11,22,6759,456,13,0,475,23,7256,3639,67,0,0,67,7,3715,86,129,10,0,139,0,226,3,15,6,0,23,0,24,0,0,0,0,0,0,0,93,145,14,0,158,0,252,3,0,0,0,0,10,12,3737,215,14,0,227,18,3978,2207,32,0,0,32,4,2244,42,95,3,0,99,0,139,0,9,0,0,11,0,11,0,0,0,0,0,0,0,42,96,5,0,105,0,147,3,0,0,0,0,6,11,2256,128,5,0,133,15,2401,2988,51,0,0
CED203,4175,283,0,0,289,8,4466,487,2240,114,14,2376,0,2867,3,326,139,0,467,5,476,4,7,0,7,17,0,19,498,2578,255,24,2855,3,3361,3,3,0,0,3,16,22,4672,2860,256,24,3144,27,7845,3818,308,3,3,317,5,4143,380,1665,99,16,1779,0,2151,5,238,127,0,362,0,365,0,6,6,7,18,0,19,380,1907,227,19,2157,0,2535,8,0,0,0,0,6,12,4202,2216,234,20,2477,19,6694,1930,124,0,0,131,3,2066,176,902,58,4,959,3,1142,0,113,68,0,181,0,180,0,3,5,3,7,0,12,177,1011,130,8,1147,3,1333,0,4,0,0,4,5,7,2112,1146,130,6,1280,8,3400,1091,85,0,0,89,0,1182,84,543,24,7,577,0,656,0,54,55,0,104,0,104,0,4,0,3,10,0,10,84,606,80,5,692,0,773,0,0,0,0,0,3,6,1177,692,80,10,781,3,1959,1370,94,3,0
CED204,6005,94,4,0,98,15,6120,136,340,15,5,356,0,493,3,31,71,0,98,0,102,0,0,0,0,3,0,5,138,372,81,9,456,0,598,15,0,0,0,0,11,23,6161,471,85,9,558,25,6739,6095,79,0,0,79,13,6188,130,258,5,3,263,0,393,5,18,64,0,76,0,86,3,0,0,0,0,0,4,136,274,72,3,345,0,482,22,0,0,0,0,5,27,6251,350,72,3,425,21,6700,3426,38,0,0,38,6,3466,55,118,4,0,126,0,186,0,16,49,0,62,0,62,0,0,0,0,0,0,0,56,131,53,4,185,0,248,3,0,0,0,0,4,10,3490,169,53,4,224,17,3722,2231,16,0,0,16,8,2257,47,57,3,0,62,0,103,0,8,27,0,37,0,34,3,0,0,0,0,0,5,50,61,32,0,93,0,143,4,0,0,0,0,4,10,2284,82,35,0,114,13,2412,2914,26,0,0
CED205,1483,227,0,0,227,0,1707,348,4147,206,22,4371,5,4720,9,579,376,13,968,0,980,11,15,0,5,23,0,31,368,4740,582,35,5367,5,5735,3,6,0,0,4,8,16,1845,4971,589,35,5600,9,7456,1606,142,0,0,144,0,1755,299,3668,192,15,3872,0,4175,13,505,424,3,932,0,945,8,17,4,5,23,0,32,317,4191,617,23,4827,0,5151,0,3,0,0,8,3,13,1927,4341,621,22,4978,6,6913,1068,85,0,0,89,0,1149,150,1902,102,9,2016,0,2166,3,244,254,3,501,0,504,0,10,0,0,14,0,14,153,2156,357,12,2528,0,2684,7,3,0,0,3,3,13,1228,2242,361,13,2620,7,3845,667,45,0,0,46,0,712,92,1180,66,5,1250,0,1346,3,156,167,0,317,0,324,0,3,0,3,8,0,8,97,1335,234,10,1579,6,1675,0,0,0,0,0,3,7,758,1381,232,10,1622,8,2390,947,84,6,0
CED206,2361,334,9,5,348,0,2710,316,4001,433,21,4458,5,4777,3,632,406,6,1044,0,1046,3,30,3,17,56,0,56,327,4665,843,52,5552,7,5887,7,6,0,0,9,12,29,2690,5010,848,52,5912,21,8620,2363,292,10,6,306,3,2676,253,3941,420,23,4381,3,4636,9,633,460,3,1094,0,1100,4,29,14,11,52,0,57,261,4598,888,39,5525,7,5790,4,3,0,0,3,13,23,2633,4901,894,43,5836,28,8490,1510,159,0,0,160,3,1670,191,2166,233,14,2414,4,2608,9,380,328,3,714,0,724,0,11,7,8,27,0,27,197,2559,568,24,3151,4,3359,6,0,0,0,0,4,10,1712,2723,568,24,3319,15,5044,1068,98,4,0,103,0,1169,111,1409,141,4,1561,0,1671,3,232,209,0,445,0,446,0,8,0,6,18,0,24,110,1654,355,17,2021,0,2135,4,0,0,0,0,3,5,1185,1752,353,17,2127,8,3318,1559,116,3,0
CED207,6346,150,0,0,154,15,6513,214,446,23,0,468,0,683,0,44,106,0,150,0,150,5,0,0,0,4,0,7,216,490,129,0,619,0,836,7,0,0,0,0,4,20,6576,643,130,0,777,21,7371,6151,110,3,3,118,13,6278,181,388,24,0,412,0,593,0,37,109,0,146,0,146,4,0,0,0,3,0,5,181,434,133,0,563,0,746,18,3,0,0,3,11,32,6355,542,134,0,687,25,7058,3517,65,0,3,68,3,3593,104,189,6,0,197,0,303,4,17,46,0,61,0,68,0,0,0,0,0,0,3,105,211,55,0,264,0,368,3,0,0,0,0,3,6,3631,274,54,3,334,4,3966,2248,52,5,3,58,5,2314,62,134,4,0,139,0,204,3,13,39,0,50,0,53,0,0,0,0,0,0,0,60,148,41,0,191,0,258,3,0,0,0,0,0,3,2317,203,43,3,254,5,2576,3004,60,0,0
