CED_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
CED313,7189,12530,2805,465,22990,4949,2152,30091,109,75,64,10,249,274,53,580,1683,1005,656,163,3507,1823,853,6184,1791,1079,718,169,3757,2102,899,6759,1507,573,430,141,2657,3306,846,6806,2225,699,490,187,3596,3298,949,7842,2804,843,412,152,4206,2763,991,7967,6,0,3,0,7,5,12,19,6542,2112,1338,475,10463,9378,2788,22635,3,0,0,0,3,3,0,6,4,4,0,0,10,3,3,20,0,0,0,0,0,0,0,0,37,53,14,0,105,40,20,166,44,53,17,0,117,44,25,186,76,48,11,3,133,121,42,294,15637,15817,4888,1116,37466,16589,5905,59957
CED314,13626,15053,5064,422,34170,8674,1313,44154,1032,336,463,66,1894,2902,239,5039,233,105,203,22,561,700,108,1368,1269,440,663,84,2454,3600,349,6402,423,200,246,39,911,1375,154,2440,5,0,5,0,13,49,3,58,22,4,5,0,36,43,0,73,4,0,0,0,3,3,0,4,453,209,251,39,955,1468,155,2578,31,4,3,0,42,59,5,101,4,0,4,0,11,9,0,13,13,3,0,0,18,7,0,25,23,31,15,5,73,27,8,107,66,46,19,3,134,98,11,242,63,61,16,3,144,186,13,346,15483,15805,6019,552,37859,14032,1848,53736
CED315,12634,15573,6162,541,34904,7740,1973,44626,592,255,444,65,1351,2312,197,3862,486,252,344,61,1145,1291,236,2668,1075,514,788,118,2497,3603,428,6530,277,119,239,26,663,1107,132,1897,271,77,95,21,459,555,132,1151,446,140,85,26,699,585,174,1453,0,0,0,0,0,3,0,4,996,339,418,75,1820,2250,432,4512,89,10,6,0,104,145,9,256,31,6,9,0,40,57,0,106,7,3,4,0,17,16,0,31,11,10,3,0,18,8,4,32,133,23,27,0,186,228,13,429,57,26,16,0,99,98,13,211,14894,16472,7408,739,39508,13921,2864,56302
CED316,16637,11842,5749,405,34628,9558,1525,45712,814,135,328,31,1310,1882,124,3313,271,94,209,16,584,803,87,1478,1083,230,536,48,1900,2684,208,4791,349,102,213,26,689,1314,90,2098,46,7,22,0,74,101,13,192,147,18,14,3,181,131,13,322,0,0,0,0,0,0,0,4,539,127,252,30,945,1548,125,2616,197,19,35,5,249,415,30,694,74,7,14,3,100,192,13,306,34,9,8,0,50,14,3,72,21,9,9,0,42,32,0,75,330,44,56,13,443,655,49,1140,80,46,26,0,150,170,14,333,18678,12286,6614,495,38071,14605,1927,54602
CED317,14866,14194,5616,513,35185,10865,1368,47421,349,235,215,24,823,862,83,1775,49,35,44,5,128,174,22,325,399,270,252,30,952,1042,103,2098,375,248,323,37,979,1424,119,2520,10,0,9,0,16,21,0,37,8,3,6,0,25,47,4,77,4,0,3,0,7,8,0,12,394,251,340,37,1020,1504,125,2646,221,31,18,0,274,594,23,894,30,0,0,0,34,82,9,123,38,31,17,3,91,102,13,203,64,50,26,3,138,122,19,273,355,119,62,13,542,894,56,1493,168,104,27,5,302,186,16,506,16186,14933,6296,593,38008,14486,1662,54158
CED318,12098,14830,5806,577,33316,7665,1819,42801,615,413,506,44,1582,1626,137,3345,635,366,405,42,1440,1297,222,2963,1249,779,913,85,3022,2925,360,6305,871,595,827,78,2373,3007,326,5709,863,351,378,47,1644,1266,352,3259,375,133,65,10,590,391,115,1093,0,4,0,0,3,4,3,11,2117,1087,1273,136,4605,4670,800,10080,100,11,18,0,138,222,16,370,59,9,10,4,82,161,27,266,20,11,7,0,39,63,3,108,40,22,6,3,77,38,4,124,218,65,42,5,332,490,49,869,126,66,30,4,214,262,23,506,15801,16819,8060,814,41495,16014,3048,60555
CED319,11318,15800,4727,663,32509,7945,1749,42205,388,153,158,27,733,1160,58,1948,1177,860,660,102,2802,1676,429,4910,1565,1017,824,127,3528,2837,491,6855,880,417,329,96,1711,2268,305,4281,779,352,246,79,1457,1473,338,3273,722,187,105,40,1055,994,206,2259,0,0,0,0,4,4,0,6,2380,955,683,211,4225,4740,848,9822,0,0,3,0,4,17,0,23,13,0,3,0,15,101,3,115,0,0,0,0,0,3,0,3,7,12,3,0,26,29,4,57,22,15,11,0,54,145,9,203,34,39,22,3,97,103,16,217,15325,17824,6269,999,40415,15772,3110,59299
CED320,14457,17004,6295,427,38190,7267,1471,46919,973,333,606,34,1946,1529,165,3639,454,173,422,30,1080,995,139,2217,1431,510,1028,66,3030,2528,300,5853,135,29,59,8,227,730,23,981,51,18,34,0,101,157,17,275,50,10,18,0,81,75,10,163,8,0,0,0,16,7,0,21,245,57,109,5,413,968,53,1434,89,7,11,3,107,268,9,394,62,5,10,0,72,154,8,234,3,5,0,0,9,9,4,22,4,16,3,0,19,10,3,32,154,35,19,7,213,440,22,683,52,27,11,0,90,69,5,171,16335,17629,7465,509,41943,11270,1851,55062
CED321,16241,14232,5153,467,36091,12374,1384,49845,283,120,146,18,563,1117,55,1732,19,21,22,0,59,67,7,131,302,141,160,18,616,1184,64,1866,204,86,127,21,439,1042,97,1576,0,0,0,0,0,3,0,3,0,0,0,0,5,7,0,10,3,0,0,0,4,7,0,11,212,88,129,21,452,1055,94,1598,131,29,10,3,163,353,17,528,20,5,8,0,33,63,3,103,30,14,4,0,40,48,3,90,48,35,12,3,91,67,7,157,226,77,31,7,335,521,26,886,132,99,51,3,286,141,14,435,17102,14636,5524,512,37775,15276,1576,54631
CED322,9147,13243,3603,289,26279,4607,1060,31939,766,547,562,44,1919,1446,159,3530,2222,2071,1813,119,6225,2242,689,9159,2992,2615,2380,165,8149,3691,849,12688,456,178,296,38,963,1357,214,2531,1079,375,452,55,1968,1692,419,4076,1168,313,257,37,1775,1333,286,3396,3,0,0,0,5,7,0,16,2709,872,1005,129,4715,4386,914,10014,34,5,4,0,48,62,7,111,11,0,3,0,12,8,0,21,0,0,0,0,5,5,0,10,6,6,9,0,19,9,7,36,51,19,18,0,82,86,15,185,25,34,16,0,79,61,10,154,14921,16776,7017,580,39293,12827,2856,54977
CED323,7489,9963,3316,294,21061,4273,1332,26662,942,472,498,43,1961,1903,265,4130,2065,1496,1300,98,4962,2236,722,7923,3010,1970,1800,144,6925,4141,989,12049,859,418,481,78,1836,1886,527,4252,1655,504,548,94,2807,2881,884,6570,4039,1032,718,127,5916,4524,1214,11654,0,0,0,0,4,13,0,14,6553,1960,1743,299,10553,9306,2628,22490,54,6,14,3,79,262,11,353,40,9,14,0,64,169,17,247,0,0,0,0,0,0,0,0,3,10,3,0,15,4,0,21,101,16,31,3,157,433,25,622,84,46,33,0,161,186,17,361,17237,13961,6916,745,38855,18340,4995,62189
CED324,10076,15961,4396,749,31180,6430,2586,40197,217,253,105,20,590,521,72,1179,1531,1552,745,154,3976,1407,834,6220,1742,1800,844,172,4565,1924,912,7400,544,264,179,51,1047,1269,258,2572,418,188,104,48,759,739,212,1707,245,63,31,12,345,227,51,622,3,0,0,0,7,4,0,11,1210,520,316,112,2156,2249,515,4917,0,0,3,0,4,3,0,3,7,3,0,0,19,56,3,81,0,0,0,0,0,0,0,3,3,14,3,0,19,10,3,33,15,21,7,0,43,68,9,120,60,39,12,3,107,185,27,316,13101,18343,5570,1034,38056,10856,4043,52950
CED325,10468,19510,6468,651,37096,6762,1432,45284,262,199,212,22,696,743,71,1505,703,882,623,95,2308,830,182,3318,964,1083,836,120,2999,1571,249,4828,76,6,21,3,106,361,6,471,16,22,8,3,55,31,6,96,4,0,0,0,3,3,0,8,0,3,0,0,3,3,0,4,97,38,30,3,164,395,13,575,13,0,16,3,37,140,7,179,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,13,28,24,3,75,22,3,103,27,34,43,7,106,166,5,287,24,28,21,3,81,51,6,133,11576,20690,7392,781,40446,8949,1711,51109
CED326,12670,17303,5986,516,36478,8060,1442,45978,714,210,326,34,1288,1532,102,2925,974,858,875,78,2783,1249,253,4288,1688,1072,1198,113,4073,2788,359,7213,420,154,318,33,927,1777,100,2795,202,49,67,8,317,533,33,884,729,103,129,16,976,768,40,1790,3,0,0,0,0,7,0,7,1348,305,523,54,2224,3079,180,5481,42,13,12,3,72,179,10,257,30,7,8,0,45,137,3,189,0,0,0,0,0,3,0,6,13,3,3,0,15,10,0,26,89,25,22,3,135,332,15,482,48,29,28,3,113,77,7,203,15842,18732,7763,682,43023,14332,1996,59353
CED327,11039,19821,7081,635,38576,6241,1628,46445,282,269,251,30,835,683,84,1604,1297,1636,1174,128,4244,1845,461,6546,1585,1907,1432,159,5078,2531,544,8156,127,131,129,18,401,547,61,1010,17,18,6,3,48,22,28,94,12,10,3,0,25,13,0,41,4,9,5,0,18,17,3,39,157,172,149,23,496,603,92,1189,26,3,13,0,47,88,3,130,3,0,0,0,5,17,0,28,0,0,3,0,4,0,0,3,14,34,37,0,89,28,4,118,50,36,51,3,141,130,9,279,25,25,16,0,69,74,7,149,12852,21963,8728,817,44364,9576,2280,56220
CED328,10392,17379,3648,446,31872,5332,1772,38980,127,30,42,3,202,356,24,583,504,336,249,56,1146,621,276,2043,628,367,292,59,1352,973,304,2629,635,351,220,73,1286,1167,464,2921,1282,526,256,171,2242,1701,1114,5062,988,385,163,122,1664,1160,709,3529,3,0,0,0,3,3,0,3,2914,1263,647,367,5188,4033,2290,11513,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,5,9,3,0,19,6,3,28,11,13,3,0,24,8,3,38,45,37,10,0,98,77,21,198,13991,19067,4601,875,38535,10426,4395,53354
CED329,16565,12620,5630,381,35199,10319,1633,47150,448,83,177,19,719,1291,57,2070,490,163,258,10,926,830,100,1850,938,246,428,29,1643,2121,163,3924,285,88,215,18,614,1076,76,1759,152,29,37,0,221,189,27,438,47,4,7,0,59,38,4,100,0,0,0,0,0,7,3,6,487,126,256,21,890,1303,115,2305,118,16,18,0,153,301,7,459,35,7,7,0,48,117,7,173,38,27,14,0,82,64,5,149,14,15,7,0,39,27,0,69,204,73,40,0,325,509,27,854,87,79,29,0,196,144,14,355,18282,13142,6391,433,38241,14396,1945,54584
CED330,14517,18857,5086,394,38857,7019,1388,47261,180,79,125,10,397,510,53,957,89,51,62,0,202,132,20,352,268,129,182,14,595,646,70,1303,68,38,43,8,163,241,22,423,0,0,6,0,11,34,0,45,3,0,0,0,3,0,0,3,0,3,3,0,7,3,0,10,78,44,49,8,182,282,21,482,53,7,8,0,69,175,9,255,14,8,12,0,40,58,10,102,13,12,3,0,30,16,0,46,83,61,27,5,172,56,25,246,165,90,46,5,309,304,42,648,64,65,16,0,149,193,9,342,15091,19186,5386,421,40082,8440,1523,50044
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,8558,12435,3394,509,24890,7477,1885,34251,2233,1510,956,166,4863,4776,784,10424,1895,1116,601,151,3770,2171,854,6791,4131,2623,1555,315,8631,6952,1639,17219,1378,858,351,111,2702,3405,586,6696,304,116,57,34,518,735,228,1477,952,218,137,95,1402,1654,648,3710,4,3,0,0,10,8,0,25,2638,1204,546,240,4633,5801,1465,11900,7,0,0,0,10,8,0,21,0,3,3,0,8,0,0,5,0,0,0,0,4,8,0,14,34,29,15,3,87,56,36,183,48,33,23,3,108,73,35,218,52,52,19,3,131,119,21,269,15427,16347,5537,1078,38394,20418,5053,63864
CED402,16909,14365,5127,418,36819,13057,1246,51121,628,289,480,38,1423,2227,130,3780,18,7,16,0,40,39,4,84,643,295,489,36,1471,2262,131,3862,228,83,125,8,443,1247,66,1755,0,0,0,0,0,0,0,4,7,3,0,0,10,4,0,16,0,0,0,0,0,3,0,3,235,81,121,8,449,1255,66,1776,62,4,7,0,70,131,6,205,69,10,0,0,84,98,7,190,8,4,3,0,17,31,3,50,32,23,13,0,66,39,3,109,170,37,23,4,234,295,19,549,87,67,26,3,187,138,8,327,18046,14855,5790,467,39157,17013,1468,57640
CED403,12483,15905,4204,453,33042,8155,1268,42466,1692,1065,706,90,3558,3470,335,7364,456,431,252,57,1198,549,219,1971,2154,1497,961,143,4757,4018,555,9329,509,287,227,46,1069,1714,162,2948,45,45,9,3,102,79,11,191,4,3,0,0,9,9,4,22,0,4,0,0,6,3,0,9,557,337,241,52,1182,1810,175,3166,10,5,3,0,16,56,0,72,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,3,14,11,5,0,28,14,3,45,20,16,8,0,49,74,3,131,61,35,18,0,116,58,4,176,15281,17791,5429,651,39146,14113,2015,55275
CED404,15384,12149,4510,362,32408,12955,991,46359,1090,694,991,68,2839,3213,214,6269,51,39,9,0,104,41,11,152,1143,732,1005,68,2943,3259,223,6421,197,56,64,19,339,1045,35,1421,3,0,0,0,4,20,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,205,58,67,19,348,1066,35,1451,119,12,9,4,139,229,9,372,26,4,3,0,36,56,3,100,9,10,0,0,23,71,0,93,60,35,13,0,106,67,5,181,217,61,23,3,310,417,21,751,122,88,32,0,242,188,10,438,17077,13082,5643,456,36254,17887,1281,55417
CED405,10366,12572,3603,497,27038,7956,1525,36519,2563,1441,1087,183,5269,5357,564,11194,1264,1033,453,76,2827,1171,252,4255,3823,2480,1539,258,8096,6531,815,15448,1292,801,507,117,2716,4100,409,7228,274,147,69,22,505,760,97,1368,323,87,44,15,466,467,44,980,0,0,0,0,3,3,0,9,1888,1038,620,155,3694,5337,554,9580,5,0,0,0,9,7,0,23,0,0,0,0,0,3,3,6,0,0,3,0,3,4,0,8,16,14,6,4,33,22,8,66,26,16,9,4,52,40,5,100,47,55,24,0,128,89,10,230,16148,16152,5797,911,39006,19951,2919,61881
CED406,13735,16532,7069,463,37791,10607,1325,49726,792,202,502,51,1553,2551,126,4232,128,101,122,11,357,169,26,560,918,306,624,58,1912,2717,155,4791,373,67,83,9,532,732,35,1294,7,0,6,0,13,27,0,39,14,3,4,0,23,29,0,51,0,3,3,0,5,3,0,9,401,72,92,9,568,790,34,1397,15,3,0,0,20,54,0,76,29,3,5,0,36,87,0,120,0,3,0,0,7,3,0,12,3,5,0,0,8,0,0,9,49,14,4,0,67,145,3,215,18,30,7,3,57,53,4,109,15119,16950,7798,536,40401,14305,1527,56230
CED407,13953,17118,5803,478,37350,9574,1131,48059,832,313,333,39,1525,1871,94,3494,360,383,251,46,1046,437,175,1657,1192,701,587,87,2568,2309,266,5144,244,125,105,13,488,800,46,1334,84,51,13,8,163,157,54,373,78,36,18,3,139,147,29,318,0,0,0,0,0,3,0,0,405,210,142,30,789,1102,138,2025,0,10,0,0,15,0,0,11,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,5,4,0,20,9,0,31,13,13,4,0,32,9,0,47,26,21,10,0,57,29,3,89,15581,18060,6555,598,40794,13031,1540,55363
CED408,17086,15812,4504,290,37699,10843,946,49486,416,79,107,18,614,1144,39,1801,86,29,27,0,142,97,12,251,501,108,136,14,759,1245,51,2054,69,18,25,0,112,347,10,471,11,0,0,0,15,33,0,53,3,0,0,0,6,8,0,11,5,0,0,0,6,3,0,9,93,19,27,0,145,388,9,539,53,15,0,0,69,90,0,156,20,3,6,3,30,83,3,111,6,3,3,0,15,7,0,23,22,17,8,3,49,29,0,76,103,40,18,4,163,202,8,375,77,51,14,0,143,104,4,257,17859,16025,4702,314,38904,12789,1016,52708
CED409,10886,16027,7037,649,34603,9993,1513,46106,1646,1376,1318,147,4488,4291,366,9146,570,553,363,55,1538,716,158,2405,2218,1925,1681,202,6026,5006,519,11551,427,298,306,50,1074,1751,142,2970,54,24,25,12,113,137,25,268,106,46,30,7,191,255,27,473,7,3,0,3,13,17,5,31,587,374,358,67,1387,2152,197,3741,30,10,0,0,35,51,3,87,12,3,3,0,18,43,0,60,0,0,0,0,0,3,0,4,17,33,6,3,60,25,7,94,56,40,13,3,112,119,11,253,47,36,14,3,104,71,11,189,13800,18405,9098,928,42239,17348,2254,61833
CED410,11409,15237,4234,482,31360,8599,1286,41245,1897,1467,809,108,4281,4006,321,8604,619,590,260,34,1499,800,120,2417,2524,2049,1066,142,5775,4801,446,11021,942,702,407,63,2109,2667,252,5028,20,5,13,3,37,139,8,188,22,3,3,0,28,46,0,68,0,4,0,0,4,3,0,4,983,715,419,68,2180,2850,260,5292,10,0,3,0,12,25,3,39,3,0,0,0,3,7,0,13,0,0,0,0,0,0,0,3,6,7,3,0,18,6,3,28,17,9,8,0,35,39,7,78,43,47,14,0,109,40,5,155,14975,18057,5742,694,39463,16338,2000,57793
CED411,13981,17048,7502,509,39041,11052,1376,51466,938,709,1287,114,3053,3545,317,6909,97,91,196,16,398,308,41,745,1040,803,1480,130,3452,3849,354,7657,109,99,79,8,297,737,33,1065,10,3,3,4,15,39,7,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,121,106,82,14,316,777,44,1131,26,0,8,0,31,102,8,136,15,3,0,0,20,47,3,68,4,7,0,0,14,11,0,23,32,14,9,0,61,23,0,85,81,32,21,0,130,175,8,311,47,57,22,0,123,87,0,211,15265,18039,9106,651,43063,15935,1788,60781
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,13440,19833,6347,501,40111,8677,1336,50126,670,279,319,39,1300,1452,88,2840,163,76,88,10,332,285,29,651,832,352,404,45,1640,1745,109,3493,181,53,108,9,352,716,51,1123,29,21,14,0,61,71,10,142,46,11,9,0,62,59,7,128,0,0,0,0,0,0,0,0,251,81,134,18,477,850,66,1393,40,7,4,0,58,89,9,152,0,7,0,0,4,10,4,17,0,3,0,0,3,0,0,9,20,30,15,3,70,18,3,89,64,43,24,5,135,121,13,262,22,25,10,3,63,27,4,99,14613,20341,6907,565,42423,11418,1531,55369
CED502,11966,20942,6083,714,39700,8001,1478,49179,1296,1224,828,97,3443,2391,198,6033,69,92,29,7,197,89,10,302,1365,1314,857,105,3638,2484,208,6329,75,44,54,5,179,172,20,365,12,18,12,4,56,45,13,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,67,63,12,228,211,32,478,10,0,4,0,15,45,3,64,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,4,0,16,4,3,24,17,7,5,0,32,56,8,94,15,13,7,4,47,24,8,80,13453,22350,7020,832,43653,10779,1734,56159
CED503,14957,15808,5041,364,36159,8350,1064,45574,1048,224,319,16,1614,1927,96,3634,310,131,120,7,574,347,45,967,1361,358,439,28,2187,2276,140,4604,294,33,37,7,377,589,20,989,70,16,9,0,95,47,9,142,101,35,13,0,153,85,7,245,0,0,0,0,0,3,0,4,464,90,65,12,626,720,31,1383,72,12,12,0,103,254,8,363,42,3,10,0,51,75,7,141,12,12,6,0,33,10,0,42,28,19,0,0,43,11,3,60,149,52,32,4,234,349,19,604,40,36,11,0,89,73,8,159,16979,16337,5578,404,39291,11769,1258,52321
CED504,10666,19239,5246,547,35697,6439,1167,43304,974,838,601,68,2477,1852,142,4474,90,119,74,3,288,175,30,493,1064,956,677,69,2767,2027,172,4968,36,11,5,0,52,109,3,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,8,6,0,54,106,3,168,9,0,3,0,17,50,3,71,39,0,3,0,45,109,0,153,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,10,48,6,9,0,66,163,7,232,12,13,0,0,25,16,0,37,11820,20220,5938,620,38602,8751,1355,48709
CED505,8415,13557,2591,366,24933,5365,1101,31393,1686,1015,600,74,3378,2811,416,6605,1664,1265,540,87,3551,1673,466,5696,3355,2281,1140,157,6931,4487,888,12301,857,343,185,55,1440,2019,288,3750,808,255,134,46,1248,1734,251,3231,812,230,108,40,1192,1313,196,2707,0,0,0,0,0,5,0,8,2482,830,426,145,3878,5074,738,9689,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,14,11,0,24,10,6,3,0,18,12,0,31,22,32,3,0,65,46,7,117,14282,16710,4170,668,35821,14974,2732,53527
CED506,13493,16074,5013,592,35175,9943,1396,46518,671,360,370,66,1471,1762,125,3356,218,178,65,11,463,245,41,750,887,534,429,77,1931,2004,171,4105,402,162,108,17,690,834,94,1614,27,6,0,0,35,51,0,90,28,14,0,0,42,50,6,96,3,0,0,0,3,3,0,9,465,181,112,16,772,943,103,1812,442,54,33,3,534,890,30,1459,62,12,3,0,73,99,5,179,66,30,18,0,111,136,14,258,93,84,43,4,221,80,24,325,659,178,99,8,942,1207,65,2219,153,97,35,7,292,252,11,560,15661,17062,5685,708,39111,14355,1745,55216
CED507,14670,15996,5063,319,36041,8734,1265,46038,792,312,417,27,1551,1998,138,3688,193,92,54,0,346,196,34,578,987,404,471,32,1893,2198,174,4260,175,50,40,8,266,587,12,866,24,8,10,0,43,33,6,87,13,0,0,0,23,18,3,37,0,0,0,0,4,7,0,9,218,53,53,8,334,638,16,996,79,16,13,0,110,194,10,310,194,14,11,3,223,241,12,469,13,11,8,4,32,26,3,65,24,8,3,0,37,20,0,59,317,49,28,8,396,474,26,902,67,65,14,4,150,84,3,238,16254,16567,5633,366,38821,12126,1485,52427
CED508,10953,16309,4439,449,32158,7026,1502,40680,1412,1038,763,92,3298,3080,316,6691,813,494,310,31,1648,899,176,2720,2221,1535,1064,125,4946,3974,491,9414,181,74,71,10,329,483,43,860,284,103,69,34,481,698,79,1260,505,108,82,17,714,673,78,1470,0,0,0,0,0,7,0,4,963,285,218,60,1531,1862,203,3595,26,5,0,0,27,42,0,67,54,4,6,0,63,86,7,161,0,0,0,0,5,0,0,3,6,4,0,0,15,15,0,34,84,22,14,0,114,148,9,272,59,26,14,0,93,130,7,231,14287,18164,5751,636,38837,13144,2212,54191
