CED_CODE_2016,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
CED131,709,3529,259,4501,1140,5333,328,6801,1731,9496,723,11952,1897,7362,538,9795,1866,7094,652,9619,1575,6691,592,8862,1229,4318,522,6069,462,2235,437,3133,95,903,316,1316,10707,46961,4368,62033,962,3124,220,4310,1532,4888,343,6765,2085,8867,551,11502,2570,7119,428,10121,2257,7202,480,9942,1788,6841,526,9162,1503,4466,493,6464,534,2875,659,4070,119,1621,904,2647,13360,47003,4601,64966,1676,6652,485,8805,2672,10220,673,13563,3822,18361,1270,23451,4462,14480,972,19916,4125,14296,1132,19552,3368,13535,1116,18016,2735,8785,1013,12538,1001,5105,1094,7197,211,2525,1220,3958,24066,93966,8969,127000
CED132,1477,2582,212,4274,829,3074,279,4183,2035,10777,1095,13909,2490,9764,840,13084,2517,7016,609,10135,1880,5497,502,7883,1453,4189,402,6044,634,2078,222,2941,127,1047,112,1288,13452,46026,4269,63743,1170,2007,184,3361,1128,3204,328,4663,2724,11489,1136,15345,3670,9516,825,14008,3560,6885,569,11017,2326,6091,535,8953,1775,4601,454,6833,752,2673,308,3729,193,1989,283,2459,17302,48462,4620,70382,2650,4592,397,7635,1965,6277,611,8855,4761,22269,2225,29260,6154,19276,1658,27089,6079,13901,1176,21153,4207,11594,1040,16834,3230,8797,855,12884,1388,4752,526,6673,321,3037,396,3750,30752,94489,8889,134124
CED133,830,3485,677,4986,529,2782,415,3728,1028,5264,715,7007,1754,5780,769,8307,2185,7352,934,10470,2661,8760,1161,12586,2254,6884,960,10100,882,3408,701,4996,126,1271,266,1665,12267,44975,6602,63841,929,3298,560,4790,604,2632,307,3545,1450,5295,620,7369,2674,5732,723,9131,2877,7526,862,11271,3210,8559,1028,12797,2889,6011,903,9797,1262,3537,813,5608,260,2144,428,2833,16163,44728,6244,67136,1760,6779,1236,9777,1139,5416,719,7277,2482,10559,1332,14375,4430,11512,1498,17437,5065,14873,1796,21741,5873,17317,2193,25385,5143,12897,1858,19895,2149,6942,1511,10599,388,3417,693,4499,28430,89710,12840,130979
CED134,726,3090,694,4515,581,3192,534,4305,1427,6497,1030,8946,2118,5415,975,8511,2300,6585,1145,10031,2187,7070,1206,10460,1750,5248,1064,8064,756,2784,703,4247,151,889,263,1300,12004,40767,7609,60377,835,2769,617,4215,713,3136,433,4279,2104,6692,975,9769,2782,5172,875,8831,2889,6252,1046,10189,2557,6379,1030,9969,2236,4417,984,7639,1148,2892,838,4871,237,1589,407,2228,15497,39299,7196,61996,1562,5860,1306,8727,1292,6332,964,8586,3526,13187,2001,18720,4907,10591,1851,17344,5190,12837,2196,20224,4742,13451,2238,20434,3992,9663,2048,15701,1905,5672,1538,9117,385,2479,667,3535,27503,80071,14801,122377
CED135,742,3751,424,4915,946,5360,595,6904,2116,16764,1691,20570,2086,12362,1249,15695,1532,7925,744,10195,1198,6535,637,8361,704,4172,409,5289,288,2327,306,2914,50,822,157,1034,9661,60013,6207,75881,816,3227,306,4351,1024,4405,445,5872,2570,16298,1602,20470,2528,10171,943,13647,1853,7876,740,10467,1247,6992,604,8838,843,4373,446,5653,362,2683,395,3438,89,1342,274,1708,11338,57355,5752,74448,1562,6974,727,9264,1970,9763,1045,12775,4687,33056,3293,41038,4618,22539,2185,29341,3390,15795,1480,20671,2440,13520,1238,17198,1542,8543,856,10944,652,5011,697,6357,140,2170,433,2743,20999,117368,11959,150329
CED136,586,3873,424,4879,475,3669,346,4493,1015,7504,638,9159,1433,7306,649,9385,1448,7559,696,9704,1379,7317,690,9389,1508,6029,731,8274,564,2849,595,4013,75,853,206,1134,8488,46962,4980,60428,728,3516,366,4604,623,3673,274,4570,1449,7704,609,9761,2215,6857,516,9590,1886,7664,609,10168,1811,7629,678,10119,1850,6054,835,8743,718,3204,701,4627,112,1557,384,2056,11402,47852,4972,64233,1316,7385,786,9483,1095,7340,624,9056,2462,15207,1248,18921,3652,14164,1164,18972,3342,15227,1307,19874,3195,14945,1372,19513,3361,12081,1571,17015,1282,6058,1298,8638,189,2411,593,3193,19895,94813,9954,124668
CED137,897,3159,349,4410,1000,6255,894,8147,2085,16233,2258,20579,1866,10135,1367,13363,1772,7702,874,10354,1310,6696,620,8621,888,4350,445,5687,320,2638,264,3220,67,1156,132,1351,10210,58329,7199,75739,1084,3096,303,4490,1279,5873,640,7792,2486,15437,1662,19585,2650,9517,946,13114,2469,8246,742,11456,1577,7283,589,9453,1049,4727,421,6195,479,3130,330,3938,109,1958,227,2296,13182,59257,5873,78308,1985,6260,652,8898,2276,12131,1529,15934,4574,31669,3917,40163,4510,19656,2312,26475,4237,15946,1618,21809,2888,13981,1210,18076,1942,9075,869,11880,802,5762,595,7162,169,3113,360,3644,23387,117590,13070,154050
CED138,668,3044,495,4211,401,2522,318,3238,915,5240,689,6847,1608,6091,772,8464,2044,6850,932,9824,2259,7912,1104,11275,1967,6622,1009,9600,776,3599,722,5099,161,1536,480,2173,10804,43418,6520,60746,819,2715,468,4000,500,2278,281,3058,1324,5481,615,7423,2563,6214,778,9558,2907,7265,932,11099,3003,8337,1087,12426,2623,6154,979,9761,1118,3928,968,6017,250,2289,851,3391,15102,44670,6962,66735,1484,5755,968,8212,901,4796,600,6301,2236,10726,1307,14273,4171,12304,1553,18028,4950,14117,1862,20930,5263,16247,2188,23705,4590,12784,1989,19363,1897,7530,1692,11113,407,3829,1327,5565,25909,88089,13486,127476
CED139,1026,3456,652,5133,767,3542,505,4810,1510,6235,946,8697,2134,5654,941,8732,2552,6212,954,9717,2421,6678,983,10080,2169,5171,957,8292,953,2806,688,4446,149,1105,277,1535,13677,40861,6895,61443,1142,3189,548,4886,974,3391,342,4707,1991,6297,616,8904,2881,5336,622,8835,2926,6288,769,9977,2772,6479,812,10065,2704,4667,878,8245,1307,3179,844,5333,273,1940,492,2703,16966,40769,5919,63652,2165,6650,1200,10014,1734,6938,840,9515,3502,12534,1563,17599,5013,10988,1566,17561,5475,12497,1716,19692,5199,13157,1796,20150,4874,9832,1836,16545,2261,5982,1530,9775,423,3050,768,4237,30647,81629,12818,125092
CED140,850,3029,353,4235,520,3147,242,3908,966,5972,470,7410,1581,6383,531,8498,1959,6858,577,9390,1636,6871,586,9097,1536,5730,593,7858,722,3045,463,4226,160,1347,284,1786,9928,42368,4098,56400,926,2905,312,4141,633,2730,231,3591,1212,5976,414,7600,2345,6146,468,8962,2501,7141,522,10172,2048,7494,541,10077,2078,5949,660,8694,885,3781,734,5400,196,2139,627,2960,12827,44261,4509,61599,1780,5936,661,8376,1148,5877,476,7499,2183,11946,884,15008,3926,12524,1006,17459,4455,13997,1102,19553,3686,14366,1130,19177,3615,11675,1254,16549,1599,6824,1194,9626,354,3488,907,4747,22755,86629,8614,117999
CED141,649,3699,277,4625,505,3427,209,4141,908,6302,365,7581,1482,6323,417,8222,1653,7294,479,9430,1450,7236,478,9165,1440,5827,546,7818,699,3326,474,4500,93,1111,258,1463,8879,44547,3514,56937,765,3270,221,4255,613,3060,187,3869,1202,6397,356,7956,2209,6197,359,8773,2040,7528,428,9997,1796,7613,476,9887,1806,6431,626,8857,808,3850,657,5316,128,1781,470,2373,11370,46135,3771,61273,1415,6971,496,8882,1121,6485,395,8006,2114,12699,720,15533,3693,12527,780,17000,3697,14820,909,19421,3245,14852,958,19055,3246,12257,1171,16678,1509,7175,1128,9814,218,2888,725,3838,20257,90681,7285,118216
CED142,639,2565,549,3752,1910,9211,1974,13100,4500,24998,4759,34256,2613,13196,2400,18214,1865,8211,1649,11727,1335,5549,1160,8038,808,3449,754,5012,239,1512,381,2128,38,443,126,599,13951,69136,13741,96831,1006,3010,544,4554,2841,10530,1815,15181,5226,23062,3877,32168,2606,9970,1568,14139,1832,5882,1033,8744,1383,4846,875,7099,880,3125,598,4599,283,1638,374,2301,34,632,188,856,16082,62688,10872,89643,1642,5574,1090,8310,4752,19739,3788,28283,9726,48059,8634,66424,5218,23164,3968,32353,3699,14094,2680,20469,2714,10396,2035,15144,1688,6574,1358,9616,519,3159,757,4433,75,1071,311,1456,30033,131830,24615,186472
CED143,1014,2523,274,3815,625,2607,279,3509,1416,7740,826,9983,2285,8668,780,11731,2759,6935,647,10334,1834,5185,502,7526,1430,3837,395,5660,584,2034,276,2890,137,965,196,1299,12070,40492,4182,56742,1199,2266,235,3696,764,2463,249,3476,1951,8608,828,11385,3486,8260,767,12514,3772,6721,621,11111,2030,5513,523,8058,1633,4369,449,6449,740,2536,374,3649,167,1613,462,2238,15734,42335,4509,62578,2212,4789,516,7518,1385,5069,531,6981,3362,16346,1655,21365,5773,16927,1544,24241,6526,13650,1271,21450,3864,10695,1025,15582,3063,8202,844,12107,1321,4566,657,6545,303,2575,656,3536,27806,82821,8693,119324
CED144,766,4375,478,5622,770,5513,462,6744,1413,12476,1191,15081,1380,9893,856,12130,1274,8686,796,10752,864,7214,557,8639,472,4853,439,5765,223,2881,315,3415,57,1110,150,1317,7210,57013,5237,69464,996,3859,411,5266,1019,4841,450,6313,1687,11713,1012,14407,1787,9304,782,11874,1566,8891,735,11195,1036,7414,569,9013,618,4777,467,5862,273,3415,385,4079,80,1802,238,2117,9059,56012,5054,70134,1762,8231,893,10896,1794,10358,909,13064,3105,24189,2204,29494,3165,19195,1634,24001,2834,17577,1532,21946,1901,14623,1121,17647,1092,9630,905,11626,493,6305,703,7494,130,2912,388,3434,16274,113032,10288,139594
CED145,824,1761,294,2875,640,2623,423,3690,2118,10381,1744,14238,2151,8585,1214,11945,2052,6174,898,9128,1432,4654,653,6733,1083,3851,608,5542,425,2035,433,2891,131,1022,273,1427,10852,41085,6531,58467,1040,1607,248,2893,859,2944,479,4282,2945,11702,1975,16623,2873,8215,1170,12260,2774,5715,852,9343,1743,4838,707,7284,1393,4149,665,6206,602,2484,615,3708,144,1774,574,2492,14372,43430,7290,65092,1864,3370,538,5772,1503,5567,897,7972,5057,22077,3721,30859,5026,16799,2383,24204,4827,11897,1753,18477,3173,9495,1352,14023,2483,7998,1280,11753,1025,4523,1050,6598,276,2790,849,3919,25224,84518,13824,123563
CED146,677,5572,623,6870,635,5138,447,6219,947,9438,820,11203,1268,9469,787,11525,1231,9441,814,11487,811,7536,607,8950,439,4207,457,5109,150,1849,307,2308,25,506,119,641,6185,53153,4972,64307,906,4902,519,6334,838,4907,404,6147,1279,10178,822,12269,1790,10065,806,12655,1402,9574,749,11725,980,7545,620,9143,471,4254,508,5233,229,2204,410,2842,30,867,262,1156,7924,54491,5095,67510,1590,10469,1142,13198,1477,10042,846,12370,2226,19614,1643,23480,3058,19529,1594,24179,2635,19018,1556,23207,1791,15079,1228,18094,909,8466,966,10341,384,4056,716,5151,53,1367,379,1801,14110,107638,10068,131818
CED147,682,3982,413,5074,461,3609,243,4305,962,6647,483,8092,1427,6861,534,8823,1583,7477,623,9682,1435,7173,565,9173,1484,5870,640,7999,700,3255,550,4507,90,1079,234,1400,8821,45952,4286,59060,983,3669,375,5026,645,3293,234,4167,1233,6905,409,8545,2145,6876,482,9500,1967,7934,565,10470,1807,7702,601,10111,1973,6063,731,8767,864,3798,667,5331,125,1699,415,2240,11739,47944,4473,64155,1667,7650,790,10102,1101,6900,473,8474,2194,13553,888,16638,3569,13735,1014,18323,3553,15413,1185,20148,3240,14874,1166,19278,3463,11931,1376,16766,1564,7058,1220,9841,211,2776,647,3641,20564,93896,8758,123212
CED194,37,174,76,285,88,495,168,746,132,978,508,1615,100,676,495,1269,100,593,455,1148,89,583,315,986,73,470,176,719,13,96,48,162,0,22,8,32,620,4089,2247,6958,38,149,48,232,88,396,132,615,167,649,276,1091,92,349,191,629,107,361,182,646,124,468,147,732,70,316,93,477,13,66,38,120,0,33,11,48,688,2779,1121,4590,72,322,125,517,174,890,300,1358,297,1626,780,2703,194,1020,687,1900,206,960,636,1798,210,1048,457,1722,143,787,266,1196,27,165,87,282,0,54,27,78,1313,6866,3364,11545
CED197,0,5,0,3,3,0,3,9,0,10,0,11,0,7,3,18,3,15,0,25,3,16,4,22,10,29,5,48,3,14,9,16,0,4,0,3,21,104,30,157,0,8,0,7,0,4,0,4,0,18,5,24,0,14,0,14,4,19,5,31,6,34,8,53,8,40,17,60,6,13,11,24,3,0,0,7,24,151,48,220,0,9,0,12,3,7,3,9,3,26,7,32,3,23,4,34,9,40,10,50,9,55,12,74,17,73,22,108,9,23,16,42,3,7,0,10,47,251,75,374
CED201,851,3499,228,4576,818,3725,196,4741,1211,7256,404,8863,1625,6780,416,8824,1960,6937,391,9287,1434,6640,386,8467,988,4305,327,5617,467,2055,255,2771,61,754,122,936,9409,41952,2723,54086,1014,3161,202,4372,1001,3370,145,4515,1495,7231,401,9126,2445,6575,370,9391,2309,7566,392,10270,1617,7165,388,9165,1228,4643,369,6241,503,2495,362,3359,90,1357,222,1669,11698,43570,2848,58110,1864,6656,428,8953,1813,7096,348,9257,2704,14487,801,17992,4071,13361,779,18208,4270,14511,781,19554,3052,13806,774,17628,2212,8946,693,11857,967,4551,620,6138,151,2108,344,2603,21101,85521,5569,112194
CED202,994,3567,472,5030,872,3828,384,5077,1384,6876,609,8866,1962,6567,617,9144,2453,6827,709,9990,2123,6623,696,9442,1870,4960,745,7575,723,2348,462,3531,101,858,203,1158,12475,42445,4881,59807,1178,3171,443,4788,1130,3528,354,5012,1745,6958,613,9323,2906,6501,601,10008,2936,7225,742,10904,2542,7071,742,10353,2259,5122,766,8153,839,2846,675,4361,173,1747,338,2251,15714,44161,5275,65149,2168,6741,913,9818,2002,7347,739,10086,3133,13841,1219,18191,4870,13066,1220,19151,5386,14052,1451,20892,4659,13690,1443,19794,4132,10082,1505,15729,1563,5192,1138,7893,270,2604,538,3412,28188,86613,10160,124957
CED203,599,2908,359,3865,977,4603,474,6056,2083,12071,1291,15445,2012,9335,960,12304,1919,7450,747,10116,1207,5661,548,7411,648,3840,482,4970,248,3023,441,3713,54,1195,239,1482,9743,50087,5542,65370,876,2536,329,3742,1489,4497,486,6470,3068,11668,1202,15939,2910,9138,840,12887,2546,7628,732,10910,1418,5980,600,7989,791,4509,548,5851,364,3806,554,4722,95,1868,514,2475,13550,51620,5812,70983,1477,5444,687,7604,2463,9102,959,12524,5153,23737,2497,31381,4918,18470,1802,25189,4473,15074,1479,21025,2619,11639,1148,15403,1435,8352,1031,10818,614,6826,993,8437,147,3055,752,3953,23292,101705,11354,136350
CED204,949,3220,532,4700,834,3347,378,4560,1392,6010,849,8259,2078,5810,771,8658,2636,6196,874,9712,2417,6580,877,9869,2143,4930,795,7864,860,2480,609,3951,160,941,273,1365,13469,39519,5958,58947,1117,2951,470,4537,1108,3187,297,4591,1745,6288,624,8664,3092,5672,662,9423,3144,6614,711,10472,2851,6896,791,10539,2551,4918,803,8279,932,2885,742,4558,167,1661,557,2389,16718,41073,5656,63446,2068,6173,1003,9240,1940,6538,676,9155,3145,12300,1479,16921,5168,11479,1432,18082,5784,12817,1587,20184,5266,13478,1668,20411,4692,9844,1607,16144,1797,5365,1350,8506,330,2597,828,3757,30182,80594,11621,122395
CED205,810,3899,347,5056,1021,5217,423,6655,1487,10312,886,12682,1561,8358,676,10599,1544,7572,612,9722,1146,6534,514,8200,1064,5161,471,6700,603,3260,440,4301,84,1148,202,1436,9325,51471,4559,65359,920,3370,295,4583,1126,3925,311,5365,1643,9117,739,11494,2037,7575,544,10152,1813,7510,516,9841,1435,6968,496,8898,1327,5710,501,7534,626,3792,498,4912,114,1879,380,2376,11035,49839,4288,65166,1731,7273,643,9642,2153,9137,729,12019,3127,19432,1622,24185,3595,15940,1216,20751,3354,15082,1130,19564,2581,13504,1012,17092,2390,10870,975,14233,1235,7050,937,9220,203,3032,578,3812,20362,101309,8853,130519
CED206,593,5084,516,6198,729,5577,499,6800,993,10047,998,12039,1182,8482,757,10418,1239,9431,787,11450,896,7619,619,9131,527,4900,509,5935,187,2205,311,2710,23,586,119,731,6369,53927,5117,65414,828,4777,488,6097,942,4776,358,6071,1244,9495,822,11558,1659,8482,681,10825,1579,9754,721,12050,957,7876,632,9464,606,5058,564,6221,198,2512,380,3098,27,932,203,1162,8037,53665,4844,66542,1422,9864,1002,12292,1668,10354,856,12877,2236,19539,1822,23598,2844,16968,1442,21246,2816,19182,1505,23501,1852,15496,1250,18597,1134,9955,1066,12150,385,4721,693,5806,54,1514,323,1893,14406,107594,9959,131960
CED207,759,3578,372,4710,645,3528,245,4416,1202,7190,449,8847,1846,6786,483,9113,2055,7174,522,9745,1585,6651,495,8726,1414,4723,507,6654,516,2089,314,2919,81,751,134,965,10105,42474,3518,56095,964,3195,329,4487,846,3105,200,4154,1648,7178,458,9276,2780,6324,446,9553,2550,7308,542,10398,1984,6844,509,9334,1863,4693,548,7104,615,2372,419,3404,100,1218,269,1586,13347,42227,3719,59291,1722,6770,705,9196,1493,6633,442,8569,2850,14368,911,18127,4622,13112,927,18660,4604,14484,1062,20147,3566,13495,1001,18057,3280,9424,1058,13756,1133,4461,732,6326,180,1970,400,2548,23452,84701,7236,115387
CED208,1252,4060,315,5630,1784,7315,477,9580,1796,10916,807,13515,1894,7479,551,9925,2309,6864,481,9649,1467,5629,396,7493,1152,3876,335,5365,745,2970,393,4108,218,1383,247,1843,12625,50491,3995,67115,1650,3807,303,5767,2157,6368,420,8937,2121,10098,731,12951,2731,7337,458,10534,2748,7340,462,10556,1799,6238,432,8469,1576,4629,424,6631,1023,3872,553,5446,255,2221,471,2942,16068,51904,4255,72227,2908,7872,618,11393,3938,13679,898,18523,3919,21011,1536,26469,4632,14818,1008,20452,5062,14198,941,20204,3272,11866,829,15963,2730,8505,758,11994,1765,6839,946,9552,467,3602,715,4788,28694,102392,8255,139344
CED209,1022,3311,391,4722,964,3489,307,4760,1430,6471,530,8429,2224,6818,556,9605,2599,6327,596,9528,2417,6485,624,9533,2305,4824,639,7769,950,2348,428,3727,142,1045,205,1393,14063,41122,4280,59465,1230,2896,367,4494,1029,2890,244,4162,1847,6530,472,8851,3156,6497,511,10165,3232,6605,527,10360,2573,6942,617,10128,2572,5033,670,8273,1087,2816,577,4483,224,1991,368,2588,16961,42192,4347,63504,2254,6205,760,9214,1994,6383,546,8919,3281,12998,999,17281,5381,13314,1067,19771,5837,12931,1126,19893,4991,13430,1237,19665,4880,9854,1309,16039,2037,5160,1005,8209,369,3036,576,3978,31024,83314,8624,122969
CED210,916,3375,436,4733,642,3780,421,4845,1299,7168,1027,9491,1540,6611,870,9018,1788,6913,822,9525,1684,6625,732,9036,1471,5086,722,7279,636,2782,521,3938,92,1113,288,1497,10076,43444,5841,59364,1074,3072,370,4517,966,3571,348,4886,1713,7452,631,9797,2308,6511,536,9350,2309,7283,662,10253,1952,7327,745,10027,1837,5553,735,8124,731,3446,710,4885,123,1861,478,2467,13025,46072,5211,64305,1992,6450,813,9253,1609,7351,768,9727,3010,14617,1662,19286,3846,13121,1404,18372,4100,14196,1482,19774,3641,13945,1473,19062,3315,10636,1458,15404,1369,6227,1230,8824,220,2980,763,3961,23104,89517,11053,123675
CED211,882,3188,219,4295,810,3410,170,4395,1508,7787,459,9760,2269,7761,456,10484,2322,6626,436,9377,1564,5592,331,7490,1477,4209,321,6011,824,2547,309,3675,163,1153,215,1528,11824,42277,2918,57011,1060,2870,187,4115,1049,2838,166,4050,1880,8029,486,10397,3244,7296,430,10968,2822,6803,398,10018,1849,6181,347,8375,1942,4966,431,7339,1003,3357,544,4898,212,2170,460,2841,15058,44502,3438,63002,1942,6058,412,8412,1860,6248,336,8448,3384,15824,945,20153,5517,15055,878,21451,5142,13425,827,19401,3417,11773,675,15861,3421,9173,754,13342,1826,5899,850,8576,376,3321,676,4369,26879,86779,6358,120018
CED212,597,3359,378,4333,530,3406,292,4224,963,6844,607,8408,1530,7072,619,9229,1817,7374,662,9854,1321,6697,631,8650,1320,5162,572,7055,652,2792,465,3910,113,1072,185,1374,8846,43788,4415,57044,787,3223,329,4341,736,3167,296,4199,1294,6997,587,8878,2348,6960,589,9900,2249,7709,649,10605,1699,7256,612,9569,1828,5770,723,8324,847,3329,651,4822,142,1837,350,2323,11930,46243,4788,62952,1389,6580,708,8675,1267,6566,590,8419,2256,13840,1190,17284,3882,14035,1207,19126,4061,15086,1316,20458,3020,13951,1246,18222,3149,10935,1295,15381,1500,6122,1118,8734,252,2915,538,3702,20768,90029,9201,119996
CED213,641,3477,455,4577,479,3213,273,3965,790,5678,463,6930,1696,6246,580,8521,2088,7318,718,10120,1873,7694,740,10306,2050,6821,896,9760,1033,3528,748,5306,203,1308,356,1873,10851,45287,5225,61363,779,2899,394,4072,577,2732,233,3539,1277,5921,482,7675,2497,6065,600,9163,2614,7555,676,10851,2337,8159,804,11300,2768,6843,934,10547,1186,3538,890,5618,241,1842,584,2671,14280,45551,5598,65436,1420,6380,844,8643,1048,5942,503,7498,2070,11596,947,14605,4191,12317,1183,17685,4699,14871,1394,20969,4210,15851,1545,21612,4821,13670,1829,20310,2217,7067,1635,10923,450,3147,943,4541,25131,90841,10827,126797
CED214,685,3083,336,4102,864,4735,464,6068,1934,12391,1175,15500,2182,10255,965,13395,1965,8021,751,10742,1318,6370,622,8309,707,4193,487,5385,304,2508,456,3272,74,1037,219,1332,10020,52599,5470,68087,726,2822,307,3854,1097,3834,403,5335,2483,11334,1081,14896,2870,9463,825,13154,2440,7750,670,10861,1439,6491,579,8513,939,4446,557,5942,364,3344,511,4224,91,1791,343,2230,12443,51279,5283,69009,1405,5903,646,7953,1960,8572,871,11400,4416,23723,2254,30389,5049,19714,1788,26545,4408,15767,1426,21606,2755,12862,1204,16824,1642,8642,1045,11333,668,5858,965,7489,158,2830,562,3558,22463,103882,10757,137098
CED215,698,2915,551,4170,603,2824,452,3873,1232,5479,972,7679,1712,5057,893,7658,2104,6039,918,9057,2446,6901,976,10322,2272,5924,1032,9235,905,2868,665,4446,167,953,291,1409,12143,38967,6748,57849,780,2663,482,3930,682,2600,352,3634,1646,5674,658,7982,2354,4973,619,7945,2634,6297,827,9759,2726,7214,926,10866,2520,5434,953,8911,1046,2952,901,4900,201,1501,510,2213,14592,39320,6233,60139,1482,5581,1039,8105,1292,5424,799,7512,2877,11157,1628,15661,4062,10027,1513,15605,4734,12337,1744,18811,5174,14119,1897,21189,4798,11362,1983,18142,1949,5821,1570,9345,368,2454,807,3623,26727,78286,12981,117989
CED216,1050,3458,283,4796,829,3103,224,4153,938,5811,490,7234,1959,6612,522,9094,3052,7408,613,11068,2007,6313,499,8822,1479,4545,389,6417,643,2344,292,3276,157,1386,189,1736,12113,40989,3498,56596,1219,2952,241,4403,980,2759,209,3945,1339,6001,447,7786,2955,6965,514,10429,3730,7958,603,12289,2221,6815,491,9521,1801,4955,448,7200,859,3049,392,4299,261,2675,444,3387,15361,44126,3781,63266,2267,6409,522,9201,1803,5859,429,8093,2274,11808,943,15026,4911,13575,1035,19527,6780,15368,1210,23363,4229,13126,988,18340,3282,9496,841,13616,1499,5394,682,7583,423,4061,631,5121,27469,85109,7276,119860
CED217,709,5264,548,6526,612,5307,579,6502,1293,11965,1369,14625,1918,12548,1195,15658,1414,9636,906,11960,868,7547,687,9102,610,4807,501,5922,163,1609,260,2032,28,375,59,462,7615,59068,6107,72792,890,4835,493,6207,923,4851,563,6342,1802,12858,1156,15811,2644,12436,1068,16146,1662,9843,869,12374,1046,8089,693,9829,667,4652,601,5917,170,1826,297,2296,29,725,114,870,9829,60106,5847,75785,1601,10101,1032,12732,1531,10160,1143,12841,3093,24824,2520,30439,4558,24982,2264,31806,3076,19479,1777,24335,1916,15638,1376,18932,1276,9460,1100,11840,336,3432,558,4329,56,1098,179,1332,17444,119180,11959,148579
