CED_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
CED101,3,7,4615,4626,130,172,4917,5226,4180,1038,5355,10572,6369,780,2114,9267,6450,648,2213,9315,5829,490,2057,8377,3968,229,1396,5595,2346,82,816,3242,682,8,516,1210,29960,3461,24007,57427,9,19,4367,4398,403,261,4143,4810,5307,1168,4454,10933,6944,780,2549,10275,6556,651,3085,10297,5500,417,3183,9108,3383,165,2568,6115,1726,41,2315,4084,327,3,1558,1892,30156,3521,28228,61905,14,28,8984,9030,533,437,9066,10034,9487,2210,9809,21505,13314,1564,4661,19543,13011,1303,5300,19613,11331,913,5239,17485,7345,400,3966,11708,4073,127,3127,7322,1010,14,2075,3097,60124,6982,52231,119338
CED102,4,9,4331,4344,244,352,5774,6376,5821,2076,8172,16068,7024,1201,3170,11399,5852,844,2722,9415,4892,560,2115,7561,3789,258,1326,5375,2450,72,752,3276,668,11,406,1089,30748,5394,28764,64908,19,24,4149,4197,690,540,4932,6161,7411,2085,6510,16002,6948,1147,3282,11379,5842,781,3430,10061,4720,441,3130,8290,3293,152,2368,5815,1747,36,2064,3853,223,7,1193,1419,30903,5218,31055,67176,22,33,8484,8540,936,892,10711,12537,13232,4161,14676,32069,13972,2353,6452,22779,11695,1631,6150,19478,9609,995,5244,15849,7086,413,3696,11190,4204,107,2816,7127,895,22,1594,2511,61655,10609,59821,132078
CED103,3,21,4661,4689,97,351,5509,5957,5101,1562,6224,12889,7966,835,2395,11192,6987,595,2063,9641,5959,373,1901,8235,4093,212,1127,5436,2226,61,746,3032,721,8,472,1197,33155,4025,25091,62273,6,33,4174,4209,278,522,5270,6069,6517,1586,5498,13601,8263,822,2680,11771,7207,573,2870,10651,5794,367,2976,9135,3412,131,2248,5796,1660,28,2152,3843,323,4,1500,1831,33464,4062,29373,66894,8,56,8834,8898,370,873,10778,12021,11621,3148,11719,26486,16227,1656,5075,22960,14194,1164,4930,20290,11751,744,4879,17373,7510,343,3381,11232,3884,91,2898,6869,1042,19,1975,3030,66615,8082,54463,129160
CED104,6,9,5277,5286,52,121,4212,4381,2095,480,3326,5895,6638,586,1228,8454,8011,646,1282,9947,7051,459,1161,8671,5154,225,819,6199,2370,60,542,2969,596,9,354,961,31973,2587,18201,52758,0,11,4856,4866,89,142,3702,3941,2927,543,2431,5902,7726,649,1311,9690,8469,699,1897,11060,6765,415,1998,9175,4475,140,1902,6508,1691,29,1635,3356,288,10,1136,1431,32422,2631,20870,55923,4,19,10130,10151,139,264,7920,8320,5019,1017,5755,11794,14365,1239,2539,18137,16480,1345,3179,21002,13820,868,3157,17848,9626,361,2722,12709,4063,87,2183,6329,878,17,1491,2386,64393,5220,39071,108686
CED105,7,10,5473,5490,353,152,6424,6931,5481,691,8542,14709,6512,554,3478,10539,6267,499,2672,9439,5373,378,2371,8121,3663,188,1332,5188,1834,49,673,2554,480,9,382,869,29960,2528,31353,63842,65,28,5096,5189,1144,199,4648,5989,7318,788,5073,13179,6596,542,2948,10085,5948,502,3134,9583,4705,326,3150,8180,2830,115,2121,5073,1193,25,1818,3037,203,4,1129,1334,30003,2533,29122,61649,73,38,10574,10678,1496,349,11067,12912,12792,1481,13612,27886,13105,1090,6426,20623,12217,1003,5813,19024,10080,703,5515,16302,6497,301,3462,10255,3027,75,2493,5591,678,16,1506,2206,59963,5058,60473,125486
CED106,0,9,5353,5360,51,154,3967,4179,3075,807,3527,7409,7900,592,1404,9899,8504,561,1403,10472,6356,362,1102,7823,4776,174,801,5749,2823,73,622,3513,919,27,472,1425,34413,2761,18660,55830,0,12,5107,5128,151,217,3833,4201,4309,868,3120,8297,8784,610,1907,11297,8882,572,2424,11875,6044,298,2322,8668,4347,127,2047,6515,2150,43,2008,4200,448,4,1554,2004,35110,2754,24323,62194,5,21,10463,10488,206,374,7805,8383,7380,1672,6648,15702,16686,1202,3312,21197,17390,1132,3828,22349,12404,664,3422,16486,9121,304,2840,12268,4971,112,2628,7714,1364,33,2031,3429,69524,5512,42984,118023
CED107,0,65,4400,4472,131,653,2720,3503,2799,1798,2969,7566,4586,1104,2029,7721,5233,1063,2641,8939,5547,733,2533,8811,4745,391,2062,7191,2299,105,1102,3510,502,16,439,960,25840,5932,20903,52678,7,146,4012,4163,257,946,2384,3579,3601,1783,2802,8177,5131,1158,2337,8628,5698,1074,2811,9580,5511,621,2882,9011,4216,301,2777,7296,1616,51,2376,4046,242,11,1183,1434,26275,6093,23558,55922,7,211,8418,8640,384,1599,5102,7085,6397,3582,5771,15744,9723,2261,4368,16348,10932,2135,5456,18518,11060,1357,5408,17827,8956,689,4837,14487,3920,156,3480,7558,747,27,1625,2401,52121,12020,44465,108605
CED108,3,28,6026,6058,178,376,5290,5844,4576,1268,5643,11496,7103,933,2696,10728,6352,769,2509,9630,5416,488,1967,7869,3568,224,1244,5035,1361,60,603,2020,264,12,202,475,28829,4156,26174,59155,12,60,5626,5694,491,502,4707,5699,6427,1353,4864,12649,7182,940,3082,11208,6097,756,3221,10066,4966,444,3024,8431,2786,166,2491,5438,859,29,1562,2447,112,3,654,769,28926,4251,29228,62405,19,85,11656,11756,669,878,9996,11546,11010,2617,10515,24141,14282,1875,5780,21938,12451,1522,5726,19693,10383,927,4990,16302,6354,389,3729,10477,2217,89,2160,4468,375,14,853,1243,57753,8402,55405,121562
CED109,3,9,3780,3794,49,198,3330,3580,2511,1512,3362,7386,5476,936,1990,8399,5761,785,2134,8681,5164,519,1850,7529,4198,259,1254,5707,2508,96,738,3340,816,31,526,1367,26487,4336,18961,49785,4,24,3665,3691,117,363,2963,3441,3444,1617,2967,8035,6078,902,2090,9066,6014,775,2485,9278,5056,482,2612,8150,3773,191,2386,6346,1895,54,2203,4146,397,10,1715,2126,26773,4420,23092,54286,8,34,7450,7483,161,565,6296,7020,5960,3135,6332,15417,11551,1836,4077,17463,11778,1559,4623,17957,10220,994,4461,15679,7968,445,3642,12059,4402,150,2940,7489,1210,42,2239,3490,53261,8752,42052,104068
CED110,3,50,4190,4246,100,464,2484,3047,1909,1384,2751,6045,3713,1175,2084,6970,4513,1153,2845,8505,5584,1094,3353,10020,6038,619,2417,9080,3324,192,1384,4904,896,31,590,1521,26069,6170,22095,54333,4,110,3843,3961,187,676,2127,2989,2619,1497,2686,6805,4173,1226,2628,8026,5109,1246,3455,9819,5910,1060,3984,10951,5431,468,3593,9494,2524,131,2963,5616,439,12,1846,2296,26414,6429,27119,59953,6,164,8034,8205,285,1147,4607,6037,4527,2886,5431,12846,7884,2398,4717,15002,9620,2407,6296,18322,11497,2148,7331,20979,11471,1087,6008,18567,5852,320,4342,10513,1336,51,2435,3822,52482,12593,49214,114290
CED111,0,55,4465,4517,98,470,5167,5730,2800,1706,4593,9094,5503,1104,2303,8913,5555,919,2633,9106,5077,609,2297,7988,4167,226,1436,5829,2439,91,903,3429,682,13,476,1171,26317,5186,24276,55782,8,77,4106,4196,228,696,4245,5168,3793,1799,3360,8954,5915,1104,2380,9397,5693,901,2877,9474,5106,546,2984,8638,3749,198,2386,6325,1845,51,2297,4190,313,8,1508,1836,26648,5384,26147,58177,4,133,8571,8713,319,1165,9410,10896,6594,3502,7951,18043,11421,2203,4685,18306,11249,1823,5506,18583,10185,1158,5285,16634,7912,424,3820,12159,4281,137,3197,7624,995,26,1986,3004,52966,10566,50418,113954
CED112,3,33,4561,4604,124,449,3358,3934,2609,1649,3181,7444,4671,1256,2214,8149,5153,1116,2598,8877,5077,687,2302,8066,4398,378,1771,6549,2484,146,1018,3645,666,20,577,1260,25190,5738,21583,52508,6,67,4349,4424,220,722,3007,3948,3432,1737,2921,8096,5161,1253,2699,9117,5258,1098,3224,9577,5138,652,3330,9117,4053,305,3067,7424,1855,76,2581,4515,338,14,1556,1909,25455,5936,26737,58132,9,102,8911,9024,344,1173,6371,7884,6045,3387,6103,15532,9833,2517,4917,17265,10411,2215,5828,18456,10214,1335,5634,17184,8449,689,4832,13971,4337,219,3603,8163,1000,33,2131,3164,50647,11674,48324,110635
CED113,0,45,3870,3910,65,478,2413,2958,2308,1537,2720,6566,4477,1272,1816,7563,5599,1272,2517,9390,5759,1032,2600,9395,4839,512,1774,7128,2217,122,914,3257,456,18,383,856,25732,6285,19012,51029,6,104,3576,3679,208,702,2027,2934,3089,1654,2235,6977,5068,1283,1879,8229,5957,1361,2608,9930,5796,932,2742,9469,4154,371,2274,6800,1494,78,1759,3335,223,9,1052,1289,25992,6489,20149,52637,7,148,7443,7595,277,1180,4444,5894,5398,3192,4952,13539,9543,2557,3697,15798,11559,2634,5128,19318,11558,1963,5347,18859,8989,883,4049,13925,3714,201,2672,6587,681,28,1438,2146,51727,12782,39163,103668
CED114,8,70,4333,4410,105,634,3023,3756,2776,1714,3122,7611,4696,1071,2089,7862,5450,981,2651,9073,6122,789,2726,9629,5164,367,1940,7469,2710,118,1189,4018,664,15,515,1194,27697,5741,21581,55019,7,134,3965,4114,253,910,2440,3605,3633,1733,2791,8150,5187,1103,2216,8508,5927,1013,2667,9606,6144,672,2748,9570,4649,292,2512,7450,1963,70,2479,4511,294,8,1325,1627,28054,5935,23149,57134,12,206,8300,8523,356,1541,5466,7362,6412,3441,5911,15761,9884,2174,4313,16369,11369,1990,5313,18679,12266,1460,5477,19201,9808,657,4446,14917,4681,185,3670,8530,957,24,1840,2825,55750,11674,44730,112154
CED115,6,23,5370,5398,256,183,5464,5906,3425,665,6386,10474,5238,626,3311,9174,6351,612,2991,9954,6060,442,2453,8955,4092,233,1302,5629,1888,54,679,2624,483,8,318,808,27805,2837,28273,58923,45,31,5067,5143,756,260,4708,5723,5045,742,5217,11002,5870,687,3536,10092,6079,589,3738,10402,5657,418,3630,9706,3130,119,2375,5625,1175,22,1894,3092,156,6,996,1153,27915,2874,31162,61951,52,57,10439,10542,1011,446,10167,11626,8472,1402,11597,21471,11108,1307,6845,19266,12433,1196,6732,20365,11718,855,6091,18662,7224,353,3676,11256,3066,81,2574,5715,636,15,1311,1962,55723,5712,59440,120875
CED116,3,47,3631,3682,100,419,2374,2892,1808,1263,2363,5430,3420,1019,1826,6261,4435,1067,2385,7888,6197,930,2832,9959,6838,574,2229,9642,3583,165,1328,5078,814,40,596,1452,27197,5514,19564,52279,9,92,3434,3534,186,642,1809,2640,2423,1373,2068,5859,3963,1071,2046,7080,4894,1100,2740,8730,6763,903,3140,10810,6293,469,3164,9930,2656,121,2595,5373,391,20,1546,1958,27581,5786,22547,55908,11,133,7072,7215,282,1060,4185,5528,4224,2631,4431,11290,7381,2090,3871,13342,9325,2166,5128,16623,12958,1834,5972,20766,13133,1047,5392,19571,6239,283,3925,10454,1211,53,2141,3406,54781,11303,42107,108195
CED117,5,15,2454,2474,80,340,3750,4172,3191,3137,6332,12659,6021,2362,3029,11414,4661,1590,2689,8942,3133,912,2107,6147,2295,381,1327,4001,1250,85,626,1957,368,15,274,662,20998,8841,22588,52434,11,21,2292,2327,209,569,3807,4587,4120,3330,6212,13663,6337,2271,3663,12278,4443,1522,3563,9533,3037,815,3161,7008,2017,264,2355,4633,859,48,1470,2386,131,9,774,917,21158,8860,27299,57318,14,42,4747,4804,286,911,7558,8755,7308,6466,12548,26318,12364,4636,6695,23690,9105,3117,6254,18471,6163,1728,5268,13156,4309,653,3680,8639,2118,129,2098,4340,497,25,1051,1576,42159,17704,49889,109758
CED118,0,30,5345,5376,127,244,4597,4972,5682,1165,5054,11899,10506,915,2314,13726,7047,735,2036,9817,5395,372,1694,7464,3497,164,981,4642,1394,33,530,1955,264,4,232,506,33913,3669,22781,60359,13,43,4896,4951,370,366,3792,4526,8067,1265,3609,12945,10177,925,2370,13473,6808,697,2538,10036,4947,354,2549,7849,2809,108,2029,4944,802,19,1448,2274,128,7,632,769,34119,3778,23868,61766,8,70,10245,10326,503,612,8385,9497,13751,2431,8659,24842,20684,1834,4681,27204,13853,1430,4572,19859,10344,728,4238,15311,6305,276,3008,9583,2194,52,1979,4227,388,9,868,1272,68028,7446,46647,122121
CED119,0,11,4591,4603,92,193,3850,4132,3190,1227,3277,7688,6903,934,1587,9423,6763,863,1620,9244,6098,497,1269,7865,4383,199,843,5428,1769,63,494,2326,409,8,277,699,29620,3997,17797,51417,0,33,4249,4279,176,310,3452,3939,4315,1330,2643,8282,7504,1030,1709,10245,6911,779,2204,9897,5865,437,1994,8302,3764,155,1866,5780,1230,33,1351,2616,191,7,842,1045,29955,4118,20313,54384,0,41,8840,8885,266,505,7301,8068,7505,2556,5916,15976,14412,1965,3298,19673,13676,1647,3825,19145,11966,939,3258,16165,8150,354,2704,11204,3001,95,1846,4940,608,16,1115,1740,59579,8115,38111,105801
CED120,0,23,4666,4687,114,467,3278,3857,3375,1523,2890,7789,5897,1119,1665,8687,6128,1050,1964,9138,5741,665,1789,8199,4498,333,1402,6230,1926,91,761,2781,368,19,298,688,28045,5293,18712,52056,4,70,4387,4462,265,661,2757,3688,4368,1660,2432,8457,6332,1114,1966,9413,6413,1054,2379,9856,5663,601,2249,8514,3883,237,2179,6299,1305,64,1618,2987,166,13,917,1096,28410,5474,20885,54769,4,97,9054,9151,378,1128,6033,7538,7739,3181,5323,16242,12229,2233,3631,18093,12546,2105,4345,18990,11409,1271,4041,16720,8378,573,3578,12526,3238,159,2377,5763,539,32,1217,1782,56453,10766,39600,106818
CED121,3,52,4495,4545,112,618,3215,3945,3024,1884,3046,7956,4708,1254,2265,8228,5252,1138,2567,8958,5673,716,2362,8749,4895,361,1586,6845,2333,116,887,3340,511,16,428,955,26503,6163,20852,53522,4,117,4215,4333,291,927,2646,3860,3871,1924,2820,8609,5265,1283,2424,8970,5582,1070,2781,9431,5666,677,2685,9029,4296,295,2549,7138,1694,56,2100,3853,270,15,1130,1406,26930,6354,23350,56637,3,163,8712,8882,400,1549,5854,7803,6891,3806,5867,16568,9975,2535,4693,17204,10834,2202,5349,18386,11332,1392,5049,17780,9190,655,4136,13981,4022,175,2993,7193,780,30,1556,2362,53433,12518,44206,110160
CED122,3,29,4329,4360,81,481,6827,7388,3482,3194,7739,14411,6595,1696,2959,11252,5557,1088,2567,9208,4166,612,2216,6999,3174,273,1546,5000,1986,98,870,2956,558,17,420,999,25617,7489,29471,62574,3,47,4164,4212,217,715,6440,7371,4593,3313,6784,14692,6981,1596,3409,11982,5533,967,3428,9923,4046,497,3122,7664,2902,208,2756,5854,1351,50,2243,3643,236,5,1393,1635,25852,7389,33742,66988,6,76,8491,8569,298,1192,13270,14761,8078,6510,14521,29106,13578,3294,6361,23238,11090,2048,5997,19140,8212,1105,5339,14657,6076,478,4299,10851,3343,141,3116,6604,794,27,1814,2635,51471,14879,63214,129558
CED123,4,52,5119,5166,186,628,4410,5230,4417,2240,4535,11191,6411,1380,2714,10504,5601,986,2612,9205,5228,566,2148,7939,3946,259,1346,5552,1495,65,598,2159,265,3,256,529,27552,6176,23743,57471,9,100,4730,4834,403,951,3883,5241,5574,2303,4249,12128,6615,1325,3071,11011,5603,977,3111,9688,5221,519,2931,8674,3230,171,2376,5782,979,35,1599,2613,109,5,812,924,27745,6396,26760,60898,12,148,9847,10004,591,1585,8296,10473,9990,4548,8778,23315,13025,2706,5785,21518,11204,1962,5726,18889,10447,1089,5085,16618,7179,429,3725,11333,2472,103,2198,4771,374,9,1075,1453,55295,12571,50503,118373
CED124,0,31,3752,3779,76,355,2012,2445,1532,1015,2021,4562,3332,929,1701,5958,4565,1111,2503,8170,6062,938,2780,9781,6985,647,2337,9970,3614,188,1400,5207,859,31,600,1494,27031,5239,19105,51373,0,70,3529,3598,152,496,1718,2368,2154,1129,2003,5282,3851,989,1988,6828,5204,1144,2719,9064,6546,895,3044,10491,6390,496,3110,9995,2677,125,2695,5501,378,15,1522,1911,27357,5365,22323,55046,3,103,7278,7379,227,857,3733,4809,3682,2137,4019,9843,7185,1916,3686,12787,9766,2249,5222,17239,12610,1840,5823,20277,13376,1138,5446,19962,6294,315,4100,10713,1235,45,2124,3407,54382,10602,41431,106417
CED125,4,36,5209,5253,166,509,4539,5214,4362,1683,4731,10775,6323,1193,2563,10087,5900,885,2139,8927,5810,612,1754,8176,3829,240,1186,5260,1405,65,486,1950,231,5,192,434,28029,5236,22807,56063,11,70,4925,5006,400,727,4091,5222,5931,1763,4197,11894,6452,1173,2979,10609,5907,891,2875,9666,5449,528,2920,8895,3085,195,2234,5509,858,32,1353,2239,113,4,587,706,28205,5389,26160,59752,19,112,10132,10262,566,1234,8636,10433,10295,3449,8934,22671,12775,2369,5550,20695,11802,1778,5017,18595,11255,1135,4674,17065,6911,430,3424,10767,2262,96,1832,4187,343,9,784,1135,56235,10617,48967,115818
CED126,0,14,4381,4397,55,179,3369,3605,2238,1246,3023,6503,6415,1170,1584,9169,6884,1032,1826,9748,5484,693,1604,7782,4665,331,1174,6167,2606,85,720,3415,675,13,487,1166,29027,4759,18162,51949,3,17,3957,3980,135,329,2764,3232,3190,1404,2343,6945,7206,1156,1747,10109,7105,1099,2428,10637,5364,583,2442,8388,4282,223,2398,6901,1805,53,2153,4015,342,10,1563,1912,29429,4886,21797,56110,3,32,8344,8376,186,515,6132,6833,5433,2649,5366,13446,13621,2322,3331,19272,13995,2136,4251,20384,10844,1277,4046,16176,8944,557,3567,13071,4417,142,2874,7426,1011,23,2049,3077,58450,9648,39954,108061
CED127,0,29,4399,4433,136,355,3081,3565,2459,1316,2797,6574,4836,1171,1814,7825,5646,1156,2143,8948,5673,759,2074,8501,4325,402,1539,6271,1830,113,702,2644,364,19,303,685,25258,5319,18852,49431,0,57,4051,4112,215,487,2675,3378,3250,1420,2279,6945,5354,1246,2024,8622,6049,1139,2686,9874,5528,759,2967,9255,3766,322,2762,6852,1245,61,1855,3158,184,3,909,1095,25598,5505,22199,53297,0,89,8453,8543,350,838,5758,6946,5713,2736,5073,13523,10190,2418,3836,16442,11697,2293,4829,18820,11202,1515,5038,17758,8090,727,4299,13120,3073,173,2556,5800,549,22,1209,1777,50854,10826,41048,102728
CED128,0,28,5228,5256,217,203,5455,5869,4303,863,6167,11340,6588,791,2988,10374,6386,632,2556,9574,5950,510,1988,8445,4149,222,1217,5583,1925,66,644,2632,426,11,282,719,29949,3328,26521,59799,19,33,4956,5012,627,303,4477,5414,6057,968,4741,11770,6859,769,2983,10609,6350,677,3114,10140,5508,423,2905,8838,3357,158,2286,5808,1195,39,1862,3087,171,10,940,1116,30141,3385,28262,61790,18,65,10185,10266,847,509,9933,11280,10367,1832,10914,23115,13447,1556,5973,20981,12733,1308,5664,19716,11458,937,4894,17283,7503,382,3503,11390,3123,99,2499,5722,592,25,1218,1836,60097,6715,54788,121589
CED129,0,8,5116,5122,59,131,4256,4447,3225,685,3629,7542,8775,684,1477,10944,8193,622,1224,10038,6425,387,908,7719,4856,184,723,5759,2012,54,471,2536,397,8,251,656,33941,2761,18051,54752,0,14,4900,4915,118,203,3725,4042,4700,736,2906,8336,9741,730,1747,12214,8033,587,1949,10565,6078,351,2008,8433,4213,130,1979,6317,1313,32,1370,2709,173,10,826,1001,34355,2786,21397,58538,0,22,10008,10039,175,332,7976,8493,7926,1423,6529,15881,18514,1414,3230,23162,16223,1204,3168,20599,12499,734,2913,16146,9067,312,2703,12079,3327,79,1841,5250,567,14,1076,1661,68294,5549,39449,113292
CED130,7,56,3977,4044,102,669,2600,3367,2392,1628,2866,6879,4101,1051,1977,7136,4881,962,2472,8319,5431,738,2623,8798,4895,377,2003,7274,2595,103,1049,3742,544,11,402,958,24943,5605,19973,50520,10,155,3662,3826,224,937,2266,3422,3141,1621,2799,7563,4584,1060,2343,7987,5299,1014,2752,9063,5588,667,2932,9190,4341,276,2734,7355,1865,57,2442,4358,232,9,1339,1576,25275,5796,23264,54342,21,211,7635,7868,324,1607,4859,6794,5526,3246,5664,14445,8687,2111,4321,15126,10184,1979,5220,17382,11027,1405,5559,17988,9228,655,4742,14631,4454,164,3491,8106,767,21,1740,2528,50221,11402,43238,104861
CED131,3,37,3966,4004,110,619,4967,5700,2955,2441,5111,10501,4920,1285,2574,8782,4689,953,2907,8551,4622,655,2609,7886,3502,288,1609,5395,1775,71,871,2716,525,13,467,1006,23107,6356,25081,54541,4,89,3624,3716,220,922,4488,5628,3832,2487,4109,10431,5347,1322,2816,9483,4990,977,3232,9195,4475,617,3221,8311,3074,206,2546,5825,1364,49,2070,3478,264,3,1435,1702,23562,6671,27537,57774,7,120,7591,7721,326,1545,9455,11331,6779,4929,9215,20928,10268,2606,5391,18267,9681,1929,6138,17750,9097,1273,5829,16196,6579,495,4149,11229,3137,118,2942,6195,787,17,1903,2707,46670,13029,52619,112311
CED132,0,15,3312,3325,61,325,3293,3683,4204,2954,5204,12363,7657,1547,2703,11915,6202,956,2030,9189,4691,623,1729,7041,3759,388,1215,5360,1804,99,618,2524,518,20,381,916,28900,6925,20481,56313,0,23,3077,3095,169,545,3370,4083,5428,3089,5173,13698,8062,1401,3464,12927,6255,876,3084,10212,4604,510,2995,8112,3275,236,2583,6084,1218,37,1897,3151,242,3,1223,1474,29255,6716,26864,62837,0,32,6388,6422,232,865,6666,7762,9634,6047,10380,26061,15719,2947,6172,24837,12458,1832,5118,19407,9292,1132,4728,15147,7033,621,3793,11442,3025,136,2510,5676,760,29,1598,2391,58160,13641,47349,119150
CED133,4,37,4377,4415,107,465,2492,3066,1922,1318,2684,5921,3668,1271,2264,7193,4834,1299,3052,9182,6115,1173,3645,10929,5730,612,2407,8742,2929,159,1253,4341,738,31,515,1290,26039,6364,22684,55086,13,92,4107,4217,212,643,2130,2988,2585,1433,2497,6509,4235,1374,2641,8250,5291,1360,3459,10106,6457,1113,3708,11272,5049,466,3030,8540,2170,90,2554,4811,343,14,1528,1882,26349,6583,25650,58580,18,134,8481,8632,319,1111,4619,6058,4503,2748,5185,12428,7896,2646,4903,15449,10128,2652,6507,19291,12563,2283,7352,22199,10777,1074,5435,17284,5098,246,3805,9150,1081,46,2042,3168,52387,12944,48328,113664
CED134,0,60,3695,3762,133,707,2593,3433,2520,1813,3066,7401,3968,1152,2030,7152,4498,1092,2874,8466,5196,737,2924,8856,4221,354,2139,6717,2211,93,1190,3500,490,13,405,912,23246,6025,20922,50194,0,134,3370,3504,259,1000,2254,3510,3345,1934,3151,8433,4273,1137,2386,7803,4952,1050,2779,8780,5143,657,2717,8516,3660,274,2488,6424,1594,55,2272,3920,230,14,1119,1360,23462,6255,22535,52249,4,191,7066,7262,393,1702,4844,6942,5870,3746,6213,15835,8243,2287,4419,14953,9453,2145,5658,17253,10332,1399,5645,17372,7886,632,4622,13141,3810,154,3458,7417,723,21,1528,2270,46706,12281,43459,102442
CED135,3,9,4427,4438,222,264,5740,6227,8698,1231,8734,18661,10010,780,3478,14264,5995,585,2713,9285,4959,397,2206,7567,3262,178,1285,4726,1720,74,700,2487,416,11,324,745,35274,3519,29602,68400,16,26,4011,4048,741,351,4229,5322,11715,1368,5598,18680,8669,719,3195,12584,5730,564,3355,9650,4530,316,3244,8087,2670,114,2265,5049,1157,43,1717,2914,155,3,945,1104,35378,3510,28556,67444,20,37,8437,8492,964,615,9975,11552,20405,2602,14328,37336,18677,1500,6676,26847,11725,1150,6063,18938,9491,709,5445,15653,5934,290,3554,9776,2875,114,2412,5404,574,10,1269,1850,70657,7025,58160,135843
CED136,0,46,4441,4488,128,636,3107,3873,2945,1945,3098,7994,4712,1349,2301,8364,5068,1021,2564,8654,5440,698,2205,8338,5155,369,1712,7234,2485,99,891,3471,484,22,372,876,26424,6177,20687,53293,3,102,4092,4201,275,971,2768,4013,3902,2039,2926,8868,5127,1314,2491,8930,5430,1039,2898,9363,5607,630,2833,9078,4673,293,2696,7660,1746,59,2134,3942,229,15,1134,1375,26988,6464,23969,57423,3,148,8533,8692,399,1609,5876,7882,6847,3988,6020,16855,9842,2663,4787,17290,10495,2055,5459,18017,11051,1327,5038,17418,9830,660,4406,14895,4232,158,3027,7414,713,35,1505,2252,53414,12639,44654,110715
