CED_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
CED304,0,0,0,16,5,4,3,5,3,35,3,5,17,121,28,16,4,3,0,211,4,14,79,195,18,13,10,3,0,328,3,23,59,117,16,3,0,0,0,223,0,3,3,3,3,4,0,0,0,19,0,0,3,30,10,4,0,0,0,52,15,61,74,222,84,67,27,7,3,563,4,19,19,90,32,28,19,0,5,227,0,3,9,48,24,21,5,3,3,121,0,0,15,79,15,13,5,0,0,132,85,172,533,2046,264,177,113,58,18,3474,247,324,930,2991,1056,754,474,234,130,7149,4078,7257,12692,32266,10729,7591,4566,1931,727,81839,0,0,0,12,0,0,0,0,0,13,3306,5729,9029,17133,6766,4942,3038,1526,875,52345,3,6,6,60,0,3,0,0,0,79,0,0,3,27,3,3,0,0,0,41,0,0,0,10,7,4,0,0,0,20,7,22,53,231,48,35,5,3,3,399,0,7,6,39,14,3,4,0,0,80
CED305,0,0,0,0,3,3,7,4,0,15,3,20,13,126,27,3,0,0,0,193,0,3,4,3,3,0,0,0,0,16,3,8,13,14,3,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,15,15,42,24,26,12,3,3,137,3,34,33,76,34,3,0,0,0,176,0,3,3,5,15,13,10,10,0,53,0,9,10,33,20,14,4,0,0,94,10,56,65,201,92,66,58,29,11,591,380,691,789,2612,1406,1197,667,370,124,8235,5223,10884,9655,20493,10681,9766,6275,3000,946,76924,0,6,9,16,3,0,0,0,0,27,4633,8929,7883,15252,7809,6956,4721,2756,1242,60177,3,8,4,31,10,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,9,36,14,21,7,0,3,89,0,0,0,3,0,4,0,0,0,7
CED306,0,0,0,0,3,0,9,4,0,17,0,15,4,44,16,8,7,3,0,103,3,0,15,62,0,0,0,0,0,78,0,20,16,10,3,5,0,0,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,4,0,0,0,16,0,26,12,41,12,13,22,0,5,133,0,10,9,38,14,12,4,0,0,89,0,0,4,14,13,8,14,12,0,70,0,15,23,57,57,60,3,3,0,222,6,65,68,240,139,132,107,56,11,823,303,599,797,2443,1294,1082,755,364,107,7739,5018,10668,10010,21010,11424,10227,6868,3154,945,79330,0,0,0,0,0,0,0,0,0,3,4350,8845,7618,15195,8132,7262,4649,2570,1184,59813,0,5,6,17,4,0,0,0,0,29,0,0,0,0,0,0,3,0,0,4,0,0,0,10,0,0,0,0,0,11,3,10,13,84,18,28,17,5,0,171,0,0,0,3,4,0,0,0,0,7
CED307,0,0,0,3,3,5,3,0,3,19,0,0,5,26,15,24,11,3,0,97,0,3,0,8,0,3,3,0,0,22,4,19,22,19,4,0,0,0,0,66,0,0,0,5,3,0,0,0,0,6,0,0,0,8,0,0,0,0,0,12,6,29,32,66,40,37,23,0,4,225,0,4,4,16,6,3,4,0,0,35,0,8,13,25,35,17,12,8,0,123,0,0,19,57,44,42,7,5,0,180,10,63,88,363,218,189,122,58,11,1116,192,352,361,901,536,394,324,166,67,3295,5124,11252,9637,18927,10379,8191,5910,2164,631,72211,0,0,0,11,4,3,0,0,0,12,4497,9343,7550,14948,7540,6133,4448,1603,801,56868,0,0,0,13,0,0,0,0,0,16,0,0,0,10,3,0,3,0,0,18,0,0,0,6,6,0,4,0,0,12,3,10,10,49,33,21,11,8,4,150,0,0,0,4,3,4,0,0,0,11
CED308,0,0,5,13,18,29,24,14,0,103,0,11,11,50,18,18,10,6,0,123,3,3,17,62,18,8,15,4,0,127,7,14,25,42,10,0,0,0,0,96,0,0,4,3,9,0,8,3,0,31,0,3,3,19,34,16,10,8,0,99,6,44,34,86,47,54,44,13,3,323,0,14,22,45,25,10,6,0,0,128,3,9,11,37,27,26,27,12,3,145,0,4,18,74,35,29,15,0,0,180,19,128,192,597,328,324,265,149,36,2039,397,685,781,1706,907,740,632,351,173,6370,5494,11071,11032,21500,11190,9117,7931,3788,1153,82274,0,0,6,22,8,0,0,0,0,31,4667,8197,7570,13426,6333,5771,4748,2244,1042,53993,0,4,12,58,7,3,4,0,0,87,0,0,19,73,42,32,19,6,0,198,0,0,0,5,9,0,0,0,0,19,10,10,23,77,25,28,8,5,4,192,0,3,3,17,17,7,10,3,0,67
CED309,0,0,0,4,6,9,10,3,0,32,3,7,3,25,11,7,14,5,0,73,0,3,3,23,0,0,0,0,0,29,4,18,22,24,10,3,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,7,45,29,82,51,42,55,21,4,350,3,3,3,13,8,0,0,0,0,33,0,14,11,37,29,26,34,10,3,167,0,0,19,45,47,40,25,12,0,185,10,64,105,265,166,162,168,109,44,1096,194,419,487,1266,749,666,589,299,151,4815,4262,10257,8347,17406,10160,9641,8149,4166,1434,73821,0,0,0,0,0,0,0,0,0,0,3885,8384,6864,13589,8042,7562,5801,3110,1529,58756,0,0,0,4,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,11,0,5,0,9,0,0,0,0,0,14,12,32,13,108,51,48,25,13,3,306,0,0,0,5,9,3,0,0,0,19
CED310,0,0,0,0,0,3,16,10,0,35,0,4,3,16,6,8,9,6,0,57,0,3,8,24,0,0,0,0,0,38,3,3,3,11,3,0,0,0,0,27,0,0,0,3,0,0,3,0,0,4,0,0,0,6,3,3,0,0,0,12,0,27,31,62,46,53,43,20,8,284,0,3,3,14,6,3,0,0,0,31,0,5,10,17,18,13,25,11,7,105,0,3,16,46,31,22,13,3,0,141,13,71,91,207,143,138,155,114,53,968,149,355,463,1094,643,617,554,349,169,4399,3703,9054,8132,15302,9029,8508,8036,4451,1528,67747,0,4,0,3,0,0,0,0,0,9,3210,7363,6368,11942,6898,6811,6009,3198,1577,53371,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,4,0,0,12,0,0,0,3,0,0,0,0,0,12,0,20,22,104,31,38,30,8,8,258,0,0,0,6,4,4,3,0,0,19
CED311,0,0,0,3,4,6,7,3,0,21,3,9,14,61,8,8,0,0,0,98,0,0,9,31,3,0,0,0,0,38,3,7,14,5,3,0,0,0,0,33,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,6,6,21,5,34,32,21,19,3,5,155,0,12,3,32,10,3,0,0,0,66,0,0,3,12,10,9,12,0,0,55,0,13,14,55,45,17,0,0,0,145,11,45,52,241,121,102,103,48,8,721,432,844,813,2309,1408,1153,725,381,78,8152,5733,11852,9265,20539,11626,10317,6916,2955,713,79916,0,0,0,0,0,0,0,0,0,0,5043,9706,7202,15666,8152,6797,4446,2013,794,59811,0,3,4,18,0,0,0,0,0,30,0,0,0,7,0,0,0,0,0,7,0,0,0,8,5,3,0,0,0,21,3,0,12,48,10,15,6,0,0,100,0,0,0,6,0,3,3,0,0,8
CED312,0,0,0,10,14,30,23,18,3,97,0,8,7,40,14,20,8,7,0,105,7,9,13,60,19,27,21,4,0,169,7,18,16,57,3,3,0,0,0,105,0,0,0,3,9,7,3,3,0,22,0,7,7,40,19,6,0,0,0,78,7,27,18,67,43,28,15,3,0,222,0,15,22,56,40,30,11,0,0,174,0,0,4,18,27,13,26,14,0,108,0,4,14,49,41,34,13,5,0,166,20,121,191,738,392,365,234,120,32,2211,336,648,640,1541,719,576,500,239,63,5269,6409,12544,11374,22458,10189,8342,6381,2671,793,81157,0,11,30,71,10,7,3,0,0,129,5686,9909,8313,15104,6193,5263,3833,1621,729,56647,0,0,0,3,3,0,0,0,0,7,0,0,0,37,19,11,4,0,0,77,0,0,22,67,45,26,13,9,3,183,3,13,3,69,15,14,9,3,0,120,0,0,0,9,9,9,5,4,0,41
CED313,0,0,0,17,22,10,11,16,0,76,3,30,46,164,44,27,12,10,3,340,0,11,76,193,20,19,6,4,0,325,4,19,37,106,16,10,4,0,0,187,0,0,0,3,7,6,3,0,0,17,0,3,6,39,23,8,3,0,0,80,6,53,64,223,54,46,29,7,0,488,3,27,52,188,85,93,41,16,12,513,0,3,4,38,22,14,8,6,0,105,0,0,19,55,22,16,6,0,0,124,36,157,351,1560,283,193,150,75,36,2845,234,402,755,2217,750,528,288,172,83,5434,4462,8481,11424,29211,10006,7035,4116,2086,837,77648,0,0,4,34,14,3,5,0,0,64,3911,6536,8147,16980,6602,4874,2836,1633,1198,52711,3,11,4,43,12,6,0,0,0,78,0,0,13,52,23,23,23,8,3,148,0,0,0,7,5,3,0,3,0,23,6,17,40,201,43,28,6,3,0,350,0,0,6,40,3,8,8,0,0,67
CED314,0,0,0,0,3,3,0,0,0,6,3,27,15,71,30,11,3,0,0,157,0,8,3,24,8,4,4,0,0,51,0,11,3,20,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,12,6,19,13,44,31,21,22,12,3,179,3,3,8,19,6,3,3,0,0,47,0,0,0,4,4,8,6,5,0,34,0,19,46,65,62,38,15,3,3,245,38,177,286,472,167,91,57,49,12,1343,256,500,669,1274,677,672,558,384,177,5167,4958,10400,10115,17867,9008,8427,6558,3580,1239,72144,0,13,25,45,8,9,3,0,0,103,4374,9194,8110,14558,7780,7430,5805,3430,1652,62345,3,4,8,30,7,0,0,0,0,50,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,5,18,9,45,13,15,12,5,4,125,0,0,0,3,0,0,0,0,0,8
CED315,0,0,0,0,4,4,3,3,0,19,0,11,13,36,16,12,3,0,0,95,0,3,4,10,0,0,0,0,0,19,10,26,27,17,7,0,0,0,0,87,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,3,23,32,92,32,24,18,8,0,237,3,11,8,44,11,8,9,0,0,88,0,3,0,22,11,5,15,3,0,66,0,15,25,53,20,18,4,0,0,132,24,162,202,402,183,136,127,88,8,1334,341,549,1206,2041,929,801,545,243,84,6746,5903,10958,13024,22393,10068,8425,5691,2421,750,79638,0,0,3,0,0,0,0,0,0,6,4993,9329,10148,17693,7518,6430,3998,2138,913,63151,0,0,3,11,3,3,0,0,0,19,0,0,0,7,0,0,0,0,0,5,0,0,0,14,8,0,0,0,0,20,3,3,22,109,29,29,19,3,0,214,0,0,5,7,0,0,3,0,0,12
CED316,0,0,0,0,4,14,9,10,0,34,0,11,0,20,16,10,3,6,4,70,5,0,18,75,0,0,0,0,0,98,3,12,11,13,4,0,0,0,0,50,0,0,0,0,0,0,0,0,0,8,0,0,0,10,9,3,3,0,0,31,0,7,12,39,23,21,40,17,3,177,0,6,6,17,13,10,0,3,0,59,0,3,3,15,14,5,28,18,3,96,0,3,10,16,19,16,4,3,0,72,9,16,26,119,97,97,188,121,34,709,193,487,507,1064,707,884,924,509,179,5451,3707,8907,7450,13365,8376,9557,10317,5499,1538,68723,0,0,0,0,0,0,0,0,0,0,3221,7597,6283,11678,7051,8020,7339,4047,1622,56857,0,3,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,5,0,3,6,39,14,21,18,6,3,122,0,0,0,0,0,0,0,0,0,6
CED317,0,0,0,0,3,6,11,11,0,40,0,8,3,29,7,7,9,0,0,58,0,0,7,32,3,0,0,0,0,43,3,11,16,42,4,5,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,15,8,20,26,24,49,13,4,165,0,7,0,7,5,0,0,0,0,20,0,0,0,15,6,8,5,8,0,48,0,9,6,31,29,10,4,3,0,100,9,34,58,252,129,177,171,136,25,1006,407,842,822,2031,1270,1282,982,469,143,8244,5124,11274,9411,18268,10732,10849,8427,4096,1114,79306,0,0,0,0,0,0,0,0,0,0,4285,9348,7165,13700,7910,7455,5216,2570,1032,58684,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,3,11,3,0,0,0,0,14,0,0,7,42,19,19,23,3,0,121,0,0,0,3,0,0,0,0,0,6
CED318,0,0,0,0,3,5,10,13,3,35,0,13,5,37,26,20,15,6,0,120,0,4,9,90,6,6,0,0,0,115,10,41,59,80,18,7,0,0,0,211,0,0,0,0,0,0,0,0,0,4,0,3,0,8,6,3,0,0,0,22,3,24,27,93,49,65,47,13,4,333,0,15,20,40,21,4,6,7,0,115,0,3,8,24,23,21,23,3,3,109,0,4,10,37,13,19,5,0,0,98,9,87,133,651,361,342,254,130,33,2007,483,911,996,2601,1396,1197,819,379,117,8903,6145,12662,10749,23512,12435,10805,7228,2766,723,87018,0,0,0,3,0,0,0,0,0,3,5124,10242,8087,16290,7907,6729,3989,1621,791,60782,0,0,3,11,0,0,0,0,0,18,0,0,0,4,6,3,5,0,0,26,0,3,0,10,4,3,0,0,0,24,0,9,28,136,67,51,22,6,4,323,0,0,0,18,5,3,3,0,0,34
CED319,0,0,0,4,4,14,3,4,0,33,0,26,21,117,36,37,27,9,3,280,0,13,6,67,8,7,8,0,0,110,5,42,35,40,9,0,0,0,0,143,0,0,4,11,0,4,0,0,0,22,0,0,0,15,7,4,0,0,0,25,3,38,31,97,50,25,13,4,0,263,3,9,12,53,43,25,17,3,7,174,0,3,3,23,25,13,10,5,0,95,0,8,13,57,19,14,3,0,0,110,27,98,176,660,266,201,118,67,40,1651,193,275,464,1312,536,458,327,248,194,4011,4993,9156,9679,23569,10026,8013,5546,3193,1358,75537,0,4,11,10,3,0,0,4,0,36,4279,7339,7342,15436,7030,5885,4432,3143,1645,56538,0,9,5,22,3,0,0,0,0,42,0,0,0,12,7,9,3,3,3,41,0,3,0,12,0,9,0,0,0,22,0,5,23,92,33,20,4,0,0,173,0,3,0,8,12,9,4,0,0,30
CED320,0,0,0,3,9,3,12,3,0,32,0,0,4,4,6,14,7,7,0,43,0,4,40,116,0,5,3,0,0,170,4,3,18,19,5,0,0,0,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,10,4,16,24,49,36,43,27,3,4,209,0,4,4,26,16,18,4,0,0,66,0,6,3,18,16,20,24,9,3,99,0,3,15,25,21,24,13,0,0,98,13,40,76,250,172,159,146,87,21,967,296,562,547,1237,705,751,712,408,259,5488,5369,11470,10368,19207,10074,9286,8303,3784,1161,79019,0,0,0,3,0,0,0,0,0,3,4699,9702,8500,15061,7554,6981,5686,2424,846,61454,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,0,0,0,0,13,0,0,3,14,3,4,0,0,0,29,0,3,14,43,15,19,11,5,3,110,0,0,0,3,6,3,3,0,0,20
CED321,0,0,0,0,3,11,6,6,0,22,0,5,0,27,3,3,4,0,0,48,0,4,20,56,0,4,0,0,0,76,0,3,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,4,17,10,18,30,21,23,5,0,121,3,13,16,36,8,0,0,0,0,80,0,0,0,4,4,10,12,5,0,32,0,7,4,22,18,17,8,3,0,83,4,34,22,121,66,62,91,58,11,462,342,696,677,1713,1125,1094,999,530,163,7334,4909,10646,8487,16264,9962,10355,8927,4342,1221,75110,0,0,0,0,0,0,0,0,0,0,4305,8858,6824,13800,8008,7974,6238,3388,1501,60899,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,10,0,0,5,32,15,20,3,8,0,85,0,0,0,3,0,0,3,0,0,9
CED322,0,0,0,8,14,14,13,19,0,67,0,3,7,17,9,7,17,7,3,71,0,8,23,49,13,14,6,0,0,119,10,15,22,22,12,6,0,0,0,95,0,0,0,3,14,4,6,0,0,34,0,0,3,10,20,8,3,0,0,39,9,42,64,112,55,58,48,15,3,405,0,0,3,14,17,13,10,3,0,62,3,7,8,45,38,17,29,13,4,164,0,0,7,40,16,17,9,5,0,93,14,89,138,593,210,182,184,132,48,1592,230,482,533,1338,642,657,580,349,236,5044,4437,9642,9238,18994,9592,8467,7097,3804,1483,72748,0,0,0,0,0,0,0,0,0,0,3890,7580,6917,13380,6666,6313,4685,2569,1483,53475,0,0,3,12,0,0,0,0,0,10,0,0,3,22,26,12,8,8,0,73,0,0,0,9,3,6,3,0,0,15,5,12,26,193,47,39,17,9,3,350,0,3,0,23,13,4,3,3,0,51
CED323,0,0,3,16,14,21,25,12,5,97,0,6,7,33,8,15,17,8,0,93,3,12,47,159,25,19,25,0,0,289,13,23,42,94,14,9,0,0,0,199,3,0,0,11,7,12,5,3,0,41,0,0,0,22,22,9,9,3,0,62,11,21,54,114,48,60,44,14,7,379,3,18,20,54,26,17,10,5,0,150,0,4,9,20,26,8,26,7,3,109,0,0,9,37,20,17,11,3,0,100,41,112,436,1298,296,320,281,201,59,3046,280,589,1110,2346,1054,955,812,451,201,7805,3916,7798,10564,23318,10121,9111,8053,4220,1499,78597,0,3,0,4,0,0,0,0,0,9,3282,5932,6949,11974,5930,5585,4825,2608,1386,48470,0,4,3,23,3,3,0,0,0,31,0,0,9,36,28,25,15,4,0,116,0,4,4,20,7,6,0,3,0,44,0,11,48,178,44,30,19,4,5,337,0,0,5,43,18,12,13,3,3,98
CED324,0,0,8,33,20,36,24,19,7,136,4,24,52,194,59,50,21,11,13,428,31,67,307,1119,141,224,160,32,7,2091,4,14,26,62,10,3,3,0,0,122,0,0,0,10,8,12,7,3,0,35,0,0,3,17,11,12,6,0,0,53,7,40,56,101,47,26,20,5,8,310,9,21,107,359,268,218,100,27,13,1121,0,3,5,19,13,6,10,10,0,61,0,8,34,91,41,26,6,3,0,203,48,287,441,1277,439,331,209,104,51,3190,216,385,658,1409,524,431,335,206,128,4283,5116,9055,12666,25781,9235,7489,5308,2661,1062,78365,3,13,52,86,32,13,7,0,3,220,4334,6706,6661,10287,4781,4141,3172,1947,1248,43266,4,20,29,74,17,9,3,0,0,153,0,0,16,80,57,43,20,13,0,226,0,3,3,43,30,33,8,7,3,129,3,17,20,95,20,10,7,3,0,173,0,3,3,31,17,15,8,7,3,94
CED325,0,0,0,17,17,15,14,10,3,75,4,47,50,226,110,109,63,23,4,633,0,3,17,89,16,27,11,7,0,176,3,7,14,42,15,3,0,0,0,89,0,0,4,11,9,9,3,5,0,44,0,0,0,15,3,0,0,0,0,23,8,31,40,93,39,31,30,9,0,274,24,119,276,1267,886,698,275,115,42,3699,0,8,10,19,29,22,6,9,4,103,0,11,34,99,53,32,8,0,0,240,76,514,739,1535,839,571,290,128,32,4722,400,643,720,1486,712,498,346,173,66,5050,6635,12404,11851,24132,10690,7986,4949,2088,628,81369,0,8,20,50,9,4,0,0,0,94,5583,8942,7377,12219,5100,3918,2637,1227,615,47622,3,45,41,130,15,12,0,0,0,248,0,0,6,18,24,13,5,7,0,65,0,0,0,16,8,3,0,3,0,35,3,9,17,59,19,16,16,4,3,134,0,0,3,38,37,39,21,3,7,143
CED326,0,0,0,3,3,9,9,4,0,32,3,24,12,90,38,34,32,14,5,236,0,6,10,31,7,3,3,0,0,58,0,21,13,26,9,7,3,0,0,67,0,0,0,3,8,3,0,0,0,13,0,0,3,7,7,0,3,3,0,23,7,43,31,89,38,36,27,3,0,288,0,4,14,30,22,11,6,3,0,87,0,4,20,28,25,22,16,10,3,140,0,11,23,78,51,22,6,3,0,192,16,140,143,559,348,195,177,108,31,1723,275,486,472,1313,668,540,507,335,196,4803,5713,11190,9788,21076,10352,8360,7052,3674,1356,78562,0,0,4,21,3,0,3,0,0,35,5067,8488,7244,14478,6645,6156,5245,2996,1596,57904,0,3,0,29,10,0,3,0,0,45,0,0,0,23,13,3,3,0,0,49,0,0,0,8,4,0,0,0,0,20,3,17,20,60,30,25,10,9,7,180,0,0,4,21,17,3,4,0,0,56
CED327,0,0,0,30,31,42,26,13,6,151,0,17,34,158,51,46,28,9,3,354,20,32,74,507,75,99,55,14,0,876,10,89,84,121,12,6,0,0,0,331,0,0,3,19,11,25,7,0,0,64,0,0,9,34,17,8,0,0,0,65,0,26,36,61,21,19,19,3,0,187,3,17,38,186,118,96,39,12,4,508,0,3,4,7,18,16,11,6,3,63,0,11,48,111,53,33,10,6,0,272,46,405,630,1621,785,672,424,157,45,4784,460,825,812,1651,725,584,442,228,57,5787,7505,13749,13076,26249,10442,8804,6001,2181,624,88626,3,43,115,191,61,10,9,0,0,426,6242,9984,7573,12708,5157,4690,3167,1174,620,51323,3,5,14,42,10,3,0,0,0,84,0,3,19,128,67,48,23,11,3,307,0,5,20,154,85,56,21,12,8,369,0,14,8,46,18,20,11,3,4,118,0,0,4,12,9,7,12,0,0,48
CED328,0,0,0,3,8,3,3,3,0,25,3,24,29,94,55,43,34,16,3,309,0,16,57,127,22,26,19,3,0,271,3,19,28,43,3,3,6,0,0,112,0,0,0,0,10,3,8,3,0,21,3,0,4,14,11,5,0,0,0,41,19,124,142,189,98,63,52,17,3,708,9,26,29,116,36,23,6,0,0,246,0,10,10,22,38,18,24,9,5,132,0,11,34,99,54,50,24,0,0,266,43,189,348,809,288,196,145,49,26,2096,133,289,636,1089,444,368,272,157,77,3460,4196,10453,14348,20487,9715,7403,5692,2663,978,75924,0,0,0,0,0,0,0,0,0,5,3726,7650,9499,12582,6323,5385,4227,2173,1323,52879,3,4,3,48,5,3,0,0,0,77,0,0,0,8,0,5,0,0,0,17,0,0,0,3,3,3,0,0,0,13,6,21,61,140,59,37,13,5,3,354,4,3,5,54,12,3,5,4,0,96
CED329,0,0,0,3,3,3,13,4,0,32,0,0,3,11,3,4,6,4,0,35,0,3,0,8,3,0,0,0,0,19,3,9,7,4,0,0,0,0,0,27,0,0,0,3,3,0,0,3,0,9,0,0,0,5,0,3,0,3,0,9,0,27,12,26,45,58,62,19,3,268,0,0,3,13,4,0,0,0,0,25,0,3,0,11,10,14,15,18,4,80,0,6,7,10,28,10,14,10,0,92,8,34,28,138,103,148,180,101,37,781,226,536,446,1125,875,991,987,512,160,5868,3597,9326,7416,13632,9684,11069,10506,4749,1351,71334,0,0,0,0,0,0,0,0,0,0,3204,7740,5861,11375,7884,8494,6979,3271,1417,56226,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,7,3,0,0,0,0,13,0,7,5,49,36,29,22,7,0,161,0,0,0,8,4,0,3,0,0,14
CED330,0,0,0,0,11,9,10,15,3,53,0,0,3,7,3,3,8,0,0,30,0,0,32,124,10,6,6,0,0,183,3,10,10,35,3,4,0,0,0,63,0,0,0,3,3,3,0,0,0,12,0,0,0,0,6,0,3,0,0,15,0,15,9,51,40,40,40,14,0,213,0,7,5,36,34,15,7,0,0,104,0,3,10,13,29,16,17,6,0,99,0,4,15,35,30,21,14,0,0,119,5,52,72,303,203,237,161,82,18,1131,268,653,664,1403,981,873,709,298,129,5972,4906,12005,9936,18340,11550,9835,7559,3017,806,77955,0,0,0,8,0,0,0,0,0,10,4317,10140,7980,14407,8051,6566,4692,1960,755,58863,0,0,6,5,0,0,0,0,0,17,0,0,0,5,3,3,0,0,0,10,0,0,3,13,9,3,0,0,0,32,0,4,18,59,24,16,17,0,0,138,0,0,0,10,14,10,0,0,0,30
