CED_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
CED136,33,6,3053,51,99,3,0,103,0,151,3,3,0,0,4,0,9,0,0,0,0,0,0,0,50,97,6,0,102,0,155,4,0,0,0,0,3,13,3076,125,6,3,139,14,3219,827,10,0,0,10,3,840,10,37,3,0,37,0,47,0,3,0,0,4,0,4,0,0,0,0,0,0,0,10,37,3,0,41,0,54,0,0,0,0,0,0,0,838,48,3,0,53,3,893,328,0,0,0,0,3,333,9,14,3,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,0,15,0,21,0,0,0,0,0,0,0,338,12,3,0,17,3,357,23109,321,10,3,335,46,23484,462,853,35,0,886,0,1351,15,49,23,3,78,0,90,5,8,0,3,10,0,13,484,905,63,8,976,0,1455,32,0,0,3,4,37,75,23623,1233,67,14,1313,78,25012
CED137,96,3,1252,182,1181,113,12,1301,0,1487,3,150,197,0,350,0,348,3,4,3,3,7,0,14,185,1331,314,17,1663,0,1846,0,0,0,0,0,0,0,1337,1426,316,18,1758,3,3102,753,61,0,0,61,0,812,105,901,106,9,1014,0,1117,3,147,193,6,343,0,350,0,10,0,3,10,0,10,106,1054,293,9,1361,0,1468,0,0,0,0,0,0,3,855,1117,299,14,1425,3,2289,376,24,0,0,24,0,404,51,499,47,0,550,0,599,0,74,119,0,193,0,193,0,8,0,0,6,0,6,55,581,170,3,747,0,806,0,0,0,0,0,0,0,431,603,170,3,774,3,1205,10136,1068,5,3,1080,11,11221,1832,11915,760,67,12734,4,14571,33,1328,1204,16,2550,0,2587,13,56,15,33,111,0,124,1881,13301,1979,117,15390,4,17282,10,18,0,0,18,17,48,12025,14384,1983,118,16489,32,28544
CED138,41,3,2568,91,101,11,0,107,0,195,3,0,6,0,9,0,6,0,0,0,0,0,0,0,89,98,15,0,117,0,206,12,0,0,0,0,6,19,2626,142,15,0,156,9,2795,612,11,0,0,11,0,626,19,27,0,0,29,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,0,0,28,0,48,0,0,0,0,0,0,0,632,37,0,0,37,0,667,213,7,0,0,7,0,214,3,11,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,11,0,16,0,0,0,0,0,0,0,218,16,0,0,16,0,232,18441,383,3,14,396,35,18865,719,875,22,10,905,0,1629,13,21,28,0,48,0,64,14,3,0,0,3,0,17,748,896,50,9,953,0,1712,55,0,0,0,0,34,89,19247,1277,56,19,1353,67,20665
CED139,19,5,2857,33,117,6,0,124,0,156,0,12,25,0,37,0,37,0,0,0,0,0,0,3,29,128,31,0,159,0,190,3,0,0,0,0,3,7,2870,147,31,0,178,8,3056,552,6,0,0,6,3,560,7,36,0,0,36,0,41,0,0,10,0,6,0,6,0,0,0,0,0,0,0,7,35,11,0,44,0,51,0,0,0,0,0,3,3,564,44,11,0,52,6,615,153,3,0,0,3,0,156,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,11,0,0,0,0,0,0,0,153,7,0,0,9,0,165,22505,204,0,0,204,46,22752,262,1236,54,0,1292,0,1549,7,106,131,0,235,0,243,14,8,0,0,10,0,28,279,1352,178,0,1529,3,1815,51,3,0,0,3,35,88,22837,1556,178,0,1741,81,24656
CED140,56,3,2696,112,125,0,3,128,0,244,3,11,7,0,17,0,22,3,3,0,0,3,0,3,114,134,17,3,150,0,266,3,0,0,0,0,4,8,2754,186,17,3,203,7,2973,1013,12,0,0,12,0,1029,44,81,4,0,83,0,129,0,3,6,0,10,0,12,3,0,0,0,0,0,3,45,86,10,0,95,0,140,0,0,0,0,0,0,4,1066,98,10,0,113,0,1178,474,14,0,0,16,0,490,19,25,3,0,29,0,42,0,0,5,0,11,0,11,0,0,0,0,0,0,0,19,23,11,0,33,0,51,0,0,0,0,0,0,0,490,39,14,0,50,0,546,19760,482,10,0,493,26,20273,854,1367,46,8,1431,6,2288,13,104,81,0,180,0,198,12,16,0,0,16,0,23,882,1489,130,8,1625,6,2510,36,5,0,0,5,35,72,20674,1974,139,8,2118,62,22855
CED141,36,0,2815,72,85,8,0,92,0,166,0,4,3,0,9,0,13,0,0,0,0,0,0,0,72,92,10,0,101,0,178,0,0,0,0,0,10,9,2856,124,10,0,142,10,2999,1115,11,0,3,15,0,1130,26,33,4,0,42,0,64,0,3,3,0,5,0,5,0,0,0,0,0,0,0,26,34,11,0,45,0,65,0,0,0,0,0,0,3,1142,46,11,3,62,3,1198,505,4,0,0,4,0,511,12,28,0,0,28,0,44,0,7,0,0,6,0,6,0,0,0,0,0,0,0,12,28,3,0,32,0,50,0,0,0,0,0,0,0,517,34,3,0,35,0,556,21357,359,3,3,372,27,21749,578,741,43,0,778,0,1361,19,34,20,0,55,0,78,3,7,0,0,7,0,13,599,786,63,0,846,0,1448,19,0,0,0,0,37,60,21975,1140,65,9,1217,64,23257
CED142,28,0,468,53,197,12,5,212,0,266,0,22,31,0,54,0,54,0,0,0,0,0,0,0,52,225,45,5,267,0,322,0,0,0,0,0,0,0,498,244,45,5,293,0,789,262,6,0,0,6,0,269,32,129,9,0,137,0,167,0,22,34,0,54,0,54,0,0,0,0,0,0,0,32,150,47,0,194,0,228,0,0,0,0,0,0,0,291,156,47,0,206,0,495,110,5,0,0,5,0,108,19,68,7,0,79,0,97,0,20,24,0,46,0,46,0,0,0,0,0,0,0,19,94,29,0,122,0,142,0,0,0,0,0,0,0,123,95,29,0,126,0,251,5891,400,3,7,408,6,6302,963,3006,181,16,3199,5,4172,22,271,248,3,523,0,547,3,11,0,4,20,0,22,987,3288,431,27,3744,5,4738,3,3,0,0,3,9,25,6884,3695,427,33,4157,24,11064
CED143,83,4,2636,160,361,20,0,381,0,544,0,21,20,0,37,0,41,0,7,0,4,3,0,7,160,385,34,0,429,0,590,0,0,0,0,0,0,0,2710,475,34,3,510,4,3224,1269,34,0,0,34,0,1310,89,189,11,0,199,0,293,0,11,21,0,32,0,32,0,0,0,0,0,0,0,89,192,32,0,233,0,322,0,0,0,0,0,0,0,1360,231,32,3,266,0,1626,636,12,0,0,12,0,648,28,96,6,0,106,0,130,0,11,8,0,23,0,25,0,0,0,0,0,0,0,26,111,18,0,129,0,156,0,0,0,0,0,0,0,668,119,18,0,140,0,811,21774,832,3,8,848,20,22638,1747,3453,123,3,3580,6,5331,11,171,104,3,274,0,283,6,8,0,7,21,0,30,1762,3628,230,13,3879,8,5647,11,11,0,0,11,8,30,23547,4475,237,25,4737,31,28313
CED144,105,0,769,143,2058,231,15,2302,0,2452,9,379,365,4,751,0,759,3,15,0,3,21,0,24,157,2459,596,23,3079,0,3233,0,0,0,0,0,3,6,820,2558,597,25,3180,0,4006,382,47,0,0,53,0,428,69,1358,139,8,1500,0,1567,14,297,275,3,578,0,590,0,8,0,0,9,3,12,80,1666,417,6,2085,3,2169,0,0,0,0,0,5,5,462,1716,418,7,2142,8,2606,178,37,0,0,38,0,218,28,723,79,3,802,0,833,4,154,183,0,335,0,338,0,0,0,0,0,0,0,31,878,257,4,1141,0,1174,0,0,0,0,0,0,0,211,917,259,4,1182,3,1396,5700,1184,39,11,1243,4,6945,1325,19615,1575,126,21318,32,22671,76,3194,2267,22,5480,3,5564,11,127,6,49,186,6,206,1415,22941,3846,199,26989,38,28444,14,32,5,4,47,68,125,7125,24162,3898,213,28274,114,35513
CED145,47,0,1752,128,233,6,0,244,0,370,3,3,11,0,16,0,20,0,0,0,0,0,0,3,127,234,21,0,257,0,387,0,3,0,0,3,3,9,1831,288,23,0,310,6,2148,948,24,0,0,22,0,972,70,157,5,0,160,0,229,0,8,6,0,10,0,16,0,0,0,0,0,0,0,69,163,11,0,179,0,244,4,0,0,0,0,0,3,1019,188,12,0,205,0,1225,586,26,0,0,26,0,610,32,93,11,0,103,0,137,0,0,8,0,11,0,11,0,0,0,0,0,0,0,32,99,11,0,111,0,150,0,0,0,0,0,0,0,621,124,11,0,139,0,757,15944,730,11,7,748,14,16700,1460,2748,80,8,2825,6,4293,8,71,54,0,125,0,135,16,10,0,0,9,0,28,1492,2823,127,5,2959,6,4456,24,9,0,0,9,15,44,17460,3561,137,13,3715,33,21204
CED146,167,0,1429,148,2553,203,13,2767,0,2913,3,313,362,4,677,0,682,0,13,4,6,24,0,29,152,2874,567,25,3472,0,3622,0,3,0,0,3,8,10,1414,3039,574,24,3636,8,5061,518,59,4,3,68,0,583,86,1706,129,5,1848,0,1936,3,228,255,0,487,0,485,0,15,0,9,22,0,22,86,1950,387,17,2359,0,2444,0,3,0,0,3,3,4,609,2012,395,17,2427,4,3034,239,28,0,0,34,0,273,27,834,56,3,895,0,922,0,117,176,0,295,0,291,0,6,3,0,6,0,6,28,954,239,7,1196,0,1224,0,0,0,0,0,3,6,264,987,237,7,1230,3,1501,9283,1352,26,24,1410,15,10704,1506,20145,1463,109,21719,6,23235,37,2324,2007,18,4352,4,4395,11,143,34,83,256,0,270,1555,22609,3511,213,26330,14,27896,31,20,0,7,26,71,132,10864,23984,3538,243,27762,102,38727
CED147,75,5,2937,101,277,9,0,288,0,392,0,16,18,0,32,0,38,0,0,0,3,9,0,8,104,290,30,5,334,0,434,3,0,0,0,0,3,3,2960,368,30,5,409,8,3382,916,15,0,0,15,0,934,29,154,8,0,166,0,194,0,8,16,0,23,0,23,0,0,0,0,0,0,0,29,163,23,0,187,0,216,0,0,0,0,0,4,3,944,180,23,0,208,3,1158,327,12,0,0,12,3,344,16,72,4,0,76,0,94,0,3,3,0,8,0,8,0,0,0,0,0,0,0,16,77,12,0,85,0,106,0,0,0,0,0,0,0,348,89,12,0,98,3,449,21199,726,6,0,734,41,21970,751,2165,93,13,2269,9,3025,20,118,143,0,265,0,285,7,20,0,12,32,0,41,774,2304,234,24,2572,9,3350,24,7,0,0,7,27,57,21997,3038,243,27,3311,74,25378
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,74,0,2367,120,879,60,3,939,0,1060,3,77,67,0,146,0,151,3,4,0,0,8,0,8,128,963,126,4,1089,0,1214,0,0,0,0,0,0,0,2419,1029,128,4,1160,0,3582,1297,44,0,0,44,0,1339,65,756,49,0,801,0,873,0,65,79,0,140,0,139,0,3,3,0,8,0,6,70,820,128,3,946,0,1017,0,0,0,0,0,0,5,1368,862,130,3,993,4,2361,622,15,0,0,10,0,635,43,406,32,3,438,0,483,0,40,53,0,88,0,91,0,0,0,0,5,0,3,45,441,78,6,529,0,573,0,0,0,0,0,0,3,672,455,78,8,539,0,1214,15785,568,12,9,591,3,16375,1018,7183,370,30,7580,0,8601,26,631,465,0,1103,0,1125,7,38,4,9,52,0,60,1050,7861,842,33,8734,0,9788,23,5,3,0,7,9,47,16859,8435,851,41,9328,19,26209
CED202,52,3,3047,73,114,12,0,125,0,194,0,9,4,0,14,0,14,0,0,0,0,0,0,0,73,119,15,0,130,0,206,3,0,0,0,0,0,4,3062,171,16,0,187,8,3253,1035,15,0,0,15,3,1051,29,52,3,0,52,0,82,0,3,0,0,3,0,3,0,0,0,0,0,0,0,29,58,3,0,60,0,85,0,0,0,0,0,0,0,1061,70,3,0,72,3,1134,384,4,0,0,4,0,386,15,18,0,0,18,0,33,0,3,0,0,3,0,3,0,0,0,0,0,0,0,15,18,3,0,19,0,36,0,0,0,0,0,0,0,394,21,3,0,26,0,422,23187,364,4,4,370,43,23596,563,1178,52,5,1232,3,1797,17,91,27,0,118,0,134,0,3,0,0,3,0,8,577,1273,71,5,1356,3,1933,41,3,0,0,3,42,84,23805,1640,74,13,1725,88,25616
CED203,95,0,1473,129,746,52,8,807,0,935,4,69,72,0,144,0,145,0,0,0,3,3,0,3,134,821,128,8,953,0,1086,0,3,0,0,3,0,0,1505,914,132,7,1057,0,2558,764,46,0,0,49,0,816,82,522,44,0,572,0,652,0,57,65,0,122,0,124,0,0,0,6,5,0,5,82,582,111,6,697,0,778,0,0,0,0,0,0,0,844,628,112,3,742,0,1593,400,21,0,0,22,0,426,34,254,34,0,288,0,326,0,38,39,0,80,0,79,0,0,0,0,5,0,5,39,293,75,0,373,0,411,0,0,0,0,0,0,0,441,317,75,3,398,0,837,13561,963,11,11,985,15,14563,1368,6881,429,46,7352,4,8727,11,893,567,0,1461,5,1478,7,24,16,29,66,0,66,1388,7799,1012,69,8874,9,10274,13,6,0,0,6,29,58,14956,8771,1019,81,9871,59,24890
CED204,26,5,2941,55,72,9,0,81,0,134,3,8,40,0,46,0,49,0,0,0,0,0,0,4,54,84,43,0,127,0,189,4,0,0,0,0,5,14,2973,109,48,0,157,10,3134,957,7,0,0,7,4,965,19,19,0,0,22,0,40,0,8,20,0,29,0,28,0,0,0,0,0,0,0,21,29,22,0,51,0,71,0,0,0,0,0,0,0,980,30,22,0,60,4,1039,300,4,0,0,4,0,302,0,8,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,12,0,0,0,0,0,0,0,304,16,0,0,15,0,314,21920,261,4,0,265,48,22237,438,871,35,7,923,0,1357,9,81,268,0,349,0,360,9,4,0,6,12,0,21,456,957,302,13,1278,0,1733,54,0,4,0,4,33,89,22435,1217,309,13,1548,85,24061
CED205,87,0,1039,101,1598,124,4,1720,0,1830,4,253,302,0,554,0,562,0,9,0,3,13,0,13,105,1864,423,12,2297,3,2401,0,3,0,0,3,0,4,1058,1944,427,12,2381,3,3446,592,33,0,0,36,0,626,77,1245,92,0,1343,0,1421,0,214,243,0,457,0,457,0,7,0,0,8,0,8,77,1465,337,3,1807,0,1884,3,0,0,0,0,3,3,667,1498,339,3,1837,4,2515,323,20,0,0,25,0,346,31,673,51,4,727,0,756,0,117,145,0,262,0,262,0,3,0,0,7,0,7,31,794,191,3,992,0,1026,0,0,0,0,0,0,0,353,820,195,3,1021,0,1374,6682,639,11,0,651,3,7336,1100,14413,836,51,15296,12,16405,27,2063,1900,22,3988,3,4022,20,75,11,24,101,0,118,1148,16545,2746,96,19391,10,20550,16,15,3,0,19,18,55,7840,17204,2759,101,20063,35,27938
CED206,117,0,1675,155,2029,170,10,2207,0,2365,0,400,312,0,713,0,711,0,12,4,5,21,0,21,156,2440,486,15,2942,0,3098,0,3,0,0,3,9,11,1715,2557,487,16,3066,9,4784,933,69,0,0,69,0,1004,80,1408,106,5,1521,0,1606,3,260,240,0,498,0,503,0,8,3,8,13,0,13,88,1668,351,11,2028,0,2117,0,0,0,0,0,0,0,1019,1739,352,11,2099,0,3119,448,23,0,0,23,0,469,52,711,78,4,790,0,844,0,137,181,0,316,0,314,0,3,0,3,12,0,12,57,849,262,4,1116,0,1170,0,0,0,0,0,0,3,506,876,262,4,1145,0,1644,10239,1092,22,12,1126,14,11378,1160,15674,1584,82,17333,14,18507,25,2668,2136,17,4818,0,4846,6,105,26,61,196,3,206,1195,18446,3746,159,22350,19,23557,19,20,0,0,20,48,89,11450,19559,3770,164,23494,74,35024
CED207,58,3,3068,88,162,10,0,173,0,257,0,15,55,0,73,0,73,4,0,0,0,0,0,3,90,177,67,0,252,0,335,12,0,0,0,0,3,15,3102,239,72,0,309,9,3419,1327,24,0,0,26,0,1348,41,112,13,0,126,0,165,0,14,42,0,59,0,55,3,0,0,0,0,0,3,45,124,56,0,177,0,223,3,0,0,0,0,0,9,1372,153,56,0,206,3,1576,538,13,0,0,13,0,553,18,67,3,0,69,0,88,0,11,15,0,21,0,21,0,0,0,0,0,0,0,18,72,18,0,93,0,109,0,0,0,0,0,0,0,556,83,24,0,107,0,662,23134,477,11,11,494,36,23668,699,1494,83,0,1582,3,2285,4,157,415,0,572,0,579,15,3,0,0,6,0,20,717,1659,500,0,2164,3,2882,50,4,0,0,11,23,81,23902,2146,510,8,2670,67,26635
CED208,64,0,1852,132,975,71,0,1045,0,1180,3,98,120,0,220,0,218,0,4,0,5,13,0,14,134,1083,193,5,1274,0,1411,4,3,0,0,3,0,5,1919,1148,190,5,1342,3,3263,1116,36,0,0,36,0,1153,81,756,67,3,827,0,910,3,67,97,0,170,0,170,0,5,0,0,5,0,5,87,827,166,3,1004,0,1084,0,0,0,0,0,0,4,1202,869,166,3,1042,0,2246,594,26,0,0,26,3,620,41,399,27,0,423,0,466,0,40,59,0,100,0,100,0,3,0,4,8,0,8,41,438,86,4,533,0,575,0,0,0,0,0,0,0,632,467,86,4,558,5,1196,12929,682,6,3,689,5,13631,1384,9729,499,41,10263,4,11648,17,788,678,8,1472,0,1485,9,41,0,23,70,0,80,1408,10558,1171,67,11808,4,13215,13,7,0,0,7,17,46,14355,11254,1179,74,12506,31,26892
CED209,52,4,3206,89,147,3,0,154,0,243,6,11,10,0,24,0,25,0,0,0,0,0,0,0,92,162,15,0,179,0,271,4,0,0,0,0,3,7,3244,218,15,3,230,5,3484,1189,19,0,0,19,3,1215,35,77,0,0,75,0,113,0,3,5,0,7,0,8,0,0,0,0,0,0,0,34,82,3,0,84,0,122,3,0,0,0,0,0,3,1230,98,3,0,106,3,1339,482,10,0,0,10,0,485,14,31,0,0,29,0,43,0,3,4,0,5,0,6,0,0,0,0,0,0,0,14,37,3,0,36,0,55,0,0,0,0,0,0,0,491,44,3,0,49,0,542,25521,439,0,12,448,30,26004,652,1388,41,4,1430,9,2089,15,94,52,0,151,0,163,6,6,0,3,12,0,15,673,1489,95,6,1594,11,2270,63,5,0,0,5,31,94,26252,1936,95,21,2047,66,28367
CED210,62,5,2415,56,215,16,0,234,0,295,7,25,67,0,89,0,98,0,0,0,5,5,0,7,62,241,78,5,331,0,397,3,0,0,0,0,0,5,2422,308,78,5,395,3,2814,1000,19,0,0,19,0,1022,28,135,13,0,151,0,179,0,9,34,0,49,0,49,0,0,0,0,3,0,3,28,154,49,0,200,0,228,0,0,0,0,0,0,3,1032,170,49,0,221,3,1257,394,7,0,0,7,0,403,18,62,6,0,71,0,90,0,10,26,0,30,0,30,0,0,0,0,0,0,0,20,69,31,0,98,0,121,0,0,0,0,0,0,0,417,81,31,0,111,0,526,18527,477,3,0,483,20,19035,587,2013,91,5,2116,3,2704,15,241,384,7,629,0,641,0,7,0,17,23,0,28,602,2266,476,29,2769,6,3377,26,0,0,3,4,27,59,19154,2746,484,32,3258,59,22464
CED211,60,7,2344,111,537,46,0,583,0,694,0,70,124,3,198,0,202,0,4,3,0,10,0,6,117,608,174,5,793,0,902,3,0,0,0,0,0,4,2400,670,174,5,849,6,3251,1325,37,0,0,36,3,1369,54,401,47,3,449,0,502,0,63,95,0,158,0,159,0,0,0,0,4,0,7,52,467,140,3,611,0,667,3,0,0,0,0,0,6,1382,508,142,3,649,7,2040,667,18,0,0,18,0,685,25,212,24,0,232,0,265,0,26,55,0,83,0,83,0,0,0,0,0,0,0,25,239,76,3,322,0,352,0,0,0,0,0,0,0,696,255,76,3,339,0,1038,17984,645,3,0,645,27,18654,1067,6182,369,12,6568,5,7641,12,735,1002,3,1739,4,1755,6,30,3,12,43,0,49,1093,6948,1377,26,8348,11,9453,13,14,3,0,13,16,43,19087,7605,1376,26,9005,54,28149
