CED_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
CED229,104184,106345,210531,9154,8699,17852,16171,15102,31264,7046,6600,13648,6426,6214,12647,15076,16468,31546,15484,16139,31630,13625,14383,28001,10499,10993,21491,7053,7338,14390,2816,3085,5905,829,1327,2156,100188,102648,202842,3994,3695,7693,1029,996,2028,48,49,100,25,30,56,1106,1074,2177,75577,77335,152911,21940,22107,44049,77634,79192,156822,20702,21168,41871,89228,90798,180023,1690,1627,3314,14762,13765,28524,5263,5177,10444,1918,2067,3983,2138,4007,6146,36741,43997,80738,11981,11306,23289,14389,11972,26362,5840,4856,10693,3609,3812,7418,465,582,1048,97117,99316,196439,5774,5644,11423
CED230,81396,85928,167328,5942,5663,11601,11251,10892,22144,5185,4817,9998,4481,4596,9076,9757,10734,20488,9557,10256,19819,10423,11101,21524,10190,11027,21214,8750,9428,18180,4447,4972,9420,1414,2450,3861,76586,81433,158018,4810,4501,9313,813,789,1608,39,36,77,28,31,58,873,860,1734,63353,66438,129787,11751,12777,24533,70053,73732,143781,5893,6506,12395,71393,75190,146580,1036,1015,2048,10168,9910,20080,3646,3654,7300,942,1270,2212,1246,2941,4180,22010,29056,51060,11022,10949,21972,14600,12650,27246,6178,5527,11705,4154,4334,8489,242,308,555,74062,78026,152091,5297,6070,11368
CED231,101128,107465,208593,4347,4217,8563,5443,5284,10730,5654,7116,12773,15586,18804,34386,31717,32636,64351,14452,13580,28030,9355,9309,18666,7040,7504,14544,4596,4921,9518,2090,2713,4799,852,1383,2233,96613,102888,199501,4514,4574,9096,394,351,744,14,20,39,14,19,33,425,388,819,46828,46821,93645,43366,49634,92999,53513,53334,106840,36975,43787,80765,60651,63073,123728,699,703,1397,4627,4621,9243,4709,6105,10817,10238,12618,22858,8504,10598,19101,68082,73815,141894,4655,4262,8915,3868,3492,7359,1596,1687,3288,1856,2752,4606,697,1328,2022,86661,92933,179598,22606,22927,45533
CED232,78431,82272,160699,3932,3865,7801,5857,5581,11441,2808,3058,5865,5949,6986,12933,20170,21498,41667,13157,13025,26182,9641,9900,19543,7781,8023,15806,5575,5621,11193,2424,2877,5306,1140,1829,2973,74538,78343,152883,3894,3924,7823,248,232,476,16,12,28,12,12,25,267,257,527,42827,44659,87490,27637,29565,57201,51881,53248,105131,18850,21265,40113,55372,58172,113543,894,857,1751,5302,5072,10379,2340,2540,4884,3015,3528,6539,4030,5428,9459,49326,53434,102762,4375,4332,8706,4057,3719,7774,1439,1351,2786,1407,1695,3096,284,370,662,67992,71956,139945,12411,12183,24596
CED233,66759,70776,137535,3484,3236,6720,8307,7780,16085,4848,4369,9223,4575,4141,8724,7447,7575,15025,7832,8812,16642,9547,10679,20220,8241,9154,17404,6444,7543,13982,4479,5014,9488,1548,2473,4018,64189,68169,132352,2571,2604,5177,128,133,266,16,10,30,4,5,8,149,149,298,40320,41238,81558,23672,26453,50120,39933,40771,80708,24358,27261,51619,55930,58676,114608,826,810,1643,7844,7349,15193,4282,3924,8208,2508,2320,4833,1861,2689,4548,34795,37203,71993,5927,6007,11939,5727,6076,11803,2585,2706,5298,2629,3567,6200,481,732,1214,63057,66393,129448,2417,3308,5724
CED234,72140,73227,145366,4356,4217,8567,9454,8802,18253,4775,4356,9131,3721,3478,7201,7431,7791,15214,7850,8261,16114,9470,9924,19400,10082,10189,20266,8593,8474,17067,4794,5184,9977,1616,2561,4181,67398,68659,136058,4742,4567,9310,1749,1774,3519,70,58,119,58,51,113,1875,1877,3757,57574,58270,115842,7870,8126,15996,60007,61216,121228,6118,6211,12334,62479,63666,126144,736,733,1471,8399,7834,16230,3295,3168,6465,603,860,1464,869,2156,3025,16969,22267,39240,9634,9594,19231,12917,11363,24279,6287,5116,11410,5110,4512,9623,542,481,1023,64067,65048,129112,6656,6582,13235
CED235,83288,84680,167966,6104,5669,11773,10733,10083,20819,5365,5044,10405,6209,5868,12079,13170,13298,26474,11593,11599,23192,10645,11435,22079,8908,9734,18644,6320,6657,12975,3266,3824,7093,968,1466,2430,80721,82235,162956,2559,2449,5006,475,548,1022,16,22,41,20,29,46,518,594,1109,48125,48728,96855,30313,30907,61224,42023,42268,84291,37441,38561,76005,68161,69402,137568,1100,1011,2106,9790,9233,19025,4251,4230,8481,2717,2665,5381,2460,3479,5942,35489,37775,73259,7540,7061,14598,8994,7866,16857,4036,3781,7812,4931,6239,11171,1129,1592,2725,79008,80120,159127,3686,4132,7817
CED236,66534,67237,133772,3633,3494,7126,8347,7854,16199,4180,3885,8064,3589,3155,6740,6400,6516,12915,7332,7413,14738,9206,9523,18724,9934,9979,19914,8286,8136,16426,4210,4779,8995,1417,2509,3930,61957,63063,125026,4576,4177,8747,1028,980,2008,36,37,72,32,20,50,1094,1033,2132,55583,55980,111568,5221,5387,10614,58813,60347,119156,1847,2023,3869,58406,60007,118414,654,654,1306,7494,7116,14612,2845,2804,5650,559,786,1345,810,1825,2643,16610,21931,38541,9519,9580,19094,11466,9769,21241,5667,4592,10258,4464,4019,8483,233,150,381,58416,59999,118415,6576,5605,12180
CED237,82916,86728,169649,5467,5172,10637,8564,8126,16691,3876,3636,7513,6490,6834,13330,18291,18237,36524,13375,13421,26793,9939,10254,20195,6912,7701,14610,4614,5487,10101,3680,5143,8822,1714,2713,4431,79751,83589,163342,3168,3142,6306,351,420,770,35,21,52,25,14,38,406,451,856,49196,52135,101337,28019,28798,56817,46971,49260,96229,31033,32492,63521,64613,69086,133694,1057,967,2027,7767,7427,15194,3094,3008,6100,3224,3462,6685,4496,5585,10075,43654,46908,90565,5554,4977,10528,6139,5347,11484,2619,2600,5223,4481,6272,10752,1001,1585,2590,76892,80322,157208,5053,5500,10550
CED294,4331,3238,7565,215,163,379,173,197,367,180,178,357,447,453,898,1052,795,1848,813,479,1295,628,347,975,460,352,816,283,204,482,72,49,121,9,28,38,0,0,0,4331,3238,7565,146,102,247,13,7,16,3,6,11,160,117,279,2581,1804,4389,1057,952,2011,2372,1835,4201,698,692,1393,2454,1897,4355,22,15,37,113,145,259,68,85,158,102,136,242,131,161,299,1345,1347,2698,379,247,627,475,301,776,257,143,404,155,82,238,43,42,85,0,0,0,0,0,0
CED297,28,4,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,11,0,11,5,0,5,0,0,0,0,0,0,0,0,0,20,4,26,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,6,4,6,18,0,18,7,4,10,25,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,4,0,4,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,310,38,349
CED301,77326,78993,156319,6226,5868,12097,11707,11340,23048,5394,5043,10434,5282,5378,10661,10851,11589,22439,9745,10105,19849,9775,10099,19875,8574,8735,17310,6051,6170,12218,2874,3274,6151,840,1391,2239,73509,75781,149290,3820,3210,7033,3240,3276,6520,153,123,275,152,144,295,3551,3541,7092,60231,61378,121612,11243,11798,23044,66612,68000,134613,5214,5719,10932,65950,67569,133522,931,866,1797,10531,10232,20767,3314,3307,6624,877,1320,2201,1613,3444,5058,24032,27679,51710,5228,4852,10073,16269,16165,32430,3984,3385,7370,3958,4040,8002,313,302,615,70286,72679,142963,6192,5720,11911
CED302,72732,76897,149636,4770,4588,9355,10033,9501,19534,5006,4857,9864,5003,4962,9962,9495,10054,19549,10485,11283,21767,10226,10854,21077,7976,8540,16517,5640,6324,11963,3033,3846,6878,1071,2092,3167,69125,73871,142994,3609,3033,6639,1101,1180,2277,107,89,196,69,82,152,1279,1349,2626,49347,51735,101083,19759,21519,41274,56588,58820,115405,12733,14671,27402,60228,63727,123956,862,817,1672,9434,8928,18361,3833,3884,7718,1908,2249,4154,2158,3359,5520,35171,37909,73084,4054,3749,7797,10492,11868,22360,2123,2122,4241,2213,2981,5201,222,272,493,67848,72102,139952,3527,3953,7478
CED303,71985,75022,147010,4223,3883,8102,10072,9427,19502,5083,4648,9730,4228,3965,8191,7745,8020,15769,8854,9606,18459,10070,11122,21188,9594,10278,19872,7403,7954,15357,3477,4079,7557,1233,2044,3279,68229,71900,140128,3762,3123,6886,1482,1590,3073,109,84,186,69,102,171,1656,1772,3431,52487,54120,106607,15994,17208,33203,64379,66374,130749,4418,5357,9772,62383,65081,127465,763,740,1505,9465,8920,18386,3608,3544,7154,1022,1267,2287,1218,2541,3757,28200,31136,59331,5197,4747,9944,15268,16384,31646,2962,2861,5824,2467,2703,5173,141,129,275,67504,70622,138134,2967,3567,6540
CED304,81839,82052,163886,4078,3832,7904,7257,7054,14311,4021,4547,8568,8670,9443,18116,19695,19020,38713,12578,12102,24684,10729,10101,20828,7591,7396,14991,4566,4624,9191,1931,2370,4302,727,1556,2279,76952,77734,154689,4884,4316,9201,776,731,1506,73,56,129,54,44,104,906,828,1734,51909,52345,104256,22780,23088,45871,60694,60352,121048,14171,15227,29393,61371,61695,123066,736,697,1434,6760,6572,13333,3244,3733,6979,3989,4749,8740,5226,6312,11540,51312,52155,103465,3308,2969,6276,6259,6717,12979,1302,1138,2438,1193,1511,2701,235,237,465,71497,72751,144247,12653,11573,24227
CED305,76924,73797,150720,5223,5040,10257,10884,10049,20937,4977,4823,9800,4681,4443,9118,10409,9940,20354,10076,9480,19560,10681,10151,20830,9766,8836,18605,6275,6009,12287,3000,3480,6477,946,1545,2493,70003,69856,139863,6918,3936,10858,3329,3337,6666,366,353,719,346,321,669,4037,4011,8047,61597,60177,121770,7090,7276,14361,65412,64652,130067,3451,3545,7000,65278,64549,129821,696,736,1430,9809,9056,18860,3023,3159,6177,654,1001,1652,1301,2714,4018,22246,25588,47834,5157,4578,9736,17105,15720,32822,3599,2930,6528,4056,3537,7589,244,164,408,64952,66245,131194,18300,9507,27810
CED306,79330,76985,156313,5018,4705,9725,10668,10066,20736,4941,4636,9584,5065,4745,9815,10641,10531,21178,10371,10283,20655,11424,11053,22477,10227,9574,19806,6868,6335,13202,3154,3477,6632,945,1565,2513,71878,72975,144848,7449,4012,11462,3030,2923,5953,729,712,1440,592,648,1237,4346,4280,8628,61528,59813,121341,10064,10997,21057,66676,65673,132356,4768,5534,10302,66572,65878,132450,804,749,1555,9658,9184,18841,2992,3087,6076,682,1047,1735,1238,2831,4074,24356,27752,52113,5870,5125,10994,17652,16289,33939,3681,3154,6843,3725,3511,7235,221,182,405,67587,69345,136931,12406,11074,23475
CED307,72211,74003,146217,5124,4743,9868,11252,10615,21862,5112,4768,9883,4524,4333,8855,8565,9165,17725,10366,11079,21443,10379,10885,21263,8191,8566,16765,5910,6251,12159,2164,2436,4597,631,1158,1794,68680,71360,140042,3527,2640,6174,1283,1421,2702,82,84,161,69,79,140,1427,1573,3005,55576,56868,112439,13338,13905,27247,64448,65557,130005,4643,5437,10081,63755,65398,129153,959,879,1836,10608,10016,20630,3660,3646,7303,1208,1436,2647,1619,3046,4666,30818,33436,64254,4751,4294,9042,12656,13278,25931,2405,2171,4577,1919,2172,4094,138,141,280,68124,70566,138698,2353,2649,5005
CED308,82274,87324,169600,5494,5296,10792,11071,10462,21530,5450,5312,10763,5579,5698,11281,10548,11306,21858,10951,12020,22965,11190,12112,23305,9117,10353,19473,7931,8645,16578,3788,4214,7998,1153,1902,3054,78481,84122,162602,3802,3195,6994,1349,1425,2772,78,51,129,51,54,105,1479,1534,3007,51706,53993,105695,24201,26714,50918,66932,70325,137253,9391,10868,20263,63601,67616,131212,1142,1034,2183,10003,9498,19501,3659,3810,7472,1717,2011,3732,1903,3600,5503,32487,36210,68698,6245,6257,12498,15202,16519,31724,3552,3469,7028,2063,2368,4428,227,280,511,75021,80270,155290,6684,7268,13945
CED309,73821,79645,153463,4262,4194,8458,10257,9753,20008,4456,4474,8929,3897,4035,7929,8032,8589,16616,9376,10335,19713,10160,11753,21913,9641,10729,20369,8149,8728,16878,4166,4738,8907,1434,2317,3752,69135,75987,145122,4687,3656,8344,1322,1343,2663,99,92,192,79,73,149,1507,1508,3012,54817,58756,113569,14197,16062,30258,65844,70780,136631,3521,4493,8011,63287,68487,131779,784,767,1554,9511,9051,18561,2953,3247,6201,940,1376,2318,1702,3626,5326,28846,33425,62271,5585,5694,11278,14698,16125,30822,3078,2984,6064,2188,2290,4475,136,118,258,67587,73695,141278,6544,7297,13840
CED310,67747,72424,140166,3703,3477,7176,9054,8533,17590,4417,4295,8712,3714,3641,7353,6959,7582,14541,8342,8942,17285,9029,10021,19052,8508,9687,18198,8036,8877,16916,4451,4943,9394,1528,2426,3950,63635,69020,132655,4111,3405,7511,1275,1216,2494,51,53,112,51,43,95,1379,1317,2696,50617,53371,103988,12732,14415,27142,60721,64536,125255,3019,3768,6789,58371,62236,120611,695,629,1328,8397,7900,16303,2961,3149,6112,915,1286,2203,1402,2920,4322,25530,28782,54317,4890,5099,9985,14479,15964,30440,3098,3087,6193,2535,2682,5218,126,119,245,61940,66661,128604,6818,7861,14682
CED311,79916,75568,155488,5733,5543,11281,11852,11160,23017,4844,4373,9218,4416,4244,8658,10129,10462,20596,10405,10122,20521,11626,10879,22504,10317,9091,19406,6916,6032,12948,2955,2684,5635,713,976,1694,73642,71275,144916,6273,4294,10572,3660,3825,7485,138,119,264,231,246,481,4038,4195,8227,62943,59811,122759,8822,8804,17621,68806,65599,134403,3704,3757,7454,67936,64571,132513,837,826,1665,10495,9924,20424,2768,2695,5462,414,743,1155,1046,2801,3847,21546,24903,46449,5698,5125,10823,18753,16027,34777,4243,3067,7307,4490,3328,7820,249,162,406,69600,67983,137589,15271,9297,24568
CED312,81157,84380,165538,6409,6239,12647,12544,11993,24532,5743,5618,11356,5632,5506,11142,11242,12086,23329,11214,11800,23013,10189,10792,20977,8342,9147,17483,6381,6739,13122,2671,3126,5803,793,1345,2134,77616,81214,158831,3543,3166,6709,2012,2205,4218,115,136,248,113,121,231,2249,2457,4701,55266,56647,111921,20619,22223,42842,67861,69828,137686,8506,9494,17996,65069,67757,132829,1172,1091,2265,11403,10904,22309,3612,3841,7452,1050,1367,2416,1475,3348,4822,28398,31945,60346,5963,5923,11893,16058,16242,32298,3888,3609,7497,2765,2921,5690,371,417,791,75628,78490,154115,4369,4949,9318
CED313,77648,79957,157602,4462,4355,8816,8481,7901,16377,4212,4235,8445,7210,7562,14775,16643,17048,33691,12564,12526,25085,10006,10173,20177,7035,7447,14482,4116,4496,8614,2086,2540,4624,837,1675,2517,73387,76178,149564,4263,3780,8041,808,827,1641,69,94,162,55,55,112,939,979,1919,51124,52711,103835,21094,22009,43104,58628,59720,118345,13789,15230,29015,61158,63370,124526,755,788,1543,7860,7383,15244,3371,3485,6856,3258,3681,6943,4356,5626,9983,45871,48126,93995,3446,3068,6513,6991,7653,14643,1425,1335,2762,1517,2020,3535,239,327,560,70001,72540,142545,7305,7713,15016
CED314,72144,76722,148866,4958,4741,9703,10400,10375,20777,5139,4931,10072,4977,4727,9698,9274,9539,18813,8591,9210,17803,9008,9848,18849,8427,9215,17644,6558,7400,13957,3580,4456,8035,1239,2274,3511,67850,73198,141046,4300,3522,7820,2772,2900,5670,81,97,180,78,90,166,2932,3082,6015,58311,62345,120656,8668,9031,17697,62327,66698,129025,4998,5082,10080,62922,67555,130476,820,789,1600,9554,9567,19114,3272,3484,6753,1178,1409,2585,2074,3423,5500,25286,28937,54229,4166,4381,8549,14962,15694,30654,3255,2901,6157,3744,3870,7614,265,294,556,64885,69871,134755,6460,6599,13061
CED315,79638,80362,159998,5903,5427,11336,10958,10564,21520,5871,5532,11409,7150,6721,13875,12127,12385,24511,10266,10776,21042,10068,10403,20476,8425,8657,17082,5691,5698,11391,2421,2961,5381,750,1237,1988,73959,76554,150514,5674,3810,9485,4903,5201,10102,819,940,1758,864,902,1767,6583,7046,13628,62501,63151,125653,10390,11341,21730,67820,68844,136657,5444,6142,11584,68400,69483,137883,942,863,1801,9975,9698,19668,3660,3861,7521,1555,2388,3946,2246,4227,6476,29576,32845,62421,5894,5248,11143,14657,14828,29485,3256,2809,6067,2838,2786,5629,245,255,506,69867,73324,143196,10486,9103,19585
CED316,68723,72991,141716,3707,3496,7209,8907,8392,17302,4131,3991,8121,3320,3294,6616,6359,7046,13401,7011,7877,14885,8376,9411,17785,9557,10748,20305,10317,10618,20932,5499,5841,11345,1538,2290,3830,63994,69209,133203,4732,3781,8514,2559,2723,5279,137,121,251,165,139,298,2850,2978,5831,53841,56857,110694,9436,10642,20075,61041,64663,125712,2755,3429,6187,60272,64112,124382,670,594,1264,8102,7697,15794,2489,2530,5018,426,655,1084,1069,2577,3643,18717,21935,40645,4854,4995,9853,17267,19027,36288,4541,4393,8931,4812,4650,9459,257,211,467,62185,66924,129107,7978,8278,16255
CED317,79306,76089,155394,5124,4745,9871,11274,10610,21885,4927,4532,9459,4484,3985,8470,9170,9131,18307,9101,9336,18440,10732,10653,21391,10849,10155,21006,8427,7508,15939,4096,3843,7931,1114,1587,2703,74050,71990,146039,5252,4099,9357,8978,9132,18114,854,677,1528,958,866,1827,10791,10679,21471,62150,58684,120837,8913,9631,18543,65810,63569,129373,5222,5735,10949,67524,65386,132911,699,652,1355,9814,9224,19036,2626,2687,5308,333,589,922,937,2326,3262,21277,24299,45574,5530,5072,10604,17713,16212,33928,4233,3308,7542,5225,4301,9524,393,387,779,68930,68326,137251,16412,12771,29184
CED318,87018,88427,175449,6145,5712,11861,12662,12062,24726,5576,5216,10792,5166,5346,10517,11607,12755,24364,11903,13203,25105,12435,12894,25324,10805,10660,21463,7228,6533,13764,2766,2770,5533,723,1278,1998,81205,83761,164965,5810,4672,10478,6123,6649,12768,5049,5300,10355,2916,3048,5961,14093,14996,29086,61399,60782,122180,16717,19097,35817,63367,62936,126306,14906,17181,32084,71235,71212,142449,974,920,1892,11112,10565,21680,3184,3177,6358,829,1174,1999,2060,4141,6198,31306,35701,67013,6557,6366,12924,15105,14130,29233,3339,2863,6201,2963,2887,5847,481,477,958,75775,78519,154296,20490,19333,39826
CED319,75537,79842,155375,4993,4665,9657,9156,8740,17900,4317,4209,8532,5358,5406,10766,12347,12721,25063,11225,11622,22845,10026,10492,20522,8013,8620,16629,5546,6329,11878,3193,4434,7626,1358,2606,3961,71928,76659,148585,3610,3180,6792,1391,1468,2858,111,123,233,96,109,208,1604,1702,3306,53962,56538,110499,17565,18832,36391,60940,63459,124397,10790,12289,23081,63228,66864,130097,878,766,1641,8573,8196,16771,3247,3268,6513,1684,2051,3737,2504,3930,6429,37327,39810,77131,4202,3749,7944,10773,12375,23149,2163,2037,4204,2442,3370,5813,304,357,657,70561,74948,145508,3896,4378,8271
CED320,79019,81576,160594,5369,5037,10405,11470,11062,22527,5324,5231,10550,5045,4990,10037,9548,9943,19486,9663,10244,19907,10074,10873,20945,9286,10060,19348,8303,8605,16914,3784,3901,7683,1161,1637,2794,75073,78252,153323,3944,3322,7273,2706,2691,5399,127,115,243,161,134,296,2995,2942,5931,60693,61454,122149,12834,14264,27095,69347,71605,140950,3780,4714,8493,67237,69826,137059,938,836,1773,10541,10075,20621,3206,3527,6730,776,1190,1965,1249,3078,4323,24123,28158,52280,5780,5753,11531,18010,18441,36454,4266,4016,8283,3639,3383,7029,242,217,465,72409,76047,148453,5581,5136,10719
CED321,75110,74157,149266,4909,4644,9552,10646,9812,20454,4564,4086,8654,3918,3780,7701,8003,8335,16335,8260,8844,17101,9962,10039,20005,10355,10126,20483,8927,8216,17140,4342,4360,8699,1221,1902,3128,69518,69624,139137,5589,4533,10127,4108,4270,8383,128,134,258,128,124,250,4360,4530,8898,61915,60899,122812,5860,6373,12230,66105,65681,131785,2464,2625,5085,65968,65428,131394,723,685,1413,9437,8708,18145,2550,2471,5016,335,616,950,872,2221,3090,19175,23740,42916,4370,4420,8789,18349,16722,35068,4383,3352,7734,5779,4571,10344,301,224,530,65855,66104,131965,13552,9683,23235
CED322,72748,78829,151581,4437,4285,8727,9642,9094,18734,4725,4635,9365,4505,4578,9085,9108,9925,19037,9885,11001,20879,9592,10808,20401,8467,9925,18390,7097,7716,14814,3804,4360,8157,1483,2507,3983,69074,75554,144632,3678,3275,6946,1089,1182,2270,74,67,144,55,70,121,1220,1312,2539,50199,53475,103676,17507,19865,37376,61151,65318,126477,6949,8483,15437,59896,64611,124508,908,913,1821,8896,8345,17242,3412,3465,6871,1431,1821,3247,1962,3342,5307,30514,34434,64953,5149,5335,10482,13383,14958,28342,2872,3027,5901,1749,1994,3742,170,149,317,66406,72178,138580,7556,8775,16336
CED323,78597,82137,160734,3916,3731,7651,7798,7395,15190,4416,4358,8779,6143,6574,12716,12772,12938,25709,10547,10450,20998,10121,10879,21003,9111,9959,19071,8053,8600,16654,4220,4779,8998,1499,2478,3976,74699,78592,153293,3902,3540,7442,1055,1083,2138,57,67,122,37,38,72,1146,1185,2333,47164,48470,95635,23639,26201,49837,58828,60724,119556,12416,14365,26783,58297,60778,119073,762,740,1508,6903,6656,13554,2914,3163,6077,2231,2612,4842,2965,4334,7300,35827,38262,74082,5484,5436,10927,12854,14070,26927,2968,2990,5957,2013,2266,4280,232,294,526,69199,73021,142221,15925,16612,32539
CED324,78365,79706,158071,5116,4901,10022,9055,8811,17864,4967,4677,9647,7696,7252,14951,14627,14107,28735,11154,11111,22256,9235,9716,18947,7489,8098,15581,5308,5782,11087,2661,3269,5936,1062,1983,3046,74951,76544,151492,3414,3166,6578,792,827,1620,76,71,149,60,82,143,929,982,1907,42718,43266,85988,31360,32179,63534,45952,46123,92076,28367,29535,57906,57906,59244,117154,887,797,1680,8322,8177,16504,3960,3916,7877,4092,4044,8139,4369,5213,9582,44217,44526,88739,3358,2863,6222,7794,8626,16421,1797,1846,3642,2230,2972,5206,633,868,1503,72937,74233,147172,4323,4542,8864
CED325,81369,81842,163208,6635,6270,12898,12404,11690,24097,5942,5564,11505,5907,5609,11513,12149,12573,24718,11986,12019,24005,10690,10999,21689,7986,8126,16108,4949,5268,10214,2088,2588,4674,628,1142,1774,78148,79196,157351,3216,2645,5857,2304,2147,4448,168,135,307,124,132,255,2599,2414,5011,48821,47622,96442,27490,29064,56553,52341,53052,105391,21663,23650,45318,62350,64140,126489,1020,925,1947,11224,10629,21856,4070,4148,8214,1633,1987,3621,2278,3776,6048,33613,35829,69445,4855,4608,9463,11016,11587,22608,2491,2529,5024,2382,2921,5305,731,1041,1779,73579,76385,149965,6727,4838,11566
CED326,78562,84709,163268,5713,5539,11247,11190,10527,21720,4991,4756,9752,4799,4821,9616,10163,11216,21379,10912,11868,22780,10352,10963,21320,8360,9486,17841,7052,8170,15223,3674,4820,8495,1356,2550,3901,74883,81584,156463,3676,3125,6806,1957,2096,4054,133,144,282,120,118,235,2214,2356,4575,54058,57904,111959,19699,21557,41261,65249,69848,135101,8787,10004,18796,64691,69765,134457,958,936,1894,10320,9702,20027,3308,3416,6721,992,1323,2320,1686,3483,5176,30581,34320,64909,5205,5312,10509,14606,16382,30989,3261,3391,6657,2940,3486,6426,242,256,502,73184,78934,152123,4160,5025,9189
CED327,88626,90544,179170,7505,7102,14605,13749,13136,26892,6488,6055,12542,6589,6247,12837,13830,14635,28463,12418,12882,25298,10442,11304,21742,8804,9527,18330,6001,6099,12097,2181,2448,4621,624,1109,1738,85309,87619,172922,3314,2930,6242,2108,2236,4351,195,177,369,167,180,345,2470,2594,5062,50883,51323,102202,31954,33449,65402,57998,58602,116601,25267,26684,51945,66613,68031,134645,1107,1079,2186,12239,11824,24064,4266,4244,8512,1746,1994,3742,2524,4003,6526,35531,37899,73431,5480,5317,10796,13785,14117,27905,3394,3132,6521,3142,3437,6579,926,1099,2022,82963,84920,167880,4665,4991,9655
CED328,75924,79422,155349,4196,4121,8323,10453,9374,19827,6106,6196,12305,8237,8430,16664,10386,10303,20694,10099,11079,21173,9715,10379,20093,7403,8214,15618,5692,6249,11939,2663,3183,5843,978,1896,2868,72036,76086,148118,3888,3339,7225,638,610,1250,70,74,145,37,29,65,752,716,1462,51042,52879,103925,21415,23058,44471,60997,62539,123541,11513,13443,24958,62520,64882,127406,912,904,1816,9948,8963,18911,5081,5423,10505,4851,5478,10330,3713,4619,8331,46149,48459,94608,3134,3141,6278,6295,7824,14119,1335,1425,2760,823,1282,2101,129,129,265,69076,72969,142048,5539,5707,11243
