CED_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
CED135,1166,43,11,63,1223,302,8,1539,5,0,0,9,23,0,0,0,23,0,18,39,2947,580,44,88,3663,131,28,163,3827,433,22,4285,594,76,8,9,688,20,5,25,706,55,0,766,512,122,10,4,655,23,6,23,676,37,0,714,17,0,4,0,23,0,0,0,24,3,0,25,4,0,0,14,20,0,0,0,20,3,0,25,1136,197,21,29,1384,38,11,50,1429,97,0,1532,39,0,0,0,38,13,0,13,51,5,0,57,48,14,3,7,69,4,7,4,74,9,0,83,85,19,4,7,108,16,3,20,129,13,0,139,1216,215,23,28,1492,52,12,71,1559,109,0,1669,442,138,8,21,611,19,3,28,637,194,3,834,3,0,0,4,11,0,0,0,11,3,9,24,1658,358,36,60,2117,69,23,96,2208,304,16,2529,846,105,13,17,977,32,10,40,1018,73,0,1092,681,141,13,10,845,20,4,29,869,48,0,917
CED136,702,38,7,42,739,158,0,902,7,0,0,3,7,0,0,0,7,0,3,20,2927,328,67,67,3385,85,15,94,3485,308,12,3798,655,61,16,7,738,11,3,15,757,36,0,791,786,91,26,4,903,20,3,21,927,39,0,971,25,3,12,0,39,0,0,0,39,3,0,48,12,3,0,10,26,0,0,0,25,3,0,32,1485,153,50,21,1709,33,4,42,1750,82,0,1837,24,9,0,0,30,5,0,5,37,0,0,40,41,3,0,0,51,5,0,8,53,3,0,56,63,11,3,0,78,10,0,12,94,4,0,98,1547,164,51,29,1789,48,10,55,1848,89,0,1933,340,42,12,8,394,12,7,20,418,100,0,516,0,0,0,0,3,0,0,0,3,0,5,9,1888,202,61,40,2188,66,13,80,2268,187,12,2466,905,88,18,4,1008,22,3,32,1042,50,4,1091,1053,141,17,13,1221,23,0,25,1245,42,0,1288
CED137,702,11,11,18,723,111,8,836,0,0,0,3,3,0,0,0,3,0,3,6,2806,370,40,54,3274,88,28,114,3385,212,14,3608,723,63,8,3,792,24,3,26,821,39,0,862,603,100,0,10,716,5,5,10,719,22,0,744,13,0,3,0,16,0,0,0,16,4,0,24,11,0,0,7,23,0,0,0,23,0,0,18,1347,168,9,19,1545,24,7,35,1578,70,0,1650,19,3,0,0,22,3,0,3,26,3,0,25,28,3,0,0,36,4,5,5,43,0,0,46,50,11,0,0,54,7,5,13,65,6,0,74,1397,174,9,22,1603,31,8,42,1647,73,0,1722,296,59,5,9,371,3,3,10,382,58,0,439,0,0,0,3,5,0,0,0,5,0,3,9,1693,234,14,35,1980,38,18,50,2031,133,4,2170,1007,105,16,20,1143,22,5,23,1163,75,0,1237,800,135,10,8,954,19,7,29,983,42,0,1024
CED138,461,20,4,24,481,140,0,621,0,0,0,0,4,0,0,0,4,0,12,18,2268,523,48,43,2883,60,16,79,2965,262,20,3245,497,99,8,8,617,14,7,19,633,23,0,656,676,166,11,8,867,24,5,23,892,48,3,940,13,9,12,0,32,0,0,0,36,3,0,38,8,0,0,12,19,3,0,3,24,0,0,23,1203,273,33,28,1531,36,9,47,1576,73,3,1661,13,6,0,0,20,3,0,3,24,4,0,28,16,3,0,0,21,5,0,7,26,4,0,32,31,8,0,0,39,4,0,10,51,8,0,58,1235,280,33,29,1573,41,7,50,1625,85,3,1716,189,58,9,8,265,8,0,8,279,97,0,373,4,0,0,3,4,0,0,0,4,3,3,10,1431,336,37,38,1848,56,7,61,1909,182,5,2100,768,146,9,5,925,17,3,17,941,55,0,997,860,214,15,13,1100,22,4,23,1120,82,0,1200
CED139,539,35,5,38,575,179,3,762,3,3,0,7,13,0,3,3,12,0,3,17,3204,341,56,71,3673,81,14,92,3769,288,16,4071,829,75,4,9,915,10,4,12,930,49,3,980,842,100,15,8,963,10,3,13,973,41,0,1020,26,6,9,0,40,0,0,0,40,0,0,37,12,0,0,12,29,0,0,0,29,3,0,37,1718,173,29,33,1952,23,3,25,1981,98,3,2080,17,8,0,0,27,0,0,0,28,7,0,35,20,6,0,0,33,3,0,3,30,3,0,36,39,15,0,3,54,4,0,4,63,11,0,69,1758,185,30,31,2010,26,3,26,2040,108,3,2152,261,27,7,5,301,18,3,25,325,121,3,451,4,0,0,3,10,0,0,0,10,0,4,12,2022,214,41,41,2316,42,9,53,2373,230,10,2611,985,97,18,14,1111,12,3,21,1132,58,0,1188,996,130,15,12,1160,5,4,11,1171,46,0,1216
CED140,589,22,4,24,613,80,0,692,6,0,0,0,6,0,0,0,6,0,3,15,2856,331,51,48,3294,56,9,72,3358,183,8,3554,571,65,8,3,648,11,7,17,662,41,0,706,788,92,13,8,905,11,0,12,923,27,0,950,9,5,6,0,23,0,0,0,23,0,0,23,7,0,0,6,14,0,0,0,14,0,0,15,1379,170,30,19,1592,21,6,29,1619,68,3,1690,15,0,0,0,22,3,0,3,22,0,0,25,25,4,0,0,31,4,0,3,34,3,0,41,46,4,0,4,57,4,0,7,61,3,0,66,1418,172,33,26,1646,26,4,35,1684,73,3,1760,247,40,4,8,301,13,4,15,316,65,0,385,3,0,0,0,3,0,0,0,3,0,8,13,1668,215,34,27,1950,41,9,47,2002,138,13,2152,882,87,14,4,983,27,0,28,1012,62,0,1073,1003,135,15,6,1160,18,0,18,1180,40,0,1218
CED141,538,18,3,21,551,154,7,711,3,0,0,3,8,0,0,0,8,0,7,16,2748,321,59,46,3173,60,16,70,3246,288,19,3557,598,74,3,0,673,16,3,18,694,43,0,740,877,94,11,11,988,20,5,27,1012,33,0,1048,23,5,0,0,25,0,0,3,31,3,0,33,9,0,0,6,12,0,0,0,12,0,0,12,1506,164,19,20,1704,33,11,45,1751,82,0,1837,20,4,0,0,30,3,0,3,32,3,0,36,33,0,0,0,34,3,0,4,36,4,0,43,52,8,0,0,66,3,0,6,67,8,0,78,1556,174,19,19,1768,39,15,52,1821,90,0,1909,236,22,3,4,272,11,0,9,284,92,0,374,5,3,0,0,5,0,0,0,5,0,8,16,1800,204,21,26,2047,44,16,64,2111,177,12,2297,906,94,16,3,1014,14,5,19,1039,58,3,1103,1045,126,17,7,1198,22,3,23,1215,58,0,1273
CED142,146,3,4,9,154,42,0,195,4,0,0,0,4,0,0,0,4,0,4,3,784,129,13,17,947,22,5,30,978,96,4,1069,218,23,3,3,242,9,0,12,256,16,0,269,144,26,4,0,173,0,0,3,173,15,0,192,10,0,0,0,10,0,0,0,10,0,0,9,4,0,0,3,7,0,0,0,7,0,0,7,373,46,8,6,436,13,0,15,453,25,0,478,6,0,0,3,10,0,0,0,5,0,0,5,14,3,0,0,18,0,0,3,19,0,0,19,17,4,0,3,24,4,0,3,24,0,0,24,390,55,8,5,458,11,3,16,476,25,0,504,76,15,0,0,92,3,0,4,93,16,0,113,0,0,0,0,0,0,0,0,0,0,0,0,469,64,8,5,554,16,6,18,569,43,0,617,307,33,4,5,346,12,3,9,354,25,3,386,178,27,4,0,205,3,0,3,205,19,0,229
CED143,807,24,0,24,826,59,0,888,4,0,0,0,8,0,0,0,8,0,3,8,3596,310,34,45,3979,88,15,101,4083,169,4,4259,672,79,7,11,764,19,3,23,784,39,0,832,874,82,10,5,969,18,0,21,991,30,0,1018,24,0,0,0,21,0,0,0,21,0,0,21,4,0,0,4,14,0,0,0,14,0,3,11,1569,161,16,20,1765,32,9,47,1814,70,5,1886,7,0,0,0,7,0,0,0,11,0,0,9,38,3,0,0,40,0,0,3,39,0,0,40,45,3,0,0,48,3,0,0,55,0,0,54,1615,167,17,20,1818,35,13,47,1865,71,5,1936,413,45,3,6,475,15,0,15,486,44,0,531,3,0,0,0,8,0,0,0,8,0,0,8,2032,214,23,28,2297,51,13,58,2358,110,5,2471,904,92,6,4,1006,19,8,26,1033,60,0,1093,1065,128,10,10,1219,13,4,18,1238,34,3,1280
CED144,1543,87,30,118,1662,481,22,2164,5,3,0,11,18,0,0,0,18,6,23,49,2895,789,55,139,3884,159,60,220,4104,684,56,4837,590,64,3,12,670,23,0,25,692,61,5,758,551,136,3,7,707,14,3,13,719,60,4,777,12,0,7,0,17,0,0,0,17,5,0,20,11,0,0,16,34,0,0,0,34,8,0,36,1163,209,14,36,1426,35,7,41,1462,127,7,1597,21,11,0,0,27,3,0,3,34,7,0,41,47,11,0,3,62,9,3,16,76,6,0,82,64,25,0,3,93,18,3,18,110,11,0,126,1228,228,14,40,1514,51,10,53,1571,140,7,1724,554,257,19,48,871,39,20,53,922,289,0,1211,4,5,0,5,14,0,0,0,18,8,13,40,1788,485,36,92,2399,87,22,114,2516,433,24,2974,783,109,8,17,912,28,8,32,947,102,0,1049,707,200,14,10,928,17,12,21,955,80,0,1034
CED145,602,13,0,13,616,47,0,666,4,0,0,0,8,0,0,0,8,0,6,8,2393,229,16,39,2669,59,5,69,2736,118,3,2865,504,42,0,3,551,6,0,6,558,29,0,592,516,68,4,0,590,8,0,8,599,11,0,606,12,0,0,0,14,0,0,0,14,0,0,14,10,0,0,9,14,0,0,0,14,0,5,23,1028,119,9,15,1164,17,0,17,1183,40,5,1227,16,0,0,0,17,3,0,3,19,0,0,23,24,6,0,0,28,3,0,3,31,0,0,31,41,5,0,0,47,4,0,4,53,0,0,54,1075,121,9,15,1210,21,0,21,1236,46,5,1283,359,31,0,4,396,3,0,6,402,36,0,439,0,0,0,0,0,0,0,0,0,0,0,3,1430,152,8,22,1611,23,0,26,1640,85,4,1721,624,76,4,3,709,23,5,25,731,38,0,770,649,92,9,7,751,15,0,15,766,23,0,784
CED146,1546,57,20,74,1625,643,10,2275,5,10,0,7,14,3,0,3,19,3,29,53,3809,745,68,127,4749,127,45,173,4918,858,50,5823,967,78,12,6,1067,21,4,26,1093,65,0,1158,727,143,8,10,896,15,8,22,912,61,0,973,20,0,7,0,23,0,0,0,23,0,0,31,13,6,0,23,42,0,0,0,42,0,3,47,1726,230,32,41,2026,37,13,47,2072,124,4,2202,31,9,0,3,40,10,3,16,49,5,0,55,59,17,0,0,74,12,3,11,84,8,0,97,86,22,0,3,109,21,6,28,138,14,0,150,1812,255,32,42,2137,55,20,73,2215,140,4,2353,650,223,17,37,918,35,26,67,986,391,4,1385,3,0,0,0,9,0,0,0,5,0,19,30,2465,476,44,77,3070,98,44,137,3205,538,28,3772,1338,128,22,12,1497,27,12,41,1537,109,4,1651,934,208,14,12,1165,19,16,36,1200,70,0,1271
CED147,712,16,6,25,736,156,0,895,3,3,0,0,3,0,0,0,3,0,4,12,3117,383,62,53,3616,61,20,81,3696,267,7,3972,626,79,10,3,720,13,0,13,732,36,0,775,893,117,21,10,1033,18,3,21,1059,39,0,1093,25,5,13,0,45,0,0,0,42,0,0,43,7,0,0,3,8,0,0,0,8,0,0,10,1553,200,38,19,1810,33,7,38,1845,77,0,1922,27,3,0,0,31,3,0,4,36,3,0,38,39,8,0,0,42,4,0,4,45,5,0,48,64,10,0,0,73,4,0,6,81,4,0,92,1621,205,44,19,1882,38,9,40,1929,86,0,2010,380,50,3,14,449,10,8,18,461,107,0,570,0,0,0,0,3,0,0,0,3,0,9,12,2001,259,49,27,2333,43,16,58,2397,188,11,2591,926,99,15,8,1050,17,3,21,1074,72,0,1147,1080,151,15,11,1258,19,0,21,1275,72,0,1355
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,699,16,3,16,713,101,0,816,3,0,0,5,12,0,0,0,12,0,3,15,2880,331,52,56,3323,62,16,79,3394,191,5,3593,593,72,3,6,675,9,3,17,690,29,0,719,960,89,9,3,1064,20,4,23,1085,34,0,1124,17,0,4,0,21,0,0,0,21,0,0,21,8,0,0,8,17,0,0,0,17,0,0,21,1581,162,20,20,1779,33,10,38,1820,62,3,1885,15,7,0,0,20,4,0,4,25,3,0,24,34,9,0,0,38,0,0,3,37,3,0,43,42,13,0,0,58,4,0,5,63,9,0,65,1623,177,19,24,1836,35,13,43,1879,71,3,1955,362,52,5,6,428,17,3,22,445,58,0,507,0,0,0,4,5,0,0,0,5,0,6,16,1987,223,26,29,2272,50,10,65,2332,126,9,2474,976,90,9,10,1091,42,15,52,1139,61,0,1204,1282,141,16,4,1445,39,3,42,1492,51,0,1544
CED202,659,31,0,32,699,128,4,826,6,0,0,0,4,0,0,0,4,0,8,10,3073,412,61,60,3605,75,15,93,3701,270,12,3978,627,67,10,3,712,8,0,5,723,27,3,749,900,102,16,7,1021,12,4,24,1046,38,0,1080,15,0,9,0,22,3,0,3,30,0,0,29,10,0,0,13,23,0,0,0,23,3,0,23,1549,177,33,25,1783,24,4,32,1811,68,3,1886,15,3,0,0,13,4,0,4,21,3,0,24,27,3,0,0,35,0,0,0,35,7,0,40,42,5,0,0,45,4,0,4,50,11,0,63,1589,182,32,25,1826,28,4,38,1869,73,3,1945,286,41,10,6,342,12,3,13,358,89,3,445,0,0,0,0,3,0,0,0,3,0,9,8,1881,217,39,31,2177,44,13,54,2231,164,12,2401,928,108,7,3,1043,20,5,25,1071,54,3,1131,1157,136,17,8,1308,21,0,25,1338,63,0,1399
CED203,537,19,9,25,564,148,3,713,3,0,0,0,5,0,0,0,5,0,6,11,2541,421,37,51,3046,67,19,89,3139,254,11,3400,449,77,3,3,540,8,3,14,551,37,0,588,667,95,4,3,777,14,3,13,790,22,0,812,11,0,6,0,17,0,0,0,17,4,0,19,9,0,0,10,20,0,0,0,20,3,0,23,1141,176,16,21,1353,22,5,26,1378,62,0,1445,9,3,0,0,10,7,0,8,22,0,0,21,42,0,0,0,45,3,4,6,48,0,0,47,46,3,0,0,52,8,3,14,67,0,0,75,1187,177,16,20,1408,34,9,41,1447,70,0,1515,246,65,7,7,321,6,6,16,338,86,3,427,3,0,0,0,10,0,0,0,10,0,6,18,1440,241,18,34,1735,39,15,55,1788,153,15,1959,618,104,13,4,736,20,3,20,755,49,0,801,855,116,7,5,990,14,10,28,1013,45,0,1067
CED204,669,19,5,26,694,133,0,823,4,0,0,0,6,0,0,0,6,0,4,11,2822,443,66,63,3399,46,26,71,3475,243,7,3722,579,91,9,4,676,10,3,15,694,38,4,729,869,128,23,8,1023,15,3,18,1042,46,0,1092,31,11,4,0,45,0,0,0,45,0,0,44,11,0,0,13,17,0,0,0,20,0,0,25,1482,228,34,21,1764,28,6,32,1800,85,5,1890,13,4,0,0,19,3,0,3,19,0,0,19,37,3,0,0,41,3,0,7,41,8,0,47,44,5,0,0,57,7,0,5,61,8,0,64,1529,233,34,24,1821,30,3,37,1861,89,5,1958,290,52,9,4,357,7,6,11,366,75,0,441,3,0,0,0,5,0,0,0,5,0,6,8,1826,284,42,34,2180,40,11,51,2231,163,11,2412,813,109,14,5,946,12,5,20,963,46,6,1017,1156,181,23,7,1365,10,4,14,1381,63,3,1446
CED205,849,41,20,64,911,280,6,1198,0,0,3,3,8,0,0,0,8,4,9,23,2641,489,38,63,3235,134,52,189,3423,406,19,3845,589,78,9,4,676,25,5,28,701,33,0,739,591,114,5,9,724,22,11,26,751,23,0,773,5,0,0,0,8,0,0,0,7,7,0,10,9,3,0,8,25,0,0,0,20,3,0,26,1199,194,12,24,1429,46,9,58,1489,63,3,1551,26,4,0,0,33,10,3,15,50,3,0,55,56,4,0,0,61,6,9,16,76,3,0,80,84,15,0,3,96,14,11,32,127,3,0,129,1284,204,12,24,1526,63,25,91,1614,69,3,1686,373,77,6,8,470,16,6,24,498,194,5,691,3,0,0,0,5,0,0,0,5,0,4,12,1661,284,22,39,2006,77,37,115,2118,261,11,2390,852,110,11,8,979,41,10,45,1021,92,0,1116,819,173,8,10,1016,28,3,35,1045,59,0,1106
CED206,1361,79,38,119,1479,752,16,2247,8,5,0,4,18,0,0,0,18,0,20,40,2962,675,54,124,3810,170,53,221,4030,971,38,5044,630,67,13,9,724,22,8,27,744,63,0,815,722,133,15,12,878,12,9,20,897,61,4,965,12,3,3,0,20,0,0,0,20,3,0,28,18,4,0,22,37,0,0,0,40,9,6,53,1387,205,31,47,1661,33,13,43,1708,134,10,1856,21,11,0,0,30,3,0,3,34,6,0,41,34,21,0,3,56,9,6,13,72,14,0,88,59,30,3,3,88,12,6,16,111,22,0,132,1444,235,31,46,1751,42,22,62,1818,154,13,1984,523,204,3,35,763,52,25,73,840,462,6,1304,6,0,0,3,10,0,0,0,10,0,14,22,1968,433,37,81,2527,93,46,134,2663,619,34,3318,977,106,10,13,1099,37,10,47,1147,96,3,1244,1041,180,22,24,1256,26,5,29,1284,103,3,1393
CED207,809,18,10,28,837,73,3,914,9,0,0,0,10,0,0,0,10,0,8,19,3214,361,59,58,3694,67,13,84,3775,170,15,3966,566,61,8,3,633,13,0,13,644,32,4,678,1021,128,17,11,1172,6,0,11,1183,43,0,1224,27,0,4,0,34,0,0,0,34,0,0,36,13,0,0,19,26,0,0,0,31,0,0,31,1625,194,24,33,1870,22,0,23,1895,74,3,1968,17,0,0,0,17,0,0,0,16,0,0,15,41,3,0,0,41,3,0,3,50,0,0,50,59,3,0,0,60,5,0,5,64,5,0,67,1680,192,27,33,1932,24,0,27,1957,75,3,2040,374,52,4,12,442,16,0,17,456,68,0,525,5,0,0,0,8,0,0,0,6,0,0,6,2061,240,33,39,2375,36,3,42,2418,143,9,2576,879,94,12,6,990,19,4,26,1017,47,0,1068,1318,144,27,13,1504,10,0,11,1517,48,4,1569
CED208,615,25,5,30,648,75,0,725,5,0,0,3,9,0,0,0,9,0,3,12,3058,365,35,40,3503,93,27,123,3624,184,3,3812,673,77,3,12,759,23,3,23,785,32,0,817,887,91,4,3,981,14,8,27,1006,30,0,1040,16,0,3,0,21,0,0,0,19,0,0,23,16,0,0,12,26,0,0,0,26,0,0,26,1589,162,17,20,1785,40,8,50,1833,65,0,1903,15,7,0,0,20,9,0,9,25,3,0,30,35,12,0,0,49,4,0,7,55,6,0,62,52,16,0,0,67,10,0,15,83,13,0,94,1636,183,16,20,1855,51,9,63,1913,78,0,1992,293,38,6,5,342,13,7,15,358,40,3,399,0,0,0,0,0,0,0,0,0,0,3,8,1933,217,24,27,2198,60,12,75,2273,118,6,2397,940,102,5,8,1064,30,3,30,1092,65,0,1164,1124,140,9,0,1277,19,3,26,1306,51,0,1360
CED209,645,14,3,19,661,68,0,733,3,3,0,7,13,0,0,0,13,0,8,21,3588,430,64,64,4154,55,17,72,4222,166,18,4413,638,98,7,7,750,16,3,15,765,38,3,806,1172,123,11,8,1316,9,0,14,1327,27,0,1360,28,4,3,0,32,0,0,4,39,3,0,41,12,3,0,10,30,0,0,0,30,0,0,30,1853,229,25,27,2131,23,4,29,2161,68,3,2232,22,4,0,0,26,0,0,0,25,0,0,28,44,0,0,0,39,3,4,3,48,3,0,53,63,7,0,0,67,3,4,5,70,8,0,76,1916,232,25,27,2196,27,11,34,2231,73,3,2310,300,39,12,11,357,7,0,5,368,54,0,421,11,0,0,0,12,0,0,0,12,0,5,17,2221,271,37,37,2564,37,11,40,2612,127,8,2746,888,111,12,13,1020,17,0,14,1035,35,0,1073,1423,170,20,22,1631,20,4,19,1652,50,3,1708
