CED_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
CED197,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,9,11,0,11,..,0,0,0,0,0,..,19,15,36,0,36,..,0,0,0,12,15,119,25,15,39,12,171,154,..,..,..,..,154,..,0,0,0,0,0,..,0,3,0,0,0,..,0,0,0,0,0,..,0,3,5,0,5,..,3,10,11,0,11,..,0,0,3,0,3,..,3,14,16,0,16,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3
CED201,0,99,0,99,..,760,26,790,3,790,..,288,31,316,3,320,..,519,24,540,3,541,..,68,10,78,0,78,..,67,9,71,0,71,..,411,118,523,0,528,..,1542,315,1858,36,1890,..,15049,2467,17512,145,17660,..,142,27,162,2233,2394,46311,15184,2490,17674,2377,66363,47714,..,..,..,..,47714,..,94,0,94,0,94,..,493,61,554,3,562,..,3,0,3,0,3,..,1872,579,2455,18,2468,..,3018,1156,4173,27,4196,..,339,87,430,4,433,..,5236,1818,7048,47,7099,..,139,9,148,5,154,..,140,5,149,3,149,..,167,6,174,0,170,..,460,15,467,5,476,..,740,115,851,6,860,..,78,3,84,0,84,..,628,32,663,3,664,..,308,36,345,0,351,..,944,50,990,7,996,..,77,4,88,0,88,..,450,40,489,3,496,..,2492,168,2664,12,2677,..,790,85,874,7,883,..,78,18,92,0,94,..,237,117,353
CED202,0,14,0,14,..,166,10,179,0,177,..,102,10,108,0,108,..,51,3,52,0,52,..,38,11,47,0,47,..,18,0,18,0,18,..,63,12,76,0,79,..,639,134,771,24,795,..,3410,456,3866,50,3917,..,181,8,192,4562,4757,66232,3592,467,4060,4613,74900,70399,..,..,..,..,70399,..,58,0,58,0,58,..,73,3,82,0,79,..,11,0,13,0,19,..,78,19,99,0,98,..,375,109,484,4,485,..,36,8,41,0,41,..,483,139,623,3,627,..,104,15,117,3,121,..,151,0,151,3,155,..,108,5,117,0,114,..,187,7,190,3,192,..,109,18,126,3,136,..,30,4,34,0,34,..,117,8,131,0,131,..,128,31,163,0,164,..,41,4,50,0,45,..,44,9,47,0,47,..,63,5,68,0,68,..,431,68,493,3,494,..,198,23,218,0,224,..,93,12,103,0,103,..,27,3,26
CED203,5,88,0,87,..,509,24,530,7,537,..,563,55,616,13,629,..,295,22,318,3,325,..,105,25,127,0,131,..,179,16,194,0,195,..,1261,385,1648,12,1662,..,1907,365,2269,62,2333,..,23186,4882,28066,341,28413,..,203,47,247,5012,5268,44756,23388,4934,28319,5362,78431,47878,..,..,..,..,47878,..,26,0,26,0,26,..,1705,563,2268,24,2299,..,11,0,11,0,11,..,677,374,1046,11,1059,..,2067,1054,3127,25,3151,..,175,66,243,3,241,..,2918,1497,4416,37,4451,..,279,49,329,3,335,..,76,0,84,5,83,..,322,3,326,3,328,..,278,15,290,0,298,..,3793,1313,5109,61,5163,..,159,26,183,0,183,..,665,51,713,3,721,..,492,64,555,11,560,..,225,15,245,0,243,..,247,39,280,0,286,..,622,63,678,0,679,..,2410,251,2656,18,2674,..,4287,1284,5572,63,5632,..,258,27,282,3,290,..,69,22,93
CED204,0,15,0,15,..,153,3,151,5,154,..,64,4,73,0,73,..,33,0,32,3,39,..,13,3,16,0,22,..,11,3,15,0,15,..,43,13,58,0,59,..,665,331,1000,26,1023,..,2535,592,3119,49,3167,..,167,25,189,5667,5856,64350,2701,611,3314,5719,73379,68073,..,..,..,..,68073,..,46,3,48,0,48,..,71,6,77,0,78,..,7,0,7,0,7,..,65,17,84,0,84,..,225,131,364,4,366,..,13,3,19,0,19,..,303,157,459,3,462,..,31,3,38,0,38,..,75,3,80,3,80,..,97,5,98,0,98,..,152,3,158,0,164,..,98,13,112,0,112,..,30,6,33,0,32,..,87,7,90,0,93,..,82,18,100,0,98,..,47,8,60,0,60,..,31,0,33,0,33,..,61,3,69,0,69,..,342,46,386,0,387,..,161,14,171,4,171,..,54,0,55,0,53,..,24,6,30
CED205,14,174,0,170,..,1048,61,1106,3,1107,..,461,78,530,6,540,..,1912,285,2193,19,2210,..,79,13,88,0,93,..,298,66,363,3,364,..,2093,702,2792,12,2809,..,6258,2043,8306,135,8441,..,36257,7834,44093,384,44482,..,208,70,282,3873,4149,30420,36468,7909,44376,4262,79055,29598,..,..,..,..,29598,..,62,0,62,0,62,..,990,220,1209,8,1222,..,0,0,0,0,0,..,2498,829,3328,11,3346,..,5462,2413,7880,43,7920,..,470,201,668,4,673,..,8436,3445,11880,63,11939,..,369,79,446,4,451,..,100,8,105,0,106,..,394,24,412,3,421,..,260,4,265,5,273,..,2383,551,2939,34,2972,..,340,24,367,4,372,..,1290,107,1396,11,1406,..,1321,193,1517,21,1541,..,2150,185,2333,14,2348,..,520,87,600,7,608,..,631,64,696,0,695,..,6250,660,6907,56,6968,..,1272,306,1581,21,1598,..,170,42,209,0,211,..,410,183,594
CED206,10,154,0,152,..,1105,42,1148,13,1161,..,547,88,638,6,642,..,251,31,281,0,280,..,60,19,76,3,80,..,4872,1024,5899,55,5953,..,1151,348,1500,14,1512,..,6002,1792,7794,98,7894,..,34632,6471,41106,463,41567,..,252,78,335,4504,4840,36163,34891,6551,41440,4966,82569,35639,..,..,..,..,35639,..,15,0,15,0,15,..,6226,1644,7868,82,7955,..,3,0,3,0,3,..,345,135,485,0,482,..,417,168,590,5,594,..,95,38,133,0,133,..,861,345,1203,4,1207,..,841,170,1014,15,1026,..,28,0,28,0,23,..,109,3,111,0,111,..,98,6,108,3,105,..,1688,328,2011,26,2036,..,151,14,158,3,164,..,763,54,816,10,828,..,1080,186,1268,15,1282,..,984,99,1078,7,1088,..,649,103,754,5,761,..,392,143,535,3,539,..,4010,600,4612,50,4659,..,3044,426,3473,42,3514,..,36,3,41,0,41,..,24,17,41
CED207,0,28,0,28,..,194,9,203,0,203,..,147,14,162,0,163,..,22,0,23,0,23,..,40,14,47,0,52,..,26,3,28,0,28,..,77,16,90,0,92,..,923,424,1345,26,1367,..,4575,837,5415,63,5476,..,157,29,182,3209,3392,61335,4734,867,5595,3278,70203,63043,..,..,..,..,63043,..,86,0,91,0,91,..,97,12,113,3,118,..,35,0,35,0,34,..,149,40,182,0,182,..,422,155,582,3,582,..,32,7,42,0,42,..,605,199,806,3,809,..,53,16,69,0,66,..,384,8,393,0,397,..,127,0,127,3,128,..,406,11,417,3,419,..,158,18,180,0,176,..,14,0,14,0,14,..,144,13,151,0,151,..,97,15,108,5,113,..,93,0,93,0,90,..,12,0,15,0,15,..,78,13,89,0,89,..,425,40,466,4,472,..,545,105,651,9,657,..,72,12,86,0,86,..,24,13,33
CED208,7,131,0,131,..,1147,68,1218,7,1226,..,364,45,405,0,409,..,589,9,598,3,599,..,164,32,197,0,197,..,56,9,62,0,67,..,890,158,1044,9,1052,..,1945,316,2258,56,2316,..,29275,6138,35414,283,35692,..,161,39,197,3502,3700,40529,29432,6179,35609,3785,79930,41660,..,..,..,..,41660,..,81,0,81,0,81,..,345,48,389,0,392,..,4,0,4,0,4,..,3198,1036,4228,12,4244,..,10165,3665,13829,68,13895,..,701,305,1011,3,1011,..,14060,5004,19067,89,19152,..,119,21,139,3,144,..,101,3,99,4,104,..,308,16,328,0,328,..,307,14,319,7,326,..,3047,810,3864,31,3888,..,282,31,313,4,311,..,946,44,991,6,997,..,381,42,423,0,427,..,1238,50,1285,5,1291,..,133,10,141,0,141,..,555,48,599,0,599,..,3528,221,3756,21,3775,..,1300,299,1598,23,1623,..,378,54,429,0,429,..,680,292,977
CED209,0,27,0,33,..,185,3,186,3,189,..,103,3,112,3,113,..,69,0,70,0,70,..,32,3,32,0,32,..,22,7,25,0,25,..,92,18,106,0,106,..,773,115,888,18,913,..,4175,449,4625,52,4681,..,153,18,178,3939,4115,66113,4335,470,4799,3995,74915,68934,..,..,..,..,68934,..,51,0,51,0,54,..,119,15,126,3,128,..,3,0,3,0,3,..,108,26,131,0,134,..,405,109,516,11,518,..,22,12,35,0,35,..,531,146,677,7,689,..,113,12,127,0,127,..,133,3,140,3,146,..,144,3,148,0,154,..,277,11,292,5,292,..,164,11,178,4,181,..,31,9,40,0,40,..,108,0,111,0,111,..,126,11,137,0,137,..,63,3,74,0,72,..,24,9,30,0,30,..,49,5,60,0,58,..,408,39,447,3,455,..,375,47,421,11,430,..,111,12,120,0,120,..,40,10,48
CED210,3,46,0,49,..,398,9,408,3,413,..,136,29,170,3,170,..,51,3,54,0,54,..,53,18,72,0,71,..,115,28,147,0,151,..,204,75,275,8,280,..,1428,478,1908,43,1953,..,7202,1361,8563,139,8701,..,219,19,239,5278,5519,58565,7421,1386,8802,5420,72793,62943,..,..,..,..,62943,..,36,0,36,0,37,..,138,51,191,0,195,..,15,0,15,0,15,..,102,10,115,0,115,..,355,105,461,6,468,..,19,7,28,0,28,..,481,122,599,6,612,..,826,195,1016,7,1024,..,180,4,184,5,192,..,118,3,124,0,126,..,283,11,293,3,299,..,283,72,355,4,359,..,21,3,23,0,23,..,123,13,131,0,133,..,200,32,236,3,240,..,49,5,52,0,52,..,54,8,62,0,62,..,104,6,105,0,108,..,548,60,608,6,617,..,799,170,972,16,986,..,66,3,70,0,70,..,33,7,39
CED211,0,46,0,52,..,482,26,514,4,515,..,301,26,327,3,325,..,187,3,191,0,191,..,117,18,130,0,130,..,46,3,49,0,49,..,444,126,567,6,575,..,1760,876,2641,62,2707,..,14795,3424,18217,165,18379,..,137,30,167,2620,2794,49591,14927,3454,18382,2784,70760,52744,..,..,..,..,52744,..,81,0,81,0,83,..,190,31,222,7,231,..,3,0,5,0,5,..,1861,601,2462,13,2473,..,3986,1543,5530,20,5553,..,235,82,314,0,319,..,6081,2222,8306,32,8338,..,101,17,119,0,116,..,176,4,182,0,182,..,185,7,193,3,192,..,329,14,341,3,338,..,813,123,935,12,947,..,77,5,85,0,85,..,608,47,653,3,656,..,431,53,491,6,494,..,368,18,386,8,387,..,127,4,134,0,134,..,378,49,420,0,420,..,1982,177,2158,12,2169,..,712,113,826,4,830,..,182,21,199,0,204,..,246,119,367
CED212,5,17,0,17,..,214,4,220,3,226,..,225,17,245,3,244,..,36,0,43,0,43,..,80,8,92,0,95,..,48,3,51,4,55,..,32,13,43,0,44,..,1122,200,1322,33,1359,..,5179,646,5823,80,5899,..,173,10,191,4008,4194,60572,5354,657,6010,4089,70672,64376,..,..,..,..,64376,..,92,3,90,0,93,..,141,31,172,4,172,..,7,0,7,0,7,..,165,44,215,0,218,..,437,152,590,6,599,..,40,9,40,0,40,..,641,209,849,8,859,..,126,20,145,3,144,..,199,10,208,0,211,..,214,4,214,3,223,..,362,15,376,3,381,..,485,87,574,6,579,..,4,0,4,0,4,..,88,9,98,0,100,..,46,11,57,0,57,..,53,4,64,0,64,..,23,0,20,0,23,..,38,3,42,0,42,..,257,22,281,0,287,..,447,41,485,12,499,..,100,9,108,0,106,..,36,6,39
CED213,0,6,0,7,..,125,4,125,0,126,..,131,10,144,0,141,..,3,0,3,0,3,..,32,12,39,0,39,..,29,0,30,0,30,..,22,4,30,0,30,..,456,104,566,15,574,..,3316,409,3722,66,3787,..,180,8,189,4548,4735,66535,3492,420,3911,4606,75055,69407,..,..,..,..,69407,..,56,0,60,0,60,..,66,3,69,0,73,..,5,0,5,0,5,..,56,14,66,0,64,..,137,32,167,0,167,..,11,0,18,0,18,..,203,45,254,0,250,..,100,12,110,3,111,..,179,5,180,4,186,..,154,3,157,3,157,..,288,8,302,3,308,..,440,92,530,6,537,..,3,0,3,0,3,..,30,0,34,0,34,..,25,10,33,0,33,..,16,0,16,0,12,..,4,0,4,0,4,..,17,4,22,0,22,..,97,11,105,0,107,..,645,87,735,10,750,..,52,4,60,0,60,..,9,0,7
CED214,7,71,0,71,..,845,51,892,6,893,..,655,95,753,8,755,..,388,136,531,10,540,..,104,26,132,0,132,..,330,48,378,0,386,..,4070,1507,5577,44,5624,..,3750,936,4685,97,4785,..,24535,5363,29902,340,30241,..,217,67,287,4980,5268,47204,24757,5436,30189,5319,82718,47398,..,..,..,..,47398,..,47,0,47,0,47,..,1500,279,1780,30,1807,..,3,0,3,0,3,..,868,453,1320,6,1331,..,1089,369,1457,11,1473,..,136,74,212,0,213,..,2092,898,2993,20,3015,..,568,142,706,6,713,..,97,3,95,0,95,..,209,19,230,0,229,..,325,21,346,0,348,..,1895,699,2595,19,2616,..,326,62,386,0,388,..,562,42,602,10,611,..,493,90,587,3,587,..,130,9,134,0,134,..,170,46,219,6,227,..,552,73,622,4,626,..,2229,325,2554,21,2576,..,1646,478,2125,22,2149,..,190,23,220,0,220,..,70,20,90
CED215,3,33,0,31,..,182,13,198,3,198,..,74,4,81,0,81,..,49,8,56,0,56,..,22,12,36,0,37,..,5,3,10,0,10,..,69,28,97,3,97,..,462,101,563,10,576,..,2862,401,3269,62,3325,..,191,10,197,6295,6489,60869,3053,413,3467,6349,70685,62829,..,..,..,..,62829,..,61,0,65,0,65,..,64,20,81,5,90,..,13,0,13,0,17,..,59,16,79,3,79,..,182,91,271,6,276,..,21,4,26,0,26,..,264,114,380,4,383,..,33,5,39,0,39,..,149,3,154,0,154,..,74,3,80,3,85,..,185,4,188,6,190,..,150,41,191,3,196,..,23,3,25,0,25,..,78,3,82,0,82,..,60,3,66,0,66,..,54,0,53,0,53,..,37,0,41,0,41,..,41,3,48,3,49,..,291,19,313,3,316,..,459,89,544,8,556,..,27,3,32,0,37,..,21,3,25
CED216,0,28,0,28,..,193,3,199,0,199,..,362,25,388,8,392,..,137,5,150,0,150,..,53,15,64,0,64,..,77,10,89,0,88,..,191,13,211,0,208,..,1815,169,1985,42,2031,..,11952,1532,13484,114,13599,..,134,18,148,3337,3485,53542,12087,1548,13634,3447,70625,57453,..,..,..,..,57453,..,128,7,132,0,132,..,209,13,220,0,220,..,0,0,0,0,0,..,429,101,534,3,536,..,1878,732,2607,16,2627,..,131,52,182,0,186,..,2443,884,3327,22,3347,..,142,14,149,0,155,..,150,0,152,3,155,..,542,25,565,0,564,..,553,13,565,3,565,..,1646,296,1944,23,1968,..,42,3,42,0,42,..,424,26,448,0,448,..,97,6,106,0,106,..,88,4,89,0,89,..,22,0,26,0,26,..,243,31,275,3,283,..,922,67,985,3,990,..,966,79,1045,13,1057,..,343,104,446,3,446,..,159,44,200
CED217,18,196,4,195,..,3181,99,3279,28,3308,..,1196,157,1349,19,1364,..,400,32,434,3,433,..,116,28,141,3,145,..,876,128,1004,13,1016,..,4165,1627,5791,68,5858,..,4982,1077,6063,115,6178,..,32745,5676,38413,429,38849,..,328,84,414,5933,6350,51013,33069,5762,38830,6367,96210,51384,..,..,..,..,51384,..,49,0,50,0,50,..,1609,299,1904,27,1929,..,6,0,6,0,6,..,733,348,1081,3,1081,..,824,358,1175,13,1194,..,493,243,735,5,749,..,2044,948,2998,29,3025,..,866,125,994,10,1008,..,46,3,46,0,51,..,129,12,138,0,139,..,159,4,161,0,168,..,1120,156,1278,15,1289,..,208,20,224,0,226,..,1238,94,1327,11,1338,..,1565,258,1822,15,1838,..,640,50,689,3,697,..,592,73,670,0,667,..,362,60,424,3,432,..,4609,549,5163,38,5197,..,1353,130,1483,23,1498,..,78,10,87,0,87,..,91,35,126
CED218,0,55,0,55,..,539,16,557,0,565,..,576,36,614,5,615,..,236,18,250,0,250,..,143,42,180,3,184,..,138,18,158,0,164,..,357,46,406,0,406,..,1703,213,1913,43,1958,..,15856,2267,18118,156,18276,..,154,10,166,4574,4744,50733,16008,2277,18292,4729,73754,54002,..,..,..,..,54002,..,67,0,68,0,68,..,221,29,258,3,262,..,0,0,0,0,0,..,1195,200,1394,6,1404,..,4134,967,5100,28,5129,..,275,76,349,0,347,..,5601,1246,6845,31,6874,..,109,12,122,0,121,..,102,7,109,0,108,..,579,24,605,9,610,..,343,6,343,3,349,..,2154,710,2859,21,2879,..,98,6,105,0,105,..,715,31,750,11,763,..,127,12,132,0,133,..,258,9,262,0,264,..,51,3,55,0,55,..,673,61,735,0,737,..,1922,116,2038,16,2058,..,806,80,889,12,900,..,351,60,403,0,406,..,264,80,341
CED219,12,225,0,226,..,1854,69,1929,24,1946,..,1037,154,1195,13,1208,..,1593,198,1783,8,1798,..,105,18,129,0,126,..,566,113,673,9,685,..,670,245,909,4,918,..,10739,2549,13284,235,13523,..,35781,5829,41609,521,42133,..,259,94,351,5024,5377,52421,36044,5921,41964,5543,99928,52294,..,..,..,..,52294,..,143,4,149,0,148,..,1390,266,1661,30,1687,..,3,0,3,0,3,..,499,201,698,3,698,..,1270,688,1958,18,1981,..,334,123,460,3,464,..,2101,1014,3121,22,3143,..,433,76,507,3,511,..,146,5,154,3,154,..,763,37,803,4,807,..,222,5,224,0,228,..,827,97,928,15,940,..,204,9,206,0,208,..,1736,136,1872,12,1887,..,2309,382,2693,25,2717,..,2886,280,3159,30,3191,..,582,110,688,5,697,..,776,106,883,4,894,..,8497,1011,9512,81,9593,..,744,104,849,20,871,..,52,9,68,3,67,..,85,34,117
CED220,26,137,4,143,..,778,70,853,12,860,..,428,70,502,8,507,..,416,22,436,7,446,..,111,60,176,0,176,..,273,68,335,0,339,..,3246,1474,4718,28,4741,..,4254,1381,5641,98,5735,..,26090,6740,32833,287,33123,..,174,57,232,3169,3401,37941,26268,6799,33067,3460,74463,38259,..,..,..,..,38259,..,74,0,74,0,74,..,543,173,716,4,724,..,0,0,0,0,0,..,1291,734,2023,14,2042,..,2728,1205,3925,16,3939,..,451,247,700,0,703,..,4462,2187,6657,30,6682,..,208,30,241,3,240,..,76,0,79,0,79,..,413,20,434,0,433,..,244,3,246,0,250,..,3790,1172,4959,32,4989,..,135,6,141,3,141,..,798,65,866,4,875,..,999,149,1149,9,1158,..,481,25,506,3,510,..,118,12,135,3,137,..,451,45,502,0,502,..,2991,312,3302,25,3326,..,1200,282,1484,26,1510,..,289,49,339,3,338,..,300,117,419
CED221,0,24,0,24,..,152,6,160,0,157,..,64,10,68,0,74,..,27,0,23,0,23,..,21,9,29,3,30,..,7,8,14,0,14,..,14,3,20,0,20,..,447,85,528,15,544,..,2639,334,2977,53,3037,..,154,6,162,5069,5230,60738,2795,344,3144,5123,69002,62702,..,..,..,..,62702,..,39,0,44,0,44,..,38,4,47,0,47,..,8,0,8,0,7,..,49,13,62,0,66,..,130,52,191,0,189,..,9,6,13,0,13,..,189,77,266,4,271,..,76,16,92,0,92,..,89,0,93,3,94,..,94,4,99,3,100,..,291,9,296,6,300,..,78,14,90,0,96,..,5,3,11,0,13,..,52,5,59,0,59,..,86,14,91,0,97,..,52,0,53,0,53,..,20,4,26,0,23,..,113,38,152,3,153,..,326,59,386,9,397,..,529,92,623,18,639,..,47,8,51,0,51,..,11,7,15
CED222,12,111,0,109,..,714,25,737,9,743,..,469,55,526,12,540,..,574,44,618,0,623,..,64,19,84,3,90,..,517,80,591,6,598,..,1702,590,2290,15,2310,..,4713,1420,6129,96,6228,..,18529,3810,22340,247,22588,..,219,67,283,3787,4073,51134,18748,3877,22621,4034,77790,52961,..,..,..,..,52961,..,144,0,144,0,146,..,472,63,535,9,543,..,0,0,0,0,0,..,664,283,946,3,947,..,1371,647,2019,13,2028,..,265,129,391,0,394,..,2301,1059,3356,19,3377,..,208,39,250,0,249,..,162,18,175,8,182,..,411,17,430,8,435,..,291,6,301,0,304,..,1249,191,1446,15,1454,..,125,10,139,0,139,..,662,64,717,5,729,..,566,89,662,14,672,..,565,38,603,8,608,..,146,12,159,0,163,..,261,23,290,0,290,..,2329,243,2570,26,2593,..,740,113,856,13,865,..,143,11,157,0,157,..,63,18,83
CED223,0,38,0,38,..,228,16,243,0,242,..,263,18,284,6,287,..,175,3,183,0,180,..,70,6,74,0,74,..,65,5,66,0,66,..,287,44,338,6,339,..,1477,251,1726,63,1781,..,10677,1443,12117,127,12237,..,182,24,206,2866,3073,53341,10856,1464,12320,2996,68661,55593,..,..,..,..,55593,..,89,0,88,0,92,..,439,101,542,3,546,..,6,0,6,0,6,..,543,123,666,3,673,..,1609,524,2136,5,2141,..,118,45,157,0,157,..,2265,696,2961,10,2970,..,242,33,271,3,274,..,116,3,116,0,118,..,251,6,263,0,260,..,300,11,306,0,308,..,1161,131,1284,17,1306,..,30,0,30,0,30,..,261,10,274,3,276,..,99,16,110,4,118,..,181,7,184,3,189,..,68,8,69,0,69,..,128,8,144,0,142,..,762,47,812,9,819,..,1678,207,1885,17,1902,..,233,20,254,3,254,..,99,31,135
