CED_CODE_2016,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
CED136,11,3,0,15,19,0,0,0,23,3,0,3,23,3,0,29,587,69,18,11,676,14,5,20,700,52,3,751,81,18,6,3,102,4,0,5,107,29,0,142,0,0,0,0,0,0,0,0,0,0,0,3,670,84,18,13,784,16,4,23,807,76,3,893,99,12,0,0,111,5,3,3,119,20,0,141,100,13,4,0,112,0,0,4,118,10,0,128,3,3,3,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,201,23,7,0,232,6,3,7,243,32,0,277,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,7,0,0,0,7,0,0,0,7,0,0,9,207,23,7,0,241,6,3,7,247,36,0,283,40,5,3,0,55,3,0,3,55,16,0,68,0,0,0,0,0,0,0,0,0,0,0,0,248,31,10,0
CED137,32,3,0,36,33,6,0,3,40,5,3,12,53,7,0,60,1326,203,25,23,1574,31,7,38,1616,124,3,1738,293,64,4,22,385,15,8,25,415,126,0,537,0,0,0,8,11,0,0,0,11,0,3,14,1617,270,31,56,1972,50,15,63,2034,246,5,2289,366,50,0,8,427,9,3,12,441,34,0,471,246,75,5,3,325,9,3,10,339,25,0,361,17,5,4,0,24,0,0,0,24,0,0,24,3,0,0,5,14,0,0,0,14,3,0,18,639,127,15,15,794,13,9,19,817,54,0,872,7,3,0,0,4,3,0,3,11,3,0,9,10,0,0,0,6,3,3,7,16,0,0,16,10,3,0,0,18,3,3,5,23,3,0,22,645,134,15,15,809,18,9,29,837,58,0,899,163,43,3,4,220,12,4,14,231,69,0,303,0,0,0,3,4,0,0,0,4,0,3,3,812,179,15,21
CED138,9,0,0,9,6,0,0,0,13,3,0,3,13,0,0,15,403,87,10,14,516,4,6,15,526,36,0,558,51,15,0,3,65,0,0,0,73,37,0,103,3,0,0,0,3,0,0,0,3,0,0,3,453,101,10,21,582,8,6,18,597,68,0,667,66,12,3,0,79,5,0,5,87,9,0,94,67,16,3,0,80,0,0,0,80,9,0,92,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,5,0,0,5,136,22,6,0,169,5,0,5,174,25,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,136,24,6,0,167,5,0,5,173,23,0,196,14,6,0,0,19,0,0,0,21,12,0,35,0,0,0,0,0,0,0,0,0,0,0,0,146,30,9,3
CED139,3,0,0,3,7,0,0,0,7,0,0,0,5,0,0,7,412,58,7,4,478,8,3,11,484,28,0,513,52,9,3,0,65,5,3,3,73,31,0,100,0,0,0,0,3,0,0,0,3,0,0,4,465,63,13,4,548,10,7,11,554,59,3,615,60,4,0,0,74,0,0,0,74,6,0,76,53,9,0,0,56,0,0,0,58,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,115,14,3,3,135,0,0,0,133,4,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,118,14,3,3,138,0,0,3,139,4,0,145,13,0,0,0,13,0,0,0,13,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,129,14,3,3
CED140,17,0,0,17,26,3,0,0,25,0,0,0,32,0,0,35,794,102,24,10,928,11,3,13,944,52,3,999,123,12,3,3,139,3,0,3,137,31,0,176,0,0,0,0,0,0,0,0,0,0,3,3,911,121,26,12,1065,17,3,14,1087,88,3,1178,180,15,3,0,200,5,0,5,204,12,0,213,152,26,0,0,184,3,0,4,192,19,0,207,4,3,5,0,10,0,0,0,10,0,0,10,0,0,0,0,3,0,0,0,3,3,0,3,337,46,11,3,392,10,0,14,407,35,0,443,3,0,0,0,3,0,0,0,3,0,0,8,5,0,0,0,5,0,0,0,5,0,0,10,13,0,0,0,13,0,0,0,13,0,0,15,348,46,11,3,408,10,0,14,420,34,3,454,51,7,8,0,63,3,0,3,68,29,0,93,0,0,0,0,0,0,0,0,0,0,0,0,397,54,17,3
CED141,15,0,0,16,24,3,0,0,29,0,0,0,29,0,0,30,802,97,16,13,920,19,3,22,944,77,0,1022,120,12,0,3,135,3,0,3,141,39,0,177,0,0,0,0,0,0,0,0,0,0,0,0,924,106,15,14,1060,26,3,27,1087,112,0,1198,153,21,4,0,182,3,0,3,179,19,0,201,178,26,0,3,206,6,0,6,210,22,0,233,7,0,4,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,339,43,10,3,398,5,0,5,401,43,0,449,0,0,0,0,3,0,0,0,3,0,0,4,5,0,0,0,7,0,0,0,7,0,0,7,3,3,0,0,6,0,0,0,6,0,0,10,341,42,12,3,405,5,0,5,415,46,0,456,57,12,0,3,76,0,5,5,78,21,0,96,0,0,0,0,3,0,0,0,3,0,0,3,399,58,15,10
CED142,9,0,0,13,14,0,0,0,12,0,0,3,19,0,0,17,287,42,3,4,341,11,3,15,347,41,0,391,52,13,0,3,69,0,0,0,70,25,0,95,0,0,0,0,0,0,0,0,0,0,3,3,335,58,3,3,408,13,3,13,421,69,3,495,85,12,0,0,95,0,3,4,99,12,0,107,42,9,0,0,54,0,0,0,58,5,0,62,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,128,25,3,3,161,0,5,3,160,13,0,176,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,9,0,0,0,8,3,0,12,12,0,0,0,7,0,0,0,13,3,0,16,137,26,3,3,168,3,5,8,174,21,0,194,30,3,0,0,37,3,0,3,39,23,0,61,0,0,0,0,0,0,0,0,0,0,0,0,165,27,3,3
CED143,25,0,0,23,32,0,0,0,27,3,3,4,38,4,0,39,960,144,15,12,1135,20,13,32,1173,75,0,1249,282,42,7,3,332,9,0,9,347,30,0,377,0,0,0,0,0,0,0,0,0,3,4,5,1241,187,25,16,1470,35,10,42,1514,111,4,1626,203,39,0,5,248,6,4,8,253,11,0,266,219,50,4,3,278,7,5,9,287,25,0,308,9,4,6,0,17,0,0,0,17,0,0,21,6,0,0,0,6,0,0,0,6,0,0,7,439,94,7,7,542,10,5,22,562,39,0,600,4,0,0,0,5,0,0,0,8,0,0,8,6,0,0,0,6,0,0,3,6,0,0,6,9,0,0,0,10,3,0,4,15,0,0,15,445,96,7,7,555,15,9,23,579,39,0,615,117,37,3,3,157,7,0,10,169,27,0,193,0,0,0,0,0,0,0,0,0,0,0,0,561,130,13,9
CED144,52,3,0,57,44,23,4,3,69,15,0,13,83,18,0,98,1047,266,23,33,1370,38,10,50,1422,171,3,1591,459,183,3,29,676,40,9,51,723,271,0,996,3,0,0,3,4,0,0,0,4,6,10,20,1511,448,27,60,2048,82,24,98,2149,445,16,2606,307,44,0,9,356,5,0,5,362,33,0,392,219,85,6,8,314,4,3,3,321,41,3,361,3,0,6,0,10,0,0,0,10,4,0,11,3,0,0,12,14,0,0,0,14,3,0,14,534,124,7,27,692,7,3,12,701,80,3,779,3,4,0,0,10,4,0,4,16,4,0,21,18,8,0,0,19,3,0,0,28,9,0,35,22,11,0,0,30,5,0,8,38,18,0,50,553,135,9,27,719,16,3,19,741,91,3,836,233,94,5,16,346,13,4,19,367,180,4,553,0,0,0,3,3,0,0,0,3,0,0,5,784,228,16,44
CED145,9,0,0,15,8,7,0,0,12,0,0,0,12,0,0,17,708,114,12,12,839,15,4,21,860,43,3,904,230,31,3,0,268,4,3,8,275,35,0,309,3,0,0,4,7,0,0,0,7,0,0,7,938,145,15,16,1117,16,11,27,1144,77,3,1225,228,18,5,0,250,8,0,6,259,23,0,280,201,35,6,0,239,7,0,3,247,24,0,269,3,0,3,0,6,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,5,438,55,11,3,499,13,0,17,517,50,0,565,3,0,0,0,5,0,0,0,5,0,0,5,12,0,0,0,10,0,0,0,10,0,0,10,15,3,0,0,19,0,0,0,19,0,0,19,452,58,11,3,518,13,0,17,534,50,0,583,112,32,3,3,152,3,0,5,149,20,0,178,0,0,0,0,0,0,0,0,0,0,0,0,562,86,11,6
CED146,50,7,0,55,48,19,0,3,72,7,10,16,92,10,0,103,1496,231,31,35,1798,50,22,64,1865,138,4,2010,446,139,6,27,616,26,15,39,663,346,0,1008,0,0,0,0,0,0,0,0,0,0,14,14,1940,372,40,68,2421,72,31,106,2526,492,16,3034,467,45,4,4,517,11,4,17,535,52,0,582,213,47,3,0,267,4,3,5,272,25,0,292,9,3,3,0,20,0,0,0,20,3,0,22,9,0,0,7,21,0,0,0,21,0,0,21,704,94,12,9,817,12,3,19,841,79,0,918,10,0,0,0,8,4,0,4,15,3,0,14,8,3,0,0,12,0,12,13,28,4,0,28,19,6,0,0,25,8,12,17,35,11,0,48,720,106,12,9,844,21,15,32,879,88,0,966,200,63,7,8,273,15,13,22,297,230,0,526,0,0,0,0,0,0,0,0,0,0,3,3,918,163,19,20
CED147,15,0,0,11,18,3,0,0,22,4,0,4,26,0,0,23,722,91,18,8,833,19,5,26,859,75,0,937,135,17,0,3,161,7,0,7,165,50,0,218,0,0,0,0,4,0,0,0,4,0,0,3,861,105,21,15,998,22,5,28,1029,121,3,1158,126,17,5,0,145,0,0,0,149,19,0,164,126,21,3,0,148,4,0,3,152,10,0,164,0,0,3,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,251,40,9,3,304,4,3,3,305,31,0,335,0,0,0,0,0,0,0,0,3,3,0,5,7,0,0,0,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,4,3,0,11,260,40,9,3,305,3,3,5,311,31,0,344,56,10,3,3,66,0,0,0,67,27,0,97,0,0,0,0,0,0,0,0,0,0,0,0,315,43,8,7
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,40,3,0,42,43,8,0,3,53,5,0,10,60,7,0,67,1530,169,28,18,1744,39,17,52,1798,110,4,1909,293,52,3,4,355,13,3,16,369,79,0,450,0,0,0,0,0,0,0,0,0,0,6,6,1823,221,28,26,2101,48,19,65,2166,188,8,2361,365,27,9,6,395,5,0,5,406,30,0,435,342,42,3,0,391,9,0,9,395,32,0,425,12,0,5,0,11,0,0,0,11,4,0,20,3,3,0,3,11,0,0,0,13,3,0,18,714,70,12,13,810,19,0,19,828,70,0,895,5,3,0,0,9,0,0,0,9,3,0,16,12,0,0,0,14,0,0,3,15,0,0,18,19,3,0,0,25,0,0,3,27,4,0,29,737,76,13,13,838,19,0,18,856,76,0,928,157,36,4,4,206,5,3,4,212,65,0,283,0,0,0,0,3,0,0,0,3,0,0,3,897,113,20,14
CED202,13,0,0,19,22,0,0,0,21,3,0,4,23,3,0,29,770,89,19,9,885,9,0,13,895,39,0,939,114,20,5,7,146,7,0,7,151,42,0,198,0,0,0,0,3,0,0,0,3,0,0,3,885,111,24,16,1037,17,0,16,1054,81,3,1134,111,19,3,0,137,0,3,4,141,18,3,158,135,24,3,0,165,0,0,0,165,14,0,177,11,0,0,0,10,0,0,0,10,0,0,11,0,0,0,3,3,0,0,0,3,0,0,3,255,47,10,3,312,0,3,4,321,29,3,348,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,260,47,10,3,321,0,3,4,327,30,3,360,35,6,0,3,42,0,0,0,47,14,0,65,0,0,0,0,0,0,0,0,0,0,0,0,297,53,7,10
CED203,28,5,0,29,37,6,0,0,41,8,3,17,60,5,0,65,899,168,15,32,1106,26,11,38,1144,84,0,1232,176,54,3,12,238,10,5,18,258,97,0,354,4,0,0,0,3,0,0,0,3,0,3,7,1075,220,14,42,1354,42,12,57,1407,183,5,1593,191,32,6,0,236,11,7,10,245,32,0,272,216,44,0,4,268,9,0,9,271,29,0,303,8,0,0,0,11,0,0,0,9,3,0,14,10,0,0,7,18,0,0,0,21,3,0,25,429,80,8,20,530,16,9,24,552,60,0,612,8,0,0,0,8,3,0,3,5,0,0,5,6,0,0,0,7,0,3,3,11,0,0,11,16,0,0,0,13,3,3,4,22,0,0,22,439,81,8,20,547,14,5,27,570,60,0,629,96,28,3,6,135,4,0,6,138,58,0,200,0,0,0,4,3,0,0,0,3,0,0,7,541,105,9,26
CED204,15,3,0,16,15,0,0,0,21,0,0,0,17,3,0,23,646,105,21,18,790,10,0,10,797,55,3,851,98,17,7,5,128,0,0,6,130,51,0,182,3,0,0,0,3,0,0,0,3,0,0,7,745,125,22,21,917,13,0,13,931,102,0,1039,94,6,0,0,108,5,0,5,110,0,0,110,101,21,5,0,129,0,0,0,130,12,0,142,0,0,4,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,196,31,9,6,243,5,0,5,250,11,0,259,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,6,200,34,9,6,252,3,0,3,253,12,0,267,29,7,0,3,37,0,0,3,35,11,0,49,0,0,0,0,0,0,0,0,0,0,0,0,231,36,6,10
CED205,62,9,0,68,63,20,0,0,79,30,9,37,112,16,0,126,1265,237,14,23,1543,85,17,97,1639,123,3,1760,388,95,6,6,500,15,10,23,526,218,0,747,0,0,0,3,5,0,0,0,5,0,0,5,1652,335,24,31,2041,99,25,121,2167,343,5,2515,349,49,0,0,404,17,0,21,425,42,0,467,269,69,6,3,349,9,5,12,358,21,0,383,4,4,3,0,12,0,0,0,17,0,0,18,0,0,0,8,10,0,0,0,13,0,0,13,624,129,13,16,781,29,9,37,816,69,0,880,11,3,0,0,15,5,0,8,22,7,0,26,15,0,0,0,18,0,3,7,22,0,0,30,31,6,0,0,34,6,4,11,48,10,0,51,657,130,13,16,810,37,12,48,860,76,0,937,199,44,3,7,251,12,0,9,261,172,0,431,0,0,0,0,0,0,0,0,0,0,0,0,851,176,16,20
CED206,56,10,0,66,51,18,5,0,75,18,8,22,96,19,3,118,1386,236,30,44,1691,68,10,80,1772,177,3,1955,491,124,8,20,643,35,20,58,702,445,5,1153,6,0,0,3,7,0,0,0,7,0,9,11,1881,359,37,68,2344,101,32,138,2484,621,17,3119,359,50,5,9,423,11,0,11,433,28,0,466,310,67,7,3,384,7,0,11,394,42,0,441,5,0,0,0,4,0,0,0,4,0,0,5,0,0,0,5,6,0,0,0,11,3,0,15,678,116,8,14,817,20,4,27,843,80,0,930,10,3,0,0,13,3,0,3,18,8,0,24,7,5,0,0,18,3,0,4,19,8,0,27,25,10,0,0,31,9,3,8,40,14,0,56,704,121,8,15,850,30,4,37,884,92,0,977,242,61,6,19,322,23,7,29,346,305,3,661,0,0,0,3,4,0,0,0,4,0,3,6,943,185,16,31
CED207,17,4,0,21,17,5,0,0,24,3,0,3,24,4,0,30,1024,129,28,12,1200,18,3,21,1214,64,0,1284,195,33,4,10,232,4,0,4,234,50,0,291,0,0,0,0,0,0,0,0,0,0,5,7,1219,160,33,18,1430,21,6,24,1455,119,4,1576,176,20,6,0,205,4,0,3,210,20,0,228,226,32,3,0,261,0,0,4,266,13,0,283,5,0,8,0,15,0,0,0,14,0,0,16,3,0,0,4,8,0,0,0,8,0,0,8,408,60,11,10,492,5,3,10,500,35,0,531,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,7,8,0,0,0,6,0,0,0,6,0,0,12,419,60,11,10,497,5,3,10,509,36,0,542,72,16,3,5,92,0,0,0,100,24,0,121,0,0,0,0,0,0,0,0,0,0,0,0,488,74,20,14
CED208,43,7,0,48,39,12,4,0,55,12,6,16,67,12,0,78,1399,213,18,23,1653,63,9,75,1727,113,4,1840,255,54,4,12,318,8,3,17,335,64,0,400,3,0,0,0,3,0,0,0,3,0,3,7,1653,267,25,33,1975,72,15,86,2062,179,3,2246,327,40,5,10,378,10,0,10,383,42,0,424,319,76,0,0,387,10,8,19,410,34,0,440,9,0,3,0,15,0,0,0,15,4,0,18,5,0,0,0,9,0,0,0,9,0,0,9,654,113,8,8,790,27,8,29,821,79,0,898,13,0,0,0,20,4,0,4,23,0,0,23,20,0,0,0,23,0,0,0,21,4,0,26,35,0,0,0,40,8,0,6,41,4,0,45,690,119,11,8,824,32,6,39,862,75,0,939,140,30,3,0,171,11,3,9,189,66,0,248,0,0,0,0,0,0,0,0,0,0,7,7,823,153,11,8
CED209,20,0,0,18,22,3,0,0,29,0,0,3,27,3,0,32,900,136,25,14,1077,13,3,14,1091,42,3,1140,129,20,4,6,162,6,0,8,164,24,0,192,0,0,0,0,4,0,0,0,4,0,3,3,1034,156,32,21,1242,19,3,20,1261,68,3,1339,139,15,3,0,159,0,0,0,163,19,0,183,181,37,4,0,224,0,0,3,225,12,0,234,5,0,4,0,14,0,0,0,14,0,0,16,4,0,0,0,4,0,0,0,4,0,0,4,330,54,15,0,400,5,0,4,410,26,0,432,3,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,7,0,0,0,7,0,0,7,5,0,0,0,8,0,0,0,8,0,0,8,337,56,15,0,415,5,0,4,418,26,0,446,59,14,3,0,72,3,3,4,82,18,0,94,0,0,0,0,0,0,0,0,0,0,0,0,394,70,16,4
CED210,16,0,0,16,25,3,0,0,33,6,0,8,41,0,0,41,788,104,22,17,933,25,3,26,960,57,0,1019,127,28,10,8,165,4,3,9,174,59,0,236,0,0,0,0,0,0,0,0,0,0,4,4,919,128,32,27,1103,31,3,33,1135,116,3,1257,133,17,3,0,147,3,0,3,147,12,0,165,172,25,0,0,197,0,0,0,197,19,0,217,7,0,4,3,17,0,0,0,17,3,0,19,3,0,0,3,5,0,0,0,5,0,0,5,316,41,10,11,371,3,0,3,369,37,3,406,0,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,4,4,0,4,9,0,0,9,3,0,0,0,7,4,0,4,14,0,0,14,317,41,10,13,380,4,0,4,381,37,3,422,43,13,3,0,60,3,0,3,65,40,0,104,0,0,0,0,0,0,0,0,0,0,0,0,362,55,8,13
CED211,34,3,0,33,30,10,0,0,43,9,0,9,50,3,0,54,1304,173,15,21,1516,51,7,61,1573,98,0,1679,220,29,0,9,261,14,3,14,277,81,0,356,0,0,0,5,6,0,0,0,6,0,0,4,1522,202,16,33,1781,58,16,72,1852,182,5,2040,263,46,9,3,322,8,0,8,327,24,0,353,339,56,4,0,400,3,4,10,404,19,0,426,5,9,3,0,15,0,0,0,15,0,0,16,7,0,0,3,12,0,0,0,12,3,0,16,618,110,15,12,746,16,4,22,769,51,0,815,8,0,0,0,9,4,0,4,11,3,0,17,11,5,0,0,12,0,0,0,12,3,0,15,17,4,0,0,27,3,0,3,26,4,0,35,631,115,15,12,769,21,4,22,793,51,0,852,120,25,3,0,139,3,0,3,145,40,0,182,0,0,0,0,0,0,0,0,0,0,3,7,751,137,16,12
