CED_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
CED101,0,0,3,3,3,0,0,0,0,8,4440,8056,7214,9946,4641,3954,2656,1618,842,43371,3,7,62,295,28,22,3,0,0,427,0,0,4,47,37,35,16,15,8,169,0,0,0,15,11,8,4,0,0,33,3,0,13,30,16,10,3,6,0,83,0,6,0,46,25,27,27,6,0,140,61,169,968,2807,1369,1287,608,364,111,7743,0,3,3,22,40,41,70,83,12,275,6,31,23,210,121,143,146,70,35,779,16,39,51,241,223,241,262,103,57,1234,0,9,19,144,70,61,29,20,0,354,0,4,0,27,14,9,3,3,0,57,0,3,11,31,29,13,55,15,13,170,0,16,30,51,92,170,219,214,48,844,10,29,139,485,237,373,125,43,8,1446,17,41,101,560,149,113,74,38,8,1090,0,23,64,314,122,72,44,24,4,666,0,3,8,59,19,16,5,0,0,101,3,4,4,36,21,13,8,3,0,91
CED102,0,0,0,3,4,0,0,0,0,16,4737,7526,6576,10829,4162,2529,1346,731,410,38840,12,28,235,1184,91,33,3,0,0,1589,0,0,3,55,16,13,16,15,3,125,0,0,5,16,14,9,3,0,0,45,0,3,7,50,13,13,11,0,4,102,0,3,11,72,52,33,52,18,0,246,57,171,1439,3600,1282,1252,628,367,130,8923,0,0,3,34,31,41,48,78,17,249,5,23,18,148,88,136,147,96,28,690,8,40,47,410,293,184,169,79,31,1263,0,12,20,138,88,81,51,18,6,415,0,3,9,70,16,14,6,6,0,125,3,3,6,58,25,17,27,25,8,166,5,31,47,129,180,348,672,859,246,2518,5,31,124,467,173,251,115,28,12,1214,59,74,89,1100,117,74,40,23,8,1585,9,20,106,478,121,82,70,24,3,907,0,6,8,106,14,14,8,0,0,157,0,4,8,35,24,15,4,3,0,88
CED103,0,0,13,64,25,29,15,8,0,163,4434,7511,6990,9234,4374,3545,2228,1421,820,40559,9,13,67,194,14,10,8,0,0,313,0,0,0,11,16,9,9,3,0,48,0,0,0,22,7,5,4,0,0,46,3,11,13,60,24,19,10,5,0,145,0,3,4,33,22,23,28,7,0,113,122,321,1771,4191,1399,1062,615,375,113,9977,0,0,3,12,18,20,44,43,12,159,3,9,5,43,31,38,56,36,10,244,24,96,90,430,382,300,297,146,57,1823,3,0,15,74,58,32,35,18,3,241,0,9,6,57,21,9,13,0,3,114,0,9,9,83,32,24,63,35,9,260,0,3,4,13,22,29,57,65,23,215,24,72,245,922,327,605,245,53,12,2514,93,168,268,2095,313,241,112,44,25,3368,5,21,118,323,90,85,43,24,8,716,3,26,43,551,143,126,86,37,12,1032,11,12,5,42,27,18,10,5,0,139
CED104,0,0,3,24,22,18,13,0,0,80,3821,8920,7981,8912,5566,4960,3437,1761,771,46132,0,0,7,28,14,15,8,0,0,71,0,0,0,3,6,3,0,0,0,22,0,0,0,9,4,0,0,0,0,12,0,7,9,43,42,32,9,10,0,156,0,3,4,8,12,20,22,6,0,73,37,150,241,1160,608,408,304,124,32,3056,0,0,0,8,28,19,15,19,3,97,0,0,3,18,22,25,30,17,6,128,37,219,215,542,732,570,633,308,98,3345,0,0,5,39,45,33,24,11,3,168,0,7,6,33,11,7,8,0,0,82,0,18,16,50,57,40,90,49,20,336,0,0,0,0,10,15,26,29,3,85,9,30,123,257,161,351,132,37,7,1104,7,127,179,732,452,265,143,60,24,1994,0,8,31,71,47,38,28,9,4,233,5,21,34,199,106,90,58,23,7,531,0,0,3,8,11,5,3,3,0,30
CED105,8,89,593,1378,239,111,14,7,0,2443,6014,9861,7696,8327,2051,1962,1452,720,449,38532,5,26,76,494,52,35,7,0,0,703,0,3,8,43,41,23,16,12,0,149,0,5,3,35,49,50,26,17,0,181,0,4,6,17,5,3,0,0,0,38,0,0,0,28,33,20,32,13,0,124,17,121,574,1961,1013,871,388,240,76,5267,0,0,3,14,28,28,75,77,9,231,15,41,35,237,77,80,73,43,6,606,3,10,21,60,86,83,129,56,45,496,0,16,43,153,88,90,40,16,3,451,0,0,0,7,9,4,6,0,0,37,0,0,16,27,17,15,77,27,9,191,0,3,12,39,60,82,175,168,32,563,0,10,62,155,63,84,22,7,3,406,47,81,297,1224,139,75,49,27,6,1943,5,19,31,143,62,45,34,10,6,351,5,37,90,256,36,23,6,3,0,463,7,72,150,475,302,110,30,15,0,1157
CED106,0,0,0,11,4,9,3,0,0,37,4047,8876,6905,7220,4893,3855,2997,2010,1105,41915,0,0,0,24,9,7,0,0,0,38,0,0,0,8,4,3,0,0,0,20,0,0,3,9,3,3,0,0,0,13,3,14,30,65,65,36,29,7,0,245,0,0,0,18,14,13,18,0,0,70,96,412,651,2333,921,658,473,279,63,5895,0,0,0,7,14,14,13,11,3,65,3,3,3,13,11,22,27,19,6,116,46,494,388,674,1004,611,545,347,142,4247,0,3,8,41,30,18,18,7,4,124,0,4,12,59,19,14,17,3,3,136,3,18,16,59,61,25,75,44,18,320,0,0,0,5,13,13,12,23,6,71,33,126,203,649,294,390,220,88,16,2023,45,162,115,1143,302,171,126,60,40,2159,3,17,37,189,51,41,40,26,6,401,13,68,42,496,181,116,60,27,12,1010,0,0,0,9,6,3,4,0,0,19
CED107,0,3,7,12,0,0,0,0,0,19,5072,10183,8948,15689,8453,8175,6340,3021,942,66819,0,5,0,28,0,5,4,0,0,39,0,0,0,4,5,3,0,0,0,16,0,0,0,7,0,3,0,0,0,8,0,6,3,25,8,4,9,3,0,58,0,0,0,6,6,3,4,0,0,23,0,8,26,75,31,32,25,6,0,201,0,0,0,0,6,11,12,16,4,55,0,4,6,9,3,4,4,0,0,42,0,38,53,149,262,324,443,263,69,1592,0,5,3,33,9,14,5,3,0,71,0,0,5,10,6,5,7,3,3,45,0,0,3,10,20,38,100,31,12,210,0,0,0,7,4,8,19,15,9,65,0,6,8,12,7,17,4,0,0,55,4,23,18,249,29,19,11,8,0,362,0,7,0,7,4,3,0,0,0,26,0,0,8,22,6,4,0,0,0,35,0,0,6,23,9,3,0,0,0,38
CED108,3,30,136,315,85,59,19,6,0,655,6238,10573,8385,9695,4071,3018,1925,768,194,44873,14,49,48,475,91,72,13,4,0,756,3,0,9,41,34,30,19,12,3,149,0,0,4,8,11,7,5,0,0,31,0,5,6,12,6,3,0,0,0,33,0,0,4,38,34,25,38,4,3,155,3,27,66,258,136,156,59,37,7,748,0,0,0,32,23,52,66,45,6,223,3,52,52,130,97,112,84,41,11,581,0,33,15,122,252,296,269,153,30,1173,4,67,201,887,494,323,134,53,7,2172,0,0,0,4,3,7,3,0,0,27,0,3,8,13,31,35,89,39,18,224,0,5,10,15,12,33,52,39,5,177,0,8,16,45,15,36,17,5,0,133,48,301,587,3008,518,296,148,59,12,4969,0,4,22,91,42,49,35,9,3,259,0,21,16,106,38,30,18,3,0,230,0,44,131,283,138,75,36,8,4,725
CED109,0,0,0,0,0,0,0,0,0,4,4032,7706,6819,12447,6315,5291,3611,2084,1049,49347,0,0,3,31,10,15,0,0,0,63,0,0,3,27,24,18,12,9,0,90,0,0,0,14,7,0,5,0,0,24,0,0,12,42,26,6,13,3,0,108,0,3,0,26,39,28,31,8,0,137,9,51,117,390,300,279,105,67,23,1343,0,4,0,19,27,28,28,53,8,162,0,13,9,122,75,152,133,85,33,632,29,108,102,511,427,371,370,213,95,2216,0,3,7,46,25,22,23,5,7,140,0,3,3,27,14,12,9,7,0,80,3,4,15,37,32,19,60,50,17,230,4,28,11,44,101,197,263,265,73,984,3,7,19,81,55,77,49,18,0,302,5,19,31,177,65,29,37,23,5,393,0,11,7,59,23,22,23,15,3,162,0,6,0,31,13,6,3,3,0,67,0,0,0,12,12,10,3,0,0,31
CED110,0,5,25,0,5,0,0,0,0,33,3818,8828,7383,12356,7595,9068,7657,3948,1449,62098,0,0,0,8,3,0,0,0,0,10,0,0,0,0,0,0,0,4,0,6,0,0,0,3,0,0,0,0,0,3,0,7,6,41,22,30,15,11,0,123,0,0,0,5,5,4,8,0,0,22,0,5,31,39,21,18,11,3,0,132,0,0,0,0,3,3,9,14,3,31,0,10,0,8,5,9,16,4,0,61,9,79,62,268,428,499,800,528,167,2835,0,0,7,33,13,21,8,7,0,86,0,3,5,15,5,9,12,4,3,62,0,12,3,28,25,51,129,77,13,340,0,3,0,0,5,9,10,3,3,27,0,4,9,16,11,15,8,3,0,60,11,26,19,188,21,26,30,11,8,336,0,0,0,3,3,0,4,3,0,24,0,6,13,10,6,3,0,0,0,35,0,0,0,5,3,0,0,0,0,10
CED111,0,3,3,3,0,0,0,0,0,12,4177,8282,9154,14510,6937,5884,3695,1890,726,55260,4,4,20,31,0,3,0,0,0,58,0,0,8,29,23,23,12,11,3,106,0,0,3,4,0,0,0,0,0,10,0,14,16,58,31,13,5,4,0,148,0,0,3,35,45,24,52,8,5,171,7,25,649,786,63,58,26,15,3,1646,0,0,7,53,46,43,75,86,24,331,0,4,3,21,13,8,24,7,0,82,23,115,106,407,580,557,520,284,105,2691,0,0,7,35,14,8,15,4,0,74,3,4,12,25,18,9,19,4,0,88,6,0,10,34,26,59,141,58,31,368,0,4,3,7,25,56,78,71,32,282,0,0,36,30,9,21,6,0,0,101,4,40,200,399,60,33,33,16,3,789,6,5,16,56,10,14,10,0,0,115,3,10,21,140,11,14,0,3,0,208,12,38,21,91,23,8,3,0,0,187
CED112,0,0,0,3,0,0,0,0,0,4,4554,9800,8464,14202,7392,6670,5008,2670,1164,59917,0,0,0,15,0,3,0,0,0,19,0,0,3,3,9,0,8,0,0,18,0,0,0,6,3,0,0,0,0,10,0,8,6,29,14,16,4,5,4,93,0,4,3,11,18,11,10,9,0,63,0,9,24,63,33,36,30,3,4,208,0,0,0,0,11,5,22,15,4,60,0,0,0,13,3,23,26,17,4,83,15,104,106,383,559,525,651,441,145,2926,0,3,6,29,15,18,6,5,0,75,0,0,0,8,14,7,9,5,0,43,0,3,3,10,19,25,74,37,20,196,0,0,3,0,5,15,21,24,4,80,0,4,5,7,3,10,8,3,0,35,5,28,17,193,39,16,20,10,0,326,0,5,8,22,11,9,8,6,3,74,0,0,0,12,4,5,5,0,0,27,0,0,4,3,8,0,3,0,0,15
CED113,0,0,0,10,0,0,0,0,0,9,3948,8571,7000,12891,8247,8132,5625,2383,728,57524,4,7,0,77,0,3,0,0,0,97,0,0,0,6,3,7,0,8,0,26,0,0,0,5,0,0,0,0,0,11,0,7,11,36,28,21,19,3,0,126,0,0,0,10,9,8,6,0,0,36,0,4,9,60,28,15,13,7,0,147,0,0,4,7,19,25,45,29,3,132,3,5,0,16,0,3,9,3,0,45,5,58,69,239,468,600,676,329,85,2525,0,3,9,34,20,12,3,0,0,82,0,3,8,18,10,9,11,3,4,70,0,0,9,21,50,78,157,98,32,443,0,0,0,5,4,22,34,16,3,89,0,0,0,19,4,17,3,0,0,42,16,34,38,353,39,17,19,11,3,534,0,10,0,14,7,0,8,6,3,54,0,0,0,16,6,5,0,0,0,27,0,3,0,11,0,4,0,0,0,12
CED114,0,7,13,65,26,10,4,0,0,131,4790,9557,8368,13936,8311,8937,6697,3526,1163,65271,0,6,0,41,6,0,0,0,0,56,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,3,0,4,7,16,11,5,4,0,0,52,0,0,0,4,5,0,0,0,0,14,0,7,12,47,26,13,14,4,0,108,0,0,0,0,0,7,16,11,0,34,0,3,0,10,6,3,7,0,0,32,3,20,41,162,207,251,339,201,58,1286,0,14,21,52,33,30,5,8,0,156,0,0,3,13,3,3,8,0,0,28,0,3,7,16,16,49,96,44,16,248,0,0,0,4,7,5,12,19,4,47,0,3,8,18,5,10,0,0,0,41,13,71,53,593,102,78,25,9,0,951,0,0,0,0,0,0,0,0,0,9,0,4,3,17,5,0,0,0,0,28,0,0,0,5,4,0,0,0,0,9
CED115,0,7,30,65,21,0,3,0,3,125,4738,8326,7957,7224,2056,1868,1025,454,183,33815,3,3,8,123,16,10,3,0,0,163,0,3,36,179,120,122,57,53,5,569,13,39,140,710,654,466,295,91,44,2463,0,0,6,14,4,0,0,0,0,32,0,10,18,109,96,116,136,52,3,544,11,24,96,378,263,332,220,151,119,1600,0,0,39,170,135,193,213,185,47,986,0,14,19,69,28,49,43,29,4,264,9,19,13,61,90,125,139,69,26,537,3,23,58,316,148,151,46,23,3,777,0,3,4,17,9,4,3,0,0,43,0,5,24,15,18,17,95,37,16,219,0,11,18,18,24,44,60,59,12,248,0,3,12,90,15,36,12,0,3,182,30,123,110,835,142,85,36,22,3,1388,4,13,26,70,22,26,24,6,4,192,3,36,74,254,87,82,50,26,10,630,42,406,799,2089,1057,660,389,186,39,5672
CED116,0,0,0,4,0,0,0,0,0,3,3558,7925,6896,11744,7053,8760,7582,3788,1296,58597,0,0,0,11,0,0,0,0,0,17,0,0,0,0,3,0,3,7,0,14,0,0,0,0,0,0,0,0,0,7,0,3,3,25,9,27,19,0,3,96,0,0,0,4,5,10,17,10,0,55,0,10,15,52,26,13,22,7,0,141,0,0,3,10,13,9,56,55,0,152,0,0,0,6,0,14,23,7,4,51,5,75,62,229,495,714,1107,650,206,3550,0,0,3,14,8,13,8,0,0,45,0,0,3,6,9,12,8,7,0,50,3,0,0,18,23,74,186,104,13,422,0,0,8,5,9,11,51,39,5,124,3,3,4,6,7,7,3,3,0,34,4,12,11,100,14,7,24,9,3,189,0,5,4,9,3,8,3,9,0,39,0,0,0,3,3,0,3,0,0,17,0,0,3,11,7,3,3,0,0,19
CED117,0,0,3,5,0,3,0,0,0,8,4089,6263,5283,14959,5621,3700,2046,663,234,42848,0,3,19,137,25,14,0,0,0,202,0,0,0,19,10,5,3,3,0,43,0,0,7,10,3,8,4,0,0,30,3,12,19,124,57,23,10,0,0,242,0,3,3,77,27,13,24,7,3,154,14,46,326,631,279,261,121,99,23,1788,0,0,0,10,15,11,13,22,3,89,0,4,3,27,11,21,43,10,16,148,43,171,147,1575,940,503,348,111,28,3870,0,0,3,86,35,31,20,6,0,181,3,10,27,141,29,12,10,4,3,242,3,9,6,101,66,50,51,22,11,322,0,5,11,44,67,94,177,344,140,884,6,19,32,155,51,52,22,5,3,332,26,50,70,645,71,53,29,15,6,963,0,8,33,165,30,29,24,10,0,295,0,3,5,104,20,15,4,4,3,157,0,4,7,22,12,8,0,0,0,46
CED118,0,9,74,259,83,65,30,3,3,535,6412,10535,7272,11989,4541,3240,1859,744,245,46829,7,29,27,274,84,72,18,0,0,512,0,0,3,38,19,23,18,5,0,109,0,0,0,9,10,4,0,0,0,25,0,11,26,39,22,10,9,0,0,106,3,3,5,50,35,21,30,15,3,166,11,44,102,587,257,240,125,53,11,1441,0,0,8,31,55,42,60,46,3,248,4,24,20,112,48,72,80,28,6,402,12,88,72,359,325,290,275,115,41,1583,0,28,86,471,244,192,79,35,5,1146,0,0,3,14,13,10,5,0,0,46,0,4,20,36,27,19,75,34,3,220,0,5,3,15,15,36,45,37,10,172,0,5,38,97,52,104,29,5,4,336,103,637,1076,5779,1131,604,262,112,18,9737,0,24,34,175,74,43,30,16,0,397,4,23,52,276,93,81,34,17,3,588,0,0,11,49,30,23,7,0,0,122
CED119,0,0,0,0,0,0,0,0,0,0,4825,9438,8343,13836,6690,5510,3696,1565,676,54577,0,0,8,74,25,26,5,0,0,152,0,0,0,20,18,21,0,6,0,67,0,0,0,12,11,3,0,0,0,30,0,8,6,37,25,12,13,5,0,108,0,3,9,39,35,18,24,6,0,140,16,25,43,286,138,143,81,32,10,772,0,0,4,14,26,24,32,31,3,128,3,26,24,95,86,102,63,27,8,434,22,114,116,491,534,415,472,228,80,2460,0,11,16,125,78,63,27,11,0,331,0,3,8,22,24,5,3,0,0,60,0,3,7,35,47,31,73,55,15,273,0,3,4,22,45,79,85,66,11,314,5,5,13,63,28,71,29,6,0,224,16,34,63,350,197,130,56,23,3,870,0,4,15,114,28,35,18,7,4,226,0,0,7,32,3,4,0,0,0,48,0,3,3,29,15,8,3,3,0,58
CED120,0,0,3,14,3,0,3,0,0,22,4956,10298,8658,15369,7782,6686,4651,2046,657,61099,0,0,3,18,3,0,0,0,0,32,0,0,0,6,4,4,0,0,0,18,0,0,0,10,7,3,0,0,0,23,4,3,9,20,11,16,11,0,0,80,0,0,0,28,32,26,7,9,0,97,0,4,13,76,27,19,19,4,0,158,0,3,0,14,14,35,26,17,7,125,0,3,8,21,15,18,17,14,0,81,4,42,56,317,538,560,664,318,78,2587,0,5,7,64,29,17,5,0,0,117,0,3,3,8,11,3,18,0,0,50,0,4,6,25,27,37,106,45,8,262,0,0,3,5,13,20,31,23,3,102,0,0,3,14,9,7,4,0,0,41,3,14,24,123,22,23,26,18,0,253,0,0,6,12,7,5,12,10,0,49,0,0,0,16,9,5,4,3,0,40,0,3,3,25,6,6,4,4,0,49
CED121,0,0,0,6,0,0,0,0,0,7,4992,9586,9035,16188,8306,8004,5926,2889,1022,65944,0,0,3,27,3,0,0,0,0,35,0,0,0,3,8,0,3,0,0,17,0,0,0,8,3,4,0,0,0,16,3,9,3,26,19,17,14,6,0,84,0,0,0,12,5,6,5,3,0,31,0,6,17,45,20,17,11,4,0,126,0,3,0,3,8,5,10,10,0,39,0,0,0,7,0,3,8,0,0,18,4,39,46,174,337,363,481,267,91,1816,0,3,6,36,11,14,9,0,0,75,0,3,3,0,3,8,10,3,0,35,0,0,0,13,22,35,126,42,10,241,0,0,0,0,0,6,9,3,0,21,0,0,5,14,6,7,3,0,0,35,7,14,13,141,26,11,19,7,4,240,0,3,3,10,5,7,4,0,0,33,0,3,0,10,0,0,0,0,0,19,0,0,0,6,0,0,0,0,0,12
CED122,0,0,3,16,3,6,0,0,0,26,4368,7151,7017,12701,5191,3719,2237,1189,462,44034,9,38,83,477,119,106,16,4,0,854,0,0,0,23,7,17,11,6,0,68,0,4,16,21,12,13,3,0,0,60,6,7,22,132,31,22,6,3,0,230,0,5,10,126,69,50,80,23,4,370,22,64,3042,1873,305,279,180,126,51,5942,0,0,0,10,22,18,38,56,9,161,0,3,6,34,33,62,137,105,35,426,30,152,187,1486,688,388,307,138,54,3436,0,6,15,93,66,39,26,8,0,243,16,63,51,290,81,34,12,3,0,560,3,18,26,163,52,34,56,40,10,399,3,14,9,74,60,112,209,375,120,982,10,27,366,303,104,134,68,23,3,1034,21,39,210,619,99,71,69,36,13,1178,21,51,416,955,216,176,106,38,9,1975,3,5,17,214,31,28,13,3,0,310,3,12,24,121,80,45,27,8,4,328
CED123,0,7,20,52,19,6,6,0,0,117,6071,10300,9613,17459,6594,5269,3170,1069,362,59907,0,13,10,103,15,10,4,0,0,162,0,0,3,22,16,13,11,3,3,71,0,3,0,16,9,3,3,0,0,33,0,3,3,25,15,9,6,0,0,68,0,0,0,28,16,15,19,11,0,92,6,15,37,212,55,59,43,23,0,454,0,0,3,32,45,42,55,44,3,219,3,6,16,57,36,63,55,25,6,257,8,77,84,396,586,633,612,272,74,2737,0,9,37,160,104,66,33,13,3,435,0,4,4,14,6,4,7,0,3,45,0,5,3,39,30,52,148,52,5,341,0,0,6,9,15,45,59,45,7,189,0,4,12,23,10,20,3,3,0,81,22,105,133,969,196,143,85,42,9,1698,0,3,5,47,14,11,11,3,0,94,0,10,15,78,33,15,23,12,0,179,0,3,17,68,29,22,16,4,0,161
CED124,0,0,0,0,0,0,0,0,0,3,3349,8129,6494,10313,7646,8990,8690,4358,1426,59388,0,0,0,8,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,9,0,3,9,14,12,21,6,6,0,65,0,0,0,4,3,3,4,3,0,17,5,3,4,20,11,14,7,7,3,64,0,0,0,0,4,16,10,15,0,42,0,0,0,7,3,7,16,9,0,51,7,35,31,167,316,451,791,441,124,2360,0,0,0,4,5,9,7,0,0,25,0,4,0,6,7,11,6,6,0,38,0,0,5,15,26,38,101,60,11,264,0,0,0,0,0,3,15,7,0,33,0,0,0,0,3,5,3,5,0,19,3,12,8,75,13,7,18,7,8,150,0,3,0,9,3,4,3,3,3,34,0,0,0,0,0,3,3,0,0,8,0,0,0,3,4,3,0,0,0,12
CED125,0,3,19,74,26,15,7,3,0,148,5905,10406,9084,14034,5017,4689,2715,875,220,52945,6,57,97,607,204,116,12,3,0,1103,0,0,0,48,31,18,5,4,0,119,0,3,9,81,31,28,16,3,3,170,3,12,7,25,14,8,0,0,3,67,0,3,4,111,99,84,94,21,0,425,7,18,44,185,108,105,64,31,11,580,0,0,0,25,35,38,60,42,6,215,5,28,21,106,52,58,68,20,4,356,9,57,39,269,434,548,483,231,51,2122,3,27,65,455,262,169,80,19,5,1086,0,0,3,24,7,3,12,4,0,49,0,3,20,17,31,37,81,34,0,234,0,6,4,11,21,39,43,16,3,144,0,3,11,43,9,28,10,4,3,111,28,117,163,913,277,147,90,26,7,1766,0,7,21,87,37,32,23,0,3,216,0,11,25,52,18,10,8,8,0,130,0,20,47,183,108,51,18,8,0,435
CED126,0,0,0,6,3,3,3,0,0,21,4290,8968,6884,10845,6395,5262,4024,2295,975,49939,0,0,0,22,6,0,0,0,0,37,0,0,3,21,15,12,11,0,0,65,3,0,0,3,4,0,0,0,0,16,6,23,15,80,47,45,19,3,3,250,0,0,0,20,23,10,10,9,0,74,6,24,153,289,186,146,60,43,8,922,0,0,4,22,35,44,67,47,10,232,0,0,0,11,7,18,32,20,5,108,45,376,302,1198,1245,799,882,440,175,5467,0,3,5,26,13,17,8,8,0,80,0,33,25,73,36,19,16,6,4,211,0,32,35,83,117,62,100,74,11,520,0,0,0,13,8,13,25,15,3,79,4,14,22,47,24,40,24,14,0,192,19,46,80,330,70,49,34,17,9,648,3,3,16,38,20,20,13,9,3,139,0,3,14,85,46,38,31,14,7,235,0,0,0,3,3,5,0,3,0,13
CED127,0,0,0,4,3,0,0,0,0,4,4065,8955,8096,13214,7353,6731,4384,1810,556,55169,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,3,0,5,0,16,0,0,5,8,0,0,3,0,0,20,0,7,3,33,28,28,15,5,0,118,0,0,3,15,12,8,14,7,0,65,0,4,21,62,37,28,21,14,0,194,0,0,0,3,13,20,20,11,0,74,0,3,0,0,4,12,12,5,3,41,10,70,82,415,663,755,820,358,119,3281,0,0,0,11,17,13,11,4,0,62,0,0,0,20,14,17,10,3,0,68,0,5,0,36,59,72,142,72,19,410,0,0,0,7,8,20,26,21,11,84,0,5,8,18,14,15,5,4,0,63,4,3,25,77,29,19,32,23,6,209,0,3,16,11,5,8,10,6,4,66,0,0,0,16,11,3,0,0,0,37,0,0,0,10,3,3,3,0,0,19
CED128,6,36,329,620,131,71,20,8,0,1224,5525,9268,7902,10170,3555,3042,1676,686,264,42076,3,0,11,79,16,8,0,0,0,118,0,3,16,109,61,70,20,23,3,303,5,5,46,233,156,132,92,29,5,704,0,6,5,16,9,0,0,0,0,39,0,0,12,96,94,76,114,31,5,428,7,39,131,535,263,275,134,74,31,1501,0,0,7,42,76,107,111,94,17,464,0,18,24,129,53,69,70,33,5,401,0,13,19,105,175,243,248,73,33,913,0,13,50,308,150,145,68,28,5,759,0,3,3,14,8,8,4,4,3,42,0,0,14,26,21,28,73,45,11,212,0,11,17,13,11,35,68,61,13,238,0,3,19,69,33,56,20,5,0,205,25,77,189,1017,220,130,92,40,12,1803,3,9,8,67,28,19,26,4,3,168,5,82,158,559,104,81,31,26,14,1073,50,450,828,2113,1073,695,345,165,42,5759
