State,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceTypeID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesAddress2,PremisesAddress3,PremisesSuburb,PremisesStateAb,PremisesPostCode,Latitude,Longitude
NSW,135,New England,1942,1,Glencoe,Glencoe Community Hall,8008 New England Hwy,,,GLENCOE,NSW,2365,-29.9275000,151.7250000
NSW,135,New England,1939,1,Glen Innes,Glen Innes Public School,Church St,,,GLEN INNES,NSW,2370,-29.7356000,151.7390000
NSW,135,New England,1940,1,Glen Innes North,Glen Innes Hospital,94 Taylor St,,,GLEN INNES,NSW,2370,-29.7327000,151.7320000
NSW,135,New England,1941,1,Glen Innes West,Cameron Memorial Hall,72-76 Macquarie St,,,GLEN INNES,NSW,2370,-29.7379068,151.7295387
NSW,135,New England,1943,1,Gum Flat,Gum Flat Community Hall,958 Copeton Dam Rd,,,GUM FLAT,NSW,2360,-29.7796124,150.9801643
NSW,135,New England,1108,1,Gunnedah,Gunnedah Town Hall,Conadilly St,,,GUNNEDAH,NSW,2380,-30.9765377,150.2516696
NSW,135,New England,1109,1,Gunnedah North,Gunnedah High School,Marquis St,,,GUNNEDAH,NSW,2380,-30.9818000,150.2500000
NSW,135,New England,33884,5,Gunnedah PPVC,Gunnedah Shire Building,63 Elgin St,,,GUNNEDAH,NSW,2380,-30.9783000,150.2560000
NSW,135,New England,1126,1,Gunnedah South,Gunnedah South Public School,Stock Rd,,,GUNNEDAH,NSW,2380,-30.9915000,150.2510000
NSW,135,New England,1944,1,Guyra,Guyra Central School,Marne St,,,GUYRA,NSW,2365,-30.2225000,151.6760000
NSW,135,New England,1945,1,Hallsville,Hallsville Uniting Church,1266 Manilla Rd,,,HALLSVILLE,NSW,2340,-31.0036045,150.8756589
NSW,135,New England,1946,1,Hillgrove,Hillgrove Mechanics Institute,Bracken St,,,HILLGROVE,NSW,2350,-30.5690275,151.9049378
NSW,135,New England,1947,1,Hillvue,Tamworth TREC,Greg Norman Dr,,,TAMWORTH,NSW,2340,-31.1304153,150.9198037
NSW,135,New England,38334,1,Hillvue West,Mary Help of Christians Hall,Hillvue Rd,,,TAMWORTH SOUTH,NSW,2340,-31.1142020,150.9084660
NSW,135,New England,1949,1,Inverell,Flanders House,Evans St,,,INVERELL,NSW,2360,-29.7741325,151.1149995
NSW,135,New England,1950,1,Inverell East,Inverell Public School,Ross St,,,INVERELL,NSW,2360,-29.7731886,151.1221498
NSW,135,New England,33754,5,Inverell PPVC,Flanders House,Evans Street,,,INVERELL,NSW,2360,-29.7741092,151.1150531
NSW,135,New England,1952,1,Jennings,Jennings Public School,29-31 Brushabers Rd,,,JENNINGS,QLD,4383,-28.9272952,151.9341328
NSW,135,New England,1114,1,Kelvin,Community Hall,2000 Kelvin Rd,,,KELVIN,NSW,2380,-30.8256011,150.3462418
NSW,135,New England,1953,1,Kentucky,Kentucky Memorial Hall,44 Noalimba Ave,,,KENTUCKY,NSW,2354,-30.7630000,151.4490000
NSW,135,New England,1954,1,Kingstown,Kingstown Community Hall,Kingstown Rd,,,KINGSTOWN,NSW,2358,-30.5073827,151.1149288
NSW,135,New England,1955,1,Kootingal,Kootingal Public School,Denman Ave,,,KOOTINGAL,NSW,2352,-31.0541000,151.0540000
NSW,135,New England,2095,1,Legume,Legume Fire Shed,Mount Lindesay Rd,,,LEGUME,NSW,2476,-28.4073788,152.3075824
NSW,135,New England,2096,1,Liston,Liston Hall,Stanthorpe St,,,LISTON,NSW,2372,-28.6469000,152.0850000
NSW,135,New England,1958,1,Loomberah,Loomberah Hall,Duri-Dungowan Rd,,,LOOMBERAH,NSW,2340,-31.2349851,151.0205212
NSW,135,New England,1917,1,Madgwick,Wright Centre,Abbott Rd,,,UNIVERSITY OF NEW ENGLAND,NSW,2351,-30.4961473,151.6407546
NSW,135,New England,1118,1,Manilla,Manilla Small Town Hall,Manilla Street,,,MANILLA,NSW,2346,-30.7464000,150.7200000
NSW,135,New England,1959,1,Martins Gully,Martins Gully Public School,Bona Vista Rd,,,ARMIDALE,NSW,2350,-30.5245000,151.6370000
NSW,135,New England,1960,1,Mingoola,Mingoola Public School,16 Mingoola School Rd,,,MINGOOLA,NSW,2372,-29.0052308,151.5424390
NSW,135,New England,1961,1,Moonbi,Moonbi Public School,24-42 Charles St,,,MOONBI,NSW,2353,-31.0189618,151.0747725
NSW,135,New England,1962,1,Moore Creek,Moore Creek Memorial Hall,1019 Upper Moore Creek Rd,,,MOORE CREEK,NSW,2340,-30.9952988,150.9227835
NSW,135,New England,1128,1,Mullaley,Mullaley Public School,Nombi St,,,MULLALEY,NSW,2379,-31.0989013,149.9068246
NSW,135,New England,1964,1,Nemingha,Nemingha Public School,145 Nundle Rd,,,NEMINGHA,NSW,2340,-31.1271941,151.0042734
NSW,135,New England,1914,1,Newling,Newling Public School,80 Chapel St,,,ARMIDALE,NSW,2350,-30.5231000,151.6770000
NSW,135,New England,1965,1,Niangala,Niangala Public School,Foster St,,,NIANGALA,NSW,2354,-31.2980000,151.4080000
NSW,135,New England,34946,1,North Hill,Autumn Lodge,50 Butler St,,,ARMIDALE,NSW,2350,-30.5047000,151.6590000
NSW,135,New England,1966,1,Nowendoc,Nowendoc Memorial Hall,870 Nowendoc Rd,,,NOWENDOC,NSW,2354,-31.5140323,151.7163777
NSW,135,New England,1968,1,Nundle,Nundle Public School,93-97 Jenkins St,,,NUNDLE,NSW,2340,-31.4599000,151.1270000
NSW,135,New England,1970,1,Oxley Vale,Oxley Vale Public School,Manilla Rd,,,OXLEY VALE,NSW,2340,-31.0590000,150.8950000
NSW,135,New England,1971,1,Peel High,Peel High School,88 Gunnedah Rd,,,TAMWORTH,NSW,2340,-31.1000000,150.8930000
NSW,135,New England,1142,1,Premer,Premer Public School,Ellerslie St,,,PREMER,NSW,2381,-31.4540000,149.9010000
NSW,135,New England,1144,1,Quirindi,Quirindi High School,113 HIll St,,,QUIRINDI,NSW,2343,-31.5018000,150.6800000
NSW,135,New England,1972,1,Red Range,Red Range Public School,34 Parkes St,,,RED RANGE,NSW,2370,-29.7737829,151.8983601
NSW,135,New England,1973,1,Rocky River,Rocky River Public School,354 Thunderbolts Way,,,ROCKY RIVER,NSW,2358,-30.6130803,151.4914677
NSW,135,New England,1974,1,Ross Hill,Ross Hill Public School,Andrew St,,,INVERELL,NSW,2360,-29.7708000,151.1030000
NSW,135,New England,1975,1,Somerton,Somerton Public School,Milkmaid St,,,SOMERTON,NSW,2340,-30.9384000,150.6420000
NSW,135,New England,38193,2,Special Hospital Team 1,Multiple sites,,,,,NSW,,,
NSW,135,New England,38194,2,Special Hospital Team 2,Multiple sites,,,,,NSW,,,
NSW,135,New England,38195,2,Special Hospital Team 3,Multiple sites,,,,,NSW,,,
NSW,135,New England,46622,2,Special Hospital Team 4,Multiple sites,,,,,NSW,,,
NSW,135,New England,1149,1,Spring Ridge,Spring Ridge Public School,102-104 Darby Rd,,,SPRING RIDGE,NSW,2343,-31.3911988,150.2566670
NSW,135,New England,1976,1,Sunnyside,Sunnyside Hall,5 Sunnyside Hall Rd,,,SUNNYSIDE,NSW,2372,-29.0025614,151.9473187
NSW,135,New England,14131,1,Sydney (New England),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.8730501,151.2064528
NSW,135,New England,1150,1,Tambar Springs,Tambar Springs Public School,Tambar St,,,TAMBAR SPRINGS,NSW,2381,-31.3486815,149.8281946
NSW,135,New England,1977,1,Tamworth,Tamworth Christian Outreach Hall,156 Marius St,,,TAMWORTH,NSW,2340,-31.0891815,150.9320805
NSW,135,New England,1980,1,Tamworth East,Tamworth East Public School,Napier St,,,TAMWORTH,NSW,2340,-31.0846637,150.9364162
NSW,135,New England,34947,1,Tamworth North,McCarthy Catholic College,Tribe St,,,TAMWORTH,NSW,2340,-31.0757076,150.9175923
NSW,135,New England,33755,5,Tamworth PPVC,1D Darling Street,,,,TAMWORTH,NSW,2340,-31.0874133,150.9259008
NSW,135,New England,1978,1,Tamworth South,Tamworth High School,Willis St,,,TAMWORTH,NSW,2340,-31.1045000,150.9170000
NSW,135,New England,1981,1,Tamworth West,Tamworth West Public School,65 Bridge St,,,TAMWORTH,NSW,2340,-31.0920000,150.9210000
NSW,135,New England,1983,1,Tenterfield,Tenterfield Memorial Hall,96 Molesworth St,,,TENTERFIELD,NSW,2372,-29.0512464,152.0190100
NSW,135,New England,65440,5,Tenterfield PPVC,Tenterfield Memorial Hall,Molesworth Street,,,TENTERFIELD,NSW,2372,-29.0513024,152.0186576
NSW,135,New England,1985,1,Timbumburi,Timbumburi Public School,542 Kia Ora La,,,TIMBUMBURI,NSW,2340,-31.2037000,150.9160000
NSW,135,New England,1986,1,Tingha,Tingha Public School,54 Ruby St,,,TINGHA,NSW,2369,-29.9584202,151.2134837
NSW,135,New England,1988,1,Uralla,Uralla Anglican Hall,12 Park St,,,URALLA,NSW,2358,-30.6432754,151.4965708
NSW,135,New England,2126,1,Urbenville,Urbenville Public School,Welch St,,,URBENVILLE,NSW,2475,-28.4733000,152.5450000
NSW,135,New England,1989,1,Walcha,Walcha Central School,154 North St E,,,WALCHA,NSW,2354,-30.9802871,151.6033968
NSW,135,New England,1162,1,Wallabadah,Wallabadah Public School,Martyn St,,,WALLABADAH,NSW,2343,-31.5407960,150.8281404
NSW,135,New England,1166,1,Werris Creek,Werris Creek Public School,68 Dewhurst St,,,WERRIS CREEK,NSW,2341,-31.3492000,150.6510000
NSW,135,New England,1990,1,Westdale,Westdale Public School,Gunnedah Rd,,,WESTDALE,NSW,2340,-31.0945000,150.8730000
NSW,135,New England,1169,1,Willow Tree,Willow Tree Community Hall,56 Main North Rd,,,WILLOW TREE,NSW,2339,-31.6452454,150.7261717
NSW,135,New England,1991,1,Wollomombi,Chandler Public School,4075 Grafton Rd,,,WOLLOMOMBI,NSW,2350,-30.5175911,152.0540444
NSW,135,New England,1993,1,Woolbrook,Woolbrook Public School,Church St,,,WOOLBROOK,NSW,2354,-30.9695000,151.3420000
NSW,135,New England,1994,1,Woolomin,Woolomin Public School,Frederick St,,,WOOLOMIN,NSW,2340,-31.3018734,151.1484895
NSW,135,New England,1996,1,Yarrowitch,Yarrowitch Public School,Chandlers Rd,,,YARROWITCH,NSW,2354,-31.2507980,151.9482403
NSW,135,New England,1172,1,Yetman,Yetman Hall,Warialda St,,,YETMAN,NSW,2410,-28.9021172,150.7762038
NSW,136,Newcastle,2679,1,Adamstown,Adamstown Uniting Church,228 Brunker Rd,,,ADAMSTOWN,NSW,2289,-32.9339409,151.7257479
NSW,136,Newcastle,2680,1,Adamstown Heights (Newcastle),Kotara High School,65 Lexington Pde,,,ADAMSTOWN HEIGHTS,NSW,2289,-32.9464000,151.7070000
NSW,136,Newcastle,2681,1,Adamstown North,Adamstown Senior Citizens Centre,153A Brunker Rd,,,ADAMSTOWN,NSW,2289,-32.9311270,151.7283080
NSW,136,Newcastle,1861,1,Beaumont Park,Hamilton South Community Centre,cnr Fowler & Ogden Sts,,,HAMILTON SOUTH,NSW,2303,-32.9353000,151.7390000
NSW,136,Newcastle,1352,1,Beresfield,Beresfield Public School,Lawson Ave,,,BERESFIELD,NSW,2322,-32.8038000,151.6540000
NSW,136,Newcastle,1862,1,Birmingham Gardens,St Paul's Anglican Church Hall Birmingham Gardens,Naughton Ave,,,BIRMINGHAM GARDENS,NSW,2287,-32.8954000,151.6930000
NSW,136,Newcastle,1863,1,Birmingham Gardens North,Shortland Uniting Church Hall,Sandgate Rd,,,SHORTLAND,NSW,2307,-32.8876000,151.6950000
NSW,136,Newcastle,65533,5,BLV Newcastle PPVC,BLV Newcastle,304/28 Smart St,,,CHARLESTOWN,NSW,2290,-32.9635037,151.6958026
NSW,136,Newcastle,1865,1,Carrington,Carrington Public School,Young St,,,CARRINGTON,NSW,2294,-32.9122000,151.7650000
NSW,136,Newcastle,65201,5,Charlestown NEWCASTLE PPVC,5/45 Pearson Street,,,,CHARLESTOWN,NSW,2290,-32.9641100,151.6951063
NSW,136,Newcastle,1866,1,Cooks Hill,WEA Hunter Laman Street Campus,100 Laman St,,,COOKS HILL,NSW,2300,-32.9292630,151.7680230
NSW,136,Newcastle,1867,1,Cooks Hill South,St John's Anglican Church Hall Cooks Hill,Dawson St,,,COOKS HILL,NSW,2300,-32.9338000,151.7680000
NSW,136,Newcastle,30127,5,Divisional Office (PREPOLL),Divisional Office,304/28 Smart St,,,CHARLESTOWN,NSW,2290,-32.9241990,151.7484030
NSW,136,Newcastle,65222,5,East Maitland NEWCASTLE PPVC,East Maitland Church of Christ,Cnr Garnet Rd & Mitchell Dr,,,EAST MAITLAND,NSW,2323,-32.7606044,151.5918290
NSW,136,Newcastle,1870,1,Fern Bay,Fern Bay Community Hall,Vardon Rd,,,FERN BAY,NSW,2295,-32.8718000,151.7950000
NSW,136,Newcastle,1872,1,Hamilton,Hamilton Public School,Dixon St,,,HAMILTON,NSW,2303,-32.9240000,151.7440000
NSW,136,Newcastle,1873,1,Hamilton Central,Scots Kirk Hall Hamilton,Murray St,,,HAMILTON,NSW,2303,-32.9238000,151.7480000
NSW,136,Newcastle,1864,1,Hamilton North,Hamilton North Public School,Jackson St,,,HAMILTON NORTH,NSW,2292,-32.9174690,151.7340850
NSW,136,Newcastle,1875,1,Hamilton South,Hamilton South Public School,Kenrick St,,,MEREWETHER,NSW,2291,-32.9341000,151.7540000
NSW,136,Newcastle,1877,1,Islington,Islington Public School,Chin Chen St,,,ISLINGTON,NSW,2296,-32.9115000,151.7440000
NSW,136,Newcastle,1878,1,Jesmond,Jesmond Public School,Ralph St,,,JESMOND,NSW,2299,-32.9037676,151.6952338
NSW,136,Newcastle,1879,1,Jesmond North,Callaghan College (Jesmond Senior Campus),Janet St,,,JESMOND,NSW,2299,-32.9013657,151.6960568
NSW,136,Newcastle,2703,1,Kotara East,New Lambton Uniting Church Hall,Grinsell St,,,KOTARA,NSW,2289,-32.9381000,151.7050000
NSW,136,Newcastle,2705,1,Kotara South (Newcastle),Kotara South Public School,Rae Cres,,,KOTARA,NSW,2289,-32.9459090,151.6949120
NSW,136,Newcastle,1880,1,Lambton (Newcastle),St John The Baptist Anglican Church Hall Lambton,Morehead St,,,LAMBTON,NSW,2299,-32.9147000,151.7090000
NSW,136,Newcastle,1881,1,Lambton East,Lambton High School,Young Rd,,,LAMBTON,NSW,2299,-32.9175000,151.7220000
NSW,136,Newcastle,1884,1,Maryville Wickham,St Mark's Anglican Church Hall Islington,Norfolk Ave,,,ISLINGTON,NSW,2296,-32.9160000,151.7520000
NSW,136,Newcastle,1885,1,Mayfield,St Andrew's Anglican Church Hall Mayfield,Church St,,,MAYFIELD,NSW,2304,-32.8980225,151.7414935
NSW,136,Newcastle,1886,1,Mayfield East,Mayfield East Public School,cnr Crebert & Ingall Sts,,,MAYFIELD EAST,NSW,2304,-32.8959000,151.7480000
NSW,136,Newcastle,1887,1,Mayfield South,Mayfield Presbyterian Church Hall,Macquarie St,,,MAYFIELD,NSW,2304,-32.9000000,151.7340000
NSW,136,Newcastle,1888,1,Mayfield West,Mayfield West Public School,Gregson Ave,,,MAYFIELD WEST,NSW,2304,-32.8894000,151.7310000
NSW,136,Newcastle,2707,1,Merewether,Merewether Uniting Church Hall,180 Glebe Rd,,,MEREWETHER,NSW,2291,-32.9378000,151.7520000
NSW,136,Newcastle,2708,1,Merewether Heights,Merewether Heights Public School,156 Scenic Dr,,,MEREWETHER HEIGHTS,NSW,2291,-32.9469000,151.7390000
NSW,136,Newcastle,2709,1,Merewether South,The Holy Family Centre,29 Ridge St,,,MEREWETHER,NSW,2291,-32.9484767,151.7541281
NSW,136,Newcastle,2710,1,Merewether West,St Columba's Parish Hall,153 Lockyer Street,,,ADAMSTOWN,NSW,2289,-32.9373160,151.7263870
NSW,136,Newcastle,1889,1,Newcastle City,Newcastle East Public School,cnr Tyrrell & Brown St,,,THE HILL,NSW,2300,-32.9304000,151.7770000
NSW,136,Newcastle,33789,5,Newcastle NEWCASTLE PPVC,267 Brunker Rd,,,,ADAMSTOWN,NSW,2289,-32.9348691,151.7258394
NSW,136,Newcastle,1882,1,New Lambton,New Lambton Public School,Regent St,,,NEW LAMBTON,NSW,2305,-32.9227000,151.7130000
NSW,136,Newcastle,2712,1,New Lambton Central,All Saints Parish House New Lambton,Cromwell St,,,NEW LAMBTON,NSW,2305,-32.9266000,151.7140000
NSW,136,Newcastle,2714,1,New Lambton South,New Lambton South Public School,St James Rd,,,NEW LAMBTON,NSW,2305,-32.9314303,151.7175065
NSW,136,Newcastle,1894,1,Shortland,Shortland Public School,Sandgate Rd,,,SHORTLAND,NSW,2307,-32.8827000,151.6960000
NSW,136,Newcastle,58535,1,Somerset,Somerset Sporting Complex,Off Somerset Dr,,,THORNTON,NSW,2322,-32.7796495,151.6533607
NSW,136,Newcastle,33606,2,Special Hospital Team 1,Multiple sites,,,,,NSW,,,
NSW,136,Newcastle,1895,1,Stockton,Stockton Public School,Clyde St,,,STOCKTON,NSW,2295,-32.9120555,151.7831260
NSW,136,Newcastle,1897,1,Stockton South,Stockton Uniting Church Hall,cnr Mitchell & King Sts,,,STOCKTON,NSW,2295,-32.9147000,151.7850000
NSW,136,Newcastle,14128,1,Sydney (Newcastle),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.8730501,151.2064528
NSW,136,Newcastle,1422,1,Tarro,Tarro Public School,Eastern Ave,,,TARRO,NSW,2322,-32.8110000,151.6630000
NSW,136,Newcastle,1868,1,The Junction,St Joseph's School The Junction,Union St,,,THE JUNCTION,NSW,2291,-32.9373000,151.7590000
NSW,136,Newcastle,1425,1,Thornton,Thornton Public School,Government Rd,,,THORNTON,NSW,2322,-32.7797000,151.6410000
NSW,136,Newcastle,1898,1,Tighes Hill,Tighes Hill Public School,Elizabeth St,,,TIGHES HILL,NSW,2297,-32.9082000,151.7520000
NSW,136,Newcastle,1900,1,Wallsend East,Wallsend Community Pre-school,cnr Douglas & Abbott St,,,WALLSEND,NSW,2287,-32.9024000,151.6830000
NSW,136,Newcastle,34360,1,Warabrook,Warabrook Community Centre,6 Angophora Dr,,,WARABROOK,NSW,2304,-32.8867000,151.7180000
NSW,136,Newcastle,1902,1,Waratah,Waratah Public School,Lambton Rd,,,WARATAH,NSW,2298,-32.9058000,151.7220000
NSW,136,Newcastle,1871,1,Waratah East,Callaghan College (Waratah Technology Campus),Harris St,,,WARATAH,NSW,2298,-32.9039000,151.7290000
NSW,136,Newcastle,1904,1,Waratah South,Newcastle Middle School,Christo Rd,,,WARATAH,NSW,2298,-32.9096000,151.7200000
NSW,136,Newcastle,1905,1,Waratah West,Waratah West Public School,Leonora Pde,,,WARATAH WEST,NSW,2298,-32.8993000,151.7160000
NSW,136,Newcastle,1655,1,Williamtown,Banksia Grove Village,2129 Nelson Bay Road,,,WILLIAMTOWN,NSW,2318,-32.8059230,151.8648250
NSW,136,Newcastle,1430,1,Woodberry,Woodberry Public School,Lawson Ave,,,WOODBERRY,NSW,2322,-32.7917000,151.6720000
NSW,137,North Sydney,2008,1,Artarmon,Artarmon Community Centre,139 Artarmon Rd,,,ARTARMON,NSW,2064,-33.8070067,151.1857375
NSW,137,North Sydney,2009,1,Artarmon Central,Artarmon Public School,McMillan Rd,,,ARTARMON,NSW,2064,-33.8114200,151.1859300
NSW,137,North Sydney,65456,5,BLV North Sydney PPVC,BLV North Sydney,"Level 12, 67 Albert Ave",,,CHATSWOOD,NSW,2067,-33.7981824,151.1818539
NSW,137,North Sydney,76,1,Boronia Park (North Sydney),Boronia Park Public School,Pittwater Rd,,,HUNTERS HILL,NSW,2110,-33.8212708,151.1352360
NSW,137,North Sydney,2010,1,Cammeray,Cammeray Public School,Palmer St,,,CAMMERAY,NSW,2062,-33.8210755,151.2117081
NSW,137,North Sydney,2011,1,Castle Cove,Castle Cove Public School,Kendall Rd,,,CASTLE COVE,NSW,2069,-33.7821650,151.2016115
NSW,137,North Sydney,2012,1,Castlecrag,Castlecrag Community Centre,cnr The Rampart & The Postern,,,CASTLECRAG,NSW,2068,-33.8039500,151.2119900
NSW,137,North Sydney,11935,1,Chatswood,Chatswood Baptist Church Hall,cnr Orchard Rd & Albert Ave,,,CHATSWOOD,NSW,2067,-33.7984533,151.1822660
NSW,137,North Sydney,33766,1,Chatswood East,Salvation Army Chatswood,cnr Archer & Johnson Sts,,,CHATSWOOD,NSW,2067,-33.7994000,151.1871900
NSW,137,North Sydney,47807,5,Chatswood NORTH SYDNEY PPVC,Sage Building,Level 8,67 Albert Ave,,CHATSWOOD,NSW,2067,-33.7982897,151.1819191
NSW,137,North Sydney,77,1,Chatswood South,Chatswood South Uniting Church,cnr Mowbray Rd & Pacific Hwy,,,LANE COVE NORTH,NSW,2066,-33.8057000,151.1790000
NSW,137,North Sydney,11936,1,Chatswood West (North Sydney),Chatswood Public School,Pacific Hwy,,,CHATSWOOD,NSW,2067,-33.7983058,151.1781717
NSW,137,North Sydney,2019,1,Crows Nest,North Sydney Girls High School,Pacific Hwy,,,CROWS NEST,NSW,2065,-33.8299529,151.2026352
NSW,137,North Sydney,2020,1,Crows Nest East,North Sydney Boys High School,Falcon St,,,NORTH SYDNEY,NSW,2060,-33.8289900,151.2076696
NSW,137,North Sydney,33967,5,Crows Nest NORTH SYDNEY PPVC,Office Suites St Leonards,"Level 1, 454 Pacific Hwy",,,ST LEONARDS,NSW,2065,-33.8247838,151.1978636
NSW,137,North Sydney,78,1,Cullen,Lane Cove West Public School,Avalon Ave,,,LANE COVE WEST,NSW,2066,-33.8097225,151.1517103
NSW,137,North Sydney,30128,5,Divisional Office (PREPOLL),Divisional Office,Level 12,67 Albert Ave,,CHATSWOOD,NSW,2067,-33.7981824,151.1818539
NSW,137,North Sydney,83,1,Ferndale,Holy Trinity Church Hall,44 Beaconsfield Rd,,,CHATSWOOD,NSW,2067,-33.8044000,151.1710000
NSW,137,North Sydney,33806,1,Gladesville (North Sydney),Gladesville Public School,Victoria Rd,,,GLADESVILLE,NSW,2111,-33.8323301,151.1259218
NSW,137,North Sydney,2021,1,Greenwich,Greenwich Memorial Community Centre,46-50 Greenwich Rd,,,GREENWICH,NSW,2065,-33.8291705,151.1883862
NSW,137,North Sydney,89,1,Greenwich North,Greenwich Public School,32 Kingslangley Rd,,,GREENWICH,NSW,2065,-33.8266000,151.1830000
NSW,137,North Sydney,33734,1,Henley,Henley Long Day Care Centre,1A Crown St,,,HENLEY,NSW,2111,-33.8408535,151.1359276
NSW,137,North Sydney,90,1,Hunters Hill,Hunters Hill Public School,17 Alexandra St,,,HUNTERS HILL,NSW,2110,-33.8349224,151.1558440
NSW,137,North Sydney,91,1,Hunters Hill West,St Mark's Church Hall,Figtree Rd,,,HUNTERS HILL,NSW,2110,-33.8316000,151.1430000
NSW,137,North Sydney,2023,1,Kirribilli,St Aloysius College (Junior School),Bligh St,,,KIRRIBILLI,NSW,2061,-33.8464379,151.2134797
NSW,137,North Sydney,94,1,Lane Cove,Lane Cove Public School,cnr Longueville Rd & Austin St,,,LANE COVE,NSW,2066,-33.8159000,151.1700000
NSW,137,North Sydney,101,1,Lane Cove East,Lane Cove Council,48 Longueville Rd,,,LANE COVE,NSW,2066,-33.8129200,151.1713600
NSW,137,North Sydney,95,1,Lane Cove South,St Michael's Catholic Primary School,181 Longueville Rd,,,LANE COVE,NSW,2066,-33.8192080,151.1701635
NSW,137,North Sydney,96,1,Lane Cove West,Lane Cove Bowling and Recreation Club,151 Burns Bay Rd,,,LANE COVE,NSW,2066,-33.8135000,151.1590000
NSW,137,North Sydney,97,1,Longueville,St Andrew's Uniting Church,cnr Kenneth & Christina Sts,,,LONGUEVILLE,NSW,2066,-33.8278312,151.1695145
NSW,137,North Sydney,2024,1,Mcmahons Point,Community Centre (Upper level),165 Blues Point Rd,,,MCMAHONS POINT,NSW,2060,-33.8431000,151.2050000
NSW,137,North Sydney,2025,1,Milsons Point,St Aloysius College (Senior School),Jeffrey St,,,KIRRIBILLI,NSW,2061,-33.8485458,151.2140751
NSW,137,North Sydney,33722,1,Mowbray,Mowbray Public School,635 Mowbray Rd West,,,LANE COVE NORTH,NSW,2066,-33.8041000,151.1550000
NSW,137,North Sydney,2026,1,Naremburn,Naremburn School,250 Willoughby Rd,,,NAREMBURN,NSW,2065,-33.8193780,151.2004555
NSW,137,North Sydney,37052,1,Naremburn East,Naremburn Community Care Centre,7 Central St,,,NAREMBURN,NSW,2065,-33.8160000,151.2020000
NSW,137,North Sydney,57834,1,Neutral Bay (North Sydney),Neutral Bay Public School,Ben Boyd Rd,,,NEUTRAL BAY,NSW,2089,-33.8324891,151.2199092
NSW,137,North Sydney,2028,1,Neutral Bay West (North Sydney),"Community Centre, Forsyth Park",off Montpelier St,,,NEUTRAL BAY,NSW,2089,-33.8333380,151.2159249
NSW,137,North Sydney,2029,1,Northbridge,Northside Baptist Pre-school Centre,112 Sailors Bay Rd,,,NORTHBRIDGE,NSW,2063,-33.8109000,151.2100000
NSW,137,North Sydney,2030,1,Northbridge East,Northbridge Public School,Sailors Bay Rd,,,NORTHBRIDGE,NSW,2063,-33.8123172,151.2188096
